date,slot,vol,close_to_1530_bps,med20,vol_ratio,sym
2025-04-01,09:00-09:30,143300.0,63.20081549439305,,,5711.T
2025-04-02,09:00-09:30,130900.0,-34.87894952810877,,,5711.T
2025-04-03,09:00-09:30,321600.0,-59.3723494486853,,,5711.T
2025-04-04,09:00-09:30,483900.0,-178.21341055914485,,,5711.T
2025-04-07,09:00-09:30,481900.0,237.3054350599646,,,5711.T
2025-04-08,09:00-09:30,316100.0,-135.7042583060364,,,5711.T
2025-04-09,09:00-09:30,190800.0,56.930693069305875,,,5711.T
2025-04-10,09:00-09:30,335700.0,45.57885141294405,,,5711.T
2025-04-11,09:00-09:30,185400.0,298.578199052133,,,5711.T
2025-04-14,09:00-09:30,144200.0,-45.12635379061325,,,5711.T
2025-04-15,09:00-09:30,124000.0,-78.63401482812837,253450.0,0.4892483724600513,5711.T
2025-04-16,09:00-09:30,111700.0,-132.26909920182496,190800.0,0.5854297693920335,5711.T
2025-04-17,09:00-09:30,131300.0,101.49942329873207,188100.0,0.6980329611908559,5711.T
2025-04-18,09:00-09:30,67400.0,98.06157354617983,185400.0,0.3635382955771305,5711.T
2025-04-21,09:00-09:30,142300.0,-75.46306883146615,164800.0,0.8634708737864077,5711.T
2025-04-22,09:00-09:30,120900.0,82.51203300481347,144200.0,0.8384188626907073,5711.T
2025-04-23,09:00-09:30,123400.0,-9.025270758122872,143750.0,0.8584347826086957,5711.T
2025-04-24,09:00-09:30,149000.0,-35.531867643793234,143300.0,1.0397766922540126,5711.T
2025-04-25,09:00-09:30,79900.0,-30.95975232198178,143750.0,0.5558260869565217,5711.T
2025-04-28,09:00-09:30,217200.0,0.0,143300.0,1.5157013258897418,5711.T
2025-04-30,09:00-09:30,198600.0,-6.696428571428825,143750.0,1.3815652173913044,5711.T
2025-05-01,09:00-09:30,125400.0,22.39641657334923,146600.0,0.8553888130968622,5711.T
2025-05-02,09:00-09:30,115300.0,-6.672597864768592,146600.0,0.786493860845839,5711.T
2025-05-07,09:00-09:30,120200.0,2.228163992870069,143250.0,0.8390924956369983,5711.T
2025-05-08,09:00-09:30,191900.0,33.768572714993894,136800.0,1.4027777777777777,5711.T
2025-05-09,09:00-09:30,126600.0,-57.57307351638596,136800.0,0.9254385964912281,5711.T
2025-05-12,09:00-09:30,134600.0,65.74621959237304,128950.0,1.0438154323381155,5711.T
2025-05-13,09:00-09:30,141100.0,-54.019014693171826,128950.0,1.09422256688639,5711.T
2025-05-14,09:00-09:30,152400.0,26.160889470241422,128950.0,1.1818534315626212,5711.T
2025-05-15,09:00-09:30,434600.0,-90.31384059607129,128950.0,3.370298565335401,5711.T
2025-05-16,09:00-09:30,148900.0,78.07118254879342,128950.0,1.1547111283443194,5711.T
2025-05-19,09:00-09:30,114100.0,-38.74202370100277,132950.0,0.8582173749529899,5711.T
2025-05-20,09:00-09:30,115100.0,-97.21908207099284,132950.0,0.8657389996239188,5711.T
2025-05-21,09:00-09:30,87600.0,24.83069977426533,130600.0,0.6707503828483921,5711.T
2025-05-22,09:00-09:30,145000.0,47.77070063694211,130600.0,1.110260336906585,5711.T
2025-05-23,09:00-09:30,84300.0,31.624124689406674,130600.0,0.6454823889739663,5711.T
2025-05-26,09:00-09:30,86500.0,109.44829126647404,130600.0,0.6623277182235835,5711.T
2025-05-27,09:00-09:30,58900.0,48.737261852016545,130600.0,0.45099540581929554,5711.T
2025-05-28,09:00-09:30,90000.0,-136.53380312706466,126000.0,0.7142857142857143,5711.T
2025-05-29,09:00-09:30,123500.0,11.113580795731881,126000.0,0.9801587301587301,5711.T
2025-05-30,09:00-09:30,83200.0,62.37469369570148,124450.0,0.6685415829650462,5711.T
2025-06-02,09:00-09:30,100500.0,-20.18842530282616,121850.0,0.8247845711940911,5711.T
2025-06-03,09:00-09:30,57800.0,94.44569372610844,117750.0,0.4908704883227176,5711.T
2025-06-04,09:00-09:30,102500.0,-24.55357142857162,117650.0,0.8712282192945177,5711.T
2025-06-05,09:00-09:30,136900.0,38.2022471910104,114600.0,1.1945898778359512,5711.T
