pub_date,st_date,en_date,section,FrgnBal,IndBal,PropBal,TrstBnkBal,InvTrBal,InsCoBal,BankBal,BusCoBal,SecCoBal,FrgnTot,IndTot,PropTot,TrstBnkTot,InvTrTot,InsCoTot,BankTot,BusCoTot,SecCoTot,market,ret_5d,ret_10d,ret_20d,FrgnBal_z,IndBal_z,PropBal_z,TrstBnkBal_z,InvTrBal_z,InsCoBal_z,BankBal_z,BusCoBal_z,SecCoBal_z,FvI,FvI_z,year,signal_long,signal_short,position,week_pnl,cum_pnl,cum_topix
2016-07-14,2016-07-04,2016-07-08,TSE1st,-1.65316256,1.60423899,-1.87937775,1.52782149,-0.37126273,-0.29753652,-0.07562173,0.43658892,0.09305505,13058698934.0,2534657987.0,3583847713.0,884779011.0,513823245.0,51845024.0,27952347.0,157657040.0,172600825.0,main,91.83308879985974,55.57118204693401,9.122492264888038,-0.6560943606607259,1.0013778624453689,-0.37229689697749957,1.1420293502345937,-1.2236752238989392,-0.9517436363740106,-0.4883726646649474,-0.4887634756343024,0.9429257661152686,-3.25740155,,2016,0,0,0,0.0,0.0,-219.67933925608259
2016-07-22,2016-07-11,2016-07-15,TSE1st,3.63305474,-5.05123062,2.75961639,-0.05148113,-0.47476295,-0.61137481,-0.16000235,0.09031485,-0.13747535,17354921712.0,4953298232.0,3921177187.0,815900009.0,559340339.0,68083381.0,30653365.0,219249613.0,277586317.0,main,-58.99638506226545,-380.95882277786376,-202.2411110860589,2.9531882043784976,-4.5494532882143845,2.4304487015391896,-1.0368487787229146,-1.4032558940868067,-2.3032145385831737,-1.1614792825047966,-0.8373674010055981,-2.087778746102122,8.68428536,,2016,1,0,1,-58.99638506226545,-58.99638506226545,-278.67572431834805
2016-07-28,2016-07-19,2016-07-22,TSE1st,-1.26460533,0.4137794,0.28221658,0.65023172,-0.10675278,-0.17976733,-0.07133224,0.07045624,0.02903075,12644538093.0,5061820720.0,2716944572.0,571648362.0,417897394.0,34523447.0,16747402.0,180857504.0,257353821.0,main,-158.7800780860482,149.80555193335744,-121.11775038544437,-0.468536630144507,0.19483368620619287,0.6257517433697986,-0.03270425521501714,-0.17634561312747407,-0.12415560884674913,-0.3266341495263057,-0.8022012486558557,0.19442797117343558,-1.6783847299999999,,2016,0,0,0,-0.0,-58.99638506226545,-437.45580240439625
2016-08-04,2016-07-25,2016-07-29,TSE1st,0.83261949,-1.04861126,0.29866081,0.48876556,-0.36729154,-0.30730942,0.01702776,0.06362874,-0.05595474,16121645057.0,4450453718.0,4111609863.0,851025044.0,647584980.0,59327568.0,24793774.0,192455512.0,242889292.0,main,295.82944288826684,81.46591970121352,432.3062558356661,0.6980536167760614,-0.5838707951014771,0.6021970947920833,-0.2522354472647375,-0.9565322333949161,-0.6415646451349604,0.4395694356455994,-0.7609847500094622,-0.8193925213827133,1.8812307499999998,,2016,0,0,0,0.0,-58.99638506226545,-141.6263595161294
2016-08-12,2016-08-01,2016-08-05,TSE1st,-4.5082527,2.13495156,-0.40738228,1.73659471,-0.02113934,0.02392963,-0.01197854,0.69958639,0.04594372,16279446386.0,3607289662.0,3532909760.0,895774847.0,535515558.0,13440393.0,37065422.0,228291099.0,212168340.0,main,-177.3977120243797,-236.30284973503944,187.93543936258095,-2.318785419520102,1.1682989626590745,0.19630322742003073,1.5277490361546826,0.15796510910404468,0.7785154576581915,0.16628719889481466,0.004942045976602413,0.45260014098389645,-6.64320426,,2016,0,1,-1,177.3977120243797,118.40132696211424,-319.0240715405091
2016-08-18,2016-08-08,2016-08-12,TSE1st,0.3918271,-2.0338203,0.38546367,1.22008427,-0.00477768,-0.16218039,-0.0104222,0.23014006,-0.10112569,11598366228.0,2864590660.0,2929304217.0,691407727.0,444870692.0,34378671.0,16573420.0,311939164.0,155722461.0,main,61.79315877987479,317.22031074012943,37.415333343617796,0.5031789748203519,-1.1575474739619234,0.6294258280282604,0.6654220856502786,0.20438725496919927,-0.05462680102652173,0.17510778709317382,-0.5501913946023957,-1.3858445864437448,2.4256474,,2016,0,0,0,0.0,118.40132696211424,-257.23091276063434
2016-08-25,2016-08-15,2016-08-19,TSE1st,-1.54532791,0.7422492,-0.62515572,1.05789624,-0.27840214,-0.19304843,-0.04976664,0.75251947,0.03075611,13197265571.0,3190513100.0,3230352708.0,872988520.0,472630760.0,40965773.0,31155154.0,225321451.0,165834135.0,main,292.922451743991,358.88002955392074,281.07009820521387,-0.4940795077335436,0.4013473266861526,0.030441547255141695,0.41085972475749555,-0.6926079038703298,-0.18909627445595517,-0.20163652072387406,0.10427075496746388,0.325180793931821,-2.28757711,,2016,0,0,0,0.0,118.40132696211424,35.69153898335668
2016-09-01,2016-08-22,2016-08-26,TSE1st,1.7704848,0.18509759,-2.92176146,0.63442436,-0.36389084,-0.1351168,-0.06449562,0.68795839,0.01802778,12117531728.0,2666324603.0,3814065420.0,714981716.0,581571278.0,36442796.0,39204526.0,250191213.0,151246904.0,main,77.87054022687423,-257.87128898206777,-36.164875893826,1.2397047382729718,0.08347087348958937,-1.3138221309866178,-0.20762795504700735,-0.9465043161016452,0.0798868710124252,-0.33915934460143166,0.02056954674602361,0.156974549668886,1.58538721,,2016,1,0,1,77.87054022687423,196.27186718898847,113.5620792102309
2016-09-08,2016-08-29,2016-09-02,TSE1st,-0.65638823,-3.13546759,2.70056084,0.69865238,0.22433709,0.00265694,-0.17436135,0.44319218,-0.12507378,12448134111.0,3173107459.0,3817008148.0,879631552.0,558297973.0,52713704.0,44675031.0,221896780.0,186417920.0,main,-329.55516741610677,-71.42591697945066,81.01378720873909,-0.08425705167620215,-1.7902369264598779,2.0110374950198233,-0.10742224468828311,1.059302953248752,0.723557065222177,-1.4279713469502302,-0.2955418249440197,-1.677820815344658,2.47907936,,2016,0,0,0,-0.0,196.27186718898847,-215.99308820587586
2016-09-15,2016-09-05,2016-09-09,TSE1st,-3.45413262,-0.88622883,4.65293776,-0.44305912,-0.11118388,-0.00813833,-0.23866571,0.35553158,0.01034844,13388534370.0,3481959069.0,4454306868.0,563383734.0,451610638.0,52820851.0,51015891.0,206410738.0,168061208.0,main,238.2831960145615,199.04196206169678,397.16420770262494,-1.5525837442290908,-0.405987779674254,2.8134475341545864,-1.8317245629905354,-0.11268110412026909,0.6439530456548573,-1.9462678877177153,-0.4034170779284703,0.1365944725349465,-2.5679037900000004,,2016,0,1,-1,-238.2831960145615,-42.01132882557303,22.290107808685633
2016-09-26,2016-09-12,2016-09-16,TSE1st,-4.72248725,1.65620985,2.68299993,-0.17200566,0.07136147,-0.1295541,-0.08328774,0.52933029,0.10358584,12174926225.0,3095040055.0,3545691839.0,644776894.0,450599499.0,31894530.0,43892302.0,198387639.0,154447054.0,main,70.75989314121011,264.72524728123005,423.4241733957944,-2.072391165272771,0.9948038943596964,1.3986400285853393,-1.259589396256133,0.512812047566591,0.035055050774302605,-0.3128364606301738,-0.15676544500767597,1.3049555872416567,-6.3786971,,2016,0,1,-1,-70.75989314121011,-112.77122196678314,93.05000094989575
2016-09-29,2016-09-20,2016-09-23,TSE1st,-1.13069966,-1.95322179,2.43864999,0.20203571,0.3599051,0.10611097,0.00569422,-0.01346266,-0.04675719,9657224990.0,2220306037.0,2494306591.0,433152927.0,286027446.0,27322391.0,16599274.0,116712706.0,128783827.0,main,232.0080409301495,181.07207363799117,522.8116049364062,-0.13671571245994454,-1.0264649162128214,1.19397289452748,-0.6554874262734627,1.5011607649060614,1.2025638714485063,0.5281400812475723,-0.9065876118257719,-0.6367016550300792,0.8225221299999999,,2016,0,0,0,0.0,-112.77122196678314,325.05804188004527
2016-10-06,2016-09-26,2016-09-30,TSE1st,-1.91752142,0.54538951,2.24780126,-0.38113289,-0.32730748,-0.01486067,-0.15790336,-0.05684451,0.05054118,13436168280.0,3194156627.0,4043890506.0,634240449.0,457569576.0,67522541.0,45617470.0,154760101.0,186854534.0,main,-42.20563234533237,91.58104811885393,73.17614014339391,-0.5151339189536741,0.3875049457038593,1.0446766858997698,-1.471400016205863,-0.9315250218643347,0.5432849553328319,-1.045945170992519,-0.9303867300083334,0.6052980558452847,-2.46291093,,2016,0,0,0,-0.0,-112.77122196678314,282.8524095347129
2016-10-14,2016-10-03,2016-10-07,TSE1st,2.8149254,-2.8784577,1.19290427,-0.27909534,-0.43225492,-0.11260302,-0.17489283,0.16616218,-0.12282952,12058931224.0,2827662500.0,3290485509.0,604086518.0,454872004.0,42676240.0,33976841.0,180556178.0,184635082.0,main,141.50522937960596,342.95519372474547,399.3344425956735,1.8330164715578166,-1.5329191389556358,0.5269159728595619,-1.2314082794565198,-1.251192088578422,0.04009489260474482,-1.1611581916835894,-0.5810337364208111,-1.6228001990851295,5.6933831,,2016,1,0,1,141.50522937960596,28.73400741282282,424.35763891431884
2016-10-20,2016-10-11,2016-10-14,TSE1st,1.1601897,-0.16592708,-0.45440953,-0.05092675,-0.50368234,-0.12255034,-0.08477101,0.13328747,0.00373545,10437325388.0,2235589056.0,2864505537.0,670285969.0,351650464.0,24577028.0,22056465.0,137248855.0,132026203.0,main,68.26261802074684,-186.5019233010845,406.6616155729097,0.8980822889106457,0.04376617976440175,-0.23486207281624724,-0.8520581093505636,-1.4264048342436884,-0.011518979130251955,-0.2531964096182487,-0.6119431253150048,0.05670496592923409,1.32611678,,2016,0,0,0,0.0,28.73400741282282,492.6202569350657
2016-10-27,2016-10-17,2016-10-21,TSE1st,0.67615894,-1.82740466,1.83788982,0.08479226,-0.67621228,-0.15599905,-0.02362154,0.15522549,-0.06587993,12659710448.0,2956353094.0,3245172626.0,722944938.0,484907402.0,34468977.0,22012282.0,188425339.0,176386989.0,main,-307.6701683695493,-82.88962440638925,574.0394301338325,0.6371590021526449,-0.8795640207481908,0.8320936514865305,-0.6336786793183504,-1.9118863449451364,-0.18580754213912282,0.3421811911352676,-0.5638459038225053,-0.8224221550659747,2.5035636,,2016,0,0,0,-0.0,28.73400741282282,184.9500885655164
2016-11-04,2016-10-24,2016-10-28,TSE1st,0.10578005,-2.86920212,4.44255848,-0.57002822,-0.91192075,-0.29083667,0.07581513,0.07686459,-0.09353985,13981648861.0,3486585280.0,5032574856.0,1293654890.0,701068797.0,82238639.0,41086411.0,218390583.0,184213321.0,main,105.50704235678721,473.4252762319535,755.7061053310754,0.34695948047365915,-1.4315105739934595,2.0205261534963,-1.5427212000905084,-2.493249929553552,-0.8997161412532582,1.3121708019149632,-0.6643909748911385,-1.1477059330064272,2.97498217,0.9275405561990888,2016,0,0,0,0.0,28.73400741282282,290.45713092230363
2016-11-10,2016-10-31,2016-11-04,TSE1st,-0.53782038,1.15286905,-1.02470757,-0.24414272,0.19875146,-0.43578912,-0.05096474,0.63339116,0.13387845,12694176504.0,2824239741.0,3658143207.0,729445980.0,483536630.0,70161968.0,28589382.0,218768530.0,180352665.0,main,256.5802750309909,555.3233199757823,993.744053968344,0.021815623226056895,0.8682499788593155,-0.5650075270152425,-1.0435338025048473,0.981528409816494,-1.6437421070230533,0.003598197601483934,0.16391673371440138,1.8101911013397494,-1.69068943,-0.4328918883851685,2016,0,0,0,0.0,28.73400741282282,547.0374059532945
2016-11-17,2016-11-07,2016-11-11,TSE1st,3.9829628,-4.13912651,1.63360362,-0.76596272,-0.85218976,-0.09306562,-0.34326389,0.89478642,-0.14481793,19928036772.0,4802076815.0,4952059504.0,865808460.0,677619440.0,32461730.0,56338259.0,393924670.0,279336227.0,main,203.5797144867657,297.28769394764987,803.7288111975815,2.2036904566926285,-2.0551686285759385,0.5894339103279408,-1.6872688520633334,-1.9829938143547574,0.2710491620602199,-2.830292212845726,0.5260463085713596,-1.7144690717873707,8.12208931,2.3648188593151014,2016,1,0,1,203.5797144867657,232.31372189958853,750.6171204400603
2016-11-25,2016-11-14,2016-11-18,TSE1st,4.82414552,-4.33793816,1.84823482,-0.7700748,-1.63989525,-0.19882763,-0.59144213,1.17047175,-0.03487645,17944724480.0,4346494738.0,4895800736.0,1082424330.0,860428221.0,67642589.0,77779905.0,428116919.0,288111333.0,main,137.80189177510005,462.79211737510815,550.4530520135264,2.3519880819150667,-1.9319692113135445,0.6317159162225316,-1.5603399889342247,-3.8670712640650184,-0.2855087144334433,-5.409991081568398,0.9089916197835942,-0.26021987530717394,9.16208368,2.3449484815640873,2016,1,0,1,137.80189177510005,370.1156136746886,888.4190122151604
2016-12-01,2016-11-21,2016-11-25,TSE1st,3.0515893,-4.39850836,2.85332377,-0.82640771,-0.6760163,0.03407992,-0.1943111,0.44212197,-0.19081948,12825111876.0,3617187930.0,3601842935.0,695637115.0,522855366.0,84002132.0,34428456.0,286963999.0,220965590.0,main,219.2212073717781,422.09371453277856,259.21472193698224,1.328333295180633,-1.7822487352449483,1.0344077665533515,-1.5162557504418637,-0.9362029494128875,1.0432969156055307,-0.7006939845050454,-0.13988008356486914,-2.1495126693385935,7.45009766,1.647347538206473,2016,1,0,1,219.2212073717781,589.3368210464666,1107.6402195869384
2016-12-08,2016-11-28,2016-12-02,TSE1st,4.16530504,-3.06421084,-1.00976868,-0.02806143,0.54092756,-0.05397655,-0.43264359,0.23783369,-0.17670919,19550961058.0,4417449162.0,5937864564.0,1216320435.0,908850392.0,78820921.0,71846557.0,374952263.0,256218539.0,main,196.5657179870184,203.836137952913,247.3264682943599,1.6748718279163333,-1.0054443021612938,-0.6617928822012848,-0.4654303200432097,1.635963971473348,0.5209328180826663,-2.376935540539458,-0.41930466818090356,-1.82110607003825,7.229515879999999,1.455777488258961,2016,1,0,1,196.5657179870184,785.902539033485,1304.2059375739568
2016-12-15,2016-12-05,2016-12-09,TSE1st,5.66487565,-3.7828624,-4.7947227,3.01069561,0.38109453,0.01996897,-0.08782414,-0.01227247,-0.2871501,18786823235.0,5046654356.0,7252323324.0,1217382641.0,776686661.0,115413491.0,41221560.0,350675651.0,299728484.0,main,-62.05502555585607,-224.33792952506138,-254.91483527094405,2.094988813785549,-1.2632864664844634,-2.2490908601139092,3.1467713736185043,1.1826099767398872,0.8886681531883655,0.17732348975221895,-0.7432466824197159,-2.8332433058223057,9.44773805,1.827959323466188,2016,1,0,1,-62.05502555585607,723.8475134776289,1242.1509120181008
2016-12-22,2016-12-12,2016-12-16,TSE1st,0.8920002,-4.87482799,6.44502712,-0.54785278,-1.7366354,-0.09990176,-0.12375402,0.08725466,-0.244299,19230883794.0,5177497651.0,5067037580.0,964916662.0,748934866.0,77488648.0,38332846.0,299395836.0,290574860.0,main,-145.16736102999417,61.12993030409353,-125.89391166660246,0.20351965499474903,-1.6569506557531823,2.5336612974769483,-0.9774564086129837,-2.967785024423019,0.26693806334121567,-0.03629813758869484,-0.5433304238987581,-1.9763555837859579,5.76682819,0.8914487015690228,2016,0,0,0,-0.0,723.8475134776289,1096.9835509881066
2016-12-29,2016-12-19,2016-12-22,TSE1st,-1.92310766,-2.01580011,5.18516896,-0.60327775,-0.52745218,-0.02194436,-0.07913453,0.07975308,-0.1833224,12000845170.0,3308763371.0,3269746790.0,689990535.0,521104052.0,40286740.0,34270925.0,231089584.0,192541194.0,main,216.95063462200847,-3.0472455549968025,80.22205145870487,-0.8598538130717335,-0.2521603970806538,1.7015129468396364,-0.9822993077922851,-0.4236244935289584,0.7209588815784393,0.3086735987156659,-0.7773640121365715,-1.229133827683565,0.0926924499999997,-0.38281673665328203,2016,0,0,0,0.0,723.8475134776289,1313.934185610115
2017-01-10,2016-12-26,2016-12-30,TSE1st,0.12766177,-1.86084945,5.10376159,-1.84071676,-0.7846906,-0.18942911,-0.24128439,-0.10091805,-0.24062165,11061101007.0,3478059531.0,3636212779.0,566898376.0,369234016.0,39531155.0,31471573.0,145639789.0,194435169.0,main,-252.42542856773852,-270.31740495291336,-206.88808794842916,-0.10336497612343197,-0.14372532551569087,1.514889163904703,-2.154082835544321,-0.8287955251934087,-0.18799461023250608,-0.7738013740545051,-1.3095218585809585,-1.665891272731084,1.98851122,0.006761601047293077,2017,0,0,0,-0.0,723.8475134776289,1061.5087570423766
2017-01-13,2017-01-04,2017-01-06,TSE1st,2.22260039,-2.3991046,1.42055504,-0.47609502,-0.44315467,-0.06094647,-0.01762918,-0.07691318,-0.14681355,10412043509.0,2563512770.0,2764597512.0,538255092.0,293094751.0,25757757.0,19450660.0,134744600.0,138081555.0,main,-46.60400872364745,55.8858656142891,38.425589365458364,0.652736874222405,-0.35948244728258294,0.015339769655142535,-0.6218533731461391,-0.14842314836580586,0.4990886010074448,0.7784929999132284,-1.1998961100594432,-0.6973674952179326,4.62170499,0.5585991289661464,2017,0,0,0,-0.0,723.8475134776289,1014.9047483187292
2017-01-19,2017-01-10,2017-01-13,TSE1st,1.18667551,-0.02661762,-0.43512988,-0.26213752,-0.577509,0.05033134,-0.12301837,0.08111272,-0.06212915,12841773585.0,3123310448.0,3476286492.0,548502980.0,392620278.0,22330654.0,38816727.0,178316224.0,167725441.0,main,115.29396359827082,-111.23477805421001,154.9692287547466,0.22585319103324858,0.8295755771061554,-0.7543382711350085,-0.3416827006129022,-0.3865899063343035,1.168189343525699,0.04437059668058529,-0.6435061539913335,0.12340915914049837,1.2132931299999998,-0.24544242536971445,2017,0,0,0,0.0,723.8475134776289,1130.198711917
2017-01-26,2017-01-16,2017-01-20,TSE1st,-0.95007313,-0.0103137,1.62166932,0.51441009,-1.03851141,-0.12741695,-0.17961043,0.03946287,-0.00587726,14319740891.0,3582677906.0,3929518928.0,640070353.0,460249117.0,36664045.0,50876209.0,173259625.0,187633060.0,main,-265.3424251408232,-245.10498975238158,30.09835135797001,-0.5276827917948612,0.7767218765699115,0.09189750155604604,0.47270772017556034,-1.2114232183168605,-0.1815201916023963,-0.3479163366345875,-0.765691745294691,0.6068979092504411,-0.9397594300000001,-0.683874472900396,2017,0,0,0,-0.0,723.8475134776289,864.8562867761768
2017-02-02,2017-01-23,2017-01-27,TSE1st,-2.04483393,-1.38844328,3.16670258,0.63985898,-0.44575772,-0.11346733,0.00404013,0.0352136,-0.10778286,16085456635.0,3975548594.0,4344984314.0,761030588.0,616843802.0,45031019.0,24193843.0,196152852.0,215953068.0,main,-15.041264521746811,232.4798955027929,322.3316598827064,-0.9416906492961414,0.10008510698151374,0.6714033777480581,0.6100992946258501,-0.07420335595211223,-0.08565519856036515,0.9230618599008136,-0.772730593627055,-0.3059359943900794,-0.6563906499999999,-0.6286849055485609,2017,0,0,0,-0.0,723.8475134776289,849.81502225443
2017-02-09,2017-01-30,2017-02-03,TSE1st,-2.41670328,1.97537541,1.10550453,-0.58532127,-0.77101415,0.133559,-0.02609689,0.2547157,0.07604534,16840703210.0,3921894281.0,4323472857.0,760226677.0,574183323.0,39356988.0,25698575.0,228716940.0,228572560.0,main,99.75581963210134,133.48526778447,123.26224971512367,-1.0223049588020234,1.7948089200028678,-0.1699725988058488,-0.668211155595597,-0.6435299650019688,1.9798270410616108,0.724921309881218,-0.11910710974726878,1.390313188504767,-4.39207869,-1.4566168897299403,2017,0,1,-1,-99.75581963210134,624.0916938455276,949.5708418865313
2017-02-16,2017-02-06,2017-02-10,TSE1st,1.416034,-1.74491517,1.03413425,-0.40804741,-0.2569661,-0.14496592,-0.39684877,0.57251124,-0.11285063,15740788216.0,3694986407.0,3868606977.0,775072385.0,483841450.0,38709630.0,78891033.0,399676904.0,227144589.0,main,86.91763241813754,141.62194394752527,193.47437193746765,0.37022708670999865,-0.06944199938026661,-0.22247987184021475,-0.41580826271196003,0.3163862305567199,-0.44001632826308484,-1.794919121350007,0.8973333831738683,-0.33958872318136246,3.1609491700000003,0.26171882207318875,2017,0,0,0,0.0,624.0916938455276,1036.488474304669
2017-02-23,2017-02-13,2017-02-17,TSE1st,-0.91491442,0.25375253,1.54542581,-0.54410116,-0.1106526,-0.24732262,-0.15471645,0.01314826,-0.03046834,15639333038.0,3843209839.0,3520514571.0,647669178.0,513560002.0,44175458.0,42089053.0,299476104.0,240052876.0,main,113.82733924554688,49.12480285441001,-20.425575923674888,-0.5381684744325708,0.934667032535696,-0.03266982211450564,-0.5159851965928319,0.5985709758282558,-1.2879037852084008,-0.04230605722547173,-0.8343184840014076,0.40574530422042754,-1.16866695,-0.7722106699318831,2017,0,0,0,0.0,624.0916938455276,1150.3158135502158
2017-03-02,2017-02-20,2017-02-24,TSE1st,-0.73091032,-0.45013737,1.2073044,-0.2134577,-0.54277323,-0.08476978,-0.13236832,0.63870186,-0.01256641,13112289146.0,3365325253.0,3181606138.0,575757788.0,449627451.0,35725890.0,50562614.0,310666646.0,190498837.0,main,-50.047999999999206,65.21600000000127,-319.36000000000075,-0.4800937912890871,0.5948088191087894,-0.20118403408710367,-0.06981247008570056,-0.1848647662753563,0.0639155456878825,0.13097289540085796,1.1621224768359755,0.5970809913501578,-0.28077295,-0.5774300639266451,2017,0,0,0,-0.0,624.0916938455276,1100.2678135502165
2017-03-09,2017-02-27,2017-03-03,TSE1st,-0.79743382,-0.87282354,2.57176176,-0.39175763,-0.59130173,-0.05260918,-0.1713638,0.26380396,-0.03589465,16406347570.0,3477629676.0,4308450298.0,767093961.0,529746881.0,36199260.0,42261740.0,315325028.0,208979345.0,main,35.86310758294297,-147.72792536389522,-493.27726266216507,-0.4690243474837718,0.3953898660792743,0.3008358972481443,-0.2464277952621275,-0.2588982939757754,0.3084824641114077,-0.10919984720025806,0.009490498657310062,0.39808069666636303,0.07538972,-0.4720301060133379,2017,0,0,0,0.0,624.0916938455276,1136.1309211331595
2017-03-16,2017-03-06,2017-03-10,TSE1st,-0.93732725,-1.08377743,3.08894625,-0.24524783,-0.50461708,-0.11173716,-0.14460128,0.02671801,-0.12151957,14233861047.0,3143927261.0,4938529017.0,621829429.0,455934880.0,32538422.0,42714038.0,282514013.0,185708273.0,main,-137.34333277970134,-337.41743429878346,-679.3703926102912,-0.5203774804953689,0.24411941532102857,0.5253965188548775,-0.020115572562985223,-0.05038094916770256,-0.15397344638683644,0.06732964961200473,-0.712081088217865,-0.4225090536830331,0.1464501800000001,-0.43138405670597035,2017,0,0,0,-0.0,624.0916938455276,998.7875883534582
2017-03-24,2017-03-13,2017-03-17,TSE1st,-3.87964019,1.08871965,4.0703651,-1.38385593,-0.58344423,-0.09006907,-0.05222748,0.40890382,0.06559749,13324573331.0,3082528385.0,3897397058.0,810614841.0,523982441.0,27451387.0,47809074.0,302597462.0,192663107.0,main,-108.94157958751371,-258.2294704628385,-266.0110118619463,-1.7625883001380727,1.3814023749297533,0.9966200716092191,-1.4341158297954504,-0.1686544253975076,0.056049671612585505,0.6595708715987019,0.5219291187994642,1.3631069614647504,-4.96835984,-1.7027244289746395,2017,0,1,-1,108.94157958751371,733.0332734330414,889.8460087659445
