disc_date,long,short,portfolio,cum
2021-02-24,41.08443790702031,-340.33325785028484,-157.62440997163228,-1023.7613218432434
2021-02-25,55.18950642048394,-372.96589904333126,-166.88819631142366,-1190.649518154667
2021-02-26,-50.585930098926596,-309.185595172299,-187.8857626356128,-1378.5352807902798
2021-03-01,97.35819187393146,230.84285271567387,156.10052229480266,-1222.4347584954771
2021-03-02,15.779449284043205,-146.98298029977707,-73.60176550786693,-1296.036524003344
2021-03-03,98.75039004356078,242.57276842280356,162.66157923318218,-1133.3749447701618
2021-03-04,-159.96172456748033,368.8234251329749,96.43085028274727,-1036.9440944874145
2021-03-05,106.38302056406091,399.8787108286021,245.1308656963315,-791.813228791083
2021-03-08,-104.76733403160745,155.58094823321812,17.406807100805338,-774.4064216902777
2021-03-09,1.6964221967579785,275.2419203430861,130.46917126992204,-643.9372504203557
2021-03-10,-22.028460491131106,277.05621333664703,119.51387642275796,-524.4233739975978
2021-03-11,-59.89980184745071,190.8182825450744,57.459240348811846,-466.96413364878595
2021-03-12,170.47555482449025,199.96057537154724,177.21806509801874,-289.7460685507672
2021-03-15,47.78831565163886,-106.54725458238454,-37.379469465372836,-327.12553801614
2021-03-16,116.16600440540682,-206.1818322437361,-53.007913919164636,-380.13345193530466
2021-03-17,9.961594981930611,-323.33757006543107,-164.68798754175023,-544.8214394770549
2021-03-18,40.82744761324847,-118.14835477860152,-46.660453582676524,-591.4818930597314
2021-03-19,37.75125758472456,-110.79717444202068,-44.52295842864805,-636.0048514883795
2021-03-22,-173.00979122555142,-38.44375839698058,-113.726774811266,-749.7316262996454
2021-03-23,54.30073559105473,79.47810304458602,58.88941931782037,-690.842206981825
2021-03-24,11.235762864200996,-174.53242506513027,-89.64833110046463,-780.4905380822896
2021-03-25,-65.45319231412104,47.89404612282132,-16.77957309564986,-797.2701111779395
2021-03-26,-130.89667392791793,505.6493855630202,179.37635581755114,-617.8937553603884
2021-03-29,11.372870084634709,349.29760939524647,172.3352397399406,-445.5585156204478
2021-03-30,-133.0920182870656,111.31347111221727,-18.889273587424164,-464.44778920787195
2021-03-31,136.37358920400175,415.89308424059317,268.1333367222975,-196.31445248557446
2021-04-01,94.48776015571397,-4.272613084697478,37.107573535508244,-159.20687895006623
2021-04-02,110.12774023598628,-181.76539680107663,-43.81882828254518,-203.0257072326114
2021-04-05,10.53010959500883,-244.7595882031002,-125.11473930404568,-328.1404465366571
2021-04-06,148.2531842348651,6.26709780497092,69.26014101991801,-258.8803055167391
2021-04-07,-51.21341064104294,53.46698445545744,-6.873213092792749,-265.75351860953185
2021-04-08,-237.41612936374597,55.48139142202198,-98.967368970862,-364.7208875803939
2021-04-09,-291.49710039874503,-1.0348842832569445,-154.26599234100098,-518.9868799213948
2021-04-12,161.51979117647244,124.27788870048131,134.89883993847687,-384.08803998291796
2021-04-13,380.0835921677106,22.46031735609117,193.2719547619009,-190.81608522101706
2021-04-14,344.4506037538971,-100.83005303110087,113.81027536139811,-77.00580985961895
2021-04-15,-13.790475776714382,12.892181893274351,-8.449146941720016,-85.45495680133897
2021-04-16,21.940959321441287,-87.16660437517545,-40.612822526867085,-126.06777932820606
2021-04-19,-172.94574199389632,159.57402939167736,-14.685856301109482,-140.75363562931554
2021-04-20,-217.36905526859258,21.666341344794773,-105.8513569618989,-246.60499259121445
2021-04-21,6.367451643044429,218.93433025044067,104.65089094674255,-141.9541016444719
2021-04-22,-150.9007211867919,372.17490248935246,102.63709065128027,-39.31701099319163
2021-04-23,173.2373321820624,-348.83587463448896,-95.79927122621328,-135.11628221940492
2021-04-26,146.58500908004368,-220.9991609759427,-45.207075947949505,-180.32335816735443
2021-04-27,200.56357160872446,-542.3956966629997,-178.91606252713763,-359.2394206944921
2021-04-28,-111.92986305950976,-321.9261182974847,-224.92799067849722,-584.1674113729894
2021-04-30,-100.22864373820649,-896.5786000597215,-506.403621898964,-1090.5710332719534
2021-05-06,94.60040919131383,-249.96114759496209,-85.68036920182413,-1176.2514024737775
2021-05-07,88.76133787035174,-309.8333803211382,-118.53602122539323,-1294.7874236991706
2021-05-10,96.3593218956994,-116.0690216073947,-17.854849855847654,-1312.6422735550184
2021-05-11,276.6044681187848,131.19161448671588,195.89804130275033,-1116.7442322522681
2021-05-12,-182.77143507751416,-409.47743260482554,-304.12443384116983,-1420.868666093438
2021-05-13,-425.5152244913712,69.12450779830972,-186.19535834653075,-1607.0640244399688
2021-05-14,-53.60410975556644,405.8947836843053,168.14533696436945,-1438.9186874755992
2021-05-17,109.43879202298675,265.1934814807973,179.31613675189203,-1259.6025507237073
2021-05-18,89.1018887161244,180.76414085965382,126.9330147878891,-1132.6695359358182
2021-05-19,89.12198459724195,-82.6676884108528,-4.772851906805428,-1137.4423878426237
2021-05-20,-101.02680554385674,-259.795825558219,-188.4113155510379,-1325.8537033936616
2021-05-21,131.03991020162255,-161.85394397248598,-23.407016885431716,-1349.2607202790932
2021-05-24,-36.54110731130476,-74.02801441756047,-63.28456086443262,-1412.545281143526
2021-05-25,-172.34385414295008,-113.7061618744635,-151.02500800870678,-1563.5702891522328
2021-05-26,-190.50366270384833,-73.41139952278535,-139.95753111331683,-1703.5278202655497
2021-05-27,-183.41461683330115,-283.54046898452555,-241.47754290891334,-1945.0053631744631
2021-05-28,29.396462486448556,-117.77633842120125,-52.189937967376345,-1997.1953011418395
2021-05-31,-126.37598262918142,1.3468785422291183,-70.51455204347616,-2067.7098531853158
2021-06-01,-313.15284851271105,532.9879367571713,101.91754412223011,-1965.7923090630857
2021-06-02,-56.64185444238321,316.2987012325996,121.82842339510822,-1843.9638856679774
2021-06-03,-47.58518151613732,391.35754514970466,163.88618181678368,-1680.0777038511937
2021-06-04,-52.17772080431714,102.83352061487922,17.32789990528104,-1662.7498039459126
2021-06-07,-61.085043898884685,131.07686104999024,26.995908575552775,-1635.75389537036
2021-06-08,-108.23465133506683,74.86873041515983,-24.6829604599535,-1660.4368558303133
2021-06-09,-62.55208762461654,424.0512732097448,172.74959279256413,-1487.6872630377493
2021-06-10,-145.73837254227485,-118.84727485353687,-140.29282369790587,-1627.9800867356553
2021-06-11,172.81615347176293,358.526152736059,257.67115310391097,-1370.3089336317444
2021-06-14,162.6828290116104,83.79766398569467,115.24024649865254,-1255.0686871330918
2021-06-15,80.27191869331675,102.4530567242597,83.36248770878822,-1171.7061994243036
2021-06-16,180.72618060972093,-202.33518680681195,-18.80450309854551,-1190.510702522849
2021-06-17,-5.122869521018829,-127.66767032276903,-74.39526992189393,-1264.905972444743
2021-06-18,-112.44027825381811,-45.52964550228389,-86.984961878051,-1351.890934322794
2021-06-21,-49.14186439360749,-141.3697675477737,-103.2558159706906,-1455.1467502934847
2021-06-22,-8.831800275638821,47.476488842371836,11.322344283366508,-1443.8244060101183
2021-06-23,73.27946385494762,-164.22474744391099,-53.47264179448168,-1497.2970478046
2021-06-24,-20.60677562326975,-62.70974572860973,-49.658260675939744,-1546.9553084805398
2021-06-25,17.51363115328969,-22.276200793094883,-10.381284819902596,-1557.3365933004425
2021-06-28,60.01832778038404,-185.5134490422481,-70.74756063093204,-1628.0841539313744
2021-06-29,147.99101060251934,-115.62845438252086,8.18127810999924,-1619.9028758213751
2021-06-30,63.662934028964614,25.157664457339013,36.41029924315181,-1583.4925765782234
2021-07-01,56.82543266440528,-21.079305312641022,9.873063675882129,-1573.6195129023413
2021-07-02,126.30940346969659,42.27478294686483,76.2920932082807,-1497.3274196940606
2021-07-05,59.59849955704746,-69.40191744054162,-12.901708941747081,-1510.2291286358077
2021-07-06,95.37242197170366,18.507761786039012,48.940091878871335,-1461.2890367569364
2021-07-07,-23.121154002237517,123.41230890508045,42.14557745142147,-1419.1434593055149
2021-07-08,-117.81263208867573,153.5216946707867,9.854531291055487,-1409.2889280144593
2021-07-09,145.75306631747443,-65.60781420432888,32.07262605657278,-1377.2163019578866
2021-07-12,60.04607426710806,212.56142853320867,128.30375140015838,-1248.912550557728
2021-07-13,168.47203680332223,-373.68255555089524,-110.60525937378651,-1359.5178099315146
2021-07-14,-259.77370203845345,-217.896293460109,-246.83499774928123,-1606.3528076807959
2021-07-15,138.36133764176017,-124.808681966552,-1.2236721623959141,-1607.5764798431917
2021-07-16,114.43337629861011,-110.2445082821577,-5.905565991773791,-1613.4820458349654
2021-07-19,-35.83969720016564,-134.51783485606066,-93.17876602811315,-1706.6608118630786
2021-07-20,-42.615517581339226,262.81581838790123,102.100150403281,-1604.5606614597975
2021-07-21,-49.46052032643979,-310.19447380872015,-187.82749706757997,-1792.3881585273775
2021-07-26,-1.8174548682177598,-832.4724227518924,-425.14493881005507,-2217.5330973374325
2021-07-27,-50.64980349901127,-232.33060143884134,-149.4902024689263,-2367.023299806359
2021-07-28,11.63914053111008,-236.5044942376114,-120.43267685325065,-2487.4559766596094
2021-07-29,-41.9313122953766,-110.53952887763705,-84.23542058650682,-2571.691397246116
2021-07-30,-258.87302338157406,43.520297980135226,-115.67636270071941,-2687.3677599468356
2021-08-02,-61.251573159462396,391.0802071235439,156.91431698204076,-2530.4534429647947
2021-08-03,129.92684898720512,-467.01599665155675,-176.54457383217581,-2706.9980167969707
2021-08-04,-162.86866520583618,-613.3768899401234,-396.12277757297977,-3103.1207943699505
2021-08-05,-333.61038675725956,-77.26482350815799,-213.43760513270877,-3316.558399502659
2021-08-06,129.15775592625968,1171.1974786784738,642.1776173023667,-2674.3807822002923
2021-08-10,175.99987867005257,217.02426886980402,188.5120737699283,-2485.8687084303638
2021-08-11,202.37221291442935,72.33827797860552,129.35524544651744,-2356.5134629838462
2021-08-12,233.73381417851556,-176.13650249199776,20.7986558432589,-2335.7148071405873
2021-08-13,-0.44709652091934515,242.63418573850205,113.09354460879135,-2222.6212625317958
2021-08-16,109.04818729233679,552.7820458193735,322.91511655585515,-1899.7061459759407
2021-08-17,112.11546159882732,246.1331831002575,171.1243223495424,-1728.5818236263983
2021-08-18,-273.11092859032084,394.05404165738383,52.4715565335315,-1676.1102670928667
2021-08-19,116.92692808950453,432.8512299110267,266.8890790002656,-1409.221188092601
2021-08-20,-122.0538627364249,86.54485013467689,-25.754506300874006,-1434.9756943934751
2021-08-23,103.22087423147053,330.15426584642813,208.68757003894933,-1226.2881243545257
2021-08-24,8.249056177788727,585.8559729691052,289.05251457344696,-937.2356097810788
2021-08-25,-186.4091100957085,302.807996132352,50.199443018321745,-887.036166762757
2021-08-26,29.494189105027928,58.378571407591274,35.936380256309604,-851.0997865064475
2021-08-27,-56.58328127624501,43.383905068154704,-14.599688104045153,-865.6994746104926
2021-08-30,-230.87010216473757,187.54526987304158,-29.662416145848,-895.3618907563407
2021-08-31,-169.3513932957351,-15.619922411935065,-100.48565785383508,-995.8475486101757
2021-09-01,-136.2885428592062,-120.00732075185988,-136.14793180553303,-1131.9954804157087
2021-09-02,372.4721629549824,166.08206222412204,261.27711258955225,-870.7183678261565
2021-09-03,-23.51704848021337,66.49425532542884,13.488603422607735,-857.2297644035488
2021-09-06,-244.24000553613843,373.71860723608137,56.73930084997147,-800.4904635535772
2021-09-07,251.6317023197618,-39.69511922684054,97.96829154646063,-702.5221720071166
2021-09-08,224.10032856859587,-673.9497590345054,-232.92471523295478,-935.4468872400714
2021-09-09,-108.95741350438749,-930.3712231220177,-527.6643183132026,-1463.111205553274
2021-09-10,245.7021077637964,-148.30028976138686,40.700909001204764,-1422.4102965520692
2021-09-13,77.37462699710385,-263.45357552588445,-101.0394742643903,-1523.4497708164595
2021-09-14,157.92674698855038,-15.841661887829138,63.04254255036062,-1460.4072282660989
2021-09-15,10.862642379330206,244.8314102246425,119.84702630198635,-1340.5602019641126
2021-09-16,-182.81443747599195,-47.145388476399596,-122.97991297619578,-1463.5401149403083
2021-09-17,-98.77068247172448,-18.650931147366453,-66.71080680954546,-1530.2509217498537
2021-09-21,-315.2679212246165,37.44079549658719,-146.91356286401464,-1677.1644846138684
2021-09-22,-198.7017312493205,59.075167247946425,-77.81328200068702,-1754.9777666145553
2021-09-24,-61.62305125063433,-230.6713311635886,-154.14719120711146,-1909.1249578216668
2021-09-27,185.80184191444204,-132.83738696886695,18.482227472787542,-1890.6427303488792
2021-09-28,-41.070536949006296,-169.43057695273143,-113.25055695086886,-2003.8932872997482
2021-09-29,-14.024955486247993,-136.55056596873644,-83.28776072749221,-2087.18104802724
2021-09-30,-25.878599813167643,-291.2735769313869,-166.57608837227727,-2253.7571363995175
2021-10-01,122.01947791644633,84.74500928716685,95.38224360180659,-2158.374892797711
2021-10-04,-18.63653499246578,109.09442961396823,37.228947310751224,-2121.1459454869596
2021-10-05,36.6608658492262,6.440341314589091,13.550603581907644,-2107.595341905052
2021-10-06,42.39941181626468,-786.174867658772,-379.88772792125366,-2487.483069826306
2021-10-07,51.02196575056654,-607.3232920036872,-286.15066312656035,-2773.633732952866
2021-10-08,178.74443252465994,-22.768958610448816,69.98773695710557,-2703.6459959957606
2021-10-11,-82.51276053335441,-468.90644228634363,-283.70960140984903,-2987.35559740561
2021-10-12,-12.7013433249389,-58.719393597301924,-43.71036846112041,-3031.06596586673
2021-10-13,-18.11846590568546,-79.3331835644389,-56.725824735062176,-3087.7917906017924
2021-10-14,-13.253871461031519,-145.15551274207556,-87.20469210155353,-3174.996482703346
2021-10-15,155.29804234541268,-12.179827359285001,63.559107493063834,-3111.437375210282
2021-10-18,67.93251321677523,-256.42662939322867,-102.24705808822671,-3213.684433298509
2021-10-19,23.93989967267179,12.205130509143512,10.07251509090765,-3203.6119182076013
2021-10-20,155.92409385737338,224.32372153930703,182.1239076983402,-3021.488010509261
2021-10-21,-191.88983893043053,138.02331118523526,-34.933263872597635,-3056.421274381859
2021-10-22,-135.66299697866125,115.05182988198752,-18.30558354833687,-3074.726857930196
2021-10-25,-218.59501028933022,131.56540665911353,-51.51480181510834,-3126.2416597453043
2021-10-26,-37.927775741387954,251.17348264589143,98.62285345225173,-3027.618806293053
2021-10-27,79.3906057239827,-16.985442238337853,23.202581742822424,-3004.4162245502303
2021-10-28,167.63526127922293,263.3383523379567,207.4868068085898,-2796.9294177416405
2021-10-29,-175.41884610804138,71.51720641349853,-59.950819847271426,-2856.8802375889118
2021-11-01,-67.52711348274548,108.4019509709117,12.43741874408311,-2844.4428188448287
2021-11-02,363.5963040572537,-134.63127813423236,106.48251296151066,-2737.960305883318
2021-11-04,286.7997755803065,-1.313330433743592,134.74322257328146,-2603.2170833100367
2021-11-05,-183.67736446733147,853.7393159214158,327.0309757270422,-2276.1861075829947
2021-11-08,0.881163167612819,110.93368321358552,47.907423190599175,-2228.2786843923955
2021-11-09,196.2239374682621,594.2968103126741,387.2603738904681,-1841.0183105019273
2021-11-10,209.0698430173788,-100.97300273834598,46.0484201395164,-1794.969890362411
2021-11-11,-185.02016809050028,47.966930342198715,-76.52661887415078,-1871.4965092365617
2021-11-12,-9.661223893746193,109.95463375647302,42.14670493136341,-1829.3498043051982
2021-11-15,-20.83139430095558,132.6869240279231,47.927764863483766,-1781.4220394417143
2021-11-16,-94.01669540769377,-303.7502608423273,-206.88347812501053,-1988.3055175667248
2021-11-17,-53.274981821657285,-226.79841256234678,-148.03669719200204,-2136.3422147587266
2021-11-18,21.12849796298937,-192.49345429899742,-93.68247816800402,-2230.0246929267305
2021-11-19,-40.768005311452605,-355.00280211932125,-205.88540371538693,-2435.9100966421174
2021-11-22,-221.2939466197954,-241.77757698391918,-239.5357618018573,-2675.445858443975
2021-11-24,-34.95724310614539,-362.8154058421233,-206.88632447413434,-2882.332182918109
2021-11-25,-282.66753726989555,-412.68664907272006,-355.6770931713078,-3238.0092760894167
2021-11-26,-240.8982599092788,-358.21478951847223,-307.55652471387555,-3545.5658008032924
2021-11-29,-21.817048384584645,-149.0925783971891,-93.45481339088687,-3639.0206141941794
2021-11-30,-104.76043819701925,-111.37402642408207,-116.06723231055066,-3755.08784650473
2021-12-01,-93.20719665311269,122.7143442404456,6.753573793666455,-3748.3342727110635
2021-12-02,226.06532204140254,-44.31595882829428,82.87468160655413,-3665.4595911045094
2021-12-03,75.84648816056288,-15.940267882847706,21.95311013885759,-3643.506480965652
2021-12-06,-122.20542123512693,4.081278926961564,-67.06207115408269,-3710.5685521197347
2021-12-07,-107.65766937488615,-56.69861604761226,-90.17814271124921,-3800.746694830984
2021-12-08,-222.2514952590941,185.46437431061122,-26.39356047424144,-3827.1402553052253
2021-12-09,-32.74747905276606,180.54049781156314,65.89650937939854,-3761.2437459258267
2021-12-10,18.86518542042782,-254.75644176920318,-125.94562817438768,-3887.1893741002145
2021-12-13,-134.466358644911,227.58583035836077,38.559735856724885,-3848.62963824349
2021-12-14,155.73293862355956,82.89125176985861,111.3120951967091,-3737.317543046781
2021-12-15,131.01875753615386,-95.19793238058473,9.910412577784562,-3727.4071304689965
2021-12-16,-11.340304568756766,-80.80039065921494,-54.07034761398585,-3781.477478082982
2021-12-17,165.17075120973345,-39.61203925285793,54.77935597843776,-3726.6981221045444
2021-12-20,-64.766904778278,106.55944402100403,12.896269621363011,-3713.8018524831814
2021-12-21,-65.7155197534334,3.4114828311492147,-39.15201846114209,-3752.9538709443236
2021-12-22,341.9883071548178,-251.43041169946068,37.278947727678556,-3715.674923216645
2021-12-23,-104.47695953070999,287.998996903906,83.761018686598,-3631.9139045300467
2021-12-24,-7.077674462623131,93.6652715476941,35.293798542535484,-3596.620105987511
2021-12-27,-373.3934583374248,-422.03758846051784,-405.7155233989713,-4002.3356293864827
2021-12-28,-116.5721176585242,-106.25398969648941,-119.41305367750681,-4121.748683063989
2021-12-29,-102.27677580147297,471.94010270424974,176.83166345138838,-3944.9170196126006
2021-12-30,-165.14146906834847,-107.86175789393683,-144.50161348114264,-4089.418633093743
2022-01-04,88.7278967462945,288.29147420649934,180.50968547639692,-3908.9089476173463
2022-01-05,-480.4606192123079,22.273171621871587,-237.09372379521815,-4146.002671412564
2022-01-06,-217.18451470127388,-293.1911537843246,-263.1878342427992,-4409.190505655363
2022-01-07,14.02442179370938,-309.01097605144867,-155.49327712886964,-4564.683782784233
2022-01-11,-128.97829244040366,-396.104738511369,-270.54151547588634,-4835.225298260119
2022-01-12,32.89829008458955,-309.4691092540649,-146.2854095847377,-4981.510707844857
2022-01-13,-245.92030283778365,-658.0654548394779,-459.99287883863076,-5441.503586683488
2022-01-14,-108.9147977453575,-377.16424631923,-251.03952203229375,-5692.543108715781
2022-01-17,-277.3979268344931,89.72002004693839,-101.83895339377736,-5794.382062109558
2022-01-18,-64.41265999605596,221.8804024172997,70.73387121062187,-5723.648190898936
2022-01-19,57.94712011480573,-302.49153455651964,-130.27220722085696,-5853.920398119793
2022-01-20,122.18998239671136,-47.417295546214966,29.3863434252482,-5824.534054694545
2022-01-21,237.11596363084965,-321.7919752284149,-50.33800579878263,-5874.872060493328
2022-01-24,193.8095563320555,36.33415221974233,107.07185427589891,-5767.800206217429
2022-01-25,-184.6546366812883,70.97298758307413,-64.84082454910708,-5832.6410307665365
2022-01-26,-85.8327073755968,70.13058843294058,-15.851059471328107,-5848.492090237864
2022-01-27,-32.03014878786234,219.10208659512986,85.53596890363376,-5762.95612133423
2022-01-28,-295.97642574389886,63.21513096267944,-124.38064739060971,-5887.33676872484
2022-01-31,76.17126941975408,20.250344464520612,40.210806942137346,-5847.125961782703
2022-02-01,-103.24930612008193,24.525872844985553,-47.361716637548184,-5894.487678420251
2022-02-02,-11.899820069985683,-1331.4195320487165,-679.6596760593511,-6574.147354479602
2022-02-03,-56.33103418317278,35.25712542131527,-18.536954380928755,-6592.68430886053
2022-02-04,199.17291326807853,-472.70103401424296,-144.7640603730822,-6737.4483692336125
2022-02-07,21.45030734669051,268.17668276418465,136.81349505543758,-6600.634874178175
2022-02-08,258.30458312252625,-38.70848559107991,101.79804876572317,-6498.836825412452
2022-02-09,-449.4588711842539,-794.4007720887703,-629.9298216365121,-7128.766647048964
2022-02-10,-16.933915859928533,-21.103088760359576,-27.018502310144054,-7155.785149359108
2022-02-14,49.39133014397885,-134.4597716652925,-50.53422076065682,-7206.319370119765
2022-02-15,-117.07313058259646,325.63684464289526,96.2818570301494,-7110.0375130896155
2022-02-16,94.59489737700122,287.55927635193893,183.07708686447006,-6926.960426225145
2022-02-17,106.96070047140729,664.4904580955824,377.7255792834949,-6549.23484694165
2022-02-18,332.78901358195685,664.6708661066775,490.7299398443172,-6058.504907097333
2022-02-21,90.42959359657257,86.39377601896807,80.41168480777031,-5978.093222289563
2022-02-22,-10.60866636262736,384.3658068571702,178.8785702472714,-5799.214652042291
2022-02-24,113.62367303210746,497.5139106019941,297.5687918170508,-5501.6458602252405
2022-02-25,328.7387570613139,-315.33974077542223,-1.300491857054169,-5502.946352082295
2022-02-28,-19.081564819665022,34.36013820989369,-0.36071330488566566,-5503.30706538718
2022-03-01,-289.4662371336841,121.06452850178522,-92.20085431594944,-5595.507919703129
2022-03-02,-71.13104973974788,-130.03655540783535,-108.58380257379162,-5704.09172227692
2022-03-03,-119.86826162421649,98.35300609634989,-18.7576277639333,-5722.849350040854
2022-03-04,103.35495934522575,163.17866632882124,125.26681283702351,-5597.582537203831
2022-03-07,-91.72296153396094,81.94717574029845,-12.887892896831247,-5610.470430100662
2022-03-08,182.1252917826213,49.91475983487614,108.02002580874873,-5502.450404291913
2022-03-09,19.67524244215717,-57.510651405439994,-26.91770448164141,-5529.368108773555
2022-03-10,-232.14350534585643,478.83862253897814,115.34755859656086,-5414.020550176994
2022-03-11,280.299997752192,-28.12541147401052,118.08729313909073,-5295.933257037904
2022-03-14,267.36995151305604,474.3827789000583,362.8763652065572,-4933.056891831347
2022-03-15,351.1802368953367,373.3816334134928,354.28093515441475,-4578.775956676932
2022-03-16,-46.675524557916354,46.511942498318106,-8.081791029799124,-4586.857747706731
2022-03-17,176.0400518646286,-208.20046443199385,-24.080206283682628,-4610.937953990414
2022-03-18,162.99014329883315,135.3578862367475,141.1740147677903,-4469.763939222624
2022-03-22,-75.1987611558934,76.73826593149805,-7.230247612197672,-4476.994186834821
2022-03-23,159.28348653721125,436.23225197738327,289.7578692572973,-4187.2363175775245
2022-03-24,70.11959621660873,185.37905106643132,119.74932364152002,-4067.4869939360046
2022-03-25,95.15058100264535,321.17831980750435,200.16445040507486,-3867.3225435309296
2022-03-28,228.7550597903685,833.0517581775161,522.9034089839423,-3344.419134546987
2022-03-29,162.52736851960927,388.71952868705665,267.623448603333,-3076.795685943654
2022-03-30,-192.97073097682295,-291.4774052419343,-250.22406810937863,-3327.0197540530326
2022-03-31,-159.41394684889693,247.61389199728896,36.099972574196016,-3290.9197814788367
2022-04-01,102.89692755055445,-57.96491100467465,14.466008272939902,-3276.453773205897
2022-04-04,7.516284670861936,-230.1222948887149,-119.30300510892647,-3395.7567783148234
2022-04-05,17.20376598261831,146.98556153718275,74.09466375990053,-3321.662114554923
2022-04-06,137.91547267437176,-260.9771833275135,-69.53085532657087,-3391.192969881494
2022-04-07,106.28251043128023,-8.642398871442825,40.820055779918704,-3350.372914101575
2022-04-08,32.76919183424883,30.194729909546275,23.481960871897552,-3326.8909532296775
2022-04-11,118.95765560855615,25.876493015252805,64.41707431190449,-3262.473878917773
2022-04-12,152.40974017145587,-334.9945791733628,-99.29241950095347,-3361.766298418727
2022-04-13,284.9379651320563,457.51156502491733,363.2247650784868,-2998.5415333402398
2022-04-14,70.21097618068288,-490.8095358628742,-218.29927984109565,-3216.8408131813353
2022-04-15,-215.55638330920013,-540.3339883908599,-385.94518585003,-3602.7859990313655
2022-04-18,-232.69322898613655,104.83635038529553,-71.92843930042051,-3674.714438331786
2022-04-19,-115.24542248212995,244.12543785395846,56.44000768591425,-3618.2744306458717
2022-04-20,-155.78686218684334,-118.8684952742511,-145.32767873054723,-3763.602109376419
2022-04-21,-49.839810272566545,-335.6388839752643,-200.73934712391542,-3964.341456500334
2022-04-22,-137.86729947362946,-110.50321473667913,-132.18525710515428,-4096.526713605488
2022-04-25,70.27867886747131,-39.871868992023266,7.203404937724024,-4089.323308667764
2022-04-26,-104.07532290130965,-355.4236139617901,-237.74946843154987,-4327.072777099314
2022-04-27,275.8480863112503,114.54110138172798,187.19459384648914,-4139.878183252826
2022-04-28,27.343582597565362,234.54023619499728,122.94190939628132,-4016.936273856544
2022-05-02,-27.481171851089464,-117.04726367990719,-80.26421776549833,-4097.200491622042
2022-05-06,191.66283169296275,25.28318286665431,100.47300727980853,-3996.7274843422338
2022-05-09,-88.95785292536334,177.00728429777544,36.02471568620605,-3960.7027686560277
2022-05-10,233.1992287943196,251.60219971654953,234.40071425543456,-3726.302054400593
2022-05-11,553.3931570056775,-209.46026752002467,163.9664447428264,-3562.335609657767
2022-05-12,168.27448857378783,500.94131322081944,326.60790089730364,-3235.727708760463
2022-05-13,115.8381371821001,239.68561935013543,169.76187826611778,-3065.965830494345
2022-05-16,76.74749021982679,196.51515263724207,128.63132142853442,-2937.3345090658104
2022-05-17,89.15075519692007,83.97959769455925,78.56517644573967,-2858.7693326200706
