構成,年率,Sharpe,MDD,勝率,N月
Q1 低ROE,10.032463986469242,0.7304770903139512,-27.142184751855947,64.51612903225806,93
Q2,9.25157953229867,0.6346111337250356,-32.969322667431285,61.29032258064516,93
Q3,7.775982126557368,0.5673335783659881,-23.622833824229296,65.59139784946237,93
Q4,8.586359929516929,0.5798806046903865,-23.953681658544312,61.29032258064516,93
Q5 高ROE,7.113595190188682,0.4434012381558391,-27.23381220723621,59.13978494623656,93
市場EW,9.805468352363134,0.6613440694651083,-32.02720827383294,66.66666666666666,93
