code,dt,am_ret,pm_ret
13210,2024-11-05,0.005037783375314861,0.0010025062656641604
13210,2024-11-06,0.014925373134328358,0.003676470588235294
13210,2024-11-07,-0.012829823287339627,0.0007356547327121138
13210,2024-11-08,-0.008232445520581114,-0.00146484375
13210,2024-11-11,-0.0009791921664626683,0.004165645675079637
13210,2024-11-12,0.0007283321194464676,-0.011402231926249394
13210,2024-11-13,-0.010776389909380358,-0.0049517207229512255
13210,2024-11-14,-0.003963339113202873,-0.006466053220591892
13210,2024-11-15,0.0022382491917433476,-0.004466501240694789
13210,2024-11-18,0.0025214321734745334,-0.0017605633802816902
13210,2024-11-19,0.00025106703489831785,-0.000502008032128514
13210,2024-11-20,-0.005264477312609677,0.003276209677419355
13210,2024-11-21,-0.007044025157232704,-0.0005067139599695972
13210,2024-11-22,0.0055513499873832955,-0.002509410288582183
13210,2024-11-25,0.003484320557491289,-0.002728174603174603
13210,2024-11-26,-0.007501875468867217,0.005291005291005291
13210,2024-11-27,-0.0030211480362537764,-0.0007575757575757576
13210,2024-11-28,0.009913573970513472,0.0020135917442738486
13210,2024-11-29,-0.0007566204287515763,0.0002523977788995457
13570,2024-11-06,-0.032520325203252036,-0.008403361344537815
13570,2024-11-07,0.0172413793103448,0.0
13570,2024-11-08,0.0172413793103448,0.0
13570,2024-11-11,0.0084745762711864,-0.008403361344537815
13570,2024-11-12,0.0,0.0085470085470085
13570,2024-11-13,0.0168067226890756,0.0082644628099174
13570,2024-11-14,0.0082644628099174,0.0163934426229508
13570,2024-11-19,0.0080645161290323,-0.008
13570,2024-11-20,0.0161290322580645,-0.015873015873015872
13570,2024-11-21,0.008,0.0079365079365079
13570,2024-11-22,-0.007936507936507936,0.0
13570,2024-11-25,0.0,0.0
13570,2024-11-26,0.016260162601626,0.0
13570,2024-11-27,0.0,0.008
13570,2024-11-28,-0.023622047244094488,0.0080645161290323
13570,2024-11-29,0.0,0.0
13600,2024-11-05,-0.009721322099805573,-0.005235602094240838
13600,2024-11-06,-0.030564784053156147,-0.008567511994516792
13600,2024-11-07,0.0267511439633932,-0.0037709976002742542
13600,2024-11-08,0.0161630358397751,-0.00034578146611341634
13600,2024-11-11,0.003099173553719,-0.009955372468245795
13600,2024-11-12,-0.0031446540880503146,0.020329477742727
13600,2024-11-13,0.0199175824175824,0.0107744107744108
13600,2024-11-14,0.00773369199731,0.0116783450116783
13600,2024-11-15,-0.005003335557038025,0.0083808246731478
13600,2024-11-18,-0.005194805194805195,0.004242819843342
13600,2024-11-19,-0.002289826627412496,0.0013114754098360656
13600,2024-11-20,0.0111731843575419,-0.007474813129671758
13600,2024-11-21,0.0133637548891786,0.0016082341588935
13600,2024-11-22,-0.012317666126418152,0.0052510666229078
13600,2024-11-25,-0.007340674007340674,0.0050420168067227
13600,2024-11-26,0.0162144275314361,-0.009117551286225985
13600,2024-11-27,0.0068515497553018,0.0019442644199611
13600,2024-11-28,-0.021704436642195978,-0.003915171288743882
13600,2024-11-29,0.0019512195121951,0.0
14580,2024-11-05,0.008763388510223954,0.0028957528957528956
14580,2024-11-06,0.028155646947168617,0.008615384615384615
14580,2024-11-07,-0.02669466106778644,0.0003081664098613251
14580,2024-11-11,-0.0009227929867733005,0.008004926108374385
14580,2024-11-12,0.0030257186081694403,-0.021116138763197588
14580,2024-11-13,-0.01941448382126348,-0.010999371464487744
14580,2024-11-14,-0.009436929852154765,-0.010479517307081613
14580,2024-11-15,0.006039415130324221,-0.009162717219589257
14580,2024-11-18,0.0045662100456621,-0.00487012987012987
14580,2024-11-19,0.002268308489954634,0.00032331070158422246
14580,2024-11-20,-0.01096774193548387,0.00684931506849315
14580,2024-11-21,-0.014935064935064935,-0.0013183915622940012
14580,2024-11-22,0.012103369316323193,-0.005171299288946348
14580,2024-11-25,0.005717916137229987,-0.00505369551484523
14580,2024-11-26,-0.01667201025969862,0.007499184871209651
14580,2024-11-27,-0.005863192182410423,-0.002948885976408912
14580,2024-11-28,0.021956087824351298,0.0026041666666666665
14580,2024-11-29,-0.0016339869281045752,-0.0006546644844517184
15400,2024-11-05,-0.001188118811881188,0.0007930214115781126
15400,2024-11-06,0.010301109350237718,-0.00784313725490196
15400,2024-11-07,-0.0036231884057971015,0.0
15400,2024-11-08,-0.003980891719745223,-0.004796163069544364
15400,2024-11-11,-0.004016064257028112,0.0016129032258064516
15400,2024-11-12,0.0004100041000410004,-0.00819672131147541
15400,2024-11-13,0.005351996706463565,0.0028665028665028664
