trade_date,jp_open,jp_close,jp_ret,jp_gap,jp_intra,us_SP500_fut_ret,us_Nasdaq_fut_ret,us_VIX_fut_ret,us_SOX_ret,N225_fut_ret,us_VIX_level
2015-01-06,1377.53,1361.14,-0.028513514478013424,-0.01681547937677086,-0.011898107482232634,-0.013805742211362215,-0.011507889429351104,0.07058823529411762,-0.019134157529159923,-0.017172295363480305,19.11
2015-01-07,1353.43,1359.8,-0.0009844689010682917,-0.005664369572564221,0.00470656036884054,-0.011273538156590712,-0.015602496399423904,0.03872318158032462,-0.021912439317685828,-0.025043680838672144,19.85
2015-01-08,1374.91,1377.67,0.013141638476246609,0.011111928224738943,0.0020074041209969806,0.01252975817566715,0.012618873445501055,-0.051385390428211775,0.009774903996478512,0.019115890083632125,18.83
2015-01-09,1386.72,1380.58,0.0021122620075924026,0.006569062257289371,-0.004427714318680165,0.016705853235985613,0.019444946120040996,-0.06001062134891122,0.029131029506816786,0.022274325908558046,17.7
2015-01-13,1364.26,1374.69,-0.0042663228498166506,-0.011821118660273133,0.007645170275460744,-0.0047946889599213005,-0.006906817505209939,0.050938337801608835,-0.01998482903489307,0.0,19.6
2015-01-14,1365.53,1357.98,-0.012155467778189988,-0.006663320457703237,-0.005528988744297081,-0.0030883261272390827,-0.002218358414773025,0.030612244897959107,-0.009288202197017092,0.001474926253687281,20.2
2015-01-15,1361.29,1376.6,0.013711542143477695,0.0024374438504248808,0.011246685129546297,-0.0035935563816604787,-0.002704001922845811,0.01980198019801982,-0.005904624537997005,-0.009131075110456521,20.6
2015-01-16,1354.45,1363.73,-0.009349121022809714,-0.01609036757227944,0.006851489534497324,-0.015172242258425617,-0.019581852141953404,0.043689320388349495,-0.007768457643769322,-0.0008917954815695905,21.5
2015-01-19,1374.41,1372.41,0.006364896277122334,0.007831462239592968,-0.0014551698547012881,0.01730016416214175,0.01733038348082605,-0.03953488372093028,0.011195564423999604,0.018744421303183545,20.65
2015-01-20,1376.57,1397.63,0.018376432698683276,0.0030311641564837455,0.015298895079799868,0.01730016416214175,0.01733038348082605,-0.03953488372093028,0.011195564423999604,0.018744421303183545,20.65
2015-01-21,1394.24,1390.61,-0.005022788577806914,-0.002425534655094763,-0.0026035689694744457,0.0011171797418072504,0.007067778180500195,-0.02421307506053272,0.010107552797276487,0.017815420560747697,20.15
2015-01-22,1390.97,1389.43,-0.0008485484787250641,0.00025887919689937533,-0.0011071410598358922,0.00545567265964042,0.003958970667626405,0.022332506203474045,0.011318728842626191,-0.002582496413199409,20.6
2015-01-23,1403.88,1403.22,0.009924933246007406,0.010399948180189078,-0.0004701256517651853,0.014551732642742676,0.01953755153253267,-0.1334951456310679,0.006370178129055271,0.012082853855005737,17.85
2015-01-26,1387.82,1402.08,-0.0008124171548297143,-0.01097475805647019,0.01027510772290352,-0.006563753494590929,-0.00041022034692916876,0.028011204481792618,-0.0028425741413669048,-0.011085844229675956,18.35
2015-01-27,1414.53,1426.38,0.017331393358438918,0.00887966449845945,0.00837734088354436,0.005505934173498206,0.0017588087002404773,-0.061035422343324264,0.0027184294824698085,0.01810865191146882,17.23
2015-01-28,1414.36,1429.92,0.0024818070920791246,-0.008426926905873766,0.01100144234848277,-0.008761255779995092,-0.015040674196757808,0.03598374927452119,-0.018464514427233736,-0.0019762845849802257,17.85
2015-01-29,1419.0,1413.58,-0.01142721271120073,-0.007636790869419263,-0.0038195912614518157,-0.02160569604713969,-0.019726678550207932,0.14845938375350132,-0.005553979605547932,-0.003960396039603964,20.5
2015-01-30,1425.67,1415.07,0.0010540613194867099,0.008552752585633705,-0.0074351006895004845,0.013299874529485667,0.01775972845193352,-0.06829268292682922,0.0008407524734637128,0.015904572564612307,19.1
2015-02-02,1402.52,1408.75,-0.004466210152147876,-0.008868819210357093,0.004442004392094301,-0.014487369985141108,-0.013042701447203875,0.10209424083769636,-0.020236112986214305,-0.022365110427732704,21.05
2015-02-03,1415.51,1392.39,-0.011613132209405408,0.004798580301685895,-0.01633333568819706,0.012815680361854431,0.009353125754284264,-0.049881235154394354,0.0031386838962550456,0.012296253931941559,20.0
2015-02-04,1407.92,1417.0,0.017674645752985718,0.011153484296784644,0.006449230069890177,0.012777571020965217,0.007293597178214872,-0.057499999999999885,0.017918466399059696,-0.005367231638418124,18.85
2015-02-05,1417.19,1410.11,-0.004862385321100948,0.00013408609738885247,-0.00499580155095658,-0.0083292503674669,-0.005104160484301734,0.05039787798408479,0.0033286851693581365,-0.003976143141153132,19.8
2015-02-06,1422.61,1417.19,0.005020884895504674,0.008864556665792112,-0.0038098987073055257,0.015810276679841806,0.014615522281214544,-0.05555555555555558,0.009773593364716504,0.01169090390647276,18.7
2015-02-09,1429.93,1424.92,0.005454455648148837,0.008989620304969748,-0.003503668011720862,0.0,-0.0037629350893697566,0.024064171122994527,-0.005697879204960898,0.004791431792559253,19.15
2015-02-10,1424.1,1427.72,0.00196502259775988,-0.000575470903629749,0.002541956323292016,-0.00595817120622566,-0.0043083097261567005,0.02610966057441244,-0.01086568230531093,-0.012061711079943915,19.65
2015-02-12,1446.22,1449.39,0.0151780461154849,0.012957722802790395,0.0021919210078689133,0.0052121212121212235,0.008007013442431266,-0.008086253369272378,0.0032312999432340117,0.011771300448430555,18.4
2015-02-13,1449.12,1449.38,-6.8994542531397585e-06,-0.00018628526483566166,0.00017941923374209523,0.004582177740262816,0.007189656172087888,-0.08152173913043481,0.015872324990932274,-0.004986149584487509,16.9
2015-02-16,1459.05,1459.43,0.0069339993652457466,0.0066718182947189675,0.00026044343922415614,0.005761613251710429,0.008577514247884332,-0.026627218934911157,0.006983818677787523,0.006681514476614803,16.45
2015-02-17,1455.71,1462.07,0.001808925402382977,-0.0025489403397216392,0.004369002067719396,0.005761613251710429,0.008577514247884332,-0.026627218934911157,0.006983818677787523,0.006681514476614803,16.45
2015-02-18,1473.84,1482.67,0.014089612672443907,0.008050230153139104,0.005991152363893137,0.0008354218880535225,0.001027397260273899,-0.015197568389057725,0.0029216542803651713,0.004701327433628277,16.2
2015-02-19,1485.18,1494.93,0.008268866302009181,0.0016928918774912205,0.006564860824950447,-0.00047698545194374553,0.0013684570646594896,-0.006172839506172756,-0.0028000113131770865,0.004954582989264988,16.1
2015-02-20,1499.47,1500.33,0.0036122092673234185,0.0030369314951201876,0.0005735359827139241,0.00011930326890952081,0.005751053410773199,0.0931677018633541,0.0025526121731238582,0.007669131744727498,17.6
2015-02-23,1510.9,1502.83,0.0016663000806489414,0.007045116740983737,-0.005341187371765255,0.005487295717523599,0.005774783445620768,-0.039772727272727404,0.006068235826637958,0.007067137809187329,16.9
2015-02-24,1501.09,1508.28,0.003626491352980654,-0.0011578155879241603,0.0047898527070329155,-0.0004745521414165621,0.000956937799043045,0.00887573964497057,-0.006397188049209079,-0.0005398110661268829,17.05
2015-02-25,1512.66,1507.62,-0.00043758453337583436,0.002903970085130103,-0.003331878941731925,0.0035608308605341588,0.0007310763693622047,-0.055718475073313734,0.013329559926418488,0.00864164191196326,16.1
2015-02-26,1505.37,1521.68,0.009325957469388912,-0.0014924185139491009,0.010834545659871075,-0.0015375517445298525,-0.002079235740376495,0.01863354037267073,-0.00576718985644864,-0.0021419009370816644,16.4
2015-02-27,1526.97,1523.85,0.001426055412438787,0.003476420798065316,-0.002043262146604108,-0.0003553660270078085,0.005068138303863101,-0.024390243902438935,0.006573126027050957,0.012878991145693686,16.0
2015-03-02,1528.77,1524.97,0.000734980477081093,0.003228664238606127,-0.002485658405123048,-0.0024884464984002985,-0.0035298072613177967,-0.009375000000000022,-0.002818591541434712,-0.0026490066225165476,15.85
