sym,S1_open10,S2_morning,S3_lunchgap,S4_afternoon,S5_closing,full_day
8035.T,0.5798733801103346,1.2814576261986956,-0.9058944598435678,-0.8864659654734506,-0.40247741312162494,1.1845707057369772
6857.T,1.0421859609310469,-0.0061991384284543665,-1.2012794995206624,1.8692555055168976,1.5535976389700432,2.012184541563277
6146.T,-0.08655612276822242,-0.6281300902932249,-0.6217158812451775,-0.004838648609103723,1.4468767385111394,0.20432849699766065
6920.T,0.8531901174579969,1.2646169274826125,-0.9870381114938309,-1.377205221545412,0.9142536308496826,1.0339067575713008
6503.T,-1.482051248296435,-0.5676098058582412,-1.025932335802182,0.6952106275161711,0.3928461911383643,-0.26327113920322254
