date,open_px,open_vol,gap_bps,fwd_bps,med20,vol_ratio,sym,gap_dir,vol_dir,quad
2025-05-21,2215.0,87600.0,114.15525114155223,24.83069977426533,128950.0,0.6793330748352074,5711.T,UG,LV,UG_LV
2025-05-22,2213.0,145000.0,-33.77617653681608,-20.334387708992317,126000.0,1.1507936507936507,5711.T,DG,LV,DG_LV
2025-05-23,2217.0,84300.0,38.48766130857939,15.787099684259065,130600.0,0.6454823889739663,5711.T,UG,LV,UG_LV
2025-05-26,2250.0,86500.0,132.85296104480926,57.777777777778816,126000.0,0.6865079365079365,5711.T,UG,LV,UG_LV
2025-05-27,2250.0,58900.0,-57.44586831639364,80.00000000000007,126000.0,0.46746031746031746,5711.T,DG,LV,DG_LV
2025-05-28,2270.0,90000.0,8.818342151675207,-134.36123348017583,126000.0,0.7142857142857143,5711.T,UG,LV,UG_LV
2025-05-29,2248.5,123500.0,40.187541862022336,15.565932844119335,122800.0,1.005700325732899,5711.T,UG,LV,UG_LV
2025-05-30,2230.0,83200.0,-97.69094138543544,127.80269058295879,124450.0,0.6685415829650462,5711.T,DG,LV,DG_LV
2025-06-02,2240.0,100500.0,-81.9127739650205,-69.1964285714286,121850.0,0.8247845711940911,5711.T,DG,LV,DG_LV
2025-06-03,2226.0,57800.0,6.743088334457692,83.10871518418583,117750.0,0.4908704883227176,5711.T,UG,LV,UG_LV
2025-06-04,2247.0,102500.0,11.138338159946137,-55.629728526924715,115200.0,0.8897569444444444,5711.T,UG,LV,UG_LV
2025-06-05,2215.0,136900.0,-87.26784515551533,83.52144469526036,114600.0,1.1945898778359512,5711.T,DG,LV,DG_LV
2025-06-06,2242.5,102200.0,40.29550033579632,40.13377926421313,114600.0,0.8917975567190227,5711.T,UG,LV,UG_LV
2025-06-09,2250.0,115100.0,-6.662225183211579,-108.88888888888837,108300.0,1.0627885503231764,5711.T,DG,LV,DG_LV
2025-06-10,2234.0,53700.0,38.193664345091975,13.428827215755668,108300.0,0.49584487534626037,5711.T,UG,LV,UG_LV
2025-06-11,2229.5,76800.0,-33.527045149753796,116.61807580174877,102350.0,0.7503663898387885,5711.T,DG,LV,DG_LV
2025-06-12,2248.0,116100.0,-33.25205054311664,-46.70818505338126,101350.0,1.1455352738036506,5711.T,DG,LV,DG_LV
2025-06-13,2225.0,209100.0,-55.86592178770999,-26.96629213483126,101350.0,2.0631475086334485,5711.T,DG,HV,DG_HV
2025-06-16,2233.0,135400.0,63.09148264984188,-4.478280340349805,101350.0,1.3359644795263936,5711.T,UG,HV,UG_HV
2025-06-17,2231.0,44400.0,-4.48028673835088,49.30524428507388,101350.0,0.43808584114454857,5711.T,DG,LV,DG_LV
