date,open_px,open_vol,gap_bps,fwd_bps,med20,vol_ratio,sym,gap_dir,vol_dir,quad
2025-06-18,2242.0,104100.0,0.0,111.50758251561088,95250.0,1.0929133858267717,5711.T,DG,LV,DG_LV
2025-06-19,2260.0,73100.0,-30.877812086458345,-88.49557522123908,101350.0,0.721262950172669,5711.T,DG,LV,DG_LV
2025-06-20,2237.5,40900.0,-11.160714285713969,-64.80446927374261,95250.0,0.4293963254593176,5711.T,DG,LV,DG_LV
2025-06-23,2214.0,124200.0,-40.485829959514554,-90.33423667569984,95250.0,1.3039370078740158,5711.T,DG,HV,DG_HV
2025-06-24,2218.0,102500.0,109.38924339106704,-24.79711451758293,101350.0,1.0113468179575729,5711.T,UG,LV,UG_LV
2025-06-25,2217.5,69700.0,22.59887005649608,-119.50394588500556,102350.0,0.6809965803615047,5711.T,UG,LV,UG_LV
2025-06-26,2195.5,68200.0,20.53856686444533,43.270325666135975,102350.0,0.6663409868099658,5711.T,UG,LV,UG_LV
2025-06-27,2257.0,469600.0,235.8276643990931,11.076650420913658,101350.0,4.63344844597928,5711.T,UG,HV,UG_HV
2025-06-30,2280.0,181400.0,90.72803717636634,35.08771929824572,102350.0,1.7723497801660968,5711.T,UG,HV,UG_HV
2025-07-01,2260.5,83800.0,-120.19230769230727,-44.238000442380354,102500.0,0.817560975609756,5711.T,DG,LV,DG_LV
2025-07-02,2232.0,66800.0,-82.20395467673836,170.25089605734678,102500.0,0.6517073170731708,5711.T,DG,LV,DG_LV
2025-07-03,2290.0,208400.0,88.10572687224737,235.8078602620095,102350.0,2.036150464093796,5711.T,UG,HV,UG_HV
2025-07-04,2320.0,192500.0,-102.38907849829393,-122.84482758620707,102350.0,1.880801172447484,5711.T,DG,HV,DG_HV
2025-07-07,2281.0,92300.0,-45.82151429194825,-129.32924156071945,103300.0,0.89351403678606,5711.T,DG,LV,DG_LV
2025-07-08,2241.0,99800.0,-46.63557628247883,129.4065149486845,97400.0,1.0246406570841888,5711.T,DG,LV,DG_LV
2025-07-09,2320.0,242900.0,220.26431718061622,-196.1206896551726,101150.0,2.4013840830449826,5711.T,UG,HV,UG_HV
2025-07-10,2266.0,79100.0,-37.37085073642565,4.413062665489242,103300.0,0.7657308809293321,5711.T,DG,LV,DG_LV
2025-07-11,2293.0,173800.0,114.68901632113004,63.235935455734364,101150.0,1.7182402372713792,5711.T,UG,HV,UG_HV
2025-07-14,2308.5,76100.0,4.333694474538685,-58.479532163743244,101150.0,0.7523479980227386,5711.T,UG,LV,UG_LV
2025-07-15,2295.0,86100.0,0.0,-15.250544662309684,96050.0,0.8964081207704321,5711.T,DG,LV,DG_LV
2025-07-16,2271.5,64700.0,-87.27907484180619,-24.21307506053294,96050.0,0.6736074960957834,5711.T,DG,LV,DG_LV
2025-07-17,2255.0,113200.0,-48.543689320388324,-8.869179600886623,89200.0,1.2690582959641257,5711.T,DG,LV,DG_LV
2025-07-18,2268.0,61100.0,66.5778961384822,-55.11463844797171,96050.0,0.6361270171785528,5711.T,UG,LV,UG_LV
2025-07-22,2274.0,146300.0,82.0217246730226,-50.57167985927924,96050.0,1.5231650182196772,5711.T,UG,HV,UG_HV
2025-07-23,2287.5,225000.0,110.49723756906049,100.54644808743075,96050.0,2.342529932326913,5711.T,UG,HV,UG_HV
2025-07-24,2316.5,158100.0,25.96840510711962,101.44614720483558,96050.0,1.6460176991150441,5711.T,UG,HV,UG_HV
2025-07-25,2340.0,98200.0,0.0,-151.70940170940116,106500.0,0.9220657276995305,5711.T,DG,LV,DG_LV
2025-07-28,2305.5,111500.0,4.339336081580214,49.880720017350114,106500.0,1.0469483568075117,5711.T,UG,LV,UG_LV
2025-07-29,2300.0,104400.0,-73.37073802330619,19.565217391304124,105650.0,0.988168480832939,5711.T,DG,LV,DG_LV
2025-07-30,2300.0,52600.0,-19.52701236710763,86.95652173912993,102100.0,0.515181194906954,5711.T,DG,LV,DG_LV
2025-07-31,2300.0,544100.0,-86.20689655172376,97.82608695652284,102100.0,5.329089128305583,5711.T,DG,HV,DG_HV
2025-08-01,2335.0,179800.0,53.82131324004335,53.533190578158866,107950.0,1.665585919407133,5711.T,UG,HV,UG_HV
2025-08-04,2301.0,98600.0,-198.08306709265145,160.79965232507652,107950.0,0.9133858267716536,5711.T,DG,LV,DG_LV
2025-08-05,2350.0,99600.0,51.325919589393365,102.12765957446912,102100.0,0.9755142017629774,5711.T,UG,LV,UG_LV
2025-08-06,2385.0,143400.0,46.33529907329459,73.37526205450695,102100.0,1.404505386875612,5711.T,UG,HV,UG_HV
2025-08-07,2389.0,111200.0,-56.19146722164459,200.92088740058634,107950.0,1.0301065308012969,5711.T,DG,LV,DG_LV
2025-08-12,2451.0,183100.0,18.393623543837556,97.91921664626724,107800.0,1.6985157699443414,5711.T,UG,HV,UG_HV
2025-08-13,2495.0,296200.0,80.80808080808133,8.016032064128709,111350.0,2.660080826223619,5711.T,UG,HV,UG_HV
2025-08-14,2484.0,122600.0,-52.06247496996386,-86.5539452495978,111350.0,1.1010327795240233,5711.T,DG,LV,DG_LV
2025-08-15,2451.0,87400.0,-46.700507614213514,263.15789473684293,112350.0,0.7779261237205163,5711.T,DG,LV,DG_LV
2025-08-18,2516.0,195900.0,1.987676406280947,182.82988871224148,112350.0,1.7436582109479306,5711.T,UG,HV,UG_HV
2025-08-19,2570.0,152100.0,31.225604996096834,-89.4941634241242,117900.0,1.2900763358778626,5711.T,UG,LV,UG_LV
2025-08-20,2574.0,346300.0,106.00706713780994,-207.8477078477081,133000.0,2.6037593984962406,5711.T,UG,HV,UG_HV
2025-08-21,2524.0,115600.0,13.88613370363112,69.3343898573695,144850.0,0.7980669658267173,5711.T,UG,LV,UG_LV
2025-08-22,2541.5,139400.0,0.0,-55.085579382254664,133000.0,1.0481203007518798,5711.T,DG,LV,DG_LV
2025-08-25,2542.0,180300.0,57.368941641937624,104.24862313139327,131000.0,1.3763358778625954,5711.T,UG,HV,UG_HV
2025-08-26,2567.0,119200.0,-5.839984426708744,-103.23334631865966,131000.0,0.9099236641221374,5711.T,DG,LV,DG_LV
2025-08-27,2530.5,74800.0,-39.362330249951285,132.38490416913606,131000.0,0.5709923664122137,5711.T,DG,LV,DG_LV
2025-08-28,2549.0,88600.0,-58.50234009360356,-11.769321302471658,131000.0,0.6763358778625954,5711.T,DG,LV,DG_LV
2025-08-29,2546.0,85900.0,0.0,23.56637863315081,131000.0,0.6557251908396946,5711.T,DG,LV,DG_LV
2025-09-01,2552.0,117900.0,0.0,-101.88087774294696,131000.0,0.9,5711.T,DG,LV,DG_LV
2025-09-02,2540.0,125500.0,55.42359461599311,122.04724409448752,120900.0,1.0380479735318444,5711.T,UG,LV,UG_LV
2025-09-03,2571.0,203100.0,0.0,13.613380007779785,120900.0,1.6799007444168734,5711.T,DG,HV,DG_HV
2025-09-04,2590.5,242200.0,62.14798990095139,86.85581933989495,124050.0,1.9524385328496574,5711.T,UG,HV,UG_HV
2025-09-05,2610.5,161100.0,-9.567546880979716,-45.96820532465018,132450.0,1.216308040770102,5711.T,DG,LV,DG_LV
2025-09-08,2609.5,174100.0,42.33211468154696,-36.40544165548931,132450.0,1.3144582861457155,5711.T,UG,HV,UG_HV
2025-09-09,2628.0,104900.0,107.69230769230865,-175.03805175038022,145750.0,0.7197255574614065,5711.T,UG,LV,UG_LV
2025-09-10,2567.0,109800.0,-58.0945003872968,-11.68679392286709,132450.0,0.8289920724801813,5711.T,DG,LV,DG_LV
2025-09-11,2564.0,93800.0,0.0,76.05304212168429,124050.0,0.7561467150342603,5711.T,DG,LV,DG_LV
2025-09-12,2608.0,319800.0,94.83259144571265,-70.93558282208589,122350.0,2.6138128320392315,5711.T,UG,HV,UG_HV
2025-09-16,2606.5,70600.0,65.64973933191665,120.85171686169183,132450.0,0.5330313325783315,5711.T,UG,LV,UG_LV
2025-09-17,2625.0,139300.0,-49.27975739196344,-68.57142857142895,122350.0,1.138536984062117,5711.T,DG,LV,DG_LV
2025-09-18,2624.5,143300.0,67.12696586114397,-13.335873499714657,122350.0,1.1712300776460973,5711.T,UG,LV,UG_LV
2025-09-19,2629.0,129000.0,30.522701259061424,-146.443514644351,122350.0,1.0543522680833675,5711.T,UG,LV,UG_LV
2025-09-22,2609.0,86400.0,71.41478479057994,105.40436949022514,127250.0,0.6789783889980353,5711.T,UG,LV,UG_LV
2025-09-24,2648.0,179800.0,43.61843352929995,-9.44108761329332,122350.0,1.4695545565999182,5711.T,UG,HV,UG_HV
2025-09-29,2734.0,329400.0,-179.5977011494254,73.15288953913645,122350.0,2.6922762566407847,5711.T,DG,HV,DG_HV
2025-09-30,2780.0,272400.0,94.40813362382005,-7.194244604316058,127250.0,2.1406679764243615,5711.T,UG,HV,UG_HV
2025-10-01,2728.5,499000.0,-178.18574514038897,-98.95547003848316,134150.0,3.7197167349981366,5711.T,DG,HV,DG_HV
2025-10-02,2751.5,585300.0,185.0823616509345,49.06414682900318,141300.0,4.142250530785563,5711.T,UG,HV,UG_HV
2025-10-03,2765.0,158000.0,0.0,135.62386980108477,152200.0,1.038107752956636,5711.T,DG,LV,DG_LV
2025-10-07,2850.0,239100.0,74.23117709437932,-59.649122807017285,159550.0,1.4985897837668443,5711.T,UG,HV,UG_HV
2025-10-08,2839.0,260700.0,21.17896223085003,459.6688974991192,167600.0,1.555489260143198,5711.T,UG,HV,UG_HV
2025-10-09,3000.0,480500.0,102.71089408991463,-14.999999999999458,167600.0,2.866945107398568,5711.T,UG,HV,UG_HV
2025-10-10,2960.0,364600.0,-118.51109998330833,-314.18918918918905,167600.0,2.175417661097852,5711.T,DG,HV,DG_HV
2025-10-14,2879.0,552500.0,41.855598186257836,-178.88155609586676,176950.0,3.122350946595083,5711.T,UG,HV,UG_HV
2025-10-15,2874.0,242100.0,164.4562334217503,189.6311760612379,209450.0,1.1558844592981619,5711.T,UG,LV,UG_LV
2025-10-16,2959.5,306400.0,105.8562403961072,-136.8474404460218,240600.0,1.2734829592684955,5711.T,UG,LV,UG_LV
2025-10-17,2890.0,193900.0,-99.34909215484788,86.5051903114189,251400.0,0.7712808273667462,5711.T,DG,LV,DG_LV
2025-10-20,2929.0,227000.0,48.02744425385974,59.747354045749375,251400.0,0.9029435163086714,5711.T,UG,LV,UG_LV
2025-10-21,2948.0,280600.0,5.090785677923648,-115.33242876526461,240600.0,1.1662510390689942,5711.T,UG,LV,UG_LV
2025-10-22,2864.0,283400.0,-171.58544955387822,92.52793296089301,251400.0,1.1272871917263325,5711.T,DG,LV,DG_LV
2025-10-23,2872.0,180100.0,-64.00276768725122,201.94986072423316,266550.0,0.6756706058900769,5711.T,DG,LV,DG_LV
2025-10-24,2939.0,113200.0,30.716723549488734,207.5535896563463,266550.0,0.42468580003751644,5711.T,UG,LV,UG_LV
2025-10-27,3026.0,349100.0,86.666666666666,49.57038995373475,266550.0,1.3096979928718815,5711.T,UG,HV,UG_HV
2025-10-28,2999.0,281100.0,-138.11246300559077,-338.4461487162382,276500.0,1.0166365280289331,5711.T,DG,LV,DG_LV
2025-10-29,2926.0,184400.0,98.36065573770591,95.69377990430672,280850.0,0.6565782446145629,5711.T,UG,LV,UG_LV
2025-10-30,2931.0,153500.0,-77.86052809749533,300.2388263391342,276500.0,0.5551537070524413,5711.T,DG,LV,DG_LV
2025-10-31,3020.0,118500.0,3.3123550844660343,-165.5629139072845,270650.0,0.4378348420469241,5711.T,UG,LV,UG_LV
2025-11-04,2941.0,170300.0,-97.64309764309753,-6.800408024481008,251400.0,0.677406523468576,5711.T,DG,LV,DG_LV
2025-11-06,2880.0,105600.0,17.391304347826875,-13.88888888888884,240600.0,0.4389027431421446,5711.T,UG,LV,UG_LV
2025-11-07,2845.0,88300.0,-107.78859527120987,77.32864674868223,240600.0,0.36699916874480465,5711.T,DG,LV,DG_LV
2025-11-10,2888.0,129900.0,73.24729682595121,181.78670360110783,234550.0,0.5538264762310808,5711.T,UG,LV,UG_LV
2025-11-11,2979.0,262900.0,130.930113926202,-18.462571332662492,210450.0,1.2492278450938465,5711.T,UG,LV,UG_LV
2025-11-13,3050.0,277600.0,26.29848783694877,219.67213114754136,210450.0,1.3190781658351152,5711.T,UG,HV,UG_HV
2025-11-14,3050.0,232200.0,-214.95027269810674,213.11475409836024,210450.0,1.1033499643620812,5711.T,DG,LV,DG_LV
2025-11-17,3080.0,266000.0,-112.35955056179803,139.61038961038952,210450.0,1.2639581848420052,5711.T,DG,LV,DG_LV
2025-11-18,3092.0,115600.0,-99.26352865834099,-258.73221216041406,210450.0,0.5492991209313376,5711.T,DG,LV,DG_LV
2025-11-19,3014.0,159400.0,6.640106241699861,-56.40345056403429,189150.0,0.8427174200370077,5711.T,UG,LV,UG_LV
2025-11-20,3047.0,206200.0,166.83350016683417,52.510666229077515,182250.0,1.1314128943758572,5711.T,UG,LV,UG_LV
2025-11-25,3021.0,292200.0,96.92513368984024,268.1231380337645,182250.0,1.6032921810699587,5711.T,UG,HV,UG_HV
2025-11-28,3100.0,213200.0,48.622366288493254,100.00000000000009,182250.0,1.1698216735253772,5711.T,UG,LV,UG_LV
2025-12-01,3180.0,264700.0,156.499520919835,-81.76100628930816,182250.0,1.452400548696845,5711.T,UG,HV,UG_HV
2025-12-02,3174.0,168300.0,63.41154090044432,-182.73471959672327,195300.0,0.8617511520737328,5711.T,UG,LV,UG_LV
2025-12-03,3104.0,164000.0,-38.51091142490382,77.3195876288657,195300.0,0.8397337429595494,5711.T,DG,LV,DG_LV
2025-12-04,3139.0,227300.0,35.1662404092079,159.28639694170022,177350.0,1.2816464617987031,5711.T,UG,LV,UG_LV
2025-12-05,3170.0,113800.0,-59.579805581686514,164.03785488958934,177350.0,0.6416690160699182,5711.T,DG,LV,DG_LV
2025-12-08,3270.0,409200.0,148.97579143389183,-67.27828746177389,169300.0,2.41701122268163,5711.T,UG,HV,UG_HV
2025-12-09,3223.0,126800.0,-76.97044334975422,-21.71889543903238,188250.0,0.6735723771580345,5711.T,DG,LV,DG_LV
2025-12-10,3282.0,516400.0,205.22388059701413,182.81535648994486,188250.0,2.7431606905710493,5711.T,UG,HV,UG_HV
2025-12-11,3360.0,171300.0,53.85996409335681,-196.42857142857184,209700.0,0.8168812589413448,5711.T,UG,LV,UG_LV
2025-12-12,3360.0,311200.0,200.36429872495543,339.2857142857153,209700.0,1.4840247973295184,5711.T,UG,HV,UG_HV
2025-12-15,3411.0,397600.0,-181.3471502590669,-70.36059806508344,220250.0,1.8052213393870602,5711.T,DG,HV,DG_HV
2025-12-16,3401.0,231000.0,41.33451431945767,-288.15054395765924,229750.0,1.0054406964091405,5711.T,UG,LV,UG_LV
2025-12-17,3306.0,279700.0,9.082652134422275,90.7441016333932,229150.0,1.2205978616626665,5711.T,UG,LV,UG_LV
2025-12-18,3332.0,286100.0,-11.990407673860837,-60.0240096038418,229150.0,1.2485271656120445,5711.T,DG,LV,DG_LV
2025-12-19,3343.0,99500.0,93.59903381642498,185.4621597367623,229150.0,0.4342133973379882,5711.T,UG,LV,UG_LV
2025-12-22,3475.0,349100.0,205.580029368575,86.33093525179936,220250.0,1.585017026106697,5711.T,UG,HV,UG_HV
2025-12-23,3485.0,249600.0,-57.061340941512164,129.12482065997156,229150.0,1.0892428540257473,5711.T,DG,LV,DG_LV
2025-12-24,3578.0,662900.0,135.9773371104822,206.81945220793807,240300.0,2.758635039533916,5711.T,UG,HV,UG_HV
2025-12-25,3682.0,652900.0,82.14676889375605,-24.443237370993522,257150.0,2.5389850281936615,5711.T,UG,HV,UG_HV
2025-12-26,3671.0,254600.0,-5.445140212360089,-46.308907654589724,257150.0,0.9900836087886448,5711.T,DG,LV,DG_LV
2025-12-29,3724.0,629200.0,191.57088122605305,69.8174006444674,259650.0,2.423262083574042,5711.T,UG,HV,UG_HV
2026-01-05,3730.0,264800.0,163.48773841961872,-107.2386058981234,267150.0,0.9912034437581883,5711.T,UG,LV,UG_LV
2026-01-07,4002.0,722500.0,108.61328618337885,-44.977511244377325,272250.0,2.6538108356290175,5711.T,UG,HV,UG_HV
2026-01-08,3984.0,618500.0,0.0,-67.77108433734912,282900.0,2.186284906327324,5711.T,DG,HV,DG_HV
2026-01-09,3978.0,259400.0,53.07050796057533,47.76269482151818,298650.0,0.8685752553155868,5711.T,UG,LV,UG_LV
2026-01-14,4237.0,398600.0,76.09988109393618,354.02407363700706,298650.0,1.334672693788716,5711.T,UG,HV,UG_HV
2026-01-15,4367.0,563800.0,-45.58924093913785,80.14655369819046,298650.0,1.887828561861711,5711.T,DG,HV,DG_HV
2026-01-16,4380.0,229200.0,-49.97728305315752,-68.49315068493178,330150.0,0.6942298955020445,5711.T,DG,LV,DG_LV
2026-01-19,4300.0,349100.0,-114.94252873563204,137.2093023255805,298650.0,1.1689268374351247,5711.T,DG,LV,DG_LV
2026-01-20,4365.0,182100.0,13.764624913970014,-146.62084765177497,330150.0,0.5515674693321218,5711.T,UG,LV,UG_LV
2026-01-21,4231.0,318300.0,-162.75284817484302,269.43984873552427,317600.0,1.0022040302267003,5711.T,DG,LV,DG_LV
2026-01-22,4375.0,384500.0,69.04487917146041,-22.85714285714335,302200.0,1.272336201191264,5711.T,UG,LV,UG_LV
2026-01-23,4422.0,576100.0,130.58419243986208,97.24106739032123,333700.0,1.7264009589451603,5711.T,UG,HV,UG_HV
2026-01-26,4499.0,486900.0,76.14781634938339,-171.14914425427895,349100.0,1.3947293039243769,5711.T,UG,HV,UG_HV
2026-01-27,4391.0,323800.0,-70.10402532790616,173.08130266454168,366800.0,0.8827699018538713,5711.T,DG,LV,DG_LV
2026-01-28,4475.0,268400.0,17.90911126035466,-42.45810055865884,366800.0,0.7317339149400218,5711.T,UG,LV,UG_LV
2026-01-29,4525.0,436600.0,154.84739676840275,132.59668508287302,366800.0,1.1902944383860414,5711.T,UG,LV,UG_LV
2026-01-30,4515.0,809700.0,-152.6717557251911,-148.39424141749768,391550.0,2.067935129613076,5711.T,DG,HV,DG_HV
2026-02-05,4696.0,396300.0,42.77159965782707,-428.02385008517854,391550.0,1.0121312731451921,5711.T,UG,LV,UG_LV
2026-02-06,4425.0,541000.0,-155.7285873192438,257.62711864406816,390400.0,1.3857581967213115,5711.T,DG,HV,DG_HV
2026-02-13,5347.0,1779900.0,184.76190476190536,93.51037965214192,397450.0,4.478299157126683,5711.T,UG,HV,UG_HV
2026-02-16,5497.0,678400.0,185.28812303131303,-498.45370201928364,397450.0,1.706881368725626,5711.T,UG,HV,UG_HV
2026-02-17,5200.0,308600.0,-44.035994639096685,-311.538461538462,417600.0,0.7389846743295019,5711.T,DG,LV,DG_LV
2026-02-18,4994.0,283400.0,-87.33624454148492,284.341209451342,397450.0,0.7130456661215248,5711.T,DG,LV,DG_LV
2026-02-20,5210.0,235200.0,-102.58358662613931,51.823416506717734,390400.0,0.6024590163934426,5711.T,DG,LV,DG_LV
2026-02-24,5300.0,393400.0,120.29788046591605,258.4905660377368,390400.0,1.0076844262295082,5711.T,UG,LV,UG_LV
2026-02-25,5496.0,526400.0,108.51572558396194,302.0378457059669,388950.0,1.3533873248489523,5711.T,UG,HV,UG_HV
2026-02-26,5681.0,632500.0,33.55704697986628,-209.4701637035734,388950.0,1.626173029952436,5711.T,UG,HV,UG_HV
2026-02-27,5584.0,709900.0,39.55411722402103,755.7306590257884,394850.0,1.7978979359250349,5711.T,UG,HV,UG_HV
2026-03-02,5954.0,703200.0,-86.58008658008698,250.25193147463875,416450.0,1.6885580501860968,5711.T,DG,HV,DG_HV
2026-03-03,6100.0,521000.0,-4.915615271178231,-740.9836065573771,461750.0,1.1283161884136437,5711.T,DG,LV,DG_LV
2026-03-12,5240.0,307800.0,-38.022813688213255,-284.3511450381675,503950.0,0.6107748784601646,5711.T,DG,LV,DG_LV
2026-03-16,4970.0,398500.0,-136.9319309386785,-80.48289738430637,503950.0,0.7907530508979065,5711.T,DG,LV,DG_LV
2026-03-17,5000.0,154900.0,141.9878296146049,-193.99999999999972,461750.0,0.33546291283161883,5711.T,UG,LV,UG_LV
2026-03-26,5258.0,238700.0,140.7907425265198,-216.81247622670207,417550.0,0.5716680637049455,5711.T,UG,LV,UG_LV
2026-03-27,5044.0,213100.0,-194.40124416796323,170.4996034892936,417550.0,0.5103580409531793,5711.T,DG,LV,DG_LV
2026-04-02,5277.0,324600.0,175.4724257616669,-534.3945423536101,417550.0,0.7773919291102862,5711.T,UG,LV,UG_LV
2026-04-06,5170.0,165100.0,-36.615918288687155,-3.868471953578645,397400.0,0.41545042778057373,5711.T,DG,LV,DG_LV
2026-04-07,5198.0,112300.0,58.04953560371473,9.619084263177147,394850.0,0.2844118019501076,5711.T,UG,LV,UG_LV
2026-04-09,5637.0,307900.0,0.0,-133.04949441192093,359000.0,0.8576601671309192,5711.T,DG,LV,DG_LV
2026-04-10,5577.0,224200.0,26.968716289104133,-30.48233817464552,316600.0,0.708149084017688,5711.T,UG,LV,UG_LV
2026-04-13,5500.0,185600.0,-107.91366906474865,-72.7272727272732,308250.0,0.6021086780210868,5711.T,DG,LV,DG_LV
2026-04-15,5788.0,343500.0,175.80872011251802,-234.9689011748446,307850.0,1.1158031508851713,5711.T,UG,LV,UG_LV
2026-04-16,5728.0,169400.0,134.46567586695045,80.307262569832,307850.0,0.5502679876563261,5711.T,UG,LV,UG_LV
2026-04-17,5701.0,205600.0,-126.42881884308954,-303.45553411682215,307850.0,0.6678577229170051,5711.T,DG,LV,DG_LV
2026-04-20,5588.0,114600.0,108.5383502170778,-157.48031496062964,307850.0,0.37225921715121,5711.T,UG,LV,UG_LV
2025-04-25,3847.0,59900.0,155.7550158394938,62.38627501949479,55350.0,1.0822041553748871,5706.T,UG,LV,UG_LV
2025-04-28,3900.0,40800.0,74.9160423663131,-64.10256410256387,56600.0,0.7208480565371025,5706.T,UG,LV,UG_LV
2025-04-30,3885.0,43500.0,25.80645161290418,-48.90604890604888,55350.0,0.7859078590785907,5706.T,UG,LV,UG_LV
2025-05-01,3853.0,96700.0,-33.62648732540108,59.693745133662105,54100.0,1.787430683918669,5706.T,DG,HV,DG_HV
2025-05-02,3917.0,32400.0,105.77915376676961,-89.35409752361511,55350.0,0.5853658536585366,5706.T,UG,LV,UG_LV
2025-05-07,3910.0,45300.0,72.12776919113928,5.11508951406725,54100.0,0.8373382624768947,5706.T,UG,LV,UG_LV
2025-05-08,3903.0,30600.0,-23.006134969325576,-5.12426338713845,50900.0,0.6011787819253438,5706.T,DG,LV,DG_LV
2025-05-09,3959.0,56700.0,148.67982568572248,-32.83657489264957,47700.0,1.1886792452830188,5706.T,UG,LV,UG_LV
2025-05-12,3987.0,35400.0,103.902686264572,85.27715073990416,50900.0,0.6954813359528488,5706.T,UG,LV,UG_LV
2025-05-13,4092.0,65300.0,176.57299179308694,-97.75171065493637,47700.0,1.368972746331237,5706.T,UG,HV,UG_HV
2025-05-15,4273.0,205300.0,-183.78130025269888,355.7219751930729,50900.0,4.033398821218075,5706.T,DG,HV,DG_HV
2025-05-16,4423.0,83500.0,-4.519774011298994,307.48360841058144,50900.0,1.6404715127701375,5706.T,DG,HV,DG_HV
2025-05-19,4474.0,80700.0,-186.44439570081107,-84.93518104604414,50900.0,1.5854616895874263,5706.T,DG,HV,DG_HV
2025-05-20,4471.0,43100.0,78.89990982867357,-111.83180496533218,50900.0,0.8467583497053045,5706.T,UG,LV,UG_LV
2025-05-21,4479.0,127700.0,131.19203800045165,361.68787675820545,50900.0,2.5088408644400784,5706.T,UG,HV,UG_HV
2025-05-22,4595.0,204500.0,-99.11656970480465,132.75299238302506,55400.0,3.691335740072202,5706.T,DG,HV,DG_HV
2025-05-23,4690.0,149700.0,73.0240549828176,138.59275053304864,58300.0,2.567753001715266,5706.T,UG,HV,UG_HV
2025-05-26,4770.0,38000.0,31.54574132492094,138.3647798742138,62600.0,0.6070287539936102,5706.T,UG,LV,UG_LV
2025-05-27,4843.0,89800.0,14.474772539287972,125.95498657856696,62600.0,1.4345047923322685,5706.T,UG,HV,UG_HV
2025-05-28,4974.0,113600.0,142.74061990211973,-82.42862887012481,62600.0,1.8146964856230032,5706.T,UG,HV,UG_HV
2025-05-29,4958.0,77900.0,50.67909993918596,78.6607503025416,62600.0,1.244408945686901,5706.T,UG,LV,UG_LV
2025-06-02,4895.0,82600.0,-154.86725663716783,67.41573033707925,71600.0,1.1536312849162011,5706.T,DG,LV,DG_LV
2025-06-03,4930.0,81900.0,4.058441558441039,24.340770791075883,79300.0,1.0327868852459017,5706.T,UG,LV,UG_LV
2025-06-04,4984.0,71600.0,84.98583569405139,-66.21187800963102,81300.0,0.8806888068880688,5706.T,UG,LV,UG_LV
2025-06-05,5014.0,180900.0,127.24702080387785,79.7766254487442,79300.0,2.2812105926860027,5706.T,UG,HV,UG_HV
2025-06-06,5020.0,67600.0,-67.27344677483148,19.920318725099584,81300.0,0.8314883148831488,5706.T,DG,LV,DG_LV
2025-06-09,5015.0,68400.0,-29.82107355864794,173.47956131605224,81300.0,0.8413284132841329,5706.T,DG,LV,DG_LV
2025-06-10,5077.0,67100.0,-49.00039200313566,-265.9050620445147,81300.0,0.8253382533825339,5706.T,DG,LV,DG_LV
2025-06-11,4905.0,68600.0,-74.86847430190235,108.05300713557564,81300.0,0.8437884378843789,5706.T,DG,LV,DG_LV
2025-06-13,4825.0,95300.0,16.607847207805726,-263.21243523316105,81300.0,1.1722017220172203,5706.T,UG,LV,UG_LV
2025-06-16,4738.0,87300.0,85.1426138782463,37.990713381172995,82250.0,1.0613981762917932,5706.T,UG,LV,UG_LV
2025-06-17,4751.0,49000.0,-10.513036164844225,94.71690170490321,82250.0,0.5957446808510638,5706.T,DG,LV,DG_LV
2025-06-18,4749.0,60700.0,-97.99833194328644,42.11412929037594,81300.0,0.7466174661746617,5706.T,DG,LV,DG_LV
2025-06-19,4760.0,29000.0,-18.871880897463058,-27.310924369747802,79900.0,0.36295369211514394,5706.T,DG,LV,DG_LV
2025-06-20,4712.0,53500.0,-73.730777333052,-53.05602716468627,79900.0,0.6695869837296621,5706.T,DG,LV,DG_LV
2025-06-23,4644.0,74800.0,-91.74311926605449,27.993109388457782,74750.0,1.0006688963210701,5706.T,DG,LV,DG_LV
2025-06-24,4678.0,77400.0,45.09340777324455,0.0,73200.0,1.0573770491803278,5706.T,UG,LV,UG_LV
2025-06-25,4695.0,46700.0,36.34031637451906,68.15761448349278,73200.0,0.6379781420765027,5706.T,UG,LV,UG_LV
2025-06-26,4730.0,82400.0,6.346519991538013,101.47991543340451,73200.0,1.1256830601092895,5706.T,UG,LV,UG_LV
2025-06-30,5064.0,86800.0,67.59443339960258,-71.09004739336511,73200.0,1.185792349726776,5706.T,UG,LV,UG_LV
2025-07-01,4991.0,45500.0,-73.58790771678558,26.046884391905945,73200.0,0.6215846994535519,5706.T,DG,LV,DG_LV
2025-07-02,4959.0,52900.0,-89.92805755395739,256.10002016535515,70100.0,0.7546362339514978,5706.T,DG,LV,DG_LV
2025-07-03,5186.0,126600.0,196.61816751867843,-69.41766293868112,68500.0,1.8481751824817518,5706.T,UG,HV,UG_HV
2025-07-04,5166.0,68400.0,31.06796116504773,-222.6093689508324,68500.0,0.9985401459854014,5706.T,UG,LV,UG_LV
2025-07-07,5020.0,32400.0,-61.3739853494355,-25.896414342629903,68400.0,0.47368421052631576,5706.T,DG,LV,DG_LV
2025-07-08,5010.0,27100.0,5.991611743558778,215.56886227544814,68000.0,0.3985294117647059,5706.T,UG,LV,UG_LV
2025-07-09,5196.0,144800.0,152.40328253223856,-53.88760585065433,67750.0,2.137269372693727,5706.T,UG,HV,UG_HV
2025-07-10,5144.0,87200.0,-46.43962848297267,143.85692068429324,67750.0,1.2870848708487086,5706.T,DG,LV,DG_LV
