date,acc,fwd_bps,sym
2025-05-30,0.3419354838709677,62.37469369570148,5711.T
2025-06-02,0.6394779771615008,-20.18842530282616,5711.T
2025-06-03,0.27312775330396477,94.44569372610844,5711.T
2025-06-04,0.5601217656012176,-24.55357142857162,5711.T
2025-06-05,0.31888246628131023,38.2022471910104,5711.T
2025-06-06,0.7234401349072512,-24.368630926008272,5711.T
2025-06-09,1.4967462039045554,-69.16555109326205,5711.T
2025-06-10,0.5431034482758621,17.913121361397,5711.T
2025-06-11,0.20565149136577707,98.50011193194507,5711.T
2025-06-12,0.31483578708946774,24.641577060930953,5711.T
2025-06-13,0.23508564678086238,-9.004952723997706,5711.T
2025-06-16,0.22867513611615245,-44.60303300624413,5711.T
2025-06-17,0.3619631901840491,47.05355142280876,5711.T
2025-06-18,0.2726161369193154,97.99554565701473,5711.T
2025-06-19,0.3663551401869159,-2.2316447221604196,5711.T
2025-06-20,0.4452296819787986,-69.242796515524,5711.T
2025-06-23,1.134020618556701,-2.2784233310546576,5711.T
2025-06-24,0.3381201044386423,-33.783783783783996,5711.T
2025-06-25,0.31758034026465026,-90.4568068747169,5711.T
2025-06-26,0.4004106776180698,-2.267059623668466,5711.T
2025-06-27,0.37149532710280375,-115.92300962379731,5711.T
2025-06-30,0.5438297872340425,-37.01284563466189,5711.T
2025-07-01,0.47017543859649125,-46.43962848297267,5711.T
2025-07-02,0.568075117370892,82.16744392627095,5711.T
2025-07-03,0.43922651933701656,107.80508840017245,5711.T
2025-07-04,0.4071637426900585,-135.60051657339645,5711.T
2025-07-07,0.3879699248120301,-72.75132275132323,5711.T
2025-07-08,0.471976401179941,30.932390631903672,5711.T
2025-07-09,0.20966135458167331,-61.17544242953854,5711.T
2025-07-10,0.39015817223198596,-39.543057996485054,5711.T
2025-07-11,0.3048048048048048,69.82325987344495,5711.T
2025-07-14,0.49803149606299213,-2.178174689609902,5711.T
2025-07-15,0.22301136363636365,-13.074743952931067,5711.T
2025-07-16,0.2300380228136882,-52.67778753292318,5711.T
2025-07-17,0.23043478260869565,8.884940026654409,5711.T
2025-07-18,0.23684210526315788,-11.071744906997472,5711.T
2025-07-22,0.2924028268551237,-78.93005919754393,5711.T
2025-07-23,0.4880952380952381,23.861171366594824,5711.T
2025-07-24,0.2189668465690054,64.51612903225711,5711.T
2025-07-25,0.290407358738502,-92.43336199484142,5711.T
2025-07-28,0.42038216560509556,45.52352048558417,5711.T
2025-07-29,0.6136012364760433,23.923444976077235,5711.T
2025-07-30,0.42162162162162165,71.63012806598701,5711.T
2025-07-31,0.16310389055151775,168.56392294220646,5711.T
2025-08-01,0.5134680134680135,29.9081392864764,5711.T
2025-08-04,0.2772020725388601,88.45738942826253,5711.T
2025-08-05,0.5759493670886076,57.19127303537297,5711.T
2025-08-06,0.8599221789883269,14.589412255106016,5711.T
2025-08-07,0.613933236574746,126.74007895283611,5711.T
2025-08-08,0.30018202879364553,-75.05070993914842,5711.T
2025-08-12,0.7176360225140713,10.111223458038054,5711.T
2025-08-13,0.28225108225108225,12.02886928628688,5711.T
2025-08-14,0.40274599542334094,-52.514643506362816,5711.T
2025-08-15,0.3202416918429003,217.30300568643335,5711.T
2025-08-18,0.8038674033149171,43.12034496275929,5711.T
2025-08-19,0.3157439446366782,-77.91195948578134,5711.T
2025-08-20,0.5168637757336837,-266.4607067001357,5711.T
2025-08-21,0.4707379134860051,-11.790135586559058,5711.T
2025-08-22,0.2581227436823105,-86.29142969209691,5711.T
2025-08-25,0.5075250836120402,-1.946282600233662,5711.T
2025-08-26,0.28725701943844495,-13.757861635219637,5711.T
2025-08-27,0.4524271844660194,56.87389684251754,5711.T
2025-08-28,0.3087149187592319,-19.600156801254933,5711.T
2025-08-29,0.19471488178025034,49.22228785193994,5711.T
2025-09-01,0.23714585519412382,-51.20126033871575,5711.T
2025-09-02,0.810966810966811,-17.47233546884108,5711.T
2025-09-03,1.624031007751938,-139.7931826886245,5711.T
2025-09-04,0.5545571245186136,-83.49146110056881,5711.T
2025-09-05,0.2605633802816901,-68.79419071278426,5711.T
2025-09-08,0.31694402420574885,-19.19385796545159,5711.T
2025-09-09,0.3949468085106383,-71.14016535281652,5711.T
2025-09-10,0.23370786516853934,-36.91470759665805,5711.T
2025-09-11,0.7274401473296501,40.80839486980237,5711.T
2025-09-12,0.20588235294117646,-93.72609028309054,5711.T
2025-09-16,0.4556701030927835,150.05771450557813,5711.T
2025-09-17,0.512486427795874,-72.3533891850725,5711.T
2025-09-18,0.7823383084577115,61.42034548944242,5711.T
2025-09-19,0.4642451759364359,-99.36938658513306,5711.T
2025-09-22,0.8227848101265823,86.07498087222609,5711.T
2025-09-24,0.1867986798679868,60.848069975281135,5711.T
2025-09-25,0.36572244180939834,290.47875201721365,5711.T
2025-09-26,0.2656008251676122,-145.13274336283132,5711.T
2025-09-29,0.36737235367372356,63.950301479993584,5711.T
2025-09-30,0.41139896373056994,0.0,5711.T
2025-10-01,0.6065679330328396,-27.685492801772238,5711.T
2025-10-02,0.3561167747914736,-144.35929424345017,5711.T
2025-10-03,0.7211328976034859,111.85278729929581,5711.T
2025-10-06,0.16380543633762518,10.615711252655036,5711.T
2025-10-07,0.2630744849445325,-80.53221288515377,5711.T
2025-10-08,0.6033210332103321,357.51656784094973,5711.T
2025-10-09,0.21707193515704154,77.37594617325483,5711.T
2025-10-10,0.2149283572142619,-228.3571915473759,5711.T
2025-10-14,0.5678206583427923,-458.9168213261341,5711.T
2025-10-15,0.3420177383592018,136.72551055728732,5711.T
2025-10-16,0.40164684354986274,-106.76156583629859,5711.T
2025-10-17,0.5136612021857924,53.457492671149524,5711.T
2025-10-20,0.42052565707133915,30.638297872340736,5711.T
2025-10-21,0.3575229801644896,-15.41887956141852,5711.T
2025-10-22,0.2612372051624388,152.7924130663849,5711.T
2025-10-23,0.4512489927477841,205.50330895158453,5711.T
2025-10-24,0.4256926952141058,181.57135584591975,5711.T
2025-10-27,0.39139099242726183,96.28154050464799,5711.T
2025-10-28,0.4175491679273828,-240.8218255304817,5711.T
2025-10-29,0.3152639087018545,102.59917920656613,5711.T
2025-10-30,0.3347826086956522,197.6017564600574,5711.T
2025-10-31,0.4040284360189573,-159.04572564612306,5711.T
2025-11-04,0.317092034029389,-37.28813559322086,5711.T
2025-11-05,0.40510083036773425,29.652886795743516,5711.T
2025-11-06,0.521613832853026,-22.549869904596733,5711.T
2025-11-07,0.31203566121842496,43.79050621825087,5711.T
2025-11-10,0.8583690987124464,85.74858514834416,5711.T
2025-11-11,0.5187752744078568,26.976901028494815,5711.T
2025-11-12,0.25312767780634104,6.5789473684207955,5711.T
2025-11-13,0.5422222222222223,209.62987225679575,5711.T
2025-11-14,0.44853399875233935,-9.621552277100376,5711.T
2025-11-17,0.8798586572438163,-60.47103755569716,5711.T
2025-11-18,0.9139072847682119,-249.27160893493004,5711.T
2025-11-19,0.47183748845798706,73.94957983193339,5711.T
2025-11-20,0.4686609686609687,-19.550342130987275,5711.T
2025-11-21,0.39603106125970666,-29.990003332223125,5711.T
2025-11-25,0.3565459610027855,163.82699868938477,5711.T
2025-11-26,0.42337375964718854,157.50562520089994,5711.T
2025-11-27,1.8626980316850696,45.58775643112911,5711.T
2025-11-28,0.41473125414731254,74.00257400257404,5711.T
2025-12-01,0.5186460126219162,34.9984091632205,5711.T
2025-12-02,0.23296703296703297,-161.03568045468865,5711.T
2025-12-03,0.4041095890410959,145.96172559195654,5711.T
2025-12-04,0.16984045290787442,91.77215189873466,5711.T
2025-12-05,0.27435610302351626,128.8902860735619,5711.T
2025-12-08,0.20388349514563106,3.079765937787915,5711.T
2025-12-09,0.3333333333333333,-95.4727440714509,5711.T
2025-12-10,0.22109245684558998,-5.980861244019309,5711.T
2025-12-11,0.42512479201331116,-181.81818181818187,5711.T
2025-12-12,0.37882144439521487,284.1918294849033,5711.T
2025-12-15,0.3161204899040053,-58.70267097152882,5711.T
2025-12-16,0.5,-195.90382902938575,5711.T
2025-12-17,0.400600901352028,45.16711833784992,5711.T
2025-12-18,0.5250533049040512,33.32323538321802,5711.T
2025-12-19,0.6205211726384365,249.84948826008323,5711.T
2025-12-22,0.29680534918276374,100.8645533141217,5711.T
2025-12-23,0.28593508500772796,85.71428571428675,5711.T
2025-12-24,0.6527050610820244,77.26269315673218,5711.T
2025-12-25,0.4431918656056587,-48.76727174207507,5711.T
2025-12-26,0.7225981055480379,-118.9832341806385,5711.T
2025-12-29,0.4704370179948586,-58.324496288441054,5711.T
2025-12-30,0.2501291989664083,-29.88318391741407,5711.T
2026-01-05,0.308300395256917,-107.2386058981234,5711.T
2026-01-06,0.39115529653753855,68.66734486266512,5711.T
2026-01-07,0.33524302347070783,0.0,5711.T
2026-01-08,0.6662176724137931,-22.692889561271024,5711.T
2026-01-09,0.2241623407267579,85.79359071410497,5711.T
2026-01-13,0.2932879377431907,-2.377555872562498,5711.T
2026-01-14,0.45633905736207525,324.78230171805177,5711.T
2026-01-15,0.3312868949232586,47.93426158411273,5711.T
2026-01-16,0.3082191780821918,-4.595588235294379,5711.T
2026-01-19,0.4048289738430583,175.07002801120387,5711.T
2026-01-20,0.6201067615658363,58.465855940130766,5711.T
2026-01-21,0.5135520684736091,144.7583469530711,5711.T
2026-01-22,0.3069340584636302,101.82828049062786,5711.T
2026-01-23,0.2415948275862069,24.69690166142735,5711.T
2026-01-26,0.5610772683552421,-186.41810918774925,5711.T
2026-01-27,0.536782154722354,22.436616558223488,5711.T
2026-01-28,0.322819122720552,122.67151294865997,5711.T
2026-01-29,0.25821325648414983,298.7421383647804,5711.T
2026-01-30,0.6091017488076311,-322.0191470844214,5711.T
2026-02-02,0.38804412641621944,-401.9292604501612,5711.T
2026-02-03,0.42010823127314156,100.22779043280083,5711.T
2026-02-04,0.7858897858897859,182.92682926829283,5711.T
2026-02-05,0.3827634333565946,-466.5959703075295,5711.T
2026-02-06,0.28412057915974365,280.86070215175505,5711.T
2026-02-09,0.4473576403113478,322.02290901231834,5711.T
2026-02-10,0.41680287675711014,179.30750206100578,5711.T
2026-02-12,0.8806001250260471,-56.818181818182325,5711.T
2026-02-13,0.43424657534246575,-29.55847034915915,5711.T
2026-02-16,0.3211295034079844,-284.598214285714,5711.T
2026-02-17,0.4843674843674844,-192.7194860813708,5711.T
2026-02-18,0.4900105152471083,44.983375708977924,5711.T
2026-02-19,0.5907797381900968,40.05340453938633,5711.T
2026-02-20,0.3587521663778163,55.68356374807904,5711.T
2026-02-24,0.4207295052365475,297.3484848484853,5711.T
2026-02-25,0.43043478260869567,143.3178072375485,5711.T
2026-02-26,0.3888888888888889,-294.88745419647523,5711.T
2026-02-27,0.7069006972830008,196.94397283531507,5711.T
2026-03-02,0.37290121046466224,309.12162162162196,5711.T
2026-03-03,0.44481419855795895,-658.2864703936486,5711.T
2026-03-04,0.5511649154865236,-363.23202372127497,5711.T
2026-03-06,0.3976470588235294,125.12218963831812,5711.T
2026-03-10,0.35038842753817306,83.95158141351055,5711.T
2026-03-11,0.41461794019933557,-195.71295433364443,5711.T
2026-03-12,0.2787702534275031,-118.4006211180122,5711.T
2026-03-13,0.30064051240992795,39.84857541342812,5711.T
2026-03-16,0.3044189852700491,-14.178651002633158,5711.T
2026-03-17,0.3353448275862069,-186.1489191353083,5711.T
2026-03-19,0.5443055364747905,-226.50692624485157,5711.T
2026-03-25,0.797124183006536,-91.7255876170453,5711.T
2026-03-26,0.3050847457627119,-126.67946257197693,5711.T
2026-03-27,0.5566106647187729,284.6832397754606,5711.T
2026-03-30,0.572108843537415,61.05006105006083,5711.T
2026-03-31,0.5283018867924528,41.71011470281538,5711.T
2026-04-02,0.2664845883730004,-458.45272206303747,5711.T
2026-04-03,0.33579088471849866,23.179447556500588,5711.T
2026-04-06,0.5091407678244972,21.33023075431506,5711.T
2026-04-07,0.5134770889487871,-21.09704641350185,5711.T
2026-04-08,0.5341539946898383,295.8904109589033,5711.T
2026-04-09,0.35998233215547704,-17.94687724335997,5711.T
2026-04-10,0.3242764323685765,65.1701665459803,5711.T
2026-04-13,0.4071266110689917,-106.90342453342994,5711.T
2026-04-14,0.6455650929899857,-47.24409448818911,5711.T
2026-04-15,0.35556432517758485,-156.7398119122254,5711.T
2026-04-16,0.7128412537917088,126.27148368993258,5711.T
2026-04-17,0.48554913294797686,-219.39136588818076,5711.T
2026-04-20,0.4451450189155107,-57.84526391901635,5711.T
2025-04-01,0.40319715808170514,-80.73817762399128,5706.T
2025-04-02,0.5422343324250681,25.87017873941777,5706.T
2025-04-04,0.32926829268292684,-130.03901170351105,5706.T
2025-04-08,0.3627684964200477,-147.30405780989386,5706.T
2025-04-09,0.23742138364779874,113.23003575685276,5706.T
2025-04-11,0.32094594594594594,320.1133144475921,5706.T
2025-04-14,0.2902155887230514,-141.78705189941132,5706.T
2025-04-15,0.4004739336492891,-83.58047991372297,5706.T
2025-04-16,0.1991869918699187,-267.97921793820126,5706.T
2025-04-17,0.18362282878411912,119.6438508625497,5706.T
2025-04-18,0.14814814814814814,122.95081967213184,5706.T
2025-04-21,0.21842105263157896,16.348773841960984,5706.T
2025-04-22,0.4986149584487535,108.4892866829401,5706.T
2025-04-23,0.2993288590604027,-2.6695141484245344,5706.T
2025-04-24,0.39147286821705424,-18.445322793149145,5706.T
2025-04-25,0.24791666666666667,23.303987571205997,5706.T
2025-04-28,0.46236559139784944,-43.679342240493526,5706.T
2025-04-30,0.7261904761904762,10.357327809424888,5706.T
2025-05-01,0.3505586592178771,49.261083743843415,5706.T
2025-05-02,0.3670886075949367,-43.60092331367027,5706.T
2025-05-07,0.336283185840708,25.627883136853935,5706.T
2025-05-08,0.3246753246753247,12.833675564680735,5706.T
2025-05-09,0.20127118644067796,-7.596859964548175,5706.T
2025-05-12,0.2779783393501805,65.08135168961093,5706.T
2025-05-13,0.2297551789077213,-54.00098183603319,5706.T
2025-05-15,0.6165354330708661,-27.04530087897283,5706.T
2025-05-16,0.5549348230912476,312.1465731734907,5706.T
2025-05-19,0.49444444444444446,-42.64870931537601,5706.T
2025-05-20,0.3021148036253776,-51.7551755175516,5706.T
2025-05-21,0.3760775862068966,258.62068965517346,5706.T
2025-05-22,0.254601226993865,-29.978586723768963,5706.T
2025-05-23,0.4082784571966134,-33.53594634248558,5706.T
2025-05-26,0.3013698630136986,151.13350125944612,5706.T
2025-05-27,0.36890243902439024,98.84678747940745,5706.T
2025-05-28,0.4849673202614379,-78.43925985518862,5706.T
2025-05-29,0.42935779816513764,164.7681041497151,5706.T
2025-05-30,0.38404452690166974,20.15316404675449,5706.T
2025-06-02,0.9389671361502347,104.57248308386235,5706.T
2025-06-03,0.5251396648044693,71.32667617689049,5706.T
2025-06-04,0.5946547884187082,14.158576051779281,5706.T
2025-06-05,0.13345864661654136,57.71144278607032,5706.T
2025-06-06,0.3938144329896907,13.935894883536637,5706.T
2025-06-09,0.343811394891945,181.6004789463177,5706.T
2025-06-10,0.5641025641025641,-202.2204599524191,5706.T
2025-06-11,0.2894736842105263,103.93315671489711,5706.T
2025-06-12,0.375,37.5078141279439,5706.T
2025-06-13,0.2490170380078637,-111.55546200799837,5706.T
2025-06-16,0.2633863965267728,50.7185122569731,5706.T
2025-06-17,0.15839243498817968,77.74742592981721,5706.T
2025-06-18,0.45913461538461536,84.58447874814867,5706.T
2025-06-19,0.8125,46.5608465608458,5706.T
2025-06-20,0.5112994350282486,-40.37399065023428,5706.T
2025-06-23,0.41398865784499056,95.38261435074746,5706.T
2025-06-24,0.5893223819301848,-78.47295864263026,5706.T
2025-06-25,0.22251308900523561,23.324851569126448,5706.T
2025-06-26,0.5147058823529411,-31.29563947423364,5706.T
2025-06-27,0.38514548238897395,72.08650380456483,5706.T
2025-06-30,0.22253521126760564,-59.31198102016588,5706.T
2025-07-01,0.22311827956989247,-5.991611743558778,5706.T
2025-07-02,0.4106666666666667,113.34261284549507,5706.T
2025-07-03,0.2647352647352647,-86.62175168431152,5706.T
2025-07-04,0.32815533980582523,-175.06321727290387,5706.T
2025-07-07,0.2,-3.992812936713941,5706.T
2025-07-08,0.355,140.677630275412,5706.T
2025-07-09,0.38036224976167776,11.623401782254739,5706.T
2025-07-10,0.24216524216524216,50.0770416024654,5706.T
2025-07-11,0.1695786228160329,67.30769230769207,5706.T
2025-07-14,0.30708661417322836,-74.74128018397863,5706.T
2025-07-15,0.17073170731707318,67.4373795761074,5706.T
2025-07-16,0.1787709497206704,1.9204916458614996,5706.T
2025-07-17,0.28807947019867547,88.71745419479326,5706.T
2025-07-18,0.2459016393442623,22.892025944296623,5706.T
2025-07-22,0.20773638968481375,37.24394785847407,5706.T
2025-07-23,0.33618581907090467,-1.8284878405561145,5706.T
2025-07-24,1.0291970802919708,243.76932872475888,5706.T
2025-07-25,0.33986928104575165,183.53434714210692,5706.T
2025-07-28,0.2667771333885667,113.49957007738665,5706.T
2025-07-29,0.3031496062992126,97.77478084962877,5706.T
2025-07-30,0.23697916666666666,174.2738589211612,5706.T
2025-07-31,0.18834688346883469,513.4474327628369,5706.T
2025-08-01,0.2217418159357628,164.66605109264344,5706.T
2025-08-04,0.6765075376884422,60.91061367443196,5706.T
2025-08-05,0.39215686274509803,43.47174336681192,5706.T
2025-08-06,0.6921182266009852,42.64078811939464,5706.T
2025-08-07,0.6137071651090342,27.830672330453332,5706.T
2025-08-08,0.3089887640449438,-230.62326667639744,5706.T
2025-08-12,0.38751926040061635,170.9516758648544,5706.T
2025-08-13,0.18479776847977686,378.10682178741393,5706.T
2025-08-14,0.6479873717442778,-208.9171974522297,5706.T
2025-08-15,0.7827926657263752,720.983274201723,5706.T
2025-08-18,0.41193067311567916,424.50109585880693,5706.T
2025-08-19,0.43370228145470974,-15.29219006007665,5706.T
2025-08-21,0.6039159043492216,-187.1146076972141,5706.T
2025-08-22,0.7248520710059172,-150.23275497249244,5706.T
2025-08-25,0.4206195546950629,138.98898383609693,5706.T
2025-08-26,0.49501517121803207,54.35897435897452,5706.T
2025-08-27,0.5144005358338914,296.0626716858283,5706.T
2025-08-28,0.33749411210551106,126.58227848101333,5706.T
2025-08-29,0.3352059925093633,134.80982185845036,5706.T
2025-09-01,0.4936778449697636,-34.146341463414664,5706.T
2025-09-02,0.6115954664341761,268.5851318944854,5706.T
2025-09-03,0.6868516284680338,-178.57142857142904,5706.T
2025-09-04,0.3147419072615923,-273.47310847766647,5706.T
2025-09-05,0.653416149068323,-93.89671361502371,5706.T
2025-09-08,0.3156636110003986,147.33840304182567,5706.T
2025-09-09,0.8297101449275363,-589.513462446859,5706.T
2025-09-10,1.0869908015768726,-67.50241080038522,5706.T
2025-09-11,0.9105889533109551,18.55287569573205,5706.T
2025-09-12,0.16719464977120732,-475.0922509225097,5706.T
2025-09-16,0.3432754880694143,373.0620155038755,5706.T
2025-09-17,0.8915401301518439,-82.60447035957186,5706.T
2025-09-18,0.39032620922384703,379.2606817090727,5706.T
2025-09-19,0.20223127324242962,23.180343069078013,5706.T
2025-09-22,0.5321375186846039,-32.81762775433683,5706.T
2025-09-24,0.5554903112155021,87.07607699358411,5706.T
2025-09-25,0.22621132516053707,635.1351351351342,5706.T
2025-09-26,0.5710973724884081,13.037809647979959,5706.T
2025-09-29,0.4115755627009646,95.86056644880215,5706.T
2025-09-30,0.4271639690358902,0.0,5706.T
2025-10-01,0.7188983855650523,328.59680284191836,5706.T
2025-10-02,0.43130553656869447,193.97441188609088,5706.T
2025-10-03,0.4220919469299599,423.09213127718516,5706.T
2025-10-06,0.4111295681063123,18.953752843062777,5706.T
2025-10-07,0.26304919263987986,-452.88531775018237,5706.T
2025-10-08,0.3283442469597755,208.87728459530132,5706.T
2025-10-09,0.30996599529165575,-42.492917847025694,5706.T
2025-10-10,0.3089304257528557,-137.18411552346544,5706.T
2025-10-14,0.35805677728908436,-727.3366127898806,5706.T
2025-10-15,0.29675610732879454,14.711290915778719,5706.T
2025-10-16,0.2990405117270789,-83.36353751359215,5706.T
2025-10-17,0.3682539682539683,122.13175425610734,5706.T
2025-10-20,0.34429142603287427,278.5817655571643,5706.T
2025-10-21,0.34613625971650663,-266.146202980837,5706.T
2025-10-22,0.28168567807351075,417.1406901782326,5706.T
2025-10-23,0.27020915771622384,-18.341892883345643,5706.T
2025-10-24,0.4380165289256198,243.7249909057848,5706.T
2025-10-27,0.3397497593840231,305.3435114503822,5706.T
2025-10-28,0.25885129819040126,-120.3576341127921,5706.T
2025-10-29,0.4312871287128713,433.32213637890413,5706.T
2025-10-30,0.367250354945575,-44.94382022471876,5706.T
2025-10-31,0.2569778633301251,-69.31316950220534,5706.T
2025-11-04,0.35966422729229447,-307.69230769230774,5706.T
2025-11-05,0.5147540983606558,236.9035702369038,5706.T
2025-11-06,0.36407342657342656,559.8208573256569,5706.T
2025-11-07,0.6707737801872844,-6.3856960408681385,5706.T
2025-11-10,0.6959095801937567,-59.15317559153199,5706.T
2025-11-11,0.5343007915567283,-326.8991282689915,5706.T
2025-11-13,0.5344101123595506,458.22102425876034,5706.T
2025-11-17,0.6316799123047411,30.711079612568692,5706.T
2025-11-18,0.6783625730994152,-489.596083231334,5706.T
2025-11-19,0.5737646640597227,207.84004209418504,5706.T
2025-11-25,0.3616154131159689,-337.2028745163069,5706.T
2025-11-26,0.7850752338348922,-194.3607993430052,5706.T
2025-11-27,0.8395579268292683,-100.51616408584651,5706.T
2025-11-28,0.7171152869476892,-77.90762381747362,5706.T
2025-12-01,0.8829296424452133,-275.0146284376831,5706.T
2025-12-02,0.45054945054945056,14.74926253687281,5706.T
2025-12-03,0.9094159713945172,-36.43497757847558,5706.T
2025-12-04,0.734304932735426,54.50372920252411,5706.T
2025-12-05,0.31901352426412094,303.6379260956745,5706.T
2025-12-08,0.54125,146.24724061810258,5706.T
2025-12-09,0.3779289493575208,-30.46247576848571,5706.T
2025-12-10,0.450236326806212,-228.1772353409395,5706.T
2025-12-11,0.23178251121076232,-396.0666484567055,5706.T
2025-12-12,0.3000741839762611,75.1461174505974,5706.T
2025-12-15,0.3314641744548287,-173.1478853250068,5706.T
2025-12-16,0.9127123608670181,-161.66960611405102,5706.T
2025-12-17,0.6070359281437125,271.72290235891296,5706.T
2025-12-18,0.5875814488309697,64.17736289381581,5706.T
2025-12-19,0.664804469273743,165.97510373443924,5706.T
2025-12-22,0.4426392572944297,333.3333333333344,5706.T
2025-12-23,0.9116809116809117,55.52470849528035,5706.T
2025-12-24,0.690519877675841,-101.48107515084992,5706.T
2025-12-25,0.3599640933572711,-167.90531241398287,5706.T
2025-12-26,0.5573770491803278,-178.57142857142904,5706.T
2025-12-29,0.5530172413793103,-30.80369644357317,5706.T
2025-12-30,0.4365942028985507,114.71178663607695,5706.T
2026-01-05,1.5159377316530764,26.961445133459883,5706.T
2026-01-06,0.4863481228668942,245.79214533796412,5706.T
2026-01-07,0.34172486600617186,-439.20595533498806,5706.T
2026-01-08,0.34409080792343644,215.57189956885603,5706.T
2026-01-09,0.4170113753877973,58.12484205205859,5706.T
2026-01-13,0.6381909547738693,-363.24786324786305,5706.T
2026-01-14,0.7282565130260521,273.05389221556896,5706.T
2026-01-15,0.43408642246106605,-64.2644021115446,5706.T
2026-01-16,0.7225548902195609,93.11832841244706,5706.T
2026-01-19,0.46453006841915734,227.57697456492699,5706.T
2026-01-20,0.8099290780141843,15.905476028175158,5706.T
2026-01-21,0.4398178269355888,36.546368204659615,5706.T
2026-01-22,0.4591584158415842,-61.86984417965169,5706.T
2026-01-23,0.4586435070306038,11.473152822396582,5706.T
2026-01-26,1.0650826446280992,-203.1144211239,5706.T
2026-01-27,0.7282608695652174,52.78861602019846,5706.T
2026-01-28,0.3942307692307692,-272.82976324690014,5706.T
2026-01-29,0.5035494557501183,-20.761245674740803,5706.T
2026-01-30,0.42472930492490396,-425.38190364277307,5706.T
2026-02-02,0.5990697674418605,-446.42857142857093,5706.T
2026-02-03,0.5958069234519746,-104.58759210839052,5706.T
2026-02-04,0.7754264055590651,287.38317757009304,5706.T
2026-02-05,0.48015122873345933,-491.54453213077767,5706.T
2026-02-06,0.4838107098381071,26.531596719729933,5706.T
2026-02-09,0.7380302654428181,42.222222222221276,5706.T
2026-02-10,0.5139745916515427,38.56041131105492,5706.T
2026-02-12,0.7539370078740157,-162.75548826646502,5706.T
2026-02-13,0.47407067462138597,168.5823754789273,5706.T
2026-02-17,0.6961597542242703,7.288629737609575,5706.T
2026-02-18,0.9737954353338969,-146.8555632342783,5706.T
2026-02-19,0.2935296501418344,131.44417890064818,5706.T
2026-02-20,0.607486219715421,-12.767315671879942,5706.T
2026-02-24,0.564822460776218,321.7744454857852,5706.T
2026-02-25,0.3549421193232413,797.5830815709961,5706.T
2026-02-26,0.5581640728040095,-263.5825712748785,5706.T
2026-02-27,0.5549081129538324,176.45437000275655,5706.T
2026-03-02,0.3826807659331237,465.3679653679643,5706.T
2026-03-03,0.6772218703820984,-743.0181911350242,5706.T
2026-03-04,0.9228366709535183,-394.96781743709744,5706.T
2026-03-06,0.598113891911498,-39.5497414055368,5706.T
2026-03-10,0.5191919191919192,-162.93929712460022,5706.T
2026-03-11,0.4755865567533291,-58.33589192508426,5706.T
2026-03-12,0.5972045743329097,-141.91106906338734,5706.T
2026-03-13,0.7475155279503105,34.9539243724184,5706.T
2026-03-16,0.4704459967759269,-75.37688442211032,5706.T
2026-03-17,0.7319551506657324,-712.5231338679827,5706.T
2026-03-18,0.4997566909975669,358.05626598465426,5706.T
2026-03-19,0.6834862385321101,156.70910871694366,5706.T
2026-03-24,0.8638830897703549,-166.61221822933726,5706.T
2026-03-25,0.4747789911596464,-216.51716671821865,5706.T
