code,entry_date,exit_date,entry,exit,hold_days,ret_pct,pnl
72030,2016-05-12,2016-06-22,5380.0,5601.0,41,4.025677905400218,0.03865677905400218
72030,2017-04-05,2017-04-26,5960.0,6091.0,21,2.174179077708909,0.02014179077708909
72030,2018-03-26,2018-04-13,6576.0,6931.0,18,5.257744518196891,0.050977445181968915
72030,2018-05-31,2018-06-05,6920.0,7401.0,5,6.7199356585751175,0.06559935658575117
72030,2018-08-14,2018-08-29,6865.0,6987.0,15,1.7615240350379213,0.016015240350379212
72030,2018-12-26,2019-01-09,6129.0,6712.0,14,9.086536466131033,0.08926536466131033
72030,2019-06-04,2019-06-10,6351.0,6670.0,6,4.90075791066946,0.04740757910669461
72030,2020-03-04,2020-03-26,6968.0,6750.0,22,-3.178573466576319,-0.03338573466576319
72030,2020-08-03,2020-08-07,6309.0,6810.0,4,7.64149347727485,0.0748149347727485
72030,2021-08-23,2021-09-02,9097.0,9645.0,10,5.849495751776752,0.056894957517767526
72030,2021-09-30,2022-01-05,2088.0,2330.0,97,10.966159755721689,0.10806159755721689
72030,2022-03-08,2022-03-23,1844.0,2095.0,15,12.761642823969899,0.126016428239699
72030,2022-10-03,2022-10-26,1880.0,2018.0,23,7.083514508955941,0.0692351450895594
72030,2022-12-21,2023-01-19,1837.0,1850.0,29,0.7051832857244777,0.005451832857244777
72030,2023-03-22,2023-03-30,1803.0,1835.5,8,1.7864979733571695,0.016264979733571695
72030,2024-06-18,2024-06-26,3068.0,3315.0,8,7.743174013281609,0.07583174013281609
72030,2024-07-26,2024-09-02,3006.0,2789.5,38,-7.474792302733673,-0.07634792302733673
72030,2025-04-07,2025-04-24,2250.0,2627.0,17,15.491229448707397,0.15331229448707398
72030,2026-05-11,2026-05-22,2800.0,2987.0,11,6.465012205281445,0.06305012205281445
