code,entry_date,exit_date,entry,exit,hold_days,ret_pct,pnl
58030,2016-06-17,2016-07-14,490.0,479.0,27,-2.270479369375711,-0.02430479369375711
58030,2017-08-30,2017-09-19,884.0,905.0,20,2.3477881062282604,0.021877881062282604
58030,2018-02-06,2018-04-20,867.0,745.0,73,-15.165475840098235,-0.15325475840098235
58030,2018-07-06,2018-07-26,660.0,711.0,20,7.443259478276974,0.07283259478276974
58030,2018-10-01,2018-11-29,540.0,494.0,59,-8.903362237039751,-0.09063362237039752
58030,2018-12-26,2019-01-15,399.0,444.0,20,10.686314554236125,0.10526314554236124
58030,2019-05-17,2019-06-21,396.0,395.0,35,-0.25284463533586377,-0.0041284463533586375
58030,2019-08-06,2019-09-06,340.0,359.0,31,5.437677087807182,0.052776770878071824
58030,2020-01-28,2020-04-28,402.0,303.0,91,-28.2719283109652,-0.284319283109652
58030,2022-03-09,2022-03-23,516.0,584.0,14,12.379421734666433,0.12219421734666433
58030,2024-08-06,2024-08-13,2362.0,3138.0,7,28.40769365356703,0.2824769365356703
58030,2025-04-07,2025-04-28,3592.0,5325.0,21,39.37035611555357,0.3921035611555357
58030,2026-03-31,2026-05-22,4250.0,4850.0,52,13.205972201306631,0.13045972201306633
