ym,combined_bps
2025-04,793.6540809080387
2025-05,-1.5820062235741226
2025-06,479.8453783803444
2025-07,156.39981432234976
2025-08,38.820811972182256
2025-09,564.8289665173479
2025-10,364.93998926508857
2025-11,241.56728383256788
2025-12,182.6620528127918
2026-01,900.1259221470511
2026-02,1149.547808381038
2026-03,675.286943711774
2026-04,1608.0191172790344
