symbol,name,threshold,direction,exit,n,mean,wr,pf,sharpe
5706.T,三井金属,0.5,short,13:00,91,-0.010096596936747172,56.043956043956044,0.9793724804046344,-0.12066931817733184
5706.T,三井金属,0.5,short,15:30,91,-0.1108027646290498,47.25274725274725,0.8076102410875291,-1.2747473655118025
5706.T,三井金属,1.0,long,09:30,37,0.04224910168938302,54.054054054054056,1.1934719622809913,1.066089574169761
5706.T,三井金属,1.0,long,10:00,37,0.09418484781246252,48.64864864864865,1.3510616484590363,1.8393715738152547
5706.T,三井金属,1.0,long,11:30,37,0.15458670969407334,51.35135135135135,1.4719873271143629,2.4456596512335853
5706.T,三井金属,1.0,long,13:00,37,0.2071604071126559,48.64864864864865,1.5863336289146972,2.685418972302193
5706.T,三井金属,1.0,long,15:30,37,0.3447115757153802,59.45945945945946,2.0997180868922363,4.254423240313759
5706.T,三井金属,1.0,short,09:30,37,-0.12224910168938306,40.54054054054054,0.6003714890952628,-3.0847636411502943
5706.T,三井金属,1.0,short,10:00,37,-0.1741848478124626,45.94594594594595,0.5683704357293505,-3.4017218809285583
5706.T,三井金属,1.0,short,11:30,37,-0.2345867096940734,43.24324324324324,0.5534606261878084,-3.7113103173605975
5706.T,三井金属,1.0,short,13:00,37,-0.28716040711265584,48.64864864864865,0.5223290081788898,-3.72245843741266
5706.T,三井金属,1.0,short,15:30,37,-0.42471157571538026,37.83783783783784,0.3996001395583984,-5.241781609462704
5706.T,三井金属,1.5,long,09:30,15,0.028052527327337984,53.333333333333336,1.1150700953958081,0.649288766975923
5706.T,三井金属,1.5,long,10:00,15,0.09522711830153296,40.0,1.2602312248281915,1.469966465100393
5706.T,三井金属,1.5,long,11:30,15,0.3171101277636808,53.333333333333336,1.7535855083869774,3.8566091134284157
5706.T,三井金属,1.5,long,13:00,15,0.5223675488370202,46.666666666666664,2.2846341154705647,5.171185952244731
5706.T,三井金属,1.5,long,15:30,15,0.6655497359545707,66.66666666666666,2.752387252951598,6.5726176576298805
5706.T,三井金属,1.5,short,09:30,15,-0.10805252732733805,40.0,0.6573994916045379,-2.5009259029802022
5706.T,三井金属,1.5,short,10:00,15,-0.175227118301533,53.333333333333336,0.6465958984489621,-2.7048806293163485
5706.T,三井金属,1.5,short,11:30,15,-0.3971101277636808,46.666666666666664,0.4912618181355745,-4.829547856350551
5706.T,三井金属,1.5,short,13:00,15,-0.6023675488370202,53.333333333333336,0.37664300792554234,-5.963147239083114
5706.T,三井金属,1.5,short,15:30,15,-0.7455497359545707,33.33333333333333,0.3214126573305724,-7.362655402677205
5706.T,三井金属,2.0,long,09:30,5,0.20472894223737992,60.0,3.2475373563396372,6.270936329567329
5706.T,三井金属,2.0,long,10:00,5,0.012374418407110644,40.0,1.0280613690829008,0.18568684573812835
5706.T,三井金属,2.0,long,11:30,5,0.08044817633852785,40.0,1.1386848611845866,0.8549596233720395
5706.T,三井金属,2.0,long,13:00,5,0.4627151067330427,40.0,1.8088375740864346,3.5555378476368893
5706.T,三井金属,2.0,long,15:30,5,0.7670758026999301,60.0,3.6846253982968307,7.9276747425774765
5706.T,三井金属,2.0,short,09:30,5,-0.28472894223738,40.0,0.17186453220640863,-8.721371040374866
5706.T,三井金属,2.0,short,10:00,5,-0.09237441840711066,60.0,0.8096751867944797,-1.3861430748983008
5706.T,三井金属,2.0,short,11:30,5,-0.16044817633852793,60.0,0.7683149765498257,-1.7051562714843342
5706.T,三井金属,2.0,short,13:00,5,-0.5427151067330428,60.0,0.49126307867591645,-4.170263893257563
5706.T,三井金属,2.0,short,15:30,5,-0.8470758026999302,40.0,0.23049421182253846,-8.754469144348347
6963.T,ローム,0.5,long,09:30,43,0.02406723320314535,58.139534883720934,1.0580526740977194,0.35885280048377155
6963.T,ローム,0.5,long,10:00,43,0.05778565626678026,41.86046511627907,1.1282911868471748,0.7477424141753677
6963.T,ローム,0.5,long,11:30,43,0.11822569157721322,41.86046511627907,1.260354200783179,1.326916787849955
6963.T,ローム,0.5,long,13:00,43,0.15460047489566053,46.51162790697674,1.2906063285109814,1.4963880263211278
6963.T,ローム,0.5,long,15:30,43,0.3894417629679724,60.46511627906976,1.7240111624885435,2.502641748792423
6963.T,ローム,0.5,short,09:30,43,-0.10406723320314543,41.86046511627907,0.7854967832457845,-1.5516872154903902
6963.T,ローム,0.5,short,10:00,43,-0.13778565626678035,55.81395348837209,0.7460780843026376,-1.7829369070415562
6963.T,ローム,0.5,short,11:30,43,-0.1982256915772133,55.81395348837209,0.6732937793678035,-2.224804054245582
6963.T,ローム,0.5,short,13:00,43,-0.2346004748956606,48.837209302325576,0.6763642247153745,-2.270713216372989
6963.T,ローム,0.5,short,15:30,43,-0.4694417629679724,39.53488372093023,0.5188709140719421,-3.01674002725533
6963.T,ローム,1.0,long,09:30,21,0.06625760172048248,57.14285714285714,1.16006357001269,0.961534910594042
6963.T,ローム,1.0,long,10:00,21,0.12883612985705556,42.857142857142854,1.2697097328493532,1.5097744259237595
6963.T,ローム,1.0,long,11:30,21,0.20620574225408075,47.61904761904761,1.4615683971539848,2.116676641055264
6963.T,ローム,1.0,long,13:00,21,0.26624570950370413,42.857142857142854,1.529650826845204,2.3160107184301992
6963.T,ローム,1.0,long,15:30,21,0.6403653070426307,52.38095238095239,1.998671388032309,3.1102652043567427
6963.T,ローム,1.0,short,09:30,21,-0.14625760172048255,42.857142857142854,0.7219000688973158,-2.12250045794412
6963.T,ローム,1.0,short,10:00,21,-0.20883612985705563,52.38095238095239,0.6750699297730076,-2.44725954137941
6963.T,ローム,1.0,short,11:30,21,-0.28620574225408085,52.38095238095239,0.5858399802408929,-2.93786682438087
6963.T,ローム,1.0,short,13:00,21,-0.3462457095037042,57.14285714285714,0.5689241684012869,-3.011912477071829
6963.T,ローム,1.0,short,15:30,21,-0.7203653070426308,47.61904761904761,0.45570667403870674,-3.4988265670852443
6963.T,ローム,1.5,long,09:30,11,-0.030607467804504296,45.45454545454545,0.9444732116381509,-0.3830992703237039
6963.T,ローム,1.5,long,10:00,11,-0.15199989460577837,27.27272727272727,0.7580590781497004,-1.759941908573058
6963.T,ローム,1.5,long,11:30,11,0.0948725422989411,36.36363636363637,1.1466487569151045,0.7962561181122554
6963.T,ローム,1.5,long,13:00,11,0.16497675635680356,27.27272727272727,1.208294714608855,1.090902636579466
6963.T,ローム,1.5,long,15:30,11,1.0942679223280805,45.45454545454545,2.4077182931705634,4.067420602614911
6963.T,ローム,1.5,short,09:30,11,-0.049392532195495775,54.54545454545454,0.9113201811479916,-0.6182230808636128
6963.T,ローム,1.5,short,10:00,11,0.07199989460577831,72.72727272727273,1.1445576670162527,0.8336560512637048
6963.T,ローム,1.5,short,11:30,11,-0.17487254229894117,63.63636363636363,0.7731581462255057,-1.467688419865715
6963.T,ローム,1.5,short,13:00,11,-0.24497675635680363,72.72727272727273,0.7497249683154115,-1.619899647149909
6963.T,ローム,1.5,short,15:30,11,-1.1742679223280803,54.54545454545454,0.3845446311809931,-4.364782557187162
6963.T,ローム,2.0,long,09:30,0,,,,
6963.T,ローム,2.0,long,10:00,0,,,,
6963.T,ローム,2.0,long,11:30,0,,,,
6963.T,ローム,2.0,long,13:00,0,,,,
6963.T,ローム,2.0,long,15:30,0,,,,
6963.T,ローム,2.0,short,09:30,0,,,,
6963.T,ローム,2.0,short,10:00,0,,,,
6963.T,ローム,2.0,short,11:30,0,,,,
6963.T,ローム,2.0,short,13:00,0,,,,
6963.T,ローム,2.0,short,15:30,0,,,,
4063.T,信越化学,0.5,long,09:30,72,0.030447515518022755,48.61111111111111,1.105325801799492,0.569701279088064
4063.T,信越化学,0.5,long,10:00,72,0.07227887276013766,58.333333333333336,1.214506012200521,1.1174588935038592
4063.T,信越化学,0.5,long,11:30,72,0.047411157135977704,52.77777777777778,1.1112922988776401,0.6277850754923606
4063.T,信越化学,0.5,long,13:00,72,0.12829088890621987,52.77777777777778,1.2676861414888196,1.4195160498195885
4063.T,信越化学,0.5,long,15:30,72,0.12635045048601526,55.55555555555556,1.2481138796567797,1.3184028270959414
4063.T,信越化学,0.5,short,09:30,72,-0.11044751551802273,44.44444444444444,0.6944347990999739,-2.066575541294033
4063.T,信越化学,0.5,short,10:00,72,-0.1522788727601377,40.27777777777778,0.666388782322094,-2.3542893540034004
4063.T,信越化学,0.5,short,11:30,72,-0.12741115713597775,44.44444444444444,0.7534595411036286,-1.6870886038864732
4063.T,信越化学,0.5,short,13:00,72,-0.2082908889062199,44.44444444444444,0.6799932387277163,-2.3047019344429303
4063.T,信越化学,0.5,short,15:30,72,-0.20635045048601533,43.05555555555556,0.696682108815061,-2.1531622265438224
4063.T,信越化学,1.0,long,09:30,31,-0.014347767749163527,45.16129032258064,0.9470220440682894,-0.34944895818656446
4063.T,信越化学,1.0,long,10:00,31,0.03654308198428695,58.06451612903226,1.112711115990008,0.601616532820528
4063.T,信越化学,1.0,long,11:30,31,0.08559938099554253,54.83870967741935,1.2091161700792175,1.1661762624222596
4063.T,信越化学,1.0,long,13:00,31,0.22095987780741133,58.06451612903226,1.472490897181424,2.316691018992203
4063.T,信越化学,1.0,long,15:30,31,0.25519727877270326,61.29032258064516,1.4947541446778032,2.39406876309449
4063.T,信越化学,1.0,short,09:30,31,-0.06565223225083652,51.61290322580645,0.7759983425329604,-1.5990016400993605
4063.T,信越化学,1.0,short,10:00,31,-0.11654308198428699,41.935483870967744,0.7138036075278514,-1.9186735518846905
4063.T,信越化学,1.0,short,11:30,31,-0.1655993809955426,41.935483870967744,0.6930349441277128,-2.2560685012299095
4063.T,信越化学,1.0,short,13:00,31,-0.3009598778074114,41.935483870967744,0.5905644542073487,-3.1554644803031957
4063.T,信越化学,1.0,short,15:30,31,-0.33519727877270333,38.70967741935484,0.5912406687626787,-3.144568541025686
4063.T,信越化学,1.5,long,09:30,14,-0.14098128994686496,42.857142857142854,0.61460242085885,-3.1222012351222665
4063.T,信越化学,1.5,long,10:00,14,-0.2263278034202292,57.14285714285714,0.579603701651703,-3.0228126349919497
4063.T,信越化学,1.5,long,11:30,14,-0.0434375491176139,57.14285714285714,0.9250895196431935,-0.4777648974399673
4063.T,信越化学,1.5,long,13:00,14,-0.014469468521891888,57.14285714285714,0.979265261725921,-0.12425819190999951
4063.T,信越化学,1.5,long,15:30,14,-0.17079680831148494,57.14285714285714,0.7792738097437465,-1.5530693921045764
4063.T,信越化学,1.5,short,09:30,14,0.06098128994686488,50.0,1.2343826563123328,1.3505044453998802
4063.T,信越化学,1.5,short,10:00,14,0.14632780342022914,42.857142857142854,1.4090176883554892,1.954340237235529
4063.T,信越化学,1.5,short,11:30,14,-0.036562450882386174,35.714285714285715,0.9373508060940136,-0.4021464366849765
4063.T,信越化学,1.5,short,13:00,14,-0.06553053147810818,42.857142857142854,0.9101191036002364,-0.5627508255781027
4063.T,信越化学,1.5,short,15:30,14,0.09079680831148486,42.857142857142854,1.139964653681252,0.8256228279874204
4063.T,信越化学,2.0,long,09:30,5,-0.1610081299734678,40.0,0.5323912253706613,-4.030857487833401
4063.T,信越化学,2.0,long,10:00,5,-0.2412638698834657,60.0,0.669995942483954,-2.3215829516761266
4063.T,信越化学,2.0,long,11:30,5,0.27982693517049073,80.0,1.4577958802438502,2.534355489922825
4063.T,信越化学,2.0,long,13:00,5,0.22036868789333744,60.0,1.259233754437181,1.4551506396780598
4063.T,信越化学,2.0,long,15:30,5,0.33410580945926416,80.0,1.5626127333557707,3.003936113327194
4063.T,信越化学,2.0,short,09:30,5,0.08100812997346775,40.0,1.3710856034418832,2.028048070198334
4063.T,信越化学,2.0,short,10:00,5,0.16126386988346564,40.0,1.2998418399110403,1.5517758677401887
4063.T,信越化学,2.0,short,11:30,5,-0.3598269351704908,20.0,0.6232475337622952,-3.2589048942548176
4063.T,信越化学,2.0,short,13:00,5,-0.3003686878933375,40.0,0.7314410040285197,-1.9834110394976132
4063.T,信越化学,2.0,short,15:30,5,-0.41410580945926423,20.0,0.5825347126190117,-3.7232139057580254
