period,ls_sharpe_50,ls_sharpe_22,longonly_sharpe_50,longonly_sharpe_22
IS(22-23),0.8531363375396875,0.6915361136378251,0.7238064738966813,0.7476651287961905
OOS(24-),1.8427059599252271,1.537459588557918,1.3713844986482646,1.566075495648003
全期間,1.2727991316020213,1.066977884936581,1.0590459288116876,1.21954892250412
