name,sh,t,n,sh_is,sh_oos,bps
17業種 等加重 MOM L3K3 (前回再現),1.5021015986602961,4.710312154361803,118,1.5194781868743668,1.48084885260159,111.42069846259132
17業種 cap-weight MOM L3K3,0.08711837965569089,0.2731870886273583,118,0.26440569227922706,-0.011767024195062767,5.924700739414932
17業種 cap-weight ADV≥10億,-0.0003801243950014354,-0.0011919996354052317,118,0.07392856859823228,-0.04110009370905713,-0.024849053663624904
33業種 等加重 MOM L3K3,1.1563736672754155,3.6261734524544282,118,1.5125544329247653,0.9114700194513511,116.73474328563674
33業種 等加重 MOM L3K5,1.1786844893234256,3.696136054425077,118,1.6464374763498795,0.8238954206097168,93.17526629766539
33業種 cap-weight MOM L3K3,0.09167648030289799,0.28748044727799343,118,0.28072918712053385,-0.022791244388696827,8.952388991883177
17業種 等加重 ADV≥10億 (前回2.09),2.0725128322611437,6.4990160403112744,118,3.034765375485307,1.51330193370418,163.65341643887407
