date,ret,spread,n
2016-11-08,-0.020040200313487442,-0.019240200313487443,34
2016-11-09,0.011065176104373792,0.011865176104373792,21
2016-11-10,-0.004064389229620192,-0.0032643892296201913,580
2016-11-11,-0.007058200446544904,-0.006258200446544904,56
2016-11-14,0.029289394404595746,0.030089394404595744,47
2016-11-15,-0.024033255629854602,-0.023233255629854604,32
2016-11-16,-0.01231059927656049,-0.01151059927656049,32
2016-11-18,-0.003393060495117389,-0.0025930604951173893,31
2016-11-24,0.004170535052731354,0.004970535052731355,34
2016-12-01,-0.001195422642205149,-0.0003954226422051492,75
2016-12-02,-0.029238083498291326,-0.028438083498291328,23
2016-12-05,0.00377347906335584,0.00457347906335584,21
2016-12-06,0.02436715114109087,0.02516715114109087,25
2016-12-07,-0.08313322098658193,-0.08233322098658194,21
2016-12-08,0.003528902672491603,0.004328902672491603,33
2016-12-09,0.00917258080759485,0.00997258080759485,33
2016-12-12,-0.023529350941884495,-0.022729350941884496,41
2016-12-13,0.06411015287291265,0.06491015287291264,27
2016-12-16,0.041619593461058056,0.04241959346105806,22
2017-01-04,0.03409558519544605,0.034895585195446055,24
2017-01-06,0.005610253180790193,0.006410253180790193,32
2017-01-10,-0.04864275544369801,-0.04784275544369801,26
2017-01-23,-0.018250584960330638,-0.01745058496033064,22
2017-01-25,0.0014080362311384735,0.0022080362311384734,73
2017-01-26,0.003031421779168398,0.003831421779168398,24
2017-01-30,0.031200006189926324,0.03200000618992632,22
2017-01-31,-0.020063182549922728,-0.01926318254992273,39
2017-02-01,0.005480055703569587,0.006280055703569588,59
2017-02-02,-0.0001516997878607155,0.0006483002121392845,26
2017-02-03,-0.010357667439602347,-0.009557667439602346,31
2017-02-06,-0.02172604909351417,-0.02092604909351417,42
2017-02-07,0.050744834585207794,0.0515448345852078,25
2017-02-08,-0.012775431976963954,-0.011975431976963954,30
2017-02-09,0.013042066015341658,0.013842066015341659,31
2017-02-10,0.018860193049786245,0.019660193049786244,81
2017-02-13,-0.00045630520912892105,0.000343694790871079,45
2017-02-14,-0.013388909003206816,-0.012588909003206816,29
2017-02-15,0.027200400768273982,0.02800040076827398,41
2017-02-27,-0.026957969058087786,-0.026157969058087788,20
2017-03-02,0.012685734775681077,0.013485734775681078,50
2017-03-10,-0.0514472789098299,-0.050647278909829896,21
2017-03-13,-0.016172107894279118,-0.015372107894279119,23
2017-03-16,0.06778476452057047,0.06858476452057047,21
2017-03-21,-0.028084931389344207,-0.027284931389344208,22
2017-03-22,0.004304394707868311,0.005104394707868312,155
2017-03-29,-0.014533910089773781,-0.01373391008977378,26
2017-03-31,0.011220727539707926,0.012020727539707926,20
2017-04-03,0.02369739810792792,0.02449739810792792,22
2017-04-06,-0.027613991463494195,-0.026813991463494197,22
2017-04-07,-0.003693907695745712,-0.002893907695745712,24
2017-04-10,-0.04244305771986421,-0.04164305771986421,29
2017-04-11,-0.021021988519373872,-0.020221988519373874,23
2017-04-12,-0.009765742625801585,-0.008965742625801585,62
2017-04-13,0.002831634705638962,0.003631634705638962,74
2017-04-14,0.08796515498878335,0.08876515498878335,22
2017-04-17,0.02955256250943777,0.03035256250943777,24
2017-04-18,-0.0004917286178989872,0.0003082713821010129,48
2017-04-21,-0.00702537390778663,-0.00622537390778663,23
2017-04-24,0.0022964758248711745,0.0030964758248711744,36
2017-04-26,-0.010398557504309213,-0.009598557504309213,43
2017-04-28,0.01887373986944387,0.01967373986944387,27
2017-05-01,0.010353034978743781,0.011153034978743781,50
2017-05-08,-0.010620791912205925,-0.009820791912205924,74
2017-05-10,-0.0028989176475368024,-0.0020989176475368024,28
2017-05-11,0.012579085484099467,0.013379085484099468,40
2017-05-12,0.004456566044984794,0.005256566044984794,37
2017-05-15,0.019493565241478692,0.02029356524147869,63
2017-05-16,0.00044951601495191206,0.001249516014951912,27
2017-05-18,0.027183918010437732,0.02798391801043773,174
2017-05-22,-0.025625865053684336,-0.024825865053684337,23
2017-05-29,-0.0017489454712938993,-0.0009489454712938994,23
2017-06-05,0.05946884568436169,0.060268845684361694,20
2017-06-12,0.0418726227787297,0.0426726227787297,46
2017-06-14,0.02506635620302222,0.025866356203022217,24
2017-06-20,0.04928690231365782,0.050086902313657825,28
2017-06-26,0.023765948528496224,0.024565948528496223,23
2017-06-28,-0.06649773183376054,-0.06569773183376054,23
2017-06-29,-0.0576003952522953,-0.0568003952522953,32
2017-06-30,0.01646256784605313,0.01726256784605313,47
2017-07-03,-0.028736578078450283,-0.027936578078450285,30
2017-07-04,0.010610999738142718,0.011410999738142719,28
2017-07-06,0.028652540462870687,0.029452540462870686,21
2017-07-10,-0.010047767153520184,-0.009247767153520183,25
2017-07-18,0.008306169600436975,0.009106169600436975,24
2017-07-20,-0.051590899677690906,-0.050790899677690904,24
2017-07-26,-0.03086610137654833,-0.030066101376548332,23
2017-07-27,-0.020900729045333997,-0.020100729045333998,23
2017-07-28,-0.005085366445164052,-0.004285366445164052,35
2017-07-31,0.01880526725942914,0.019605267259429137,58
2017-08-01,-0.049651846103525,-0.048851846103525,44
2017-08-02,-0.005773020870705852,-0.004973020870705852,36
2017-08-03,0.03565855767058117,0.03645855767058117,30
2017-08-04,0.005717756723612102,0.006517756723612102,37
2017-08-07,-0.014502624461335536,-0.013702624461335536,41
2017-08-08,-0.02450873722538842,-0.02370873722538842,27
2017-08-09,-0.003720070454322094,-0.002920070454322094,39
2017-08-10,-0.018072337149703483,-0.017272337149703484,44
2017-08-14,0.021167855202842627,0.021967855202842626,90
2017-08-15,-0.03084218092226138,-0.03004218092226138,40
2017-08-18,0.0008991989090333614,0.0016991989090333615,57
2017-08-23,0.02819115148596796,0.02899115148596796,29
2017-08-24,0.008888784350701251,0.009688784350701252,22
2017-09-04,-0.01114174777356227,-0.01034174777356227,26
2017-09-06,0.04951144346654059,0.050311443466540595,96
2017-09-07,-0.0004052567781972265,0.00039474322180277355,29
2017-09-11,0.01079989364421084,0.011599893644210841,49
2017-09-12,-0.06870889753236215,-0.06790889753236215,35
2017-09-14,-0.007646723867812599,-0.0068467238678125986,20
2017-09-15,0.0018351730289146392,0.002635173028914639,21
2017-09-19,-0.01736719708098337,-0.01656719708098337,68
2017-09-21,0.022363832604558955,0.023163832604558954,20
2017-09-25,0.00894342770890113,0.009743427708901131,23
2017-09-27,0.011122217139791958,0.011922217139791958,29
2017-09-28,0.003272326292566486,0.004072326292566486,28
2017-10-10,0.00409902055722573,0.00489902055722573,29
2017-10-16,-0.004306939524415498,-0.0035069395244154977,25
2017-10-23,0.02857553903555537,0.02937553903555537,20
2017-10-25,-0.007350200185508254,-0.006550200185508254,21
2017-10-26,0.004972019395677147,0.005772019395677147,20
2017-10-27,-0.0046828284513541815,-0.003882828451354181,24
2017-10-30,0.010978732923439814,0.011778732923439814,35
2017-10-31,0.031498334726400935,0.03229833472640094,41
2017-11-01,0.0012526488143572694,0.0020526488143572694,48
2017-11-06,-0.00030539380046634495,0.0004946061995336551,34
2017-11-07,0.015075833263353289,0.01587583326335329,31
2017-11-08,0.0004272671828451736,0.0012272671828451737,36
2017-11-09,0.030897299002528477,0.031697299002528476,41
2017-11-10,-0.018468662584417102,-0.017668662584417103,70
2017-11-13,-0.017963799858232186,-0.017163799858232187,50
2017-11-14,0.011154017341488463,0.011954017341488463,28
2017-11-15,0.01936826775642971,0.020168267756429707,46
2017-11-16,0.013373818209166522,0.014173818209166522,21
2017-11-17,0.01919539735514307,0.01999539735514307,30
2017-11-20,-0.06071321260878541,-0.059913212608785404,20
2017-11-21,0.008115836962548717,0.008915836962548718,31
2017-11-22,0.03030299131678578,0.031102991316785778,28
2017-11-28,0.014294831842104777,0.015094831842104778,22
2017-11-29,0.028085595179382524,0.028885595179382523,22
2017-11-30,-0.008171675134642361,-0.007371675134642361,44
2017-12-01,0.007846679645064364,0.008646679645064364,36
2017-12-04,0.011449211360851719,0.01224921136085172,22
2017-12-05,0.06995156247336959,0.07075156247336958,33
2017-12-07,0.04812328718343894,0.04892328718343894,24
2017-12-11,-0.005879218438844447,-0.005079218438844447,29
2017-12-14,0.006597945467021577,0.007397945467021577,20
2017-12-15,-0.011851632842034282,-0.011051632842034281,24
2017-12-18,-0.03655658682055385,-0.03575658682055385,28
2017-12-19,-0.0020441046496479146,-0.0012441046496479147,20
2017-12-20,0.04855683964453898,0.049356839644538984,25
2017-12-27,0.054625705008762175,0.05542570500876218,21
2018-01-04,-0.029925533674006775,-0.029125533674006776,73
2018-01-09,0.02659431714716302,0.02739431714716302,36
2018-01-15,-0.022980248891911928,-0.02218024889191193,32
2018-01-16,0.08578956291212228,0.08658956291212228,24
2018-01-17,-0.026295570184511594,-0.025495570184511596,40
2018-01-18,-0.019871876209074,-0.019071876209074003,33
2018-01-19,0.05159746551372401,0.05239746551372401,22
2018-01-22,0.0017940464449694104,0.0025940464449694103,28
2018-01-25,-0.010918589517733923,-0.010118589517733922,22
2018-01-26,-0.0032472965227260723,-0.0024472965227260723,24
2018-01-29,0.04231853553485345,0.04311853553485345,39
2018-01-30,0.04574295128792338,0.04654295128792338,24
2018-01-31,0.01587315794074214,0.016673157940742138,57
2018-02-01,0.012270921752181183,0.013070921752181183,60
2018-02-02,-0.014336799591713899,-0.013536799591713899,29
2018-02-05,0.011143327955072767,0.011943327955072768,305
2018-02-06,0.006716421877757237,0.007516421877757237,753
2018-02-07,0.04497729282762195,0.045777292827621954,574
2018-02-08,-0.015593224375645585,-0.014793224375645585,81
2018-02-09,0.04277750031630369,0.04357750031630369,666
2018-02-13,0.022144182281328487,0.022944182281328485,166
2018-02-14,-0.02862121966578438,-0.02782121966578438,51
2018-02-15,0.02766633048074767,0.02846633048074767,92
2018-02-16,0.002293099352201827,0.003093099352201827,35
2018-02-19,0.0019195234803735099,0.00271952348037351,47
2018-02-22,0.027489479508116584,0.028289479508116583,20
2018-02-26,-0.014574966151981608,-0.013774966151981607,46
2018-02-27,0.007329644216251218,0.008129644216251218,26
2018-03-01,0.03936713858762577,0.04016713858762577,22
2018-03-02,0.01164306275906404,0.01244306275906404,303
2018-03-06,-0.004820349576943133,-0.0040203495769431325,184
2018-03-08,0.02077669518032209,0.021576695180322087,34
2018-03-09,0.02818887776314612,0.02898887776314612,53
2018-03-12,-0.008142874716070664,-0.007342874716070665,129
2018-03-19,0.012284292123158258,0.013084292123158259,23
2018-03-20,0.03560336833874761,0.03640336833874761,63
2018-03-22,0.033542779746684785,0.03434277974668479,22
2018-03-23,-0.00042906573008993714,0.0003709342699100629,534
2018-03-26,-0.017042582241270175,-0.016242582241270176,43
2018-03-27,0.023558620044078993,0.02435862004407899,117
2018-03-28,0.003416705498118839,0.004216705498118839,192
2018-03-29,0.03071617366994121,0.03151617366994121,33
2018-03-30,0.06428775867814326,0.06508775867814326,20
2018-04-03,-0.0009185495577755951,-0.0001185495577755951,70
2018-04-04,-0.004830218303971621,-0.004030218303971621,30
2018-04-09,-0.0824911128999688,-0.0816911128999688,20
2018-04-11,-0.007227281788235578,-0.0064272817882355775,35
2018-04-13,0.038352452715224354,0.039152452715224356,24
2018-04-16,-0.018271339525877867,-0.017471339525877868,26
2018-04-17,0.01956784969821204,0.020367849698212037,25
2018-04-19,-0.010555469185716653,-0.009755469185716653,24
2018-04-25,0.008742394418070587,0.009542394418070588,29
2018-04-26,0.012217511873132136,0.013017511873132137,26
2018-04-27,-0.027272422699635944,-0.026472422699635945,35
2018-05-01,-0.011080603062049374,-0.010280603062049374,71
2018-05-07,-0.03225108036684899,-0.03145108036684899,23
2018-05-08,0.012127890611047682,0.012927890611047682,21
2018-05-09,-0.008752706554027071,-0.007952706554027071,39
2018-05-10,-0.03143308020612828,-0.030633080206128285,39
2018-05-11,0.04625854830016596,0.04705854830016596,59
2018-05-14,0.021419119483653413,0.02221911948365341,69
2018-05-15,0.02973896637776013,0.03053896637776013,42
2018-05-16,-0.02122522374730521,-0.02042522374730521,50
2018-05-30,0.008799664871475607,0.009599664871475608,152
2018-05-31,-0.008660782725896871,-0.00786078272589687,30
2018-06-04,-0.08595792337269692,-0.08515792337269693,27
2018-06-07,-0.03305346071325108,-0.03225346071325108,22
2018-06-18,0.02525424768913403,0.02605424768913403,22
2018-06-19,-0.03531905313671405,-0.03451905313671405,22
2018-06-22,-0.005545127642141745,-0.004745127642141744,27
2018-06-26,-0.021746023105592427,-0.02094602310559243,39
2018-06-27,-0.021280079835457547,-0.02048007983545755,21
2018-07-06,-0.02468297025145114,-0.02388297025145114,27
2018-07-09,-0.03888451398354971,-0.03808451398354971,27
2018-07-17,0.02034783748014956,0.021147837480149558,38
2018-07-18,-0.007398114378839004,-0.006598114378839004,20
2018-07-23,-0.03542875959014908,-0.03462875959014908,21
2018-07-26,0.05204334792676831,0.052843347926768314,20
2018-07-27,-0.00012806801213758256,0.0006719319878624175,27
2018-07-30,-0.0005906575486436177,0.00020934245135638234,35
2018-07-31,0.0020132807144958987,0.0028132807144958987,31
2018-08-01,-0.014675985024056636,-0.013875985024056636,51
2018-08-02,-0.0022934870520587803,-0.0014934870520587804,30
2018-08-03,-0.0017583808996205464,-0.0009583808996205465,26
2018-08-06,-0.018406013411407584,-0.017606013411407585,34
2018-08-07,-0.032894911079925704,-0.0320949110799257,30
2018-08-08,0.016548251812933627,0.017348251812933625,29
2018-08-09,-0.026415753824537137,-0.025615753824537138,40
2018-08-10,-0.007481023762799998,-0.006681023762799998,53
2018-08-13,0.005880725847935364,0.0066807258479353645,50
2018-08-14,-0.03269394072957395,-0.031893940729573945,26
2018-08-15,0.08517254977948621,0.08597254977948621,21
2018-08-16,0.003490092308113956,0.004290092308113956,58
2018-08-28,0.0771092286711586,0.0779092286711586,24
2018-09-03,0.0013708435595121368,0.0021708435595121367,23
2018-09-06,0.004328731796207833,0.005128731796207833,27
2018-09-07,-0.010242288498529997,-0.009442288498529997,34
2018-09-13,0.04021581445936625,0.04101581445936625,24
2018-09-14,0.08013163507143978,0.08093163507143977,20
2018-09-18,-0.0293166325766337,-0.028516632576633703,27
2018-09-19,0.0010976637016697302,0.00189766370166973,84
2018-09-21,0.003393865393708196,0.004193865393708196,20
2018-09-25,0.026064055515587593,0.02686405551558759,26
2018-09-26,0.020176267746171473,0.02097626774617147,34
2018-09-28,-0.017324594725375,-0.016524594725375,27
2018-10-01,0.021388461344933187,0.022188461344933186,23
2018-10-04,-0.02480315077362336,-0.02400315077362336,38
2018-10-05,-0.00797525433196699,-0.007175254331966989,35
2018-10-09,0.025322807973006692,0.02612280797300669,65
2018-10-11,0.022151038859556917,0.022951038859556915,603
2018-10-12,0.031382884838338974,0.032182884838338977,23
2018-10-15,0.00581946944084233,0.006619469440842331,26
2018-10-17,-0.00723734021616417,-0.00643734021616417,123
2018-10-19,0.02362522132433705,0.024425221324337047,97
2018-10-23,-0.00018198076452203215,0.0006180192354779679,21
2018-10-24,-0.030736569978317706,-0.029936569978317708,33
2018-10-25,-0.007821806869406572,-0.007021806869406571,451
2018-10-26,0.02172547308043393,0.022525473080433928,84
2018-10-29,0.030244773602707466,0.031044773602707465,51
2018-10-30,-0.004713316640202471,-0.003913316640202471,76
2018-10-31,0.018829019811102982,0.01962901981110298,123
2018-11-01,0.004218639866843271,0.005018639866843272,72
2018-11-02,0.0070343761470888656,0.007834376147088866,46
2018-11-05,0.0028123784806530997,0.0036123784806530996,61
2018-11-06,-0.023492169588597744,-0.022692169588597745,33
2018-11-07,-0.0005785246077206118,0.00022147539227938828,43
2018-11-08,0.0033426141284929388,0.004142614128492939,199
2018-11-09,-0.007254886414195116,-0.006454886414195116,37
2018-11-12,-0.007398956532689533,-0.006598956532689533,59
2018-11-13,0.019632420353726355,0.020432420353726354,321
2018-11-14,-0.009261172874648742,-0.008461172874648742,36
2018-11-15,-0.032361925384930774,-0.03156192538493077,44
2018-11-16,0.0413090675474263,0.0421090675474263,23
2018-11-20,-0.0024038183983513704,-0.0016038183983513705,89
2018-11-21,0.006299873395337854,0.007099873395337854,177
2018-11-26,-0.015985073631303335,-0.015185073631303336,23
2018-11-29,0.015814821984463094,0.016614821984463093,65
2018-12-03,0.0005305524651625721,0.0013305524651625721,92
2018-12-05,0.00341656765868611,0.00421656765868611,163
2018-12-07,0.003618343423486108,0.004418343423486108,31
2018-12-10,0.006208855321641646,0.007008855321641646,155
2018-12-11,-0.006390123648917443,-0.005590123648917443,27
2018-12-12,0.01001640729342646,0.01081640729342646,38
2018-12-17,-0.09400332870780687,-0.09320332870780687,27
2018-12-18,-0.020405313107785334,-0.019605313107785335,179
2018-12-19,0.021189383995835167,0.021989383995835166,28
2018-12-20,-0.0036217033660533074,-0.0028217033660533075,40
2018-12-21,-0.015201340759587838,-0.014401340759587837,58
2018-12-25,0.017463917177909166,0.018263917177909164,573
2018-12-26,0.024322003439993887,0.025122003439993885,133
2018-12-27,0.02005481381584025,0.02085481381584025,656
2018-12-28,-0.050492071088476066,-0.049692071088476064,34
2019-01-04,0.006394958623001632,0.0071949586230016325,387
2019-01-07,-0.0002430942273455427,0.0005569057726544574,518
2019-01-08,-0.016673812415815965,-0.015873812415815966,37
2019-01-09,-0.0008102573196772477,-1.0257319677247625e-05,56
2019-01-10,0.0008069045216725586,0.0016069045216725586,27
2019-01-11,0.034243288456101306,0.03504328845610131,30
2019-01-15,-0.008464925895458822,-0.007664925895458821,58
2019-01-16,0.02720391312925375,0.02800391312925375,34
2019-01-17,0.004274686302017772,0.005074686302017772,26
2019-01-18,0.02516562715005363,0.025965627150053627,20
2019-01-21,0.018891549575987838,0.019691549575987836,66
2019-01-23,-0.02712842042049857,-0.02632842042049857,22
2019-01-24,-0.050892577569094995,-0.05009257756909499,23
2019-01-25,0.04034566251387874,0.041145662513878745,22
2019-01-28,-0.009312426753217867,-0.008512426753217867,23
2019-01-29,-0.003979277224273339,-0.0031792772242733394,30
2019-01-30,-0.027810565956697165,-0.027010565956697166,42
2019-01-31,-0.002283710495864841,-0.001483710495864841,114
2019-02-01,-0.020317745743725583,-0.019517745743725584,44
2019-02-04,0.005821795745510885,0.006621795745510885,35
2019-02-05,0.004409662584134447,0.005209662584134448,30
2019-02-06,0.01806224248153229,0.018862242481532288,30
2019-02-07,-0.013129920996708934,-0.012329920996708934,26
2019-02-08,-0.002527887258206595,-0.001727887258206595,102
2019-02-12,-0.029730411955006714,-0.028930411955006716,70
2019-02-13,0.02405385840731576,0.024853858407315757,59
2019-02-14,0.018584844255957102,0.0193848442559571,41
2019-02-15,-0.0019857060770300202,-0.0011857060770300203,60
2019-02-18,0.0032629865201547737,0.004062986520154774,177
2019-02-20,0.0026975653964007537,0.0034975653964007536,20
2019-02-21,0.018796774013130204,0.019596774013130203,22
2019-03-04,0.07288012110362285,0.07368012110362285,26
2019-03-07,0.008918882220860897,0.009718882220860897,21
2019-03-08,-0.005164093620778097,-0.004364093620778097,53
2019-03-12,0.01981447883638977,0.02061447883638977,65
2019-03-14,-0.01123524786776448,-0.01043524786776448,20
2019-03-22,0.003933064499047756,0.004733064499047757,23
2019-03-25,0.0013387355734760902,0.00213873557347609,221
2019-03-26,-0.032605423444303616,-0.031805423444303614,26
2019-03-27,0.019989556572254204,0.020789556572254203,45
2019-03-28,-0.018794918374119788,-0.01799491837411979,23
2019-03-29,0.004568238440513817,0.005368238440513817,22
2019-04-01,-0.006216544345726592,-0.005416544345726592,57
2019-04-02,-0.052824916039306384,-0.05202491603930638,36
2019-04-10,-0.043992465612905464,-0.04319246561290546,25
2019-04-15,0.0023261766709380496,0.0031261766709380495,82
2019-04-19,-0.027775715463715076,-0.026975715463715078,21
2019-04-24,0.005764679276410273,0.0065646792764102735,23
2019-04-25,0.021211090552660728,0.022011090552660727,28
2019-04-26,0.025959572803449144,0.026759572803449143,38
2019-05-07,0.014590526758029661,0.015390526758029661,93
2019-05-08,-0.001602929056916781,-0.0008029290569167812,87
2019-05-09,-0.023628420131656173,-0.022828420131656174,36
2019-05-10,-0.023003077628385486,-0.022203077628385488,37
2019-05-13,-0.011523383965416412,-0.010723383965416411,79
2019-05-14,0.01758326034336607,0.01838326034336607,302
2019-05-15,0.027254796155917253,0.02805479615591725,70
2019-05-16,0.010353302654471564,0.011153302654471564,40
2019-05-17,-0.04692669887973018,-0.04612669887973018,34
2019-05-20,-0.01107425810593663,-0.010274258105936629,26
2019-05-22,0.014315166332657656,0.015115166332657656,33
2019-05-24,-0.03302986249476194,-0.03222986249476194,42
2019-05-29,-0.01049334987772368,-0.009693349877723679,29
2019-06-03,-0.01783678323282517,-0.017036783232825172,90
2019-06-05,0.00041774113974040155,0.0012177411397404016,214
2019-06-10,-0.01032149148887201,-0.009521491488872009,48
2019-06-19,-0.0012098979695752796,-0.00040989796957527965,102
2019-06-26,0.049356132207117896,0.0501561322071179,25
2019-06-27,-0.0017762349006644738,-0.0009762349006644739,27
2019-07-01,0.0012919430085680124,0.0020919430085680124,141
2019-07-31,-0.0387993712856114,-0.0379993712856114,35
2019-08-01,0.018079815785641537,0.018879815785641536,60
2019-08-02,-0.011511115764678814,-0.010711115764678814,160
2019-08-05,-0.021051309288996303,-0.020251309288996305,35
2019-08-06,0.023938198004984673,0.024738198004984672,478
2019-08-07,-0.0011724409367179548,-0.00037244093671795486,35
2019-08-08,-0.02774256977658879,-0.026942569776588793,21
2019-08-09,-0.008963241693833945,-0.008163241693833945,39
2019-08-13,-0.0013866426757041142,-0.000586642675704114,73
2019-08-14,0.005644018860797212,0.006444018860797212,58
2019-08-15,-0.0015750530012252346,-0.0007750530012252347,253
2019-08-21,0.018932244711595294,0.019732244711595293,20
2019-08-26,0.000191906971937519,0.000991906971937519,346
2019-08-30,-0.004184621707977284,-0.0033846217079772836,33
2019-09-11,-0.014647783654801674,-0.013847783654801674,35
2019-09-12,-0.02356698660717713,-0.02276698660717713,34
2019-09-17,-0.01488423664656966,-0.014084236646569659,34
2019-09-18,-0.021141087174297888,-0.02034108717429789,20
2019-09-27,0.01116308361017627,0.01196308361017627,44
2019-09-30,-0.03468804537650425,-0.03388804537650425,21
2019-10-02,0.004189018933077238,0.004989018933077238,23
2019-10-03,0.00755382032515154,0.00835382032515154,135
2019-10-15,0.007422851955002105,0.008222851955002105,78
2019-10-16,-0.003243416372469734,-0.002443416372469734,34
2019-10-31,-0.056016086869302824,-0.05521608686930282,23
2019-11-01,0.008811630614117152,0.009611630614117152,58
2019-11-05,0.005225492174435807,0.006025492174435807,94
2019-11-06,0.02431216850387979,0.02511216850387979,22
2019-11-07,0.008099994051581084,0.008899994051581085,27
2019-11-08,-0.01520996227877052,-0.014409962278770519,42
2019-11-11,0.02158724096960175,0.02238724096960175,41
2019-11-13,0.000377802708790282,0.001177802708790282,24
2019-11-14,-0.02797140041633731,-0.02717140041633731,23
2019-11-26,0.03370432511686027,0.034504325116860274,21
2019-12-03,0.03407705212976855,0.03487705212976855,28
2019-12-09,-0.00848020646876283,-0.007680206468762829,21
2019-12-13,-0.012823225172065132,-0.012023225172065131,131
2019-12-16,-0.017133793112716598,-0.0163337931127166,20
2020-01-06,0.004308256247078329,0.005108256247078329,92
2020-01-08,0.0007841464466199513,0.0015841464466199513,56
2020-01-09,0.006602857572723643,0.007402857572723643,90
2020-01-14,0.06508920568653152,0.06588920568653152,39
2020-01-15,0.018800868305433923,0.01960086830543392,21
2020-01-27,-0.001817374966914205,-0.001017374966914205,218
2020-01-28,0.010846269738467024,0.011646269738467024,23
2020-01-29,0.027300879666661684,0.028100879666661683,25
2020-01-31,0.01721090583793975,0.01801090583793975,51
2020-02-03,0.010483159884061267,0.011283159884061268,306
2020-02-04,-0.03752719671604612,-0.036727196716046115,27
2020-02-05,0.0659816427202092,0.0667816427202092,83
2020-02-06,-0.01662050448777944,-0.01582050448777944,114
2020-02-07,0.004841155495247338,0.005641155495247338,41
2020-02-10,-0.024933314047707825,-0.024133314047707827,64
2020-02-12,-0.006993486471252485,-0.006193486471252485,28
2020-02-13,-0.030542554602227826,-0.029742554602227828,42
2020-02-14,0.02937755868202855,0.03017755868202855,54
2020-02-17,-0.05384912838945344,-0.053049128389453436,80
2020-02-18,0.05500060898194069,0.05580060898194069,32
2020-02-19,-0.0387652073426206,-0.0379652073426206,23
2020-02-20,0.0859164849192722,0.0867164849192722,50
2020-02-25,0.029011494237896448,0.029811494237896446,658
2020-02-26,0.016794402491848073,0.01759440249184807,22
2020-02-27,0.01253170592203322,0.01333170592203322,36
2020-02-28,-0.00933803105752469,-0.00853803105752469,550
2020-03-02,-0.008211295867239758,-0.0074112958672397575,125
2020-03-03,0.040806484450864995,0.041606484450865,295
