date,09:00寄成(元検証),09:05,09:10,09:20,09:30
2025-08-18,0.04439669598750127,,0.1262543331551228,0.01709612624055343,0.02740648562459293
2025-08-19,0.029899154599857772,,-0.002736588908774395,0.0044448274647146185,0.013777209614286556
2025-08-20,-0.02566818851789328,0.004774071712152,0.008974936553676633,-0.009260142642277855,0.022257913513661024
2025-08-22,0.06720243067326451,,0.21879717757756725,0.24723974135406956,0.10936643001756738
2025-08-25,0.03517077267374524,0.10128042576621617,0.040446849688028114,0.03372679471808706,0.017506033047991042
2025-08-26,0.01698810221323146,,,-0.12700142045571056,-0.009123162404121159
2025-08-27,0.002512308541200598,,0.1447136728683219,-0.027983921242006052,-0.0019300413073871903
2025-08-28,0.061491849774402,,-0.06753535115754228,-0.002431789587480021,0.0061614789914537175
2025-08-29,-0.0635563702302703,,-0.01074368894031314,0.010572160189824731,0.011753945674379249
2025-09-01,0.061530419912268236,0.007508147507073003,0.025338672484757428,0.03670585560589925,0.03563091597158635
2025-09-02,0.13401381477536672,0.15745548129929557,0.10357343598426115,0.07537409867078473,0.0671988645278832
2025-09-03,0.10425542326680762,0.17016644195245131,0.0642253353135147,0.01783212904569799,0.01798248300107946
2025-09-04,0.024605354393335912,0.17606804084992808,0.022675166873856196,0.010559572452935631,-0.016406009108668462
2025-09-05,-0.035190076087567974,-0.02890315704225377,-0.022609514529216435,-0.02353141801737717,-0.014086426956677873
2025-09-08,-0.00957524017348097,,-0.010415227356897202,-0.012196525544616277,-0.002917956251584829
2025-09-09,0.04338803852379002,,-0.01302805256377299,0.015969190469127693,-0.0074956017499676324
2025-09-10,-0.00174947815455566,0.04919794745484398,0.028918013639999258,0.025689447879887008,0.06424326002054187
2025-09-11,-0.01967685641577271,,-0.035649093455235974,-0.026261881333463646,0.004201996307220905
2025-09-12,-0.0460173709390936,0.042170653171219756,-0.044440744094667674,-0.026890042660225478,-0.03553309662681573
2025-09-16,0.002878744767747235,,-0.012882043452592255,0.011051531768471687,-0.0029303310058117183
2025-09-17,0.004437168266027159,,-0.05299801688816265,0.0038114357362394554,-0.008962561174927807
2025-09-18,-0.04108324130607786,0.05461100896872841,-0.025185081326475428,-0.027280012365260602,-0.007573724512779007
2025-09-19,0.04215061043886564,0.056233653427005405,0.007131481454607161,0.011155797182530814,0.010101893460921111
2025-09-22,0.014775185040063702,-0.04684226805927322,-0.01789482835651619,-0.006341497979344407,-0.02307110952704424
2025-09-24,-0.021973371338974663,-0.10405186959343457,-0.012863432802966356,-0.01837436147232057,-0.01892678128018369
2025-09-25,-0.049945239120310306,-0.0425055783969538,-0.036141186243213705,-0.05759129959637039,-0.05772053688350665
2025-09-26,0.01791788445003342,-0.017432653210155694,0.0020557880620861954,0.0037000401159272135,0.04172054324685528
2025-09-29,0.01932577054157101,0.009183602597871257,0.02276810885654902,0.01705563553701475,0.013163985799606646
2025-09-30,-0.010525323475991754,-0.10335954908431748,-0.03978631710076179,-0.03576204437912156,-0.03516156036784493
2025-10-01,0.0257710801128661,,-0.014797878041171317,-0.02317070230766339,-0.015177787705690336
2025-10-02,-0.0227659205132061,0.111413565138306,0.0007596667453403783,-0.009737403549757459,-0.027415680974354827
2025-10-03,0.08318272792396855,-0.00015580846038218898,0.01288583639809413,0.06473847772602419,0.06306077786718195
2025-10-06,-0.0018269850734041015,0.04398540715769718,-0.0075544720973236895,-0.0016073067927404347,-0.004417507428956041
2025-10-07,0.007070192660745789,,0.054732805614201845,-0.003860622426267949,-0.0016755276568099129
2025-10-08,0.01805811871963302,-0.026542530410495622,-0.020961042924255328,0.0005663269304403542,-0.004486032513518805
2025-10-09,-0.0035682292674033725,-0.012893868015105947,-0.02348019430565391,-0.01705226757764802,-0.02648285818303663
2025-10-10,0.05988396344267561,-0.0018763139558173859,0.03344625075493587,0.025363087087407706,0.005415957312197151
2025-10-14,0.015002167097123638,-0.00267665883550325,0.00726162359852554,0.006375655701277044,-0.0009274961995120158
2025-10-15,0.06014256863525591,-0.05980286610656758,-0.007278918359013736,0.061014897184076294,0.05344466047099815
2025-10-16,0.00630125023184749,0.07929580611744855,-0.013135854676961057,-0.002478210239260575,-0.013093460485401377
2025-10-17,0.03461468942134162,0.06562249672467878,-0.005463640466998753,0.026302916741011022,0.0333246359702551
2025-10-20,-0.042552396264170206,-0.029011364051869003,-0.05126705249127916,-0.029151276143725053,-0.016066410359277576
2025-10-21,0.06512762721857035,0.02807195219044427,0.05414382129824592,0.04115399018922642,0.0676766780686549
2025-10-22,0.026221280404067203,,0.030897121542558425,0.024146176383502124,0.024116253013545263
2025-10-23,-0.007075862843183369,-0.051401757030432364,-0.007935036691070256,-0.020903225928254287,-0.03619842842990885
2025-10-24,0.008870917516041766,0.026480403400480714,-0.025554331010776848,-0.008337038200225069,-0.005010758002592918
2025-10-27,-0.03460938411885878,-0.010680708530719155,-0.043170199019446215,-0.052480476131251674,-0.047047888013654525
2025-10-28,0.012213872584748769,,-0.001502586040469355,0.007415608513986217,0.01304919155827987
2025-10-29,-0.026929884439952183,-7.480623342233025e-05,-0.033535954441349825,-0.031069789616693703,-0.03545372639543338
2025-10-30,0.026482728349717075,,0.038991444432178966,0.01719994378385661,-0.002264041822066742
