,ped
2019-11-18,-0.00537140924468477
2019-11-27,0.014542014742014752
2019-11-28,0.008684916769957323
2019-11-29,-0.006966277530409554
2019-12-02,0.011564705882352899
2019-12-04,0.024578367394211244
2019-12-05,-0.007021638975733402
2019-12-06,0.0033604745515541153
2019-12-09,0.008943006589338472
2019-12-10,0.009759864362413597
2019-12-11,0.001098278509691376
2019-12-12,-0.014012693241397214
2019-12-13,-0.006082564599318018
2019-12-16,0.008447798742138279
2019-12-20,0.0054981444503968465
2019-12-23,0.0035783375314861537
2019-12-24,-0.008121657877553168
2019-12-25,-0.011938237920218024
2019-12-26,0.002577573143831425
2019-12-27,0.004823151125401992
2019-12-30,0.014737520938023486
2020-01-06,0.006855097330369297
2020-01-07,0.01802311962437923
2020-01-08,-0.008989677428045618
2020-01-09,0.0023289233411872257
2020-01-10,-5.3428678904436863e-05
2020-01-21,-0.018430440306698624
2020-01-22,0.01451819448477163
2020-01-23,-0.0036343532941769106
2020-01-24,-0.0024867474639038464
2020-01-27,-0.00820195983506953
2020-01-28,0.0034694826980657487
2020-01-29,0.0010506001243056934
2020-01-30,-0.01464583049025711
2020-01-31,0.004928295053420664
2020-02-03,0.004136236983631172
2020-02-04,0.009601233630893321
2020-02-05,0.005325154854333861
2020-02-06,0.012427193418955271
2020-02-07,-0.004775738721119846
2020-02-10,-0.00853035800290252
2020-02-12,-0.00557975008666463
2020-02-13,-0.0023177245702309906
2020-02-14,-0.0024590274846845836
2020-02-17,-0.008533333333333304
2020-02-27,-0.02677480314960625
2020-02-28,-0.02102241438514154
2020-03-02,0.02937636956392596
2020-03-03,-0.020588506684159177
2020-03-04,0.041109692471532414
2020-03-05,0.006508939490930378
2020-03-09,-0.054702369668246396
2020-03-10,0.06090786119389023
2020-03-11,-0.08613541710323537
2020-03-12,-0.037783555803894774
2020-03-13,-0.02294555749580853
2020-03-16,-0.030213049151805137
2020-03-24,0.03327280334728042
2020-03-25,-0.020242914979757054
2020-03-26,0.020814081526729745
2020-03-27,0.025849802444178983
2020-03-30,-0.028164704102891867
2020-03-31,-0.03228352290674316
2020-04-01,-0.028548817479342715
2020-04-02,-0.022919510670646417
2020-04-03,-0.02955138829959545
2020-04-06,0.03768094520384414
2020-04-07,0.00391293531135835
2020-04-08,0.023764326151195395
2020-04-09,0.010786797193850162
2020-04-10,-0.006321986858044979
2020-04-13,-0.009387280624340117
2020-04-16,0.020180381914369085
2020-04-17,0.009006198569958107
2020-04-20,0.006823355482429749
2020-04-21,-0.01702616138083101
2020-04-22,0.002484706336750087
2020-04-23,0.018253941072967003
2020-04-24,-0.006651636908292423
2020-04-27,0.01541268928764853
2020-04-28,0.0014448426289729737
2020-04-30,0.010633789782663024
2020-05-01,-0.018568857983275767
2020-05-07,-0.0012634668407607952
2020-05-08,0.015553230216998459
2020-05-11,0.020810167386915213
2020-05-12,-0.005172771965337435
2020-05-13,-0.00047509787339807425
2020-05-14,-0.02331312513886089
2020-05-15,0.007800706376415103
2020-05-18,0.004120267151466058
2020-05-19,0.01807518427953155
2020-05-20,0.002269744398324488
2020-05-21,0.0001232492535460768
2020-05-22,-0.01765961509843528
2020-05-25,0.017190069915788985
2020-05-26,0.03454696997214964
2020-05-27,0.027337613072519452
2020-05-28,0.022557773982662007
2020-05-29,-0.02813957680991232
2020-06-01,0.009377441128195305
2020-06-02,0.011820418992119133
2020-06-03,-0.014934189183999766
2020-06-04,-0.022715493850551292
2020-06-05,0.014625228519195566
2020-06-08,0.08941987494510507
2020-06-09,-0.002674255856520341
2020-06-10,0.0014058336379503713
2020-06-11,-0.036546193738147756
2020-06-12,-0.006533851918603725
2020-06-15,-0.034063331850709935
2020-06-16,0.04259687672618593
2020-06-17,-0.01133748251150768
2020-06-18,0.0015617308774594663
2020-06-19,-0.0008269592476488839
2020-06-22,0.0051191489361701375
2020-06-23,0.0029746031746031632
2020-06-24,-0.0002
2020-06-25,-0.010110199796004148
2020-06-26,0.02208137254901953
2020-06-29,-0.020608163265306144
2020-06-30,-0.014112415137460498
2020-07-01,-0.012444014236980239
2020-07-02,-0.007764841498559071
2020-07-03,0.015407985480943664
2020-07-06,0.0033608308605341587
2020-07-07,-0.0011800594125373556
2020-07-08,0.005770605953443984
2020-07-09,0.013938417486590816
2020-07-10,-0.03322687403458825
2020-07-13,0.014676239686640497
2020-07-14,-0.02366041055718473
2020-07-20,0.013336379018612487
2020-07-21,0.01873965432583711
2020-07-22,-0.013829662959023605
2020-07-27,0.005196226273217674
2020-07-28,-0.01236023586046602
2020-07-29,-0.015044422238022596
2020-07-30,-0.015162611265114135
2020-07-31,-0.015406253708172061
2020-08-03,0.01631929322630115
2020-08-04,0.012881123637153801
2020-08-05,0.004058435080729143
2020-08-06,0.0008397458342249569
2020-08-07,-0.00552643326056659
2020-08-11,0.01572049141886515
2020-08-12,-0.0010025944142381632
2020-08-13,0.032113563094687415
2020-08-25,0.004426060138781752
2020-08-26,0.005172217958557135
2020-08-27,-0.0033315240083507057
2020-08-28,-0.03266073298429319
2020-08-31,0.03376901072705605
2020-09-01,0.015234121530086953
2020-09-02,0.005959580079333615
2020-09-03,0.003768049322057865
2020-09-04,-0.0063867244965836395
2020-09-07,0.0
2020-09-08,0.019572089619875208
2020-09-09,0.000202415231436323
2020-09-10,0.008794170386575519
2020-09-11,0.043103986816901176
2020-09-14,-0.0044485395645246445
2020-09-23,-0.01328900523560208
2020-09-24,-0.014903172647487162
2020-09-25,0.024011525196217437
2020-09-28,0.03201520323724819
2020-09-29,0.014099662122240874
2020-09-30,-0.02352765282240884
2020-10-02,-0.027236025879403346
2020-10-05,0.00722774851343
2020-10-06,0.007738326815265484
2020-10-07,0.007627098262437609
2020-10-08,-0.000331779678857333
2020-10-09,-0.004467211637422424
2020-10-12,0.006339705221890295
2020-10-13,-0.004736420307251016
2020-10-14,0.00310710088123567
2020-10-20,0.027449867599672363
2020-10-21,0.011755533758194249
2020-10-22,-0.0065360437862305104
2020-10-23,-0.004730366925176071
2020-10-26,-0.010574383461910464
2020-10-27,0.0030941641660963424
2020-10-28,-0.002158810791985735
2020-10-29,-0.0019445252935067713
2020-10-30,-0.023510956646591214
2020-11-02,0.014126565906919752
2020-11-04,0.006775242633743559
2020-11-05,0.009511406707244773
2020-11-06,0.010287257891853889
2020-11-09,0.00779018047834776
2020-11-10,-0.004674289043984915
2020-11-11,0.012721116209014246
2020-11-12,-0.00025730876330499987
2020-11-13,-0.02465437734826805
2020-11-17,-0.001210526866578913
2020-11-18,0.0019028700048190133
2020-11-26,0.013771794630909807
2020-11-27,0.005660228985848071
2020-11-30,-0.002296089234025089
2020-12-01,0.00036881122188612246
2020-12-02,-0.0002
2020-12-03,0.0057849076242519675
2020-12-04,0.007818623900672539
2020-12-07,-0.05122355551990593
2020-12-08,0.01905620684713135
2020-12-09,0.017323157914133466
2020-12-10,-9.562477989080373e-06
2020-12-11,0.01350085583797574
2020-12-14,-0.005765687328069857
2020-12-15,0.0012170996693434467
2020-12-17,-0.001517523056653447
2020-12-18,-0.01339261213720313
2020-12-23,-1.6044219842898295e-05
2020-12-24,0.0016309032967840808
2020-12-25,-0.002375235428744278
2020-12-28,-0.016087445887445838
2020-12-30,-0.004585964912280715
2021-01-04,-0.020704845814978
2021-01-05,-0.013419653189876712
