price_mom20,obv_mom20,divergence,fwd_1,fwd_5,fwd_10,sym,p_sign,o_sign,quad
-0.15808823529411764,-7479400.0,-0.007497722758970839,-0.018922852983988325,-0.06695778748180492,-0.042212518195050897,5711.T,P-,O-,P-O-
-0.183030303030303,-9599600.0,0.002986296733216858,-0.01928783382789323,-0.053412462908011826,-0.03115727002967361,5711.T,P-,O-,P-O-
-0.18294190358467244,-9668700.0,0.003984051846431823,-0.016641452344931973,-0.036308623298033305,-0.015128593040847238,5711.T,P-,O-,P-O-
-0.20828258221680873,-11263500.0,0.0049852912628608114,-0.020000000000000018,-0.018461538461538418,0.004615384615384688,5711.T,P-,O-,P-O-
-0.2203182374541004,-11910000.0,0.004487533660857836,0.006279434850863463,0.03296703296703307,0.031397174254317095,5711.T,P-,O-,P-O-
-0.19472361809045224,-10473100.0,0.004485044872847821,-0.004680187207488307,0.026521060842433775,0.03744149765990645,5711.T,P-,O-,P-O-
-0.15159574468085102,-9931100.0,0.020942653346673237,-0.0015673981191222097,0.023510971786833812,0.037617554858934144,5711.T,P-,O-,P-O-
-0.15179760319573898,-9679900.0,0.018946894241442302,0.0015698587127157548,0.0219780219780219,-0.009419152276295084,5711.T,P-,O-,P-O-
-0.14933333333333332,-7527700.0,0.0014803311083568527,0.03134796238244508,0.023510971786833812,-0.014106583072100332,5711.T,P-,O-,P-O-
-0.09739368998628262,-5328800.0,-0.010018616134314914,0.0,-0.001519756838905817,-0.02583586626139822,5711.T,P-,O-,P-O-
-0.07972027972027973,-4408600.0,-0.01352905162244089,-0.0075987841945288626,0.010638297872340496,-0.04407294832826747,5711.T,P-,O-,P-O-
0.0015337423312884457,-2881500.0,0.2821924729095425,-0.003062787136294043,0.013782542113323082,-0.04594180704441042,5711.T,P-,O-,P-O-
0.0,-2545700.0,0.252006460893674,0.003072196620583778,-0.030721966205837226,-0.016897081413210446,5711.T,P-,O-,P-O-
-0.013595166163142047,-2853000.0,0.1989002045783744,0.006125574272588086,-0.03675344563552829,-0.029096477794793296,5711.T,P-,O-,P-O-
-0.02954209748892167,-2673700.0,0.09415533023728107,0.0121765601217656,-0.0243531202435312,-0.03196347031963476,5711.T,P-,O-,P-O-
-0.01041666666666663,-882000.0,0.05517767457603501,-0.004511278195488688,-0.0541353383458647,-0.04060150375939853,5711.T,P-,O-,P-O-
-0.014880952380952328,-1667300.0,0.09810677896078168,-0.04682779456193353,-0.05891238670694865,-0.04380664652567978,5711.T,P-,O-,P-O-
-0.05538922155688619,-1980600.0,-0.07245110775954325,-0.0031695721077654726,0.014263074484944571,-0.0015847860538826808,5711.T,P-,O-,P-O-
-0.07090103397341208,-3466800.0,-0.029011304075141464,0.019077901430842648,0.007949125596184325,0.0015898251192367763,5711.T,P-,O-,P-O-
-0.055964653902798256,-3135500.0,0.005394199132906258,-0.018720748829953227,-0.007800312012480548,0.0,5711.T,P-,O-,P-O-
-0.0844250363901019,-5010700.0,0.0009477304742136622,-0.009538950715421324,0.014308426073131875,0.0365659777424483,5711.T,P-,O-,P-O-
-0.07566765578635015,-5103400.0,0.024390869134548854,0.02728731942215079,0.01605136436597121,0.028892455858748,5711.T,P-,O-,P-O-
-0.0317700453857791,-3173100.0,0.1196101562461113,-0.009375000000000022,-0.015625,0.0,5711.T,P-,O-,P-O-
-0.024615384615384595,-2655400.0,0.11909174170362513,0.003154574132492094,-0.006309148264984188,0.007886435331230235,5711.T,P-,O-,P-O-
-0.0015698587127158659,-768500.0,0.09058292392770567,0.003144654088050425,0.007861635220125729,0.0062893081761006275,5711.T,P-,O-,P-O-
-0.004680187207488307,-918700.0,0.09059039029173571,-0.00783699059561127,0.021943573667711602,0.01724137931034475,5711.T,P-,O-,P-O-
-0.00783699059561127,-685500.0,0.04743555283448064,-0.004739336492891044,0.012638230647709303,0.056872037914691864,5711.T,P-,O-,P-O-
-0.01098901098901095,-711700.0,0.03347208326489165,0.0,0.015873015873015817,0.06825396825396823,5711.T,P-,O-,P-O-
-0.01253918495297801,-1713700.0,0.12204966625352787,0.0174603174603174,0.014285714285714235,0.0793650793650793,5711.T,P-,O-,P-O-
-0.02583586626139822,-1795600.0,0.04923519544452243,0.01716068642745716,-0.0015600624024960652,0.05616224648985968,5711.T,P-,O-,P-O-
-0.00911854103343468,-951600.0,0.06715023817701254,-0.016871165644171793,-0.004601226993865004,0.0260736196319018,5711.T,P-,O-,P-O-
-0.018376722817764146,-642900.0,-0.02314099979591938,-0.0015600624024960652,0.043681747269890714,0.024960998439937487,5711.T,P-,O-,P-O-
-0.016897081413210446,-448200.0,-0.03711653998735698,-0.0015625000000000222,0.051562499999999956,0.043749999999999956,5711.T,P-,O-,P-O-
-0.02143950995405819,-1718600.0,0.06968133558319772,0.0015649452269170805,0.06416275430359941,0.04851330203442883,5711.T,P-,O-,P-O-
-0.025875190258751957,-1737900.0,0.04374642236723558,0.014062500000000089,0.057812500000000044,0.043749999999999956,5711.T,P-,O-,P-O-
-0.024060150375939893,-2152000.0,0.0901478837835551,0.03081664098613257,0.03081664098613257,0.02003081664098616,5711.T,P-,O-,P-O-
0.010574018126888296,-13900.0,0.07009322999885514,0.005979073243647326,-0.017937219730941756,-0.010463378176382654,5711.T,P+,O-,P+O-
0.06656101426307459,2061900.0,0.11387150885261899,0.010401188707280795,-0.007429420505200568,-0.025260029717682042,5711.T,P+,O+,P+O+
