bucket,N,mean_bps,wr,t_stat
Q1(低),3208,103.3639760779833,55.45511221945137,7.5604461552165265
Q2,3208,101.60040692989739,54.55112219451371,7.167955495458838
Q3,3208,94.48305863776676,53.89650872817955,6.526975284932389
Q4,3208,111.42713666284756,55.70448877805486,7.546721078656377
Q5(高),3208,119.92925923773846,55.89152119700748,7.768744222576477
