symbol,sector,signal_time,threshold,strategy,N,mean_bps,WR,Sharpe,t_stat
8035.T,その他,11:00,30,Reversion,164,1.641,53.66,0.228,0.184
8035.T,その他,11:00,50,Trend,110,-19.481,37.27,-2.649,-1.75
8035.T,その他,11:00,50,Reversion,110,11.481,59.09,1.561,1.032
8053.T,商社,09:30,20,Trend,143,-3.253,46.15,-0.441,-0.332
8053.T,商社,09:30,20,Reversion,143,-4.747,51.75,-0.644,-0.485
8053.T,商社,09:30,30,Trend,98,4.235,48.98,0.531,0.331
8053.T,商社,09:30,30,Reversion,98,-12.235,48.98,-1.535,-0.957
8053.T,商社,09:30,50,Trend,49,1.949,48.98,0.226,0.1
8053.T,商社,09:30,50,Reversion,49,-9.949,48.98,-1.152,-0.508
8053.T,商社,10:00,20,Trend,162,-4.26,46.3,-0.674,-0.541
8053.T,商社,10:00,20,Reversion,162,-3.74,48.77,-0.592,-0.475
8053.T,商社,10:00,30,Trend,117,-6.95,42.74,-1.102,-0.751
8053.T,商社,10:00,30,Reversion,117,-1.05,51.28,-0.166,-0.113
8053.T,商社,10:00,50,Trend,58,-20.84,41.38,-2.797,-1.342
8053.T,商社,10:00,50,Reversion,58,12.84,55.17,1.723,0.827
8053.T,商社,11:00,20,Trend,176,-7.492,50.57,-1.27,-1.062
8053.T,商社,11:00,20,Reversion,176,-0.508,47.16,-0.086,-0.072
8053.T,商社,11:00,30,Trend,130,-3.984,54.62,-0.635,-0.456
8053.T,商社,11:00,30,Reversion,130,-4.016,43.08,-0.64,-0.46
8053.T,商社,11:00,50,Trend,63,-6.505,58.73,-0.905,-0.453
8053.T,商社,11:00,50,Reversion,63,-1.495,38.1,-0.208,-0.104
8058.T,商社,09:30,20,Trend,148,5.356,54.73,0.675,0.517
8058.T,商社,09:30,20,Reversion,148,-13.356,41.89,-1.683,-1.29
8058.T,商社,09:30,30,Trend,104,11.016,58.65,1.313,0.844
8058.T,商社,09:30,30,Reversion,104,-19.016,38.46,-2.267,-1.456
8058.T,商社,09:30,50,Trend,40,8.714,50.0,0.99,0.394
8058.T,商社,09:30,50,Reversion,40,-16.714,50.0,-1.899,-0.757
8058.T,商社,10:00,20,Trend,157,-0.186,50.96,-0.024,-0.019
8058.T,商社,10:00,20,Reversion,157,-7.814,43.31,-1.026,-0.81
8058.T,商社,10:00,30,Trend,124,5.417,52.42,0.716,0.502
8058.T,商社,10:00,30,Reversion,124,-13.417,42.74,-1.772,-1.243
8058.T,商社,10:00,50,Trend,66,2.455,54.55,0.288,0.148
8058.T,商社,10:00,50,Reversion,66,-10.455,40.91,-1.228,-0.629
8058.T,商社,11:00,20,Trend,174,-3.518,47.13,-0.541,-0.45
8058.T,商社,11:00,20,Reversion,174,-4.482,46.55,-0.689,-0.573
8058.T,商社,11:00,30,Trend,135,-0.12,50.37,-0.018,-0.013
8058.T,商社,11:00,30,Reversion,135,-7.88,45.19,-1.151,-0.843
8058.T,商社,11:00,50,Trend,79,1.341,51.9,0.166,0.093
8058.T,商社,11:00,50,Reversion,79,-9.341,43.04,-1.155,-0.647
8113.T,内需・消費,09:30,20,Trend,157,7.443,52.23,1.182,0.933
8113.T,内需・消費,09:30,20,Reversion,157,-15.443,44.59,-2.452,-1.936
8113.T,内需・消費,09:30,30,Trend,111,3.874,50.45,0.584,0.388
8113.T,内需・消費,09:30,30,Reversion,111,-11.874,45.95,-1.791,-1.189
8113.T,内需・消費,09:30,50,Trend,47,7.093,51.06,0.938,0.405
8113.T,内需・消費,09:30,50,Reversion,47,-15.093,44.68,-1.996,-0.862
8113.T,内需・消費,10:00,20,Trend,151,-0.618,47.68,-0.109,-0.084
8113.T,内需・消費,10:00,20,Reversion,151,-7.382,49.01,-1.297,-1.004
8113.T,内需・消費,10:00,30,Trend,114,-2.059,47.37,-0.354,-0.238
8113.T,内需・消費,10:00,30,Reversion,114,-5.941,50.0,-1.023,-0.688
8113.T,内需・消費,10:00,50,Trend,60,10.878,50.0,1.701,0.83
8113.T,内需・消費,10:00,50,Reversion,60,-18.878,46.67,-2.951,-1.44
8113.T,内需・消費,11:00,20,Trend,156,5.34,51.92,1.05,0.826
8113.T,内需・消費,11:00,20,Reversion,156,-13.34,44.87,-2.622,-2.063
8113.T,内需・消費,11:00,30,Trend,124,4.167,50.0,0.766,0.537
8113.T,内需・消費,11:00,30,Reversion,124,-12.167,46.77,-2.237,-1.569
8113.T,内需・消費,11:00,50,Trend,65,14.792,58.46,2.473,1.256
8113.T,内需・消費,11:00,50,Reversion,65,-22.792,38.46,-3.811,-1.935
8267.T,内需・消費,09:30,20,Trend,163,10.005,53.37,1.164,0.936
8267.T,内需・消費,09:30,20,Reversion,163,-18.005,44.17,-2.095,-1.685
8267.T,内需・消費,09:30,30,Trend,127,8.672,50.39,0.947,0.672
8267.T,内需・消費,09:30,30,Reversion,127,-16.672,47.24,-1.821,-1.293
8267.T,内需・消費,09:30,50,Trend,85,0.54,44.71,0.054,0.031
8267.T,内需・消費,09:30,50,Reversion,85,-8.54,52.94,-0.855,-0.497
8267.T,内需・消費,10:00,20,Trend,168,11.717,52.38,1.512,1.234
8267.T,内需・消費,10:00,20,Reversion,168,-19.717,46.43,-2.544,-2.077
8267.T,内需・消費,10:00,30,Trend,142,11.248,51.41,1.393,1.046
8267.T,内需・消費,10:00,30,Reversion,142,-19.248,47.18,-2.383,-1.789
8267.T,内需・消費,10:00,50,Trend,89,24.973,56.18,2.815,1.673
8267.T,内需・消費,10:00,50,Reversion,89,-32.973,42.7,-3.717,-2.209
8267.T,内需・消費,11:00,20,Trend,170,-3.3,49.41,-0.491,-0.403
8267.T,内需・消費,11:00,20,Reversion,170,-4.7,47.06,-0.699,-0.574
8267.T,内需・消費,11:00,30,Trend,142,-4.054,49.3,-0.605,-0.454
8267.T,内需・消費,11:00,30,Reversion,142,-3.946,47.18,-0.589,-0.442
8267.T,内需・消費,11:00,50,Trend,105,-1.818,49.52,-0.254,-0.164
8267.T,内需・消費,11:00,50,Reversion,105,-6.182,47.62,-0.865,-0.558
8306.T,銀行・金融,09:30,20,Trend,170,0.647,51.18,0.082,0.067
8306.T,銀行・金融,09:30,20,Reversion,170,-8.647,45.88,-1.09,-0.896
8306.T,銀行・金融,09:30,30,Trend,123,9.088,52.03,1.136,0.794
8306.T,銀行・金融,09:30,30,Reversion,123,-17.088,46.34,-2.136,-1.492
8306.T,銀行・金融,09:30,50,Trend,43,12.92,55.81,1.28,0.529
8306.T,銀行・金融,09:30,50,Reversion,43,-20.92,44.19,-2.073,-0.856
8306.T,銀行・金融,10:00,20,Trend,146,8.516,56.85,1.461,1.112
8306.T,銀行・金融,10:00,20,Reversion,146,-16.516,41.78,-2.834,-2.157
8306.T,銀行・金融,10:00,30,Trend,119,5.114,52.94,0.838,0.576
8306.T,銀行・金融,10:00,30,Reversion,119,-13.114,45.38,-2.148,-1.476
8306.T,銀行・金融,10:00,50,Trend,70,16.736,57.14,2.62,1.381
8306.T,銀行・金融,10:00,50,Reversion,70,-24.736,42.86,-3.873,-2.041
8306.T,銀行・金融,11:00,20,Trend,167,-0.021,47.9,-0.004,-0.003
8306.T,銀行・金融,11:00,20,Reversion,167,-7.979,47.9,-1.414,-1.151
8306.T,銀行・金融,11:00,30,Trend,133,-3.481,46.62,-0.612,-0.445
8306.T,銀行・金融,11:00,30,Reversion,133,-4.519,48.12,-0.795,-0.577
8306.T,銀行・金融,11:00,50,Trend,80,-1.948,51.25,-0.33,-0.186
8306.T,銀行・金融,11:00,50,Reversion,80,-6.052,43.75,-1.024,-0.577
8308.T,銀行・金融,09:30,20,Trend,176,-15.675,45.45,-1.625,-1.358
8308.T,銀行・金融,09:30,20,Reversion,176,7.675,51.7,0.796,0.665
8308.T,銀行・金融,09:30,30,Trend,141,-11.349,46.1,-1.196,-0.895
8308.T,銀行・金融,09:30,30,Reversion,141,3.349,50.35,0.353,0.264
8308.T,銀行・金融,09:30,50,Trend,88,-17.799,45.45,-1.729,-1.022
8308.T,銀行・金融,09:30,50,Reversion,88,9.799,51.14,0.952,0.563
8308.T,銀行・金融,10:00,20,Trend,195,3.421,50.77,0.455,0.4
8308.T,銀行・金融,10:00,20,Reversion,195,-11.421,44.1,-1.52,-1.337
8308.T,銀行・金融,10:00,30,Trend,171,8.726,53.22,1.139,0.938
8308.T,銀行・金融,10:00,30,Reversion,171,-16.726,41.52,-2.183,-1.798
8308.T,銀行・金融,10:00,50,Trend,114,11.768,53.51,1.436,0.966
8308.T,銀行・金融,10:00,50,Reversion,114,-19.768,40.35,-2.413,-1.623
8308.T,銀行・金融,11:00,20,Trend,198,-3.845,50.0,-0.586,-0.519
8308.T,銀行・金融,11:00,20,Reversion,198,-4.155,47.98,-0.633,-0.561
8308.T,銀行・金融,11:00,30,Trend,167,-3.406,50.3,-0.502,-0.408
8308.T,銀行・金融,11:00,30,Reversion,167,-4.594,48.5,-0.677,-0.551
8308.T,銀行・金融,11:00,50,Trend,110,0.636,51.82,0.091,0.06
8308.T,銀行・金融,11:00,50,Reversion,110,-8.636,46.36,-1.236,-0.817
8316.T,銀行・金融,09:30,20,Trend,161,8.685,51.55,0.989,0.791
8316.T,銀行・金融,09:30,20,Reversion,161,-16.685,46.58,-1.9,-1.519
8316.T,銀行・金融,09:30,30,Trend,117,10.687,51.28,1.102,0.751
8316.T,銀行・金融,09:30,30,Reversion,117,-18.687,47.01,-1.927,-1.313
8316.T,銀行・金融,09:30,50,Trend,57,9.719,49.12,0.826,0.393
8316.T,銀行・金融,09:30,50,Reversion,57,-17.719,50.88,-1.506,-0.716
8316.T,銀行・金融,10:00,20,Trend,164,10.212,52.44,1.487,1.2
8316.T,銀行・金融,10:00,20,Reversion,164,-18.212,42.68,-2.652,-2.139
8316.T,銀行・金融,10:00,30,Trend,127,16.489,51.97,2.349,1.668
8316.T,銀行・金融,10:00,30,Reversion,127,-24.489,44.09,-3.489,-2.477
8316.T,銀行・金融,10:00,50,Trend,77,14.855,51.95,2.128,1.176
8316.T,銀行・金融,10:00,50,Reversion,77,-22.855,44.16,-3.273,-1.809
8316.T,銀行・金融,11:00,20,Trend,178,-2.342,42.7,-0.422,-0.355
8316.T,銀行・金融,11:00,20,Reversion,178,-5.658,49.44,-1.02,-0.857
8316.T,銀行・金融,11:00,30,Trend,137,-8.625,38.69,-1.47,-1.084
8316.T,銀行・金融,11:00,30,Reversion,137,0.625,52.55,0.107,0.079
8316.T,銀行・金融,11:00,50,Trend,85,-7.436,42.35,-1.127,-0.654
8316.T,銀行・金融,11:00,50,Reversion,85,-0.564,48.24,-0.085,-0.05
8354.T,銀行・金融,09:30,20,Trend,161,-14.39,45.34,-1.966,-1.572
8354.T,銀行・金融,09:30,20,Reversion,161,6.39,52.8,0.873,0.698
8354.T,銀行・金融,09:30,30,Trend,117,-9.384,45.3,-1.253,-0.854
8354.T,銀行・金融,09:30,30,Reversion,117,1.384,52.14,0.185,0.126
8354.T,銀行・金融,09:30,50,Trend,64,-0.84,48.44,-0.109,-0.055
8354.T,銀行・金融,09:30,50,Reversion,64,-7.16,50.0,-0.928,-0.468
8354.T,銀行・金融,10:00,20,Trend,176,2.26,51.14,0.368,0.307
8354.T,銀行・金融,10:00,20,Reversion,176,-10.26,46.59,-1.669,-1.395
8354.T,銀行・金融,10:00,30,Trend,136,3.591,53.68,0.558,0.41
8354.T,銀行・金融,10:00,30,Reversion,136,-11.591,44.12,-1.8,-1.322
8354.T,銀行・金融,10:00,50,Trend,69,9.402,53.62,1.511,0.791
8354.T,銀行・金融,10:00,50,Reversion,69,-17.402,42.03,-2.797,-1.464
8354.T,銀行・金融,11:00,20,Trend,176,-5.135,43.18,-0.93,-0.777
8354.T,銀行・金融,11:00,20,Reversion,176,-2.865,51.14,-0.519,-0.434
8354.T,銀行・金融,11:00,30,Trend,151,-6.113,42.38,-1.09,-0.844
8354.T,銀行・金融,11:00,30,Reversion,151,-1.887,51.66,-0.336,-0.26
8354.T,銀行・金融,11:00,50,Trend,89,-1.719,47.19,-0.258,-0.153
8354.T,銀行・金融,11:00,50,Reversion,89,-6.281,47.19,-0.942,-0.56
8411.T,銀行・金融,09:30,20,Trend,151,-6.859,48.34,-0.854,-0.661
8411.T,銀行・金融,09:30,20,Reversion,151,-1.141,51.66,-0.142,-0.11
8411.T,銀行・金融,09:30,30,Trend,112,-5.942,47.32,-0.695,-0.463
8411.T,銀行・金融,09:30,30,Reversion,112,-2.058,52.68,-0.241,-0.16
8411.T,銀行・金融,09:30,50,Trend,64,5.308,48.44,0.544,0.274
8411.T,銀行・金融,09:30,50,Reversion,64,-13.308,51.56,-1.364,-0.687
8411.T,銀行・金融,10:00,20,Trend,174,16.843,52.87,2.68,2.227
8411.T,銀行・金融,10:00,20,Reversion,174,-24.843,44.25,-3.954,-3.285
8411.T,銀行・金融,10:00,30,Trend,130,17.556,50.0,2.649,1.903
8411.T,銀行・金融,10:00,30,Reversion,130,-25.556,47.69,-3.857,-2.77
8411.T,銀行・金融,10:00,50,Trend,76,21.055,50.0,2.972,1.632
8411.T,銀行・金融,10:00,50,Reversion,76,-29.055,50.0,-4.101,-2.252
8411.T,銀行・金融,11:00,20,Trend,168,-0.451,47.62,-0.078,-0.063
8411.T,銀行・金融,11:00,20,Reversion,168,-7.549,48.81,-1.301,-1.063
8411.T,銀行・金融,11:00,30,Trend,137,1.429,48.18,0.237,0.175
8411.T,銀行・金融,11:00,30,Reversion,137,-9.429,47.45,-1.567,-1.155
8411.T,銀行・金融,11:00,50,Trend,89,4.485,50.56,0.69,0.41
8411.T,銀行・金融,11:00,50,Reversion,89,-12.485,46.07,-1.92,-1.141
8604.T,銀行・金融,09:30,20,Trend,145,-16.236,48.28,-2.381,-1.806
8604.T,銀行・金融,09:30,20,Reversion,145,8.236,48.28,1.208,0.916
8604.T,銀行・金融,09:30,30,Trend,102,-25.541,46.08,-3.736,-2.377
8604.T,銀行・金融,09:30,30,Reversion,102,17.541,50.98,2.566,1.632
8604.T,銀行・金融,09:30,50,Trend,51,-42.991,35.29,-6.006,-2.702
8604.T,銀行・金融,09:30,50,Reversion,51,34.991,62.75,4.889,2.199
8604.T,銀行・金融,10:00,20,Trend,146,4.418,50.0,0.664,0.506
8604.T,銀行・金融,10:00,20,Reversion,146,-12.418,44.52,-1.867,-1.421
8604.T,銀行・金融,10:00,30,Trend,102,2.869,49.02,0.434,0.276
8604.T,銀行・金融,10:00,30,Reversion,102,-10.869,45.1,-1.643,-1.045
8604.T,銀行・金融,10:00,50,Trend,49,9.37,55.1,1.821,0.803
8604.T,銀行・金融,10:00,50,Reversion,49,-17.37,40.82,-3.376,-1.489
8604.T,銀行・金融,11:00,20,Trend,165,2.362,50.3,0.426,0.345
8604.T,銀行・金融,11:00,20,Reversion,165,-10.362,42.42,-1.869,-1.512
8604.T,銀行・金融,11:00,30,Trend,128,7.084,50.78,1.216,0.867
8604.T,銀行・金融,11:00,30,Reversion,128,-15.084,41.41,-2.589,-1.845
8604.T,銀行・金融,11:00,50,Trend,64,15.023,50.0,2.328,1.173
8604.T,銀行・金融,11:00,50,Reversion,64,-23.023,42.19,-3.567,-1.798
8750.T,銀行・金融,09:30,20,Trend,157,-5.228,50.96,-0.873,-0.689
8750.T,銀行・金融,09:30,20,Reversion,157,-2.772,46.5,-0.463,-0.365
8750.T,銀行・金融,09:30,30,Trend,116,-10.451,48.28,-1.731,-1.174
8750.T,銀行・金融,09:30,30,Reversion,116,2.451,50.0,0.406,0.275
8750.T,銀行・金融,09:30,50,Trend,61,-29.651,40.98,-4.863,-2.393
8750.T,銀行・金融,09:30,50,Reversion,61,21.651,57.38,3.551,1.747
8750.T,銀行・金融,10:00,20,Trend,174,-16.054,44.83,-2.447,-2.033
8750.T,銀行・金融,10:00,20,Reversion,174,8.054,52.3,1.227,1.02
8750.T,銀行・金融,10:00,30,Trend,139,-21.048,43.17,-3.193,-2.372
8750.T,銀行・金融,10:00,30,Reversion,139,13.048,53.96,1.98,1.47
8750.T,銀行・金融,10:00,50,Trend,76,-20.388,46.05,-2.794,-1.535
8750.T,銀行・金融,10:00,50,Reversion,76,12.388,50.0,1.698,0.932
8750.T,銀行・金融,11:00,20,Trend,157,-12.404,48.41,-2.039,-1.609
8750.T,銀行・金融,11:00,20,Reversion,157,4.404,50.96,0.724,0.571
8750.T,銀行・金融,11:00,30,Trend,123,-12.482,47.15,-1.951,-1.363
8750.T,銀行・金融,11:00,30,Reversion,123,4.482,52.03,0.701,0.49
8750.T,銀行・金融,11:00,50,Trend,73,-9.679,45.21,-1.954,-1.052
8750.T,銀行・金融,11:00,50,Reversion,73,1.679,54.79,0.339,0.182
8766.T,銀行・金融,09:30,20,Trend,142,-10.336,47.89,-1.404,-1.054
8766.T,銀行・金融,09:30,20,Reversion,142,2.336,47.89,0.317,0.238
8766.T,銀行・金融,09:30,30,Trend,110,-15.036,45.45,-2.081,-1.375
8766.T,銀行・金融,09:30,30,Reversion,110,7.036,50.0,0.974,0.643
8766.T,銀行・金融,09:30,50,Trend,59,-21.706,42.37,-3.571,-1.728
8766.T,銀行・金融,09:30,50,Reversion,59,13.706,54.24,2.255,1.091
8766.T,銀行・金融,10:00,20,Trend,172,-1.256,48.84,-0.219,-0.181
8766.T,銀行・金融,10:00,20,Reversion,172,-6.744,48.84,-1.176,-0.971
8766.T,銀行・金融,10:00,30,Trend,141,-5.361,46.81,-0.911,-0.682
8766.T,銀行・金融,10:00,30,Reversion,141,-2.639,50.35,-0.449,-0.336
8766.T,銀行・金融,10:00,50,Trend,72,4.072,50.0,0.601,0.321
8766.T,銀行・金融,10:00,50,Reversion,72,-12.072,48.61,-1.782,-0.953
8766.T,銀行・金融,11:00,20,Trend,160,7.773,55.0,1.61,1.283
8766.T,銀行・金融,11:00,20,Reversion,160,-15.773,40.62,-3.267,-2.603
8766.T,銀行・金融,11:00,30,Trend,116,11.069,53.45,2.195,1.489
8766.T,銀行・金融,11:00,30,Reversion,116,-19.069,41.38,-3.781,-2.565
8766.T,銀行・金融,11:00,50,Trend,65,9.035,49.23,1.592,0.809
8766.T,銀行・金融,11:00,50,Reversion,65,-17.035,43.08,-3.002,-1.525
8801.T,不動産,09:30,20,Trend,174,-0.954,50.0,-0.135,-0.112
8801.T,不動産,09:30,20,Reversion,174,-7.046,47.13,-0.998,-0.829
8801.T,不動産,09:30,30,Trend,129,3.446,52.71,0.465,0.333
8801.T,不動産,09:30,30,Reversion,129,-11.446,44.96,-1.545,-1.106
8801.T,不動産,09:30,50,Trend,79,0.641,55.7,0.084,0.047
8801.T,不動産,09:30,50,Reversion,79,-8.641,44.3,-1.131,-0.633
8801.T,不動産,10:00,20,Trend,183,-0.756,50.82,-0.119,-0.101
8801.T,不動産,10:00,20,Reversion,183,-7.244,48.09,-1.14,-0.971
8801.T,不動産,10:00,30,Trend,142,-1.333,47.89,-0.205,-0.154
8801.T,不動産,10:00,30,Reversion,142,-6.667,51.41,-1.027,-0.771
8801.T,不動産,10:00,50,Trend,86,-6.986,45.35,-1.02,-0.596
8801.T,不動産,10:00,50,Reversion,86,-1.014,54.65,-0.148,-0.087
8801.T,不動産,11:00,20,Trend,191,1.97,51.31,0.38,0.331
8801.T,不動産,11:00,20,Reversion,191,-9.97,45.03,-1.924,-1.675
8801.T,不動産,11:00,30,Trend,156,0.669,51.28,0.125,0.099
8801.T,不動産,11:00,30,Reversion,156,-8.669,45.51,-1.623,-1.277
8801.T,不動産,11:00,50,Trend,92,0.869,55.43,0.15,0.091
8801.T,不動産,11:00,50,Reversion,92,-8.869,41.3,-1.533,-0.926
8802.T,不動産,09:30,20,Trend,165,-19.538,41.21,-2.525,-2.043
8802.T,不動産,09:30,20,Reversion,165,11.538,53.94,1.491,1.207
8802.T,不動産,09:30,30,Trend,124,-21.648,38.71,-2.626,-1.842
8802.T,不動産,09:30,30,Reversion,124,13.648,55.65,1.655,1.161
8802.T,不動産,09:30,50,Trend,74,-21.486,37.84,-2.509,-1.359
8802.T,不動産,09:30,50,Reversion,74,13.486,58.11,1.575,0.853
8802.T,不動産,10:00,20,Trend,177,-11.035,48.02,-1.445,-1.211
8802.T,不動産,10:00,20,Reversion,177,3.035,49.15,0.397,0.333
8802.T,不動産,10:00,30,Trend,143,-13.776,48.25,-1.705,-1.284
8802.T,不動産,10:00,30,Reversion,143,5.776,49.65,0.715,0.539
8802.T,不動産,10:00,50,Trend,73,-8.215,52.05,-0.906,-0.488
8802.T,不動産,10:00,50,Reversion,73,0.215,46.58,0.024,0.013
8802.T,不動産,11:00,20,Trend,158,6.257,53.8,1.039,0.823
8802.T,不動産,11:00,20,Reversion,158,-14.257,41.77,-2.368,-1.875
8802.T,不動産,11:00,30,Trend,133,6.008,54.14,0.951,0.691
8802.T,不動産,11:00,30,Reversion,133,-14.008,41.35,-2.218,-1.611
8802.T,不動産,11:00,50,Trend,85,0.33,50.59,0.048,0.028
8802.T,不動産,11:00,50,Reversion,85,-8.33,44.71,-1.204,-0.699
8830.T,不動産,09:30,20,Trend,177,191.246,52.54,1.555,1.304
8830.T,不動産,09:30,20,Reversion,177,-199.246,44.07,-1.621,-1.358
8830.T,不動産,09:30,30,Trend,140,110.622,54.29,0.903,0.673
8830.T,不動産,09:30,30,Reversion,140,-118.622,42.14,-0.968,-0.721
8830.T,不動産,09:30,50,Trend,82,52.285,48.78,0.449,0.256
8830.T,不動産,09:30,50,Reversion,82,-60.285,47.56,-0.518,-0.295
8830.T,不動産,10:00,20,Trend,182,133.827,51.1,1.144,0.972
8830.T,不動産,10:00,20,Reversion,182,-141.827,47.25,-1.213,-1.031
8830.T,不動産,10:00,30,Trend,144,140.893,52.78,1.142,0.863
8830.T,不動産,10:00,30,Reversion,144,-148.893,45.14,-1.207,-0.912
8830.T,不動産,10:00,50,Trend,83,298.721,53.01,2.406,1.381
8830.T,不動産,10:00,50,Reversion,83,-306.721,44.58,-2.471,-1.418
8830.T,不動産,11:00,20,Trend,179,321.572,59.22,3.03,2.554
8830.T,不動産,11:00,20,Reversion,179,-329.572,37.43,-3.106,-2.618
8830.T,不動産,11:00,30,Trend,148,283.299,57.43,2.611,2.001
8830.T,不動産,11:00,30,Reversion,148,-291.299,38.51,-2.684,-2.057
8830.T,不動産,11:00,50,Trend,93,441.435,58.06,4.438,2.696
8830.T,不動産,11:00,50,Reversion,93,-449.435,36.56,-4.518,-2.745
9020.T,電力・鉄道,09:30,20,Trend,154,-13.801,37.01,-2.067,-1.616
9020.T,電力・鉄道,09:30,20,Reversion,154,5.801,58.44,0.869,0.679
9020.T,電力・鉄道,09:30,30,Trend,113,-14.52,37.17,-2.298,-1.539
9020.T,電力・鉄道,09:30,30,Reversion,113,6.52,57.52,1.032,0.691
9020.T,電力・鉄道,09:30,50,Trend,49,1.487,46.94,0.218,0.096
9020.T,電力・鉄道,09:30,50,Reversion,49,-9.487,51.02,-1.393,-0.614
9020.T,電力・鉄道,10:00,20,Trend,158,-5.21,44.94,-0.921,-0.73
9020.T,電力・鉄道,10:00,20,Reversion,158,-2.79,52.53,-0.493,-0.391
9020.T,電力・鉄道,10:00,30,Trend,130,-5.048,44.62,-0.872,-0.626
9020.T,電力・鉄道,10:00,30,Reversion,130,-2.952,53.08,-0.51,-0.366
9020.T,電力・鉄道,10:00,50,Trend,70,5.671,48.57,0.87,0.458
9020.T,電力・鉄道,10:00,50,Reversion,70,-13.671,48.57,-2.097,-1.105
9020.T,電力・鉄道,11:00,20,Trend,161,-5.983,44.72,-1.304,-1.042
9020.T,電力・鉄道,11:00,20,Reversion,161,-2.017,52.17,-0.44,-0.351
9020.T,電力・鉄道,11:00,30,Trend,104,-2.301,43.27,-0.447,-0.287
9020.T,電力・鉄道,11:00,30,Reversion,104,-5.699,54.81,-1.107,-0.711
9020.T,電力・鉄道,11:00,50,Trend,58,2.875,44.83,0.502,0.241
9020.T,電力・鉄道,11:00,50,Reversion,58,-10.875,53.45,-1.899,-0.911
9022.T,電力・鉄道,09:30,20,Trend,156,-1.849,44.23,-0.27,-0.213
9022.T,電力・鉄道,09:30,20,Reversion,156,-6.151,51.92,-0.9,-0.708
9022.T,電力・鉄道,09:30,30,Trend,110,-2.094,42.73,-0.294,-0.194
9022.T,電力・鉄道,09:30,30,Reversion,110,-5.906,52.73,-0.828,-0.547
9022.T,電力・鉄道,09:30,50,Trend,52,-2.434,42.31,-0.292,-0.133
9022.T,電力・鉄道,09:30,50,Reversion,52,-5.566,51.92,-0.668,-0.304
9022.T,電力・鉄道,10:00,20,Trend,163,-5.524,47.85,-1.011,-0.813
9022.T,電力・鉄道,10:00,20,Reversion,163,-2.476,49.08,-0.453,-0.364
9022.T,電力・鉄道,10:00,30,Trend,132,-4.842,46.97,-0.836,-0.605
9022.T,電力・鉄道,10:00,30,Reversion,132,-3.158,49.24,-0.545,-0.394
9022.T,電力・鉄道,10:00,50,Trend,74,6.123,51.35,0.924,0.501
9022.T,電力・鉄道,10:00,50,Reversion,74,-14.123,45.95,-2.132,-1.155
9022.T,電力・鉄道,11:00,20,Trend,164,-2.294,51.22,-0.476,-0.384
9022.T,電力・鉄道,11:00,20,Reversion,164,-5.706,45.73,-1.185,-0.956
9022.T,電力・鉄道,11:00,30,Trend,124,1.308,54.03,0.252,0.177
9022.T,電力・鉄道,11:00,30,Reversion,124,-9.308,42.74,-1.795,-1.259
9022.T,電力・鉄道,11:00,50,Trend,68,-0.33,51.47,-0.062,-0.032
9022.T,電力・鉄道,11:00,50,Reversion,68,-7.67,45.59,-1.444,-0.75
9023.T,電力・鉄道,09:30,20,Trend,121,12.333,52.07,2.152,1.491
9023.T,電力・鉄道,09:30,20,Reversion,121,-20.333,40.5,-3.548,-2.459
9023.T,電力・鉄道,09:30,30,Trend,81,14.731,54.32,2.322,1.317
9023.T,電力・鉄道,09:30,30,Reversion,81,-22.731,38.27,-3.583,-2.032
9023.T,電力・鉄道,10:00,20,Trend,117,17.914,56.41,3.507,2.39
9023.T,電力・鉄道,10:00,20,Reversion,117,-25.914,38.46,-5.074,-3.457
9023.T,電力・鉄道,10:00,30,Trend,75,21.854,54.67,3.901,2.128
9023.T,電力・鉄道,10:00,30,Reversion,75,-29.854,38.67,-5.329,-2.907
9023.T,電力・鉄道,10:00,50,Trend,30,31.494,56.67,5.097,1.758
9023.T,電力・鉄道,10:00,50,Reversion,30,-39.494,33.33,-6.391,-2.205
9023.T,電力・鉄道,11:00,20,Trend,131,11.084,53.44,2.704,1.949
9023.T,電力・鉄道,11:00,20,Reversion,131,-19.084,41.98,-4.655,-3.356
9023.T,電力・鉄道,11:00,30,Trend,91,17.921,59.34,4.18,2.512
9023.T,電力・鉄道,11:00,30,Reversion,91,-25.921,36.26,-6.045,-3.633
9023.T,電力・鉄道,11:00,50,Trend,31,21.349,61.29,3.847,1.349
9023.T,電力・鉄道,11:00,50,Reversion,31,-29.349,35.48,-5.289,-1.855
9101.T,海運,09:30,20,Trend,143,-16.927,44.76,-2.034,-1.532
9101.T,海運,09:30,20,Reversion,143,8.927,51.05,1.073,0.808
9101.T,海運,09:30,30,Trend,103,-7.048,47.57,-0.796,-0.509
9101.T,海運,09:30,30,Reversion,103,-0.952,49.51,-0.107,-0.069
9101.T,海運,09:30,50,Trend,52,-15.093,48.08,-1.349,-0.613
9101.T,海運,09:30,50,Reversion,52,7.093,50.0,0.634,0.288
9101.T,海運,10:00,20,Trend,152,-1.457,51.32,-0.21,-0.163
9101.T,海運,10:00,20,Reversion,152,-6.543,44.74,-0.943,-0.733
9101.T,海運,10:00,30,Trend,117,1.0,50.43,0.14,0.095
9101.T,海運,10:00,30,Reversion,117,-9.0,46.15,-1.261,-0.859
9101.T,海運,10:00,50,Trend,59,-0.361,44.07,-0.05,-0.024
9101.T,海運,10:00,50,Reversion,59,-7.639,50.85,-1.052,-0.509
