symbol,sector,signal_time,threshold,strategy,N,mean_bps,WR,Sharpe,t_stat
1605.T,エネルギー,09:30,20,Trend,156,-6.024,50.0,-0.788,-0.62
1605.T,エネルギー,09:30,20,Reversion,156,-1.976,45.51,-0.259,-0.203
1605.T,エネルギー,09:30,30,Trend,105,-8.914,46.67,-1.068,-0.689
1605.T,エネルギー,09:30,30,Reversion,105,0.914,50.48,0.109,0.071
1605.T,エネルギー,09:30,50,Trend,63,-6.778,49.21,-0.708,-0.354
1605.T,エネルギー,09:30,50,Reversion,63,-1.222,46.03,-0.128,-0.064
1605.T,エネルギー,10:00,20,Trend,162,4.181,51.85,0.577,0.463
1605.T,エネルギー,10:00,20,Reversion,162,-12.181,43.21,-1.681,-1.348
1605.T,エネルギー,10:00,30,Trend,125,-2.16,49.6,-0.288,-0.203
1605.T,エネルギー,10:00,30,Reversion,125,-5.84,46.4,-0.779,-0.548
1605.T,エネルギー,10:00,50,Trend,73,-4.196,49.32,-0.502,-0.27
1605.T,エネルギー,10:00,50,Reversion,73,-3.804,49.32,-0.455,-0.245
1605.T,エネルギー,11:00,20,Trend,177,2.978,49.15,0.484,0.405
1605.T,エネルギー,11:00,20,Reversion,177,-10.978,46.89,-1.783,-1.494
1605.T,エネルギー,11:00,30,Trend,139,0.758,44.6,0.122,0.09
1605.T,エネルギー,11:00,30,Reversion,139,-8.758,50.36,-1.407,-1.045
1605.T,エネルギー,11:00,50,Trend,86,3.288,45.35,0.528,0.308
1605.T,エネルギー,11:00,50,Reversion,86,-11.288,50.0,-1.812,-1.059
1925.T,内需・消費,09:30,20,Trend,146,-0.727,45.89,-0.138,-0.105
1925.T,内需・消費,09:30,20,Reversion,146,-7.273,48.63,-1.383,-1.053
1925.T,内需・消費,09:30,30,Trend,86,2.552,45.35,0.466,0.272
1925.T,内需・消費,09:30,30,Reversion,86,-10.552,47.67,-1.925,-1.125
1925.T,内需・消費,09:30,50,Trend,33,40.502,66.67,7.98,2.888
1925.T,内需・消費,09:30,50,Reversion,33,-48.502,30.3,-9.556,-3.458
1925.T,内需・消費,10:00,20,Trend,154,-4.813,44.81,-1.035,-0.809
1925.T,内需・消費,10:00,20,Reversion,154,-3.187,49.35,-0.685,-0.536
1925.T,内需・消費,10:00,30,Trend,112,-3.941,45.54,-0.825,-0.55
1925.T,内需・消費,10:00,30,Reversion,112,-4.059,49.11,-0.849,-0.566
1925.T,内需・消費,10:00,50,Trend,49,14.027,53.06,2.829,1.247
1925.T,内需・消費,10:00,50,Reversion,49,-22.027,42.86,-4.442,-1.959
1925.T,内需・消費,11:00,20,Trend,149,1.98,49.66,0.471,0.363
1925.T,内需・消費,11:00,20,Reversion,149,-9.98,42.95,-2.376,-1.827
1925.T,内需・消費,11:00,30,Trend,106,2.584,47.17,0.57,0.369
1925.T,内需・消費,11:00,30,Reversion,106,-10.584,43.4,-2.333,-1.513
1925.T,内需・消費,11:00,50,Trend,53,-9.939,41.51,-2.264,-1.038
1925.T,内需・消費,11:00,50,Reversion,53,1.939,49.06,0.442,0.203
1928.T,内需・消費,09:30,20,Trend,123,-9.422,51.22,-1.37,-0.957
1928.T,内需・消費,09:30,20,Reversion,123,1.422,47.15,0.207,0.145
1928.T,内需・消費,09:30,30,Trend,85,-5.859,51.76,-0.792,-0.46
1928.T,内需・消費,09:30,30,Reversion,85,-2.141,45.88,-0.289,-0.168
1928.T,内需・消費,09:30,50,Trend,33,-19.183,42.42,-3.216,-1.164
1928.T,内需・消費,09:30,50,Reversion,33,11.183,54.55,1.875,0.678
1928.T,内需・消費,10:00,20,Trend,136,1.26,50.74,0.214,0.157
1928.T,内需・消費,10:00,20,Reversion,136,-9.26,42.65,-1.57,-1.153
1928.T,内需・消費,10:00,30,Trend,96,-0.121,53.12,-0.019,-0.011
1928.T,内需・消費,10:00,30,Reversion,96,-7.879,38.54,-1.212,-0.748
1928.T,内需・消費,10:00,50,Trend,38,1.534,47.37,0.327,0.127
1928.T,内需・消費,10:00,50,Reversion,38,-9.534,42.11,-2.033,-0.789
1928.T,内需・消費,11:00,20,Trend,137,8.448,54.01,1.647,1.215
1928.T,内需・消費,11:00,20,Reversion,137,-16.448,40.15,-3.207,-2.365
1928.T,内需・消費,11:00,30,Trend,100,10.836,56.0,1.887,1.189
1928.T,内需・消費,11:00,30,Reversion,100,-18.836,38.0,-3.28,-2.066
1928.T,内需・消費,11:00,50,Trend,46,3.419,54.35,0.77,0.329
1928.T,内需・消費,11:00,50,Reversion,46,-11.419,41.3,-2.572,-1.099
2413.T,内需・消費,09:30,20,Trend,195,-7.928,42.56,-0.9,-0.792
2413.T,内需・消費,09:30,20,Reversion,195,-0.072,55.9,-0.008,-0.007
2413.T,内需・消費,09:30,30,Trend,168,-6.011,42.26,-0.676,-0.552
2413.T,内需・消費,09:30,30,Reversion,168,-1.989,55.95,-0.224,-0.183
2413.T,内需・消費,09:30,50,Trend,112,0.984,43.75,0.1,0.066
2413.T,内需・消費,09:30,50,Reversion,112,-8.984,54.46,-0.91,-0.607
2413.T,内需・消費,10:00,20,Trend,182,1.301,44.51,0.156,0.133
2413.T,内需・消費,10:00,20,Reversion,182,-9.301,52.2,-1.116,-0.948
2413.T,内需・消費,10:00,30,Trend,155,-4.309,41.29,-0.51,-0.4
2413.T,内需・消費,10:00,30,Reversion,155,-3.691,54.84,-0.437,-0.343
2413.T,内需・消費,10:00,50,Trend,110,-4.161,38.18,-0.494,-0.326
2413.T,内需・消費,10:00,50,Reversion,110,-3.839,58.18,-0.456,-0.301
2413.T,内需・消費,11:00,20,Trend,188,-9.85,45.74,-1.486,-1.284
2413.T,内需・消費,11:00,20,Reversion,188,1.85,50.53,0.279,0.241
2413.T,内需・消費,11:00,30,Trend,168,-10.288,45.83,-1.487,-1.214
2413.T,内需・消費,11:00,30,Reversion,168,2.288,50.0,0.331,0.27
2413.T,内需・消費,11:00,50,Trend,121,-2.11,51.24,-0.29,-0.201
2413.T,内需・消費,11:00,50,Reversion,121,-5.89,44.63,-0.808,-0.56
2502.T,内需・消費,09:30,20,Trend,160,-12.455,46.88,-2.362,-1.882
2502.T,内需・消費,09:30,20,Reversion,160,4.455,50.0,0.845,0.673
2502.T,内需・消費,09:30,30,Trend,112,-19.167,44.64,-3.383,-2.255
2502.T,内需・消費,09:30,30,Reversion,112,11.167,51.79,1.971,1.314
2502.T,内需・消費,09:30,50,Trend,44,-18.785,43.18,-3.057,-1.277
2502.T,内需・消費,09:30,50,Reversion,44,10.785,54.55,1.755,0.733
2502.T,内需・消費,10:00,20,Trend,150,-6.058,47.33,-1.33,-1.026
2502.T,内需・消費,10:00,20,Reversion,150,-1.942,44.0,-0.426,-0.329
2502.T,内需・消費,10:00,30,Trend,107,-4.291,48.6,-0.919,-0.599
2502.T,内需・消費,10:00,30,Reversion,107,-3.709,42.06,-0.794,-0.518
2502.T,内需・消費,10:00,50,Trend,55,-1.721,49.09,-0.35,-0.164
2502.T,内需・消費,10:00,50,Reversion,55,-6.279,40.0,-1.278,-0.597
2502.T,内需・消費,11:00,20,Trend,148,-6.737,50.0,-1.679,-1.287
2502.T,内需・消費,11:00,20,Reversion,148,-1.263,44.59,-0.315,-0.241
2502.T,内需・消費,11:00,30,Trend,109,-2.384,53.21,-0.575,-0.378
2502.T,内需・消費,11:00,30,Reversion,109,-5.616,41.28,-1.354,-0.891
2502.T,内需・消費,11:00,50,Trend,47,-12.324,48.94,-2.828,-1.221
2502.T,内需・消費,11:00,50,Reversion,47,4.324,48.94,0.992,0.428
2503.T,内需・消費,09:30,20,Trend,140,-7.08,40.71,-1.489,-1.11
2503.T,内需・消費,09:30,20,Reversion,140,-0.92,55.71,-0.193,-0.144
2503.T,内需・消費,09:30,30,Trend,96,0.126,44.79,0.025,0.015
2503.T,内需・消費,09:30,30,Reversion,96,-8.126,51.04,-1.6,-0.988
2503.T,内需・消費,09:30,50,Trend,34,2.066,44.12,0.382,0.14
2503.T,内需・消費,09:30,50,Reversion,34,-10.066,50.0,-1.86,-0.683
2503.T,内需・消費,10:00,20,Trend,135,1.123,46.67,0.224,0.164
2503.T,内需・消費,10:00,20,Reversion,135,-9.123,44.44,-1.818,-1.33
2503.T,内需・消費,10:00,30,Trend,101,3.937,47.52,0.767,0.486
2503.T,内需・消費,10:00,30,Reversion,101,-11.937,42.57,-2.327,-1.473
2503.T,内需・消費,10:00,50,Trend,51,19.345,56.86,3.311,1.489
2503.T,内需・消費,10:00,50,Reversion,51,-27.345,37.25,-4.68,-2.105
2503.T,内需・消費,11:00,20,Trend,140,5.727,47.14,1.537,1.145
2503.T,内需・消費,11:00,20,Reversion,140,-13.727,40.71,-3.683,-2.745
2503.T,内需・消費,11:00,30,Trend,93,12.916,52.69,3.131,1.902
2503.T,内需・消費,11:00,30,Reversion,93,-20.916,36.56,-5.071,-3.08
2503.T,内需・消費,11:00,50,Trend,43,18.264,53.49,4.045,1.671
2503.T,内需・消費,11:00,50,Reversion,43,-26.264,39.53,-5.817,-2.403
2801.T,内需・消費,09:30,20,Trend,169,8.413,46.75,1.003,0.821
2801.T,内需・消費,09:30,20,Reversion,169,-16.413,48.52,-1.956,-1.602
2801.T,内需・消費,09:30,30,Trend,120,22.364,48.33,2.468,1.703
2801.T,内需・消費,09:30,30,Reversion,120,-30.364,46.67,-3.351,-2.313
2801.T,内需・消費,09:30,50,Trend,63,13.684,42.86,1.533,0.766
2801.T,内需・消費,09:30,50,Reversion,63,-21.684,49.21,-2.429,-1.215
2801.T,内需・消費,10:00,20,Trend,160,10.798,53.75,1.716,1.367
2801.T,内需・消費,10:00,20,Reversion,160,-18.798,43.75,-2.987,-2.38
2801.T,内需・消費,10:00,30,Trend,123,13.16,53.66,1.97,1.376
2801.T,内需・消費,10:00,30,Reversion,123,-21.16,44.72,-3.167,-2.213
2801.T,内需・消費,10:00,50,Trend,80,18.222,53.75,2.595,1.462
2801.T,内需・消費,10:00,50,Reversion,80,-26.222,45.0,-3.734,-2.104
2801.T,内需・消費,11:00,20,Trend,160,10.578,51.88,1.909,1.521
2801.T,内需・消費,11:00,20,Reversion,160,-18.578,41.88,-3.353,-2.672
2801.T,内需・消費,11:00,30,Trend,131,9.021,50.38,1.581,1.14
2801.T,内需・消費,11:00,30,Reversion,131,-17.021,42.75,-2.984,-2.151
2801.T,内需・消費,11:00,50,Trend,71,2.176,47.89,0.342,0.182
2801.T,内需・消費,11:00,50,Reversion,71,-10.176,45.07,-1.602,-0.85
2802.T,内需・消費,09:30,20,Trend,183,-7.688,46.45,-1.011,-0.861
2802.T,内需・消費,09:30,20,Reversion,183,-0.312,48.09,-0.041,-0.035
2802.T,内需・消費,09:30,30,Trend,142,0.965,49.3,0.123,0.092
2802.T,内需・消費,09:30,30,Reversion,142,-8.965,45.77,-1.144,-0.858
2802.T,内需・消費,09:30,50,Trend,81,-2.507,45.68,-0.305,-0.173
2802.T,内需・消費,09:30,50,Reversion,81,-5.493,46.91,-0.667,-0.378
2802.T,内需・消費,10:00,20,Trend,181,-0.713,44.2,-0.109,-0.092
2802.T,内需・消費,10:00,20,Reversion,181,-7.287,48.07,-1.113,-0.943
2802.T,内需・消費,10:00,30,Trend,154,2.175,44.81,0.326,0.255
2802.T,内需・消費,10:00,30,Reversion,154,-10.175,49.35,-1.527,-1.194
2802.T,内需・消費,10:00,50,Trend,90,8.843,46.67,1.154,0.69
2802.T,内需・消費,10:00,50,Reversion,90,-16.843,47.78,-2.199,-1.314
2802.T,内需・消費,11:00,20,Trend,183,1.605,46.99,0.279,0.238
2802.T,内需・消費,11:00,20,Reversion,183,-9.605,48.09,-1.669,-1.422
2802.T,内需・消費,11:00,30,Trend,138,3.157,47.1,0.529,0.391
2802.T,内需・消費,11:00,30,Reversion,138,-11.157,47.83,-1.868,-1.382
2802.T,内需・消費,11:00,50,Trend,79,10.667,53.16,1.578,0.884
2802.T,内需・消費,11:00,50,Reversion,79,-18.667,41.77,-2.762,-1.547
285A.T,半導体・電子部品,09:30,20,Trend,218,14.388,54.59,0.707,0.658
285A.T,半導体・電子部品,09:30,20,Reversion,218,-22.388,44.04,-1.1,-1.023
285A.T,半導体・電子部品,09:30,30,Trend,199,-3.637,52.76,-0.18,-0.16
285A.T,半導体・電子部品,09:30,30,Reversion,199,-4.363,45.73,-0.216,-0.192
285A.T,半導体・電子部品,09:30,50,Trend,157,-17.925,49.68,-0.835,-0.659
285A.T,半導体・電子部品,09:30,50,Reversion,157,9.925,48.41,0.462,0.365
285A.T,半導体・電子部品,10:00,20,Trend,225,-17.997,49.33,-0.883,-0.834
285A.T,半導体・電子部品,10:00,20,Reversion,225,9.997,50.22,0.49,0.463
285A.T,半導体・電子部品,10:00,30,Trend,201,-18.205,48.76,-0.897,-0.801
285A.T,半導体・電子部品,10:00,30,Reversion,201,10.205,50.75,0.503,0.449
285A.T,半導体・電子部品,10:00,50,Trend,163,-23.888,49.08,-1.145,-0.921
285A.T,半導体・電子部品,10:00,50,Reversion,163,15.888,50.31,0.761,0.612
285A.T,半導体・電子部品,11:00,20,Trend,227,-2.471,52.42,-0.148,-0.141
285A.T,半導体・電子部品,11:00,20,Reversion,227,-5.529,46.7,-0.332,-0.315
285A.T,半導体・電子部品,11:00,30,Trend,212,-9.092,51.89,-0.554,-0.508
285A.T,半導体・電子部品,11:00,30,Reversion,212,1.092,47.17,0.067,0.061
285A.T,半導体・電子部品,11:00,50,Trend,177,-7.353,51.98,-0.438,-0.367
285A.T,半導体・電子部品,11:00,50,Reversion,177,-0.647,46.89,-0.038,-0.032
2914.T,内需・消費,09:30,20,Trend,118,-10.329,44.07,-2.432,-1.664
2914.T,内需・消費,09:30,20,Reversion,118,2.329,53.39,0.548,0.375
2914.T,内需・消費,09:30,30,Trend,67,-22.716,40.3,-4.606,-2.375
2914.T,内需・消費,09:30,30,Reversion,67,14.716,58.21,2.984,1.538
2914.T,内需・消費,10:00,20,Trend,139,-4.947,41.73,-1.29,-0.958
2914.T,内需・消費,10:00,20,Reversion,139,-3.053,52.52,-0.796,-0.591
2914.T,内需・消費,10:00,30,Trend,83,-10.069,38.55,-2.712,-1.557
2914.T,内需・消費,10:00,30,Reversion,83,2.069,54.22,0.557,0.32
2914.T,内需・消費,11:00,20,Trend,122,-1.215,48.36,-0.348,-0.242
2914.T,内需・消費,11:00,20,Reversion,122,-6.785,46.72,-1.945,-1.353
2914.T,内需・消費,11:00,30,Trend,76,-0.543,50.0,-0.141,-0.077
2914.T,内需・消費,11:00,30,Reversion,76,-7.457,44.74,-1.938,-1.064
3064.T,内需・消費,09:30,20,Trend,185,5.77,50.27,0.636,0.545
3064.T,内需・消費,09:30,20,Reversion,185,-13.77,47.03,-1.517,-1.3
3064.T,内需・消費,09:30,30,Trend,159,3.132,50.94,0.345,0.274
3064.T,内需・消費,09:30,30,Reversion,159,-11.132,46.54,-1.227,-0.975
3064.T,内需・消費,09:30,50,Trend,97,9.648,55.67,1.017,0.631
3064.T,内需・消費,09:30,50,Reversion,97,-17.648,42.27,-1.86,-1.154
3064.T,内需・消費,10:00,20,Trend,192,12.99,49.48,1.743,1.522
3064.T,内需・消費,10:00,20,Reversion,192,-20.99,48.44,-2.817,-2.459
3064.T,内需・消費,10:00,30,Trend,156,18.854,52.56,2.509,1.974
3064.T,内需・消費,10:00,30,Reversion,156,-26.854,46.15,-3.574,-2.812
3064.T,内需・消費,10:00,50,Trend,115,18.309,53.91,2.381,1.608
3064.T,内需・消費,10:00,50,Reversion,115,-26.309,44.35,-3.421,-2.311
3064.T,内需・消費,11:00,20,Trend,184,7.031,49.46,1.031,0.881
3064.T,内需・消費,11:00,20,Reversion,184,-15.031,46.74,-2.203,-1.883
3064.T,内需・消費,11:00,30,Trend,158,8.204,49.37,1.157,0.916
3064.T,内需・消費,11:00,30,Reversion,158,-16.204,47.47,-2.286,-1.81
3064.T,内需・消費,11:00,50,Trend,109,-7.986,45.87,-1.093,-0.719
3064.T,内需・消費,11:00,50,Reversion,109,-0.014,52.29,-0.002,-0.001
3382.T,内需・消費,09:30,20,Trend,150,0.061,51.33,0.009,0.007
3382.T,内需・消費,09:30,20,Reversion,150,-8.061,48.0,-1.18,-0.911
3382.T,内需・消費,09:30,30,Trend,112,7.66,52.68,1.202,0.802
3382.T,内需・消費,09:30,30,Reversion,112,-15.66,46.43,-2.458,-1.639
3382.T,内需・消費,09:30,50,Trend,57,11.306,52.63,1.724,0.82
3382.T,内需・消費,09:30,50,Reversion,57,-19.306,47.37,-2.945,-1.4
3382.T,内需・消費,10:00,20,Trend,160,6.486,50.62,1.141,0.909
3382.T,内需・消費,10:00,20,Reversion,160,-14.486,45.0,-2.549,-2.031
3382.T,内需・消費,10:00,30,Trend,124,15.081,55.65,2.542,1.783
3382.T,内需・消費,10:00,30,Reversion,124,-23.081,41.94,-3.89,-2.729
3382.T,内需・消費,10:00,50,Trend,62,15.488,58.06,2.61,1.294
3382.T,内需・消費,10:00,50,Reversion,62,-23.488,40.32,-3.957,-1.963
3382.T,内需・消費,11:00,20,Trend,153,6.782,49.67,1.355,1.056
3382.T,内需・消費,11:00,20,Reversion,153,-14.782,45.75,-2.954,-2.301
3382.T,内需・消費,11:00,30,Trend,111,7.444,51.35,1.389,0.922
3382.T,内需・消費,11:00,30,Reversion,111,-15.444,43.24,-2.881,-1.912
3382.T,内需・消費,11:00,50,Trend,60,21.023,53.33,3.771,1.84
3382.T,内需・消費,11:00,50,Reversion,60,-29.023,38.33,-5.207,-2.541
3407.T,化学,09:30,20,Trend,154,-3.939,54.55,-0.49,-0.383
3407.T,化学,09:30,20,Reversion,154,-4.061,43.51,-0.506,-0.395
3407.T,化学,09:30,30,Trend,110,-3.162,55.45,-0.372,-0.246
3407.T,化学,09:30,30,Reversion,110,-4.838,41.82,-0.569,-0.376
3407.T,化学,09:30,50,Trend,43,18.562,62.79,2.088,0.862
3407.T,化学,09:30,50,Reversion,43,-26.562,34.88,-2.988,-1.234
3407.T,化学,10:00,20,Trend,149,7.786,52.35,1.121,0.862
3407.T,化学,10:00,20,Reversion,149,-15.786,44.97,-2.273,-1.748
3407.T,化学,10:00,30,Trend,107,7.664,50.47,1.051,0.685
3407.T,化学,10:00,30,Reversion,107,-15.664,46.73,-2.147,-1.399
3407.T,化学,10:00,50,Trend,57,31.244,50.88,3.707,1.763
3407.T,化学,10:00,50,Reversion,57,-39.244,45.61,-4.656,-2.214
3407.T,化学,11:00,20,Trend,167,3.321,55.69,0.528,0.43
3407.T,化学,11:00,20,Reversion,167,-11.321,42.51,-1.799,-1.465
3407.T,化学,11:00,30,Trend,130,1.332,52.31,0.198,0.142
3407.T,化学,11:00,30,Reversion,130,-9.332,45.38,-1.386,-0.995
3407.T,化学,11:00,50,Trend,65,-1.038,50.77,-0.117,-0.059
3407.T,化学,11:00,50,Reversion,65,-6.962,47.69,-0.782,-0.397
3436.T,半導体・電子部品,09:30,20,Trend,211,-3.338,47.87,-0.235,-0.215
3436.T,半導体・電子部品,09:30,20,Reversion,211,-4.662,49.76,-0.329,-0.301
3436.T,半導体・電子部品,09:30,30,Trend,175,-3.941,49.71,-0.275,-0.229
3436.T,半導体・電子部品,09:30,30,Reversion,175,-4.059,48.0,-0.283,-0.236
3436.T,半導体・電子部品,09:30,50,Trend,125,3.398,50.4,0.243,0.171
3436.T,半導体・電子部品,09:30,50,Reversion,125,-11.398,46.4,-0.817,-0.575
3436.T,半導体・電子部品,10:00,20,Trend,211,-1.529,47.87,-0.122,-0.112
3436.T,半導体・電子部品,10:00,20,Reversion,211,-6.471,50.71,-0.517,-0.473
3436.T,半導体・電子部品,10:00,30,Trend,183,0.971,48.09,0.077,0.065
3436.T,半導体・電子部品,10:00,30,Reversion,183,-8.971,50.27,-0.708,-0.604
3436.T,半導体・電子部品,10:00,50,Trend,141,-8.825,46.81,-0.67,-0.501
3436.T,半導体・電子部品,10:00,50,Reversion,141,0.825,51.77,0.063,0.047
3436.T,半導体・電子部品,11:00,20,Trend,222,15.387,54.05,1.52,1.426
3436.T,半導体・電子部品,11:00,20,Reversion,222,-23.387,44.14,-2.31,-2.168
3436.T,半導体・電子部品,11:00,30,Trend,201,13.783,53.23,1.317,1.176
3436.T,半導体・電子部品,11:00,30,Reversion,201,-21.783,44.78,-2.081,-1.858
3436.T,半導体・電子部品,11:00,50,Trend,158,12.536,53.16,1.142,0.904
3436.T,半導体・電子部品,11:00,50,Reversion,158,-20.536,44.94,-1.87,-1.481
4043.T,化学,09:30,20,Trend,145,9.161,52.41,1.19,0.903
4043.T,化学,09:30,20,Reversion,145,-17.161,43.45,-2.229,-1.691
4043.T,化学,09:30,30,Trend,102,0.702,45.1,0.091,0.058
4043.T,化学,09:30,30,Reversion,102,-8.702,49.02,-1.124,-0.715
4043.T,化学,09:30,50,Trend,39,-13.624,48.72,-1.785,-0.702
4043.T,化学,09:30,50,Reversion,39,5.624,51.28,0.737,0.29
4043.T,化学,10:00,20,Trend,162,-4.335,45.06,-0.678,-0.544
4043.T,化学,10:00,20,Reversion,162,-3.665,47.53,-0.573,-0.46
4043.T,化学,10:00,30,Trend,119,1.785,47.9,0.272,0.187
4043.T,化学,10:00,30,Reversion,119,-9.785,46.22,-1.489,-1.023
4043.T,化学,10:00,50,Trend,51,-11.035,43.14,-1.385,-0.623
4043.T,化学,10:00,50,Reversion,51,3.035,54.9,0.381,0.171
4043.T,化学,11:00,20,Trend,154,6.686,50.0,1.138,0.89
4043.T,化学,11:00,20,Reversion,154,-14.686,45.45,-2.5,-1.955
4043.T,化学,11:00,30,Trend,121,7.513,52.89,1.241,0.86
4043.T,化学,11:00,30,Reversion,121,-15.513,43.8,-2.563,-1.776
4043.T,化学,11:00,50,Trend,64,1.679,48.44,0.266,0.134
4043.T,化学,11:00,50,Reversion,64,-9.679,50.0,-1.535,-0.774
4063.T,化学,09:30,20,Trend,166,6.581,49.4,0.877,0.712
4063.T,化学,09:30,20,Reversion,166,-14.581,45.18,-1.944,-1.578
4063.T,化学,09:30,30,Trend,127,12.527,51.18,1.557,1.105
4063.T,化学,09:30,30,Reversion,127,-20.527,42.52,-2.551,-1.811
4063.T,化学,09:30,50,Trend,73,9.425,50.68,1.058,0.57
4063.T,化学,09:30,50,Reversion,73,-17.425,46.58,-1.957,-1.053
4063.T,化学,10:00,20,Trend,160,6.452,53.12,0.959,0.764
4063.T,化学,10:00,20,Reversion,160,-14.452,41.88,-2.147,-1.711
4063.T,化学,10:00,30,Trend,133,7.195,54.89,1.028,0.747
4063.T,化学,10:00,30,Reversion,133,-15.195,41.35,-2.172,-1.578
4063.T,化学,10:00,50,Trend,73,25.403,60.27,3.224,1.735
4063.T,化学,10:00,50,Reversion,73,-33.403,38.36,-4.24,-2.282
4063.T,化学,11:00,20,Trend,166,6.478,48.8,1.182,0.96
4063.T,化学,11:00,20,Reversion,166,-14.478,43.98,-2.642,-2.145
4063.T,化学,11:00,30,Trend,133,9.254,51.13,1.578,1.146
4063.T,化学,11:00,30,Reversion,133,-17.254,42.86,-2.941,-2.137
4063.T,化学,11:00,50,Trend,84,3.721,46.43,0.595,0.344
4063.T,化学,11:00,50,Reversion,84,-11.721,45.24,-1.876,-1.083
4151.T,その他,09:30,20,Trend,149,-8.366,47.65,-1.229,-0.945
4151.T,その他,09:30,20,Reversion,149,0.366,48.99,0.054,0.041
4151.T,その他,09:30,30,Trend,114,-5.199,47.37,-0.772,-0.519
4151.T,その他,09:30,30,Reversion,114,-2.801,49.12,-0.416,-0.28
4151.T,その他,09:30,50,Trend,64,-5.107,46.88,-0.719,-0.362
4151.T,その他,09:30,50,Reversion,64,-2.893,51.56,-0.407,-0.205
4151.T,その他,10:00,20,Trend,160,2.648,51.25,0.489,0.39
4151.T,その他,10:00,20,Reversion,160,-10.648,45.62,-1.966,-1.567
4151.T,その他,10:00,30,Trend,129,0.531,49.61,0.091,0.065
4151.T,その他,10:00,30,Reversion,129,-8.531,47.29,-1.456,-1.042
4151.T,その他,10:00,50,Trend,64,16.426,54.69,2.536,1.278
4151.T,その他,10:00,50,Reversion,64,-24.426,43.75,-3.771,-1.9
4151.T,その他,11:00,20,Trend,167,-3.287,46.11,-0.715,-0.582
4151.T,その他,11:00,20,Reversion,167,-4.713,50.3,-1.026,-0.835
4151.T,その他,11:00,30,Trend,124,-7.661,41.13,-1.558,-1.093
4151.T,その他,11:00,30,Reversion,124,-0.339,55.65,-0.069,-0.048
4151.T,その他,11:00,50,Trend,71,0.443,49.3,0.083,0.044
4151.T,その他,11:00,50,Reversion,71,-8.443,47.89,-1.575,-0.836
4183.T,化学,09:30,20,Trend,157,5.471,48.41,0.651,0.514
4183.T,化学,09:30,20,Reversion,157,-13.471,47.77,-1.603,-1.265
4183.T,化学,09:30,30,Trend,111,6.403,49.55,0.756,0.501
4183.T,化学,09:30,30,Reversion,111,-14.403,45.95,-1.7,-1.128
4183.T,化学,09:30,50,Trend,62,7.733,46.77,0.811,0.402
4183.T,化学,09:30,50,Reversion,62,-15.733,48.39,-1.65,-0.818
4183.T,化学,10:00,20,Trend,166,14.784,55.42,2.025,1.643
4183.T,化学,10:00,20,Reversion,166,-22.784,40.36,-3.12,-2.532
4183.T,化学,10:00,30,Trend,128,13.686,54.69,1.759,1.254
4183.T,化学,10:00,30,Reversion,128,-21.686,39.84,-2.788,-1.987
4183.T,化学,10:00,50,Trend,61,16.56,52.46,1.992,0.98
4183.T,化学,10:00,50,Reversion,61,-24.56,45.9,-2.955,-1.454
4183.T,化学,11:00,20,Trend,160,8.431,45.0,1.255,1.0
4183.T,化学,11:00,20,Reversion,160,-16.431,44.38,-2.446,-1.949
4183.T,化学,11:00,30,Trend,124,8.701,45.16,1.212,0.85
4183.T,化学,11:00,30,Reversion,124,-16.701,44.35,-2.327,-1.632
4183.T,化学,11:00,50,Trend,70,13.322,50.0,1.885,0.994
4183.T,化学,11:00,50,Reversion,70,-21.322,42.86,-3.018,-1.59
4188.T,化学,09:30,20,Trend,155,4.989,47.1,0.636,0.499
4188.T,化学,09:30,20,Reversion,155,-12.989,50.32,-1.656,-1.299
4188.T,化学,09:30,30,Trend,113,5.533,46.02,0.63,0.422
4188.T,化学,09:30,30,Reversion,113,-13.533,50.44,-1.542,-1.032
4188.T,化学,09:30,50,Trend,49,11.647,46.94,1.262,0.557
4188.T,化学,09:30,50,Reversion,49,-19.647,48.98,-2.13,-0.939
4188.T,化学,10:00,20,Trend,151,-0.427,52.98,-0.06,-0.047
4188.T,化学,10:00,20,Reversion,151,-7.573,43.05,-1.065,-0.824
4188.T,化学,10:00,30,Trend,114,1.592,55.26,0.212,0.142
4188.T,化学,10:00,30,Reversion,114,-9.592,42.11,-1.276,-0.858
4188.T,化学,10:00,50,Trend,66,22.091,63.64,2.687,1.375
4188.T,化学,10:00,50,Reversion,66,-30.091,31.82,-3.66,-1.873
4188.T,化学,11:00,20,Trend,160,8.216,51.25,1.337,1.066
4188.T,化学,11:00,20,Reversion,160,-16.216,45.0,-2.639,-2.103
4188.T,化学,11:00,30,Trend,128,6.171,50.78,0.996,0.71
4188.T,化学,11:00,30,Reversion,128,-14.171,45.31,-2.287,-1.63
4188.T,化学,11:00,50,Trend,75,2.289,50.67,0.367,0.2
4188.T,化学,11:00,50,Reversion,75,-10.289,45.33,-1.648,-0.899
4324.T,通信・サービス,09:30,20,Trend,168,-7.513,48.21,-0.79,-0.645
4324.T,通信・サービス,09:30,20,Reversion,168,-0.487,49.4,-0.051,-0.042
4324.T,通信・サービス,09:30,30,Trend,128,-14.381,48.44,-1.43,-1.019
4324.T,通信・サービス,09:30,30,Reversion,128,6.381,50.0,0.635,0.452
4324.T,通信・サービス,09:30,50,Trend,74,-13.954,50.0,-1.208,-0.655
4324.T,通信・サービス,09:30,50,Reversion,74,5.954,48.65,0.515,0.279
