or_min,exit,vol_ratio>=,dir,N,mean_bps,wr,pf,sharpe,maxdd,t_stat
60,1130,1.5,both,269,1.2937233057194926,51.6728624535316,1.0343776697910048,0.17561307166450668,-1850.854306090463,0.18143986282038083
15,stop_1130,1.3,both,542,1.2290495904605456,50.55350553505535,1.025116755230754,0.14176013259002734,-2582.8891785100677,0.20789951856026465
60,stop_1130,1.5,both,269,1.0288118861055808,51.6728624535316,1.027147168844278,0.13830198443354927,-2031.8323799451578,0.1428908044575892
15,stop_1530,1.0,both,1063,1.3425493384237182,48.73000940733772,1.022764329237647,0.13391058054845925,-4942.613988145517,0.27503075101187563
30,stop_1130,1.3,both,487,0.8280165430053106,50.71868583162218,1.0178455844571375,0.09736172158820874,-3535.4319823190135,0.13534819078237803
15,1130,1.3,both,542,0.7888916399787802,50.7380073800738,1.0159679923902296,0.08749412949946608,-2499.265521178563,0.12831525385486334
60,1130,1.5,short,110,0.36514435916490673,53.63636363636364,1.0081536316535227,0.04331843059545264,-1107.6222456204105,0.02861994442898856
60,stop_1130,1.5,short,110,0.31705244421791035,53.63636363636364,1.0070721500199287,0.03699605582131162,-1208.0423139561854,0.02444283061835689
60,1530,1.3,long,269,0.3735589084035822,47.21189591078067,1.0059665179444448,0.03376874653996101,-2297.933726163367,0.034889183827567366
60,stop_1530,1.5,long,188,0.1678151173293984,47.340425531914896,1.0024960195047294,0.014562742266468249,-2771.71349115642,0.012578296203432105
30,stop_1530,1.3,long,304,0.1508837653689544,48.68421052631579,1.002301456701393,0.013263277159698134,-2857.7409024208196,0.014567578481398688
15,1530,1.0,both,1063,0.11504999617162598,50.32925682031985,1.0018786991767976,0.010649039651811324,-4297.875774012851,0.02187141121334351
30,stop_1130,1.5,long,198,-0.45983144695899436,51.010101010101,0.9901567663815956,-0.054848152798355594,-2310.6311893431775,-0.04861769116521664
30,1130,1.3,both,487,-0.5875051462133817,50.71868583162218,0.9877128196992181,-0.06665373703687735,-3575.9634373483455,-0.09265923578243611
15,1530,3.0,long,46,-0.8390434886445199,41.30434782608695,0.9874630666922926,-0.07726042759926995,-901.2044286297456,-0.033009257296418605
15,stop_1530,1.3,long,332,-0.8755230835475023,48.795180722891565,0.9868518709564121,-0.080242764877139,-3979.4388594804736,-0.09210318653946746
60,1130,2.0,long,78,-0.5821825015823333,44.871794871794876,0.9842719713090737,-0.08619602359114538,-1316.5824023909477,-0.0479550405211135
15,1130,3.0,long,44,-1.0718603308685912,56.81818181818182,0.9759652331124405,-0.15151585530095776,-653.6012473926612,-0.0633117254471982
60,stop_1530,1.3,long,269,-1.7919734505327154,46.468401486988846,0.9722144772675272,-0.16044674015713883,-2523.866702974601,-0.16577031680024018
15,1530,1.3,long,332,-2.237304106192322,50.0,0.9676369836040284,-0.18884270329536015,-4562.283152330454,-0.21675492805937827
30,1130,1.5,long,198,-1.8348221438060088,51.010101010101,0.9618464558524685,-0.2080686332498605,-2527.7171548447595,-0.1844331310427236
15,stop_1130,1.3,short,239,-1.8701556948672478,47.69874476987448,0.9614469942267175,-0.2143312934277866,-1914.2476372424992,-0.20872970768056426
15,1530,1.5,long,235,-2.7733696624903565,47.65957446808511,0.9613811058584912,-0.23078197703878472,-2883.0631559717644,-0.22286175707875167
15,1130,1.5,both,390,-2.1006042958306366,49.743589743589745,0.9583766428243004,-0.2341678079923993,-2708.8793419453136,-0.2913125693877273
60,stop_1130,2.0,long,78,-1.6009039101088338,44.871794871794876,0.9579089719675853,-0.23459240650234678,-1396.0426722560146,-0.13051516637388402
30,stop_1130,1.3,short,210,-2.181445753543437,47.14285714285714,0.9548972247231925,-0.24748764088474545,-1801.0967172726268,-0.22592427269385482
15,stop_1530,1.5,long,235,-3.2444155116772873,46.38297872340426,0.954068313230361,-0.28424836370534967,-3119.067333339394,-0.2744932277423386
30,stop_1130,1.5,both,353,-2.612131503477547,48.725212464589234,0.9464351832945471,-0.30035817216656996,-3043.4944420607767,-0.35548930146146235
15,1130,1.3,short,239,-2.7730241263746747,48.11715481171548,0.9439586363268605,-0.30581888691226694,-2270.1153822120796,-0.2978262569478688
60,1530,1.0,both,868,-3.081608415579358,48.15668202764977,0.9439449792036508,-0.32535312547665235,-3966.315090791522,-0.6038298457880897
15,stop_1130,1.5,both,390,-3.031197979577458,49.48717948717949,0.9409750771977422,-0.342711722312136,-3314.5969483344415,-0.42634482186929024
60,stop_1530,1.0,both,868,-3.302188279492073,47.8110599078341,0.9398162788938498,-0.3521076415102425,-4415.2103656242,-0.6534841260936189
30,1530,1.0,both,1003,-3.6063159301491905,48.65403788634098,0.9390469131017658,-0.3555375286698273,-5876.11849900028,-0.7093092859095284
30,1130,1.5,both,353,-3.299270864387175,48.725212464589234,0.9332846449081547,-0.3683103886392052,-3166.0516049713187,-0.4359142347748093
30,stop_1530,1.0,both,1003,-3.880764685462563,47.756729810568295,0.933935675486144,-0.39536208940523754,-6471.53577317993,-0.7887606193385998
30,1130,3.0,long,36,-3.9419499356293226,52.77777777777778,0.9235418085888799,-0.44677247840763457,-709.9323412931379,-0.16886412435636794
30,stop_1130,3.0,long,36,-3.9419499356293226,52.77777777777778,0.9235418085888799,-0.44677247840763457,-709.9323412931379,-0.16886412435636794
15,stop_1530,1.3,both,623,-4.793812817710131,47.19101123595505,0.9267952091083507,-0.4529045874668766,-6072.904714947808,-0.7121155554640656
30,1130,1.3,short,210,-4.171518755915024,47.14285714285714,0.9171597493140227,-0.45945915983060276,-1995.0989716062934,-0.4194269101526544
15,1530,1.3,both,623,-6.018048446293626,48.47512038523274,0.9109347559913945,-0.5309594444891476,-6362.671684001646,-0.8348435635329788
30,1530,1.3,both,580,-5.970622605464552,46.37931034482759,0.9086388289771723,-0.5403506977640461,-4827.835651612333,-0.8197651338369151
30,1130,1.5,short,155,-5.169986004226344,45.806451612903224,0.8990106738647115,-0.5661640067616396,-1733.0008364442458,-0.4440254211031141
30,stop_1130,1.5,short,155,-5.361521253094792,45.806451612903224,0.8956596476481933,-0.5906102775281469,-1782.685747974894,-0.46319789682015333
30,1530,1.5,long,218,-7.0688281206096795,47.24770642201835,0.8995736001990666,-0.5986342135666746,-3015.7384090058454,-0.5567875436207329
60,1130,2.0,both,131,-5.442320807270942,48.091603053435115,0.8846470623078441,-0.6650000786655753,-2190.1641226248526,-0.4794651811592407
60,stop_1530,3.0,long,33,-8.180815516987973,39.39393939393939,0.8878418700773373,-0.6781006188628362,-877.1823502367666,-0.24538659834373922
60,1530,3.0,long,33,-8.180815516987973,39.39393939393939,0.8878418700773373,-0.6781006188628362,-877.1823502367666,-0.24538659834373922
15,1530,1.5,both,447,-7.602060844793526,46.97986577181208,0.8875511678132839,-0.6863285910249728,-4123.406942982453,-0.9140828951539242
60,1530,1.3,both,501,-7.241033660624201,45.50898203592814,0.8838787115017327,-0.6964064867042561,-4237.606394963532,-0.9819319702872737
30,stop_1530,1.3,both,580,-7.700529465191647,45.3448275862069,0.8838599226725388,-0.7121158951427412,-5668.849829199775,-1.0803498255941857
30,1530,3.0,long,41,-10.457465107724026,39.02439024390244,0.8685204820388981,-0.7862153084839213,-978.4702826435478,-0.3171269522158577
60,stop_1130,2.0,both,131,-6.646466465585174,48.091603053435115,0.8626305570673313,-0.7927551616315943,-2384.6314051126406,-0.5715766198845291
15,1130,2.0,long,110,-6.5277939466066615,52.72727272727272,0.8706076125905661,-0.7970847049647026,-1830.2995128630423,-0.5266238792058474
60,stop_1530,1.3,both,501,-8.392381869918305,45.10978043912176,0.8675394949127984,-0.8022482310379582,-4702.436063943214,-1.1311686510713368
60,1530,1.5,both,350,-8.581050769448336,46.0,0.8678409684381051,-0.8135741077743929,-4994.228470917775,-0.9588062810084471
30,stop_1530,3.0,long,41,-11.0694325144157,39.02439024390244,0.8618889892175912,-0.8282428872409451,-1003.5609463179064,-0.33407915069941024
30,stop_1530,1.5,long,218,-9.505952383729737,45.87155963302752,0.86623713887579,-0.8283570556598684,-3724.111333821171,-0.7704519384446964
15,stop_1530,1.0,short,504,-8.23978499797791,44.642857142857146,0.8673884202843166,-0.840515576265827,-5015.266942399249,-1.1886685273409698
15,stop_1530,1.5,both,447,-9.430255870378758,45.41387024608501,0.8618162223003261,-0.8802908505497788,-4941.356890232761,-1.172410445623959
60,stop_1530,1.5,both,350,-9.47054244985575,45.714285714285715,0.8556689295159196,-0.8977567767078545,-5540.40521933251,-1.0580165077771686
15,stop_1530,1.3,short,291,-9.26416399208124,45.36082474226804,0.8557549260446912,-0.9089421671132512,-3140.1864415755404,-0.9767478760698428
15,1130,1.5,short,177,-8.316156141058295,45.76271186440678,0.8339825315538052,-0.9329714925185343,-2330.8960759140523,-0.7819063436889314
15,stop_1130,3.0,long,44,-7.478763533184549,56.81818181818182,0.853366626775359,-0.9405414826470964,-740.6306226286806,-0.3930103816711074
15,1130,2.0,both,192,-8.371291079406495,50.0,0.8436383295563897,-0.9586727631400028,-2375.5303118596426,-0.8367981911964826
15,1530,1.3,short,291,-10.331474978642879,46.735395189003434,0.842954054291862,-0.9644401791871335,-4172.722389066119,-1.036385955785545
15,stop_1530,3.0,long,46,-11.4742421525776,41.30434782608695,0.8520615796580558,-0.9759013575382469,-1053.2253451637105,-0.41695056587039375
15,stop_1130,1.5,short,177,-8.833708628399812,45.19774011299435,0.8251264652386542,-1.0189562752795016,-2517.1301163602875,-0.8539686174461109
30,1530,1.5,both,416,-11.289587642336729,44.71153846153847,0.8343784438853674,-1.02628700295693,-5337.391342841614,-1.3186065353759893
60,1530,2.0,long,100,-12.24386301908332,42.0,0.834381471025023,-1.0567196951622781,-2696.8600898140053,-0.665670837834136
30,stop_1130,2.0,long,101,-9.854943779767595,51.48514851485149,0.8186556937496835,-1.0701558499214185,-2478.917170132533,-0.6774971090409367
15,stop_1130,2.0,short,82,-10.067944732949208,46.34146341463415,0.8230734182868744,-1.0877253858413272,-1671.0099051635295,-0.6204773323510777
60,stop_1530,2.0,long,100,-13.193061303646088,42.0,0.8238042535121982,-1.1319316960348806,-2767.1561152607064,-0.7130499449571074
15,1130,2.0,short,82,-10.84427503804043,46.34146341463415,0.8119956442216535,-1.1525710779815,-1697.6644137339263,-0.6574676265901634
15,1530,1.0,short,504,-12.380477223548793,45.63492063492063,0.8140976550163512,-1.1717100854071698,-7086.885144029412,-1.6570482939521571
30,stop_1530,1.5,both,416,-12.78052811656888,43.99038461538461,0.8140576681165629,-1.1833731377890704,-5871.78341665223,-1.5204358515515024
15,stop_1130,2.0,both,192,-10.582337749406594,50.0,0.8101790358520295,-1.1976152296765752,-3069.694148421479,-1.0453642749380627
30,1130,2.0,long,101,-12.288905603963308,51.48514851485149,0.7835613951966458,-1.2392621810150761,-2724.7473143763,-0.7845553944718722
60,1130,2.0,short,53,-12.594977181680594,52.83018867924528,0.797307214098951,-1.2718400653225896,-1418.4094547694451,-0.5832707076698312
15,stop_1130,2.0,long,110,-10.96579436167484,52.72727272727272,0.8002136247305488,-1.2886227420787886,-2114.374122332361,-0.8513769026548553
15,1530,1.5,short,212,-12.954619466686191,46.22641509433962,0.7941711235947903,-1.3060469669014898,-3345.613265021796,-1.19791624655487
60,stop_1130,2.0,short,53,-14.072011358550354,52.83018867924528,0.7787951564858527,-1.3743630987945405,-1496.6922661435424,-0.6302881620778862
15,1530,2.0,short,96,-12.974954994747511,41.66666666666667,0.778920721623722,-1.3850758786193051,-1888.7962077209058,-0.8548873920905863
30,stop_1130,2.0,both,171,-12.656625405250606,49.707602339181285,0.7748748100080898,-1.3925887646947295,-3396.964458200602,-1.1471512212483748
30,1130,2.0,both,171,-13.175165720423186,49.707602339181285,0.7677931846751163,-1.4052420034042397,-3381.8591677986965,-1.1575743832085703
60,stop_1530,1.0,short,419,-13.117063810951139,44.1527446300716,0.7694237325265095,-1.4759599164247867,-5960.330471376607,-1.9031863067431696
60,1530,1.0,short,419,-13.54441338211139,44.1527446300716,0.763686842115328,-1.5155557615058615,-6201.719410595786,-1.9542434318883872
30,stop_1530,2.0,long,113,-18.86751160041044,46.017699115044245,0.7602021228662157,-1.5310719642946415,-3244.6799368547313,-1.025261278474254
30,1530,1.5,short,198,-15.936686509692779,41.91919191919192,0.7574960365203951,-1.5892349008729223,-3599.448598761316,-1.4087061761893995
30,stop_1530,1.3,short,276,-16.348462878562746,41.66666666666667,0.7564400413952148,-1.6138380416733837,-4679.224406697472,-1.6889399911708525
30,1530,1.3,short,276,-16.704023764899436,41.66666666666667,0.7524541725788985,-1.6157881847193087,-5462.851759161497,-1.6909808865356382
30,stop_1530,1.5,short,198,-16.38586907494733,41.91919191919192,0.7523536380278648,-1.638799749742285,-3619.7823591596643,-1.4526407189595174
15,stop_1530,1.5,short,212,-16.28720155101482,44.339622641509436,0.7516948791563591,-1.6519799659372763,-3818.93000369301,-1.5152086336330715
30,1530,2.0,long,113,-21.03009837229451,46.017699115044245,0.739866493844285,-1.6608151878640105,-3482.204490422757,-1.1121420433058304
60,stop_1530,1.3,short,232,-16.04544163205074,43.53448275862069,0.7413739415697046,-1.6796591741243276,-3978.986579704385,-1.6116283128876114
60,1530,1.3,short,232,-16.070022458333135,43.53448275862069,0.7410803237792685,-1.6845915658471968,-3984.6893314019,-1.6163609290476566
30,1130,2.0,short,70,-14.453912459886725,47.14285714285714,0.74500380488962,-1.6934914113408348,-2004.191573686116,-0.8925483429616903
15,1530,2.0,both,217,-17.449309632970905,41.474654377880185,0.7442602984788858,-1.7020672381810298,-4015.909704059395,-1.5794515519808092
15,1530,3.0,both,69,-17.788553802902044,42.028985507246375,0.7563539024142184,-1.7200523851341734,-1933.0934503610004,-0.9000485752429225
30,stop_1530,1.0,short,483,-16.35894861149221,42.44306418219462,0.739721532040941,-1.7654871758498742,-8890.954724189172,-2.444206317431734
15,1130,3.0,both,68,-12.016476509282578,50.0,0.7481069565246213,-1.7959797595613498,-1275.3027244380696,-0.9329441028936872
60,1530,2.0,both,177,-19.667693583334696,41.80790960451977,0.7318930734405752,-1.8278187275435545,-3868.0758543002858,-1.531861444471031
30,1530,2.0,both,203,-21.214640706263417,43.34975369458128,0.7198085306445322,-1.8310112877350146,-5085.461039626003,-1.6433829246961047
30,stop_1130,2.0,short,70,-16.699051750590385,47.14285714285714,0.7166193787384207,-1.8750507936537555,-2163.8733921312105,-0.98823853940871
15,stop_1530,2.0,long,121,-20.657888636007467,41.32231404958678,0.7262391226887701,-1.906102701212729,-2854.2196039017717,-1.3208050221031116
15,stop_1530,2.0,both,217,-19.89275622812493,41.013824884792626,0.718191804024372,-1.9067309991151877,-4484.500003166055,-1.7693714843961372
15,stop_1530,2.0,short,96,-18.928370589022975,40.625,0.7063164582676658,-1.9122004058196522,-2294.476255400302,-1.1802357136673758
15,1530,2.0,long,121,-20.99921083354483,41.32231404958678,0.7229689579180283,-1.9270229265825465,-2562.186113013187,-1.3353013756911967
30,stop_1530,2.0,both,203,-22.50568630339335,43.34975369458128,0.7077405422669617,-1.9405890515955477,-5298.598148164056,-1.7417319776271445
30,1530,1.0,short,483,-18.917768237850847,42.65010351966873,0.7111511136494943,-1.9472526915947295,-10279.471219149635,-2.695849279188705
60,stop_1530,2.0,both,177,-21.61230312007776,41.80790960451977,0.7129926274999556,-1.9633082200946248,-4409.495346698349,-1.6454127100546054
30,1130,3.0,both,58,-16.494502440241884,48.275862068965516,0.7073539418369923,-1.9750208495346069,-1037.5374744784303,-0.9475135100883602
30,stop_1130,3.0,both,58,-16.494502440241884,48.275862068965516,0.7073539418369923,-1.9750208495346069,-1037.5374744784303,-0.9475135100883602
15,stop_1530,3.0,both,69,-22.618862895402096,42.028985507246375,0.7094189354406011,-2.1014084202147667,-2266.3847777435035,-1.0996000301875948
30,1530,2.0,short,90,-21.44634385891327,40.0,0.6904192873167575,-2.128983909911536,-2447.66015745103,-1.2723112389694327
30,1530,3.0,both,69,-25.875330396326337,34.78260869565217,0.6855277487805509,-2.1438715709265597,-2031.470477247319,-1.1218196431649599
30,stop_1530,3.0,both,69,-25.89130770831497,34.78260869565217,0.6853946601801015,-2.1462312392235603,-2032.572911774535,-1.1230543823549497
15,stop_1130,3.0,both,68,-16.16211975783996,50.0,0.6882927744015689,-2.22060166822198,-1553.386025989446,-1.153519253329209
60,stop_1530,1.5,short,162,-20.655796910539753,43.82716049382716,0.6759422137754576,-2.2352060988253935,-3570.1701917032915,-1.7921518737068995
60,1530,1.5,short,162,-21.671684763718616,43.82716049382716,0.6653382372726842,-2.328703870518368,-3783.689171597592,-1.8671168654430255
60,stop_1530,3.0,both,55,-28.2490510458949,36.36363636363637,0.6678554556936553,-2.4016145096503365,-1670.4747121036917,-1.1219780822792156
60,1530,3.0,both,55,-28.68344021268725,36.36363636363637,0.6644617651266607,-2.4277309871800554,-1754.9495979484414,-1.134179089250542
30,stop_1530,2.0,short,90,-27.073616763805212,40.0,0.6385496424691876,-2.5519158342489496,-2905.16957121198,-1.5250614068538957
60,1530,2.0,short,77,-29.30903197846635,41.55844155844156,0.5963877386695072,-3.070006680441137,-2501.48487976415,-1.6970100438179605
60,stop_1530,2.0,short,77,-32.54638340115786,41.55844155844156,0.5709347267061202,-3.233875275459247,-2701.815791632071,-1.7875918179175894
60,stop_1130,3.0,both,45,-25.951507498776888,40.0,0.5474387136608212,-3.2539474994799598,-1442.1747195022108,-1.3750437869243528
60,1130,3.0,both,45,-25.951507498776888,40.0,0.5474387136608212,-3.2539474994799598,-1442.1747195022108,-1.3750437869243528
