grp,n,mean,med,win,t,sl,is_mean,oos_mean
0_据置(±0.5%),786,1.1157652134049862,-0.935550456753691,43.63867684478372,3.1049731463057304,37.786259541984734,0.7448526760022883,1.5546783826648456
1_下方 -10%超,30,5.1575439329217,1.7034979211556567,60.0,2.039879787529906,30.0,4.678455083207776,5.636632782635625
2_下方 -10%以内,20,0.7869812480719476,2.062502905887005,65.0,0.7872974636074364,30.0,0.4919437406202866,1.3349080476250321
3_上方 +20%以内,283,0.7298851593400293,-0.5878569126651678,46.28975265017668,1.730016259851487,35.3356890459364,-0.681408248881911,2.0172136060289616
4_上方 +20%超,347,3.622439658633808,-0.7442897649318647,46.97406340057637,4.687542214817366,44.95677233429395,2.926327619425125,4.798815042722901
5_不明,1191,2.1538214151197903,-1.0366777408637828,45.50797649034425,6.995159767957344,41.30982367758186,2.724462208073095,1.3374557092825112
