分位,年率,Sharpe,MDD,勝率,N月
Q1,5.255152062640134,0.37919289037019505,-37.10368006915207,57.89473684210527,114
Q2,8.533485147836783,0.6150570108424636,-28.4161740181771,66.66666666666666,114
Q3,12.601217629235627,0.8873349387556898,-30.110083815841016,69.2982456140351,114
Q4,12.631109393266726,0.863998639160294,-29.67266441344335,65.78947368421053,114
Q5,14.921563340990641,0.9838266412799868,-26.2486095943394,68.42105263157895,114
無配,-4.6969610489717155,-0.06774794098834566,-53.95947124762801,50.0,114
市場EW,8.731391714371073,0.6253956443358815,-31.719268918357415,67.54385964912281,114
