date,Q1,Q2,Q3,Q4,Q5,無配,市場EW,N
2016-12-30,0.028244572070307075,0.03429210143167364,0.02872664047603125,0.028170919972839603,0.03707706341497399,,0.031712603324559226,249
2017-01-31,0.0186663206235387,0.00896069302284297,0.003139742555381702,0.008409868046037598,-0.0006000387477488048,,0.007766147428592016,253
2017-02-28,0.004966104805764927,0.001327677945500196,0.025355616004956828,0.016323421423196503,0.02724719374632358,,0.015125541246686866,260
2017-03-31,0.01790997477868411,0.012035776456463542,-0.007691579132252378,-0.014166948723536405,-0.012864058458696571,,-0.0008668672809519259,233
2017-04-28,0.006303437201399132,0.01044978612198198,0.007529451245770475,0.02886588106568505,0.02776004319807802,,0.016213684454761037,233
2017-09-29,0.015628800091019236,0.018279498831556575,0.053418341127239775,0.04224236554081652,0.04401531458350026,,0.03499453772076028,313
2017-10-31,0.04686729666868414,0.05090866948620492,0.04678404641695139,0.037947627203086975,0.042092368230017926,,0.044999424657992323,319
2017-11-30,0.07406818649562993,0.029259464899209792,0.02378939801002599,0.022905049242306207,0.005195979704828952,,0.031149477613080918,328
2017-12-29,0.01892828771483666,0.022704566330186696,0.020520635702095905,0.03024949579499506,0.028893405458078517,,0.02437748715526244,335
2018-01-31,0.03590193536336251,0.024473440696110564,0.01581356241544225,0.010045315047474877,0.013112265736532569,,0.019959157647586254,343
2018-02-28,-0.01934169205617048,-0.019350358137188304,-0.034341865562377914,-0.043972113202611886,-0.04509097658351896,,-0.03233755148445669,348
2018-03-30,0.008509211100042519,-0.009828280845058683,-0.02221977484793194,-0.029134551826486256,-0.028985543511329745,,-0.016223851478216315,315
2018-04-27,-0.006212553065935177,0.004503328983298637,0.017612456965935455,0.044349039150524724,0.04484782025222201,,0.021059075511089497,302
2018-05-31,0.060018685102334754,-0.005992760338161748,0.017852540806220462,-0.04385050251250813,-0.02596771922141514,,0.0006409986247099452,222
2018-08-31,-0.019537009894219803,-0.018302548595984434,-0.012907513934613458,-0.02332429588566784,-0.003652389634979929,,-0.015192768753635,227
2018-09-28,0.05624069954990271,0.04352965632426765,0.0288163065763677,0.044819153499629324,0.029395477979716093,,0.0408066329897457,374
2018-10-31,-0.15027142143210864,-0.10894900524364336,-0.09868133591308001,-0.0955935829064775,-0.0803027456731489,,-0.10672988102064518,374
2018-11-30,0.05769672262293443,0.04107381533114611,0.02200206733478036,0.03208218786350456,0.01705342892656448,,0.03410786951583354,377
2018-12-28,-0.15066227697797152,-0.12819997552381326,-0.13162900899443072,-0.11539333188204308,-0.10704640979465618,,-0.1265686828405203,361
2019-01-31,0.02952519781148843,0.05047090522607517,0.0716498734130705,0.07185812545720782,0.09262009600355547,,0.06318411025146263,356
2019-02-28,0.06193291466342564,0.04044145196161718,0.034571432303932226,0.021304208514152264,0.014727518352992403,,0.03474829506846264,336
2019-03-29,0.04419549525069983,-0.0034704520145419394,-0.0028172065773641574,-0.0108094102940277,-0.03268609540136766,,-0.0010375338073203271,290
2019-04-26,0.029415551665212956,0.02483026829889529,0.010169342255339744,0.016827404536736743,0.03283089962521397,,0.02288800593958555,281
2019-05-31,-0.036365019270592366,-0.03503211874893308,-0.07059864939027657,-0.08309026919928528,-0.06901510394326021,,-0.05873070830094569,210
2019-08-30,-0.029662036194904956,-0.02438482601902737,-0.036829429957763594,-0.04547912570451548,-0.0379954815940351,,-0.03456383843063466,205
2019-09-30,0.03165018305186738,0.03660429340558606,0.0595776125996969,0.06315479112142462,0.062410757221708246,,0.05089609543991789,338
2019-10-31,0.043990554243451045,0.030737381358354528,0.0568925368976264,0.09257557785568875,0.07385439991734531,,0.05967496666250735,344
2019-11-29,0.04411945650871177,0.027574968425677793,0.01346685013013091,0.015634127883948877,0.015469793345259674,,0.02335991628084364,332
2019-12-30,0.002247562218823404,0.02307757005472522,0.007547171422802693,0.019061817151688525,0.017633298695932467,,0.013948979445307593,318
2020-01-31,-0.040087236946685166,-0.015705899426099953,-0.03538550491872915,-0.038158575554509605,-0.029200079900482866,,-0.03164777680961881,315
2020-02-28,-0.13321984220843136,-0.13040331529844212,-0.11669976837086392,-0.131850041664994,-0.10526375691968244,,-0.12340476424732146,310
2020-03-31,-0.006087205077482951,-0.045366847407024284,-0.05355078110967,-0.1004441410056515,-0.12945935003785466,,-0.06667578131185382,271
2020-04-30,0.07834995580375376,0.06426857758250853,0.06929504782772816,0.06390815439496919,0.04017920008780984,,0.0632973023102574,302
2020-05-29,0.149843262058392,0.12590446803998193,0.07531941036522442,0.11749724859558118,0.08962951172984643,,0.11171537590248604,235
2020-12-30,-0.024664871183339484,-0.003426572048654009,0.00782285616490678,0.019001377359455784,0.03986741526520949,,0.008017033856132876,212
2021-01-29,-0.014775356629354393,-0.031862574804789164,0.027203056902529672,-0.011072053717634372,0.02148945745349421,,-0.001560641388239439,213
2021-02-26,-0.03634013851269555,-0.035426994971733516,-0.028963552947411167,-0.021700607321765077,0.06223535476833128,,-0.012060459067261324,221
2021-03-31,0.054799239223991006,0.06786091025442925,0.08414234677228616,0.08406748932318311,0.08894015659425711,,0.075990074258457,201
2021-04-30,-0.01076723075281488,-0.030274618782224674,-0.027628602135605296,-0.018087807491497555,-0.01206214638636236,,-0.01964767886911943,201
2021-09-30,0.016714662426417212,0.024645026725553545,0.029225171994428336,0.010832264256769551,0.03860271039958743,,0.024244228028690945,271
2021-10-29,-0.006749306452403163,-0.01405009590551041,0.0003065830365376974,-0.009231176226946676,-0.000556503016692906,,-0.005945961646902559,283
2021-11-30,-0.010668960453498319,-0.036793536708482115,-0.06383764152504244,-0.0485820605603647,-0.06227020377113201,,-0.04433762346084677,280
2021-12-30,-0.009455739920755258,0.009522815460237522,0.03922825286405908,0.049227994587915366,0.059186261258086514,,0.029529300050006105,301
2022-01-31,-0.1788088939882425,-0.11622845126822799,-0.09352014700630788,-0.05118016066280246,0.02245911658800269,,-0.08336275072862707,289
2022-02-28,-0.0047970111631929265,-0.011209888890391503,-0.002735025022599544,0.010456755429110832,0.009865590232796541,,0.00041978520566490703,284
2022-03-31,0.04944568595842723,0.03763691862913085,0.03027090031010626,0.0073702355391100025,0.01269031700037257,,0.027623156449200152,262
2022-04-28,-0.049368584887568415,-0.037587560565680446,-0.026430165085842058,-0.01436759925614249,-0.011284389839908123,,-0.027762108072621642,267
2022-05-31,-0.013830223047838264,0.0016109054810415928,0.01540817234157657,0.007885605604903177,0.023179951164740937,,0.006950028157708599,228
2022-09-30,-0.0444178660199098,-0.026444971301887967,-0.06114090224235432,-0.06369949306732538,-0.07356630153930699,,-0.05357803059533349,299
2022-10-31,0.051228406282769375,0.0319694986507934,0.023218917003995948,0.04625330911262161,0.057684828475783496,,0.04219221583578881,304
2022-11-30,0.026863829098906243,0.02673379307146747,0.02696095494827501,0.027433277766078148,0.058936586325109196,,0.033467376313183576,299
2022-12-30,-0.05774046042848324,-0.05545513532792947,-0.044077403275452676,-0.06465522261635695,-0.027390855906302254,,-0.04968465081310467,308
2023-01-31,0.01924961466129094,0.030263540639834666,0.04287354742334111,0.04953367230262541,0.05393399801729864,,0.03915413846525859,306
2023-02-28,0.04214600394049343,-0.01907071675576466,0.015951163788615337,0.027568483394218427,0.052665464164389955,,0.02391552798225257,290
2023-03-31,0.03382007193264001,0.005166790843202563,0.013656319361697585,0.008908248218495776,-0.0034952585488557345,,0.011732296485569284,247
2023-04-28,0.0016716053646025839,0.014619543780753084,0.016412574047639003,0.02818410539278979,0.011961958450864073,,0.014575940068514063,251
2023-05-31,0.024041230562172,0.018855328935186128,0.02210096464871873,0.04901801365423767,0.00048671393383843307,,0.02290206393355097,203
2023-09-29,-0.04833747985653793,-0.0440187186197584,-0.023082086649225318,-0.0050828812225664505,0.015576015630998292,,-0.020715090749478565,330
2023-10-31,-0.04423718966540233,-0.037996566160409355,-0.03934221210103861,-0.0443634166623149,-0.020621541644717037,,-0.0372671699229072,326
2023-11-30,0.06661571232281827,0.04374293198163685,0.056480460394190045,0.06094470896080271,0.043446130136916894,,0.05434278958207168,322
2023-12-29,0.011445782587423814,0.03067965617837127,0.015904893158821775,0.017008122658680826,-5.287320137653116e-05,,0.015112602982859814,326
2024-01-31,0.02436111328990297,0.028208204369399567,0.03936562739289836,0.07333896990317608,0.09694242323696008,,0.052519240892350876,323
2024-02-29,0.05564271377133608,0.03560132573982229,0.036624918783314336,0.018562044283554978,0.033471586939884355,,0.0361198245240841,327
2024-03-29,-9.096479087578637e-05,0.03215224846737182,0.03651389222220681,0.04341483060291607,0.02727770673721148,,0.027869673852288862,301
