date,ew_ret,ew_gap,ew_o2c,turnover_tril,n,tv_ratio,dd20,dd20_prev,prev_ret,fwd1,fwd2,fwd3,fwd5,fwd10,fwd20,nx_gap,nx_o2c
2016-05-11,0.28206279145039387,0.7961190076858216,-0.5088643770727344,2.697414502984,1315,,,,,0.06404164894726616,-0.8801643748224008,-1.9386142157480246,-1.5502971165842538,0.26840429569836566,1.510406526679331,-0.5903697031092848,0.6572144022677582
2016-05-12,0.06404164894726122,-0.5903697031092848,0.6572144022677582,2.664485492102,1342,,,,0.28206279145039387,-0.9436017256650664,-2.001374151686952,-0.6979815845023052,-1.157379434575112,-0.05899368740441835,1.120042395217058,0.19248834061550574,-1.1296406317860501
2016-05-13,-0.9436017256650717,0.19248834061550574,-1.1296406317860501,3.034462452482,1339,,,,0.06404164894726122,-1.067848664447102,0.24795989501105176,-0.6760833868772353,0.774015686475904,1.121016355130755,1.7529172548128802,-0.011915496163577455,-1.0500483283616786
2016-05-16,-1.0678486644471012,-0.011915496163577455,-1.0500483283616786,2.485581490978,1352,,,,-0.9436017256650717,1.3300110648511554,0.3959938930682805,0.861231175239352,2.3581408900324563,3.913907148179696,-0.682921600689923,0.30649879318596973,1.0237595998347169
2016-05-17,1.3300110648511472,0.30649879318596973,1.0237595998347169,2.375448211654,1356,,,,-1.0678486644471012,-0.9217576924817505,-0.4626269006442585,0.5247546104836465,0.2443991981561533,3.506046452040179,-4.716217850145177,-0.0053522223185712816,-0.9041636501969097
2016-05-18,-0.9217576924817513,-0.0053522223185712816,-0.9041636501969097,3.040366920167,1356,,,,1.3300110648511472,0.46340223760978905,1.4599696858526245,1.9544076619770978,1.8473406816029936,3.498326595248802,-3.043283604752134,0.7021631964290598,-0.23754572650120687
2016-05-19,0.4634022376097827,0.7021631964290598,-0.23754572650120687,2.417736127075,1357,,,,-0.9217576924817513,0.9919706341278589,1.4841279422738163,0.7103121940888357,1.1112470924864448,1.0243084865539487,-7.202461158969875,-0.1738158034188772,1.1677488243652305
2016-05-20,0.9919706341278622,-0.1738158034188772,1.1677488243652305,2.340794986288,1348,,,,0.4634022376097827,0.48732320505846527,-0.2788919141497148,0.3817968770834179,0.34433545819434475,0.8395479747362433,-7.521103693500075,0.018712615728081333,0.46541025374986517
2016-05-23,0.4873232050584687,0.018712615728081333,0.46541025374986517,2.234641713284,1339,,,,0.9919706341278622,-0.7624992832624522,-0.1050145676183667,-0.3674277518544211,1.519924301691522,-0.06591123777974772,-5.445767962736081,-0.21363846142404586,-0.5493893253120703
2016-05-24,-0.7624992832624551,-0.21363846142404586,-0.5493893253120703,2.06750031366,1337,,,,0.4873232050584687,0.6625365521052418,0.39810709515519793,0.6249703641555193,3.2536952487855375,1.2579569701131499,-4.052029001935842,1.2197394805585229,-0.5450665155243986
2016-05-25,0.6625365521052344,1.2197394805585229,-0.5450665155243986,2.244955066448,1334,,,,-0.7624992832624551,-0.262689046001896,-0.037318936355512644,1.6266470857136062,1.6210397862101544,1.2386775671807904,-5.939747365790515,0.5681879923221862,-0.826526267134846
2016-05-26,-0.26268904600190984,0.5681879923221862,-0.826526267134846,2.28086921918,1333,,,,0.6625365521052344,0.2259636915119323,1.894312282578925,2.84426493312655,-0.08598312100036587,1.1797320500593012,-5.008254974048221,0.10430336253084482,0.12096014414097175
2016-05-27,0.22596369151193793,0.10430336253084482,0.12096014414097175,1.991708252471,1334,,,,-0.26268904600190984,1.6645872283174379,2.612398170272079,1.6589778354482387,0.4935131756871547,0.6248957164976643,-12.01693432025528,0.5596935428530604,1.0998989911256176
2016-05-30,1.664587228317428,0.5596935428530604,1.0998989911256176,1.954963962398,1325,,,,0.22596369151193793,0.9322921262898021,-0.005517548462186106,-1.9434798265161368,-1.5620929097214131,-4.4236896436918745,-11.070045221265234,0.04984621708155971,0.8870798818028319
2016-05-31,0.9322921262898062,0.04984621708155971,0.8870798818028319,3.36649592795,1322,,,,1.664587228317428,-0.9291473075619616,-2.849209001622288,-2.064940526064807,-1.9328492543184472,-7.943752644436253,-11.292001840064403,-0.5207936024547947,-0.398697410843216
2016-06-01,-0.9291473075619745,-0.5207936024547947,-0.398697410843216,2.650170726266,1327,,,,0.9322921262898062,-1.938069211961957,-1.1464453849295841,-1.5566612507981192,-0.37626284855357683,-6.320498519346329,-8.812203100149086,-0.5740954489623054,-1.3729191978100144
2016-06-02,-1.9380692119619514,-0.5740954489623054,-1.3729191978100144,2.680456623506,1321,,,,-0.9291473075619745,0.8072692640974655,0.38894600391690126,0.9432344686922223,1.266804409027511,-8.143356553258451,-6.820317846688995,0.11731675511083584,0.6859874637961059
2016-06-03,0.8072692640974696,0.11731675511083584,0.6859874637961059,2.178409796567,1327,,,,-1.9380692119619514,-0.41497330820918776,0.13487638896212406,0.7791146604439803,0.13073733483754957,-8.291044373117318,-6.234940657088783,-1.4924154824922866,1.1019296417717408
2016-06-06,-0.4149733082092039,-1.4924154824922866,1.1019296417717408,2.213578681878,1327,,,,0.8072692640974696,0.5521409346739059,1.1990637632189438,0.8744572386250038,-2.907006882365004,-5.38340499382246,-4.952182723854137,0.34875893061113883,0.20529633585271112
2016-06-07,0.5521409346738995,0.34875893061113883,0.20529633585271112,2.193929139058,1325,,-1.9328492543184472,,-0.4149733082092039,0.64337051656147,0.3205464358640553,-0.004133479037315979,-6.129374968490653,-5.244018476114675,-6.049312498443394,0.21439290129768485,0.4268594645314439
2016-06-08,0.6433705165614706,0.21439290129768485,0.4268594645314439,2.291970936939,1320,0.933327505517095,-1.3019141199888562,-1.9328492543184472,0.5521409346738995,-0.32076040283675056,-0.6433647763140371,-4.0574195974689475,-5.966686093853735,-7.090595319370696,-8.12840160575583,-0.1947543448445194,-0.12617899880616346
