h,n,event_mean,event_med,win%,base_mean,excess,t,p
1,26,0.12944822997876554,-0.04360199134801346,50.0,0.03355353154955626,0.09589469842920928,0.3482036858768683,0.7306023018917652
2,26,0.6722280064858328,0.6500230010504482,65.38461538461539,0.06721995474572823,0.6050080517401046,1.689916804994603,0.10347783767625941
3,26,0.9435804922578901,0.17970030384111269,61.53846153846154,0.10164408311524617,0.8419364091426439,1.8270598840849261,0.07965375619619208
5,26,1.1386643552792288,1.827580492564329,65.38461538461539,0.17075668786082526,0.9679076674184035,1.1693483596175924,0.25329195506336766
10,26,1.3464123110591422,2.440387283626888,61.53846153846154,0.3375353734822364,1.0088769375769058,1.1016809852952283,0.2810942659340368
20,26,3.6047626395447625,2.5486377011090355,76.92307692307693,0.6693812590934,2.9353813804513624,2.9756954484894877,0.006400779939400006
