date,ew_ret,ew_gap,ew_o2c,dd20_prev,tv_ratio,prev_ret,fwd1,fwd2,fwd3,fwd5,fwd10,fwd20
2016-06-20,2.742377500312098,1.5113144481022143,1.2112838574632045,-10.184779763887619,0.9433264910558683,0.6451905590098616,0.7002715323986664,-0.6268956533065473,0.09358328398971771,-4.518686443014053,0.45575754437174876,2.788022316277039
2016-06-27,2.758719248565713,1.3874907083305923,1.3481417664651396,-14.256885865050982,1.0781843651890635,-7.1689066889246815,0.680379367043038,2.533241803434838,2.74238197419836,5.209861282874906,3.6627810337440003,6.21901426608098
2016-07-11,3.4127934932279818,2.1365400086137014,1.249963102325728,-6.729050818930837,1.0032954184217482,-1.576882940372224,2.053359581672365,2.8057215285232306,3.5032593896500597,3.848749015282893,2.4659122655650956,1.2758429125593773
2016-11-10,5.049326768562143,4.946644766132687,0.10201272141376691,-6.879906459827822,1.640904923314939,-4.404787459236921,-0.9731469863527131,0.6472791824607693,0.7555274722871763,2.7140575232520225,4.977058348233365,7.769407016197216
2018-02-19,3.050543099130049,1.15381041524366,1.8751461990652556,-9.966813399650732,0.7140871185411911,1.6227609236521665,0.22173358464361304,0.7937337001835854,0.09198398142522546,1.7128288945914116,-3.073299515064931,-0.9315882512757279
2018-10-31,2.7958726852209703,1.1938926193007768,1.5861510343133713,-12.937844312587776,1.1735418848297583,2.3905373951311786,-0.19798285453801467,1.5254969570737797,0.9810428737315524,1.5717870660464373,-0.42555699007382763,2.0337135381344407
2018-12-27,5.543824206456683,4.63024270091601,0.8950533965523294,-18.751340956350425,1.05141366279985,1.9592251760960087,-0.5089286445238761,-1.6386623946667234,1.5589498799757129,2.722185814027589,4.3606247508735985,5.594508164624101
2019-01-07,3.2508832763871216,3.0448104401513114,0.20211949379073074,-15.652259339629781,0.9389661320815604,-1.1355126995329747,0.8660288860780518,1.1453800333959707,0.26581732369250766,1.9423320905372465,3.2314482918288645,5.880650775189311
2020-03-02,3.3458200154782416,-0.8138568882578273,4.193916596491871,-16.542291360624517,1.4430111926999931,-5.2437935658363655,-1.7177596107937454,-1.4123060787049058,-1.2429109801930793,-11.920266763844968,-22.838154611713314,-11.676357350905665
2020-03-17,3.770998770840586,-2.9070607723760005,6.898808145192557,-31.35250290649979,1.5099352284063892,-0.6254004028528194,-1.1122878680235648,-2.5613972164960197,-0.4280174367036982,11.362008747214869,6.186409550504135,13.32245909510843
2020-03-24,4.995309917817357,3.0384056012318026,1.8803420294749145,-28.152592680671706,1.0410537194223723,2.189460561675353,6.519716509041595,4.455704912870129,8.115375395715297,5.509439375815339,4.424800374183047,8.910346411747216
2020-03-25,6.519716509041607,6.005825048347791,0.5210610217457713,-21.610428665747673,1.0559086352099092,4.995309917817357,-1.937680331693592,1.4979939291692057,-0.03293920698008712,-4.6475447551049704,-0.24583867833036788,0.7975795750602366
2020-03-27,3.5035620944761248,2.9209945459971753,0.5751250268057264,-14.37148709602204,1.0405679212274246,-1.9376803316935873,-1.5083383196890177,-2.41032879029639,-6.054837584832329,-9.727339458536955,0.08455857808102873,1.1739680989294898
2020-04-06,3.6908325939952844,-0.23350549692780176,3.9437271346778484,-14.153910946218229,0.7795605771734798,-2.002601760724371,3.1857176760241135,4.997016568511281,5.96514269142534,5.6720014633967475,10.082095751305143,13.949023075266176
2020-04-07,3.185717676024119,2.669103224355937,0.5069456081231278,-6.395526679805929,0.827086226924393,3.6908325939952844,1.75537752053454,2.693614075668771,3.6217410347943124,4.490435350501976,4.295479638449118,13.068707277095637
2020-06-16,4.704855168084305,2.8754808085612864,1.7726604575617115,-7.24086072655602,1.0655206109336604,-3.226562117165497,0.2021718493246505,0.3244430881813365,0.8873631963915329,1.6092129244044795,-1.1978247744869441,-2.324154729083361
2020-07-13,2.5108390495691983,1.4047082796601498,1.0887438585190778,-5.426764585514732,0.9352732982584779,-1.6547852801963938,-0.8446719038409878,0.6527668196401271,-0.08716754621337364,-0.6233320548991172,-2.1847422346204626,2.309253085941032
2021-12-07,2.8039730732942076,1.1177044212462799,1.668489025204705,-7.067400463598162,1.0520623945630265,-0.7279776076577138,0.7915723420580223,0.33652172636478017,-1.004230111004234,-2.2011459702471092,-3.6187789166045814,-3.990415348172216
2022-02-02,2.7130693441290332,0.7682517974374807,1.9251205289446933,-9.282062894789867,1.0463758231568359,0.25799965176441114,-1.1883151891118104,-0.5117619772556758,-1.3019229273407373,-0.10040593729471192,-1.5464491757484877,-4.032961335306906
2022-03-10,3.8415967289692943,2.7727379714990485,1.050245470542848,-9.362840504824288,1.0586939774905644,-0.19949074865687763,-1.4807297782648887,-0.8362821038280899,0.029955755964250486,3.408905962252473,7.17053454747798,4.625528144638014
2022-10-04,2.7842397106884422,1.708687834458915,1.0614913711782374,-6.185800725260549,1.1646405856584918,0.3399686399312362,0.11077887184198776,0.7570970114143982,-0.005080428688031269,-1.8663167386364976,-0.31138957063243655,0.5736869223303298
2024-08-06,8.69411367780768,6.655421568619068,1.925345814517352,-21.471609869548836,1.6264914365070822,-11.76349206708661,1.6553140457133741,1.39649785097673,2.475406178954498,6.102030427947702,9.551650147267242,9.415088155013374
2025-04-08,6.826761838010285,4.620413098562249,2.109331617925828,-17.66842063928703,1.1252432630463975,-7.721704342570278,-2.7540817094279135,3.4260160715621657,3.007210967377527,4.420880777647529,6.464742824451908,10.871437612300205
2025-04-10,6.355123062876405,7.290990675871263,-0.8165748010657294,-14.47011415600511,1.1473023303840293,-2.754081709427914,-0.40493206650720204,0.6277905667587458,0.9619095309607584,1.3066586875083885,3.669978565051646,8.409066686371403
2026-03-05,3.1057087831063632,3.1073349928877345,-0.0013995154552917716,-7.543862381239785,1.0571924236190375,-3.722299826109938,0.44285130814747387,-2.724727873368027,-0.354243141446009,-1.5316435319681965,-3.049939958263548,-3.0172009247732667
2026-04-01,3.6852248826095613,2.533109882882178,1.12164349930656,-6.761172198765786,0.9255244385272557,-0.811878190332679,-1.190763832306263,-0.41602556963581394,-0.01220876842711327,3.1385794875045114,2.4148623016886805,0.7092034388169521
