code,date,upper_limit,adv20,ret,nx_gap,nx_o2c,d1,d2,d3,d5,d10,mkt_ret,broad_rally
60720,2026-04-23,False,2843709240.0,10.88082901554404,-4.672897196261682,-1.4705882352941178,-6.074766355140187,-13.39563862928349,-11.370716510903426,-18.925233644859812,-22.274143302180686,-0.8869559795898043,False
60720,2026-05-15,True,1560605765.0,15.82278481012658,-2.09471766848816,0.93023255813953,-1.1839708561020037,3.91621129326047,9.2896174863388,8.56102003642987,30.96539162112933,-0.198577671625978,False
60720,2026-05-25,False,1346569475.0,9.64765100671141,-0.1530221882172915,1.45593869731801,1.30068859984698,9.64039785768936,17.90359602142311,23.94797245600612,5.58530986993114,0.6261374048731593,False
60720,2026-05-27,False,1395138580.0,8.23262839879154,0.48848569434752,7.01388888888889,7.53663642707606,0.34891835310537,13.04954640614096,30.77459874389393,4.675505931612,-0.5607307289553304,False
60720,2026-06-01,False,1635900820.0,12.65646731571627,-0.9876543209876543,-0.24937655860349128,-1.2345679012345678,15.67901234567901,-9.012345679012345,-14.814814814814815,-39.382716049382715,-1.0275327456851115,False
60720,2026-06-03,False,1929853115.0,17.125,-5.176093916755603,-17.051209904333145,-21.34471718249733,-17.235859124866597,-26.360725720384206,-19.957310565635005,-42.902881536819635,0.6332904086513749,False
60720,2026-06-17,True,4130816265.0,16.30434782608696,1.58878504672897,-0.27598896044158233,1.30841121495327,6.07476635514019,18.97196261682243,4.20560747663551,-2.803738317757009,0.8147228075446391,False
60720,2026-06-22,False,4152807355.0,12.15859030837004,-5.734485467399843,0.66666666666667,-5.106048703849175,-12.411626080125687,-7.462686567164179,-19.795758051846033,-20.816967792615866,0.9216579489658192,False
60770,2018-03-14,False,835520610.0,8.75647668393782,-0.9051929490233445,-3.75,-4.621248213434969,-9.242496426869938,-10.95759885659838,-11.624583134826107,-7.479752262982372,0.0168491463413087,False
60790,2016-08-24,True,1209863135.0,14.72754050073638,5.77663671373556,-8.980582524271844,-3.7227214377406934,10.26957637997433,10.39794608472401,11.16816431322208,22.0795892169448,0.5482224313834098,False
60790,2016-08-26,False,1478890055.0,14.53333333333333,-1.7462165308498254,1.8957345971564,0.11641443538999,0.69848661233993,0.81490104772992,8.9639115250291,10.12805587892899,-1.032654211284904,False
60790,2016-09-01,False,2247653785.0,8.54503464203233,-0.5319148936170213,0.10695187165775,-0.425531914893617,-4.361702127659575,-3.5106382978723403,-1.0638297872340425,11.06382978723404,0.5057861662408707,False
60790,2016-09-23,False,2749569950.0,17.72605192479857,-3.574144486692015,-19.952681388012618,-22.813688212927758,-28.06083650190114,-33.07984790874525,-29.809885931558934,-37.946768060836504,0.7941807452144258,False
60790,2016-09-29,False,3794343595.0,10.79545454545455,1.53846153846154,-6.767676767676767,-5.333333333333333,-9.025641025641026,-8.512820512820513,-13.846153846153847,-19.487179487179485,0.683342979738448,False
60800,2016-11-21,False,521633660.0,12.3213070115725,-1.5151515151515151,-1.3846153846153846,-2.878787878787879,-5.909090909090909,-8.333333333333334,-8.181818181818182,-16.939393939393938,0.7087698802529916,False
60800,2017-03-24,False,1036420225.0,8.29875518672199,-2.2988505747126435,0.19607843137255,-2.10727969348659,3.25670498084291,4.02298850574713,4.98084291187739,4.59770114942529,0.8305457470189496,False
60800,2017-05-11,False,1297188775.0,9.21305182341651,-1.5817223198594024,-0.5357142857142857,-2.10896309314587,1.23022847100176,-1.40597539543058,-5.62390158172232,-0.70298769771529,-0.0035477532608424,False
60800,2018-01-17,False,778309300.0,13.74233128834356,-2.8047464940668823,-1.997780244173141,-4.746494066882416,-4.854368932038835,-4.099244875943905,0.64724919093851,-7.982740021574973,-0.6176169833760606,False
60800,2018-05-01,False,770727200.0,10.49304677623262,-1.7162471395881007,0.11641443538999,-1.6018306636155606,2.63157894736842,4.46224256292906,2.63157894736842,6.97940503432494,-0.2177983714850018,False
60800,2018-12-27,False,651739700.0,16.74347158218126,-0.6578947368421053,0.66225165562914,0.0,1.71052631578947,3.42105263157895,1.18421052631579,9.07894736842105,5.543824206456683,True
60800,2019-01-24,False,663639175.0,8.8681446907818,1.5005359056806,4.11826821541711,5.68060021436227,0.7502679528403,5.35905680600214,7.39549839228296,21.97213290460879,0.8063403590516353,False
60800,2019-05-07,True,624563875.0,14.92063492063492,-0.5524861878453039,2.22222222222222,1.65745856353591,1.65745856353591,2.02578268876611,-0.5524861878453039,6.26151012891344,-0.6939889325362583,False
60800,2019-07-31,False,1049346150.0,12.88343558282209,-1.2228260869565217,0.55020632737276,-0.6793478260869565,-1.766304347826087,-1.358695652173913,-4.211956521739131,-14.673913043478262,-0.4183207509623634,False
60800,2019-11-01,False,1299339750.0,9.95850622406639,3.64779874213836,3.15533980582524,6.91823899371069,2.89308176100629,3.0188679245283,0.62893081761006,4.52830188679245,-0.2225416111202086,False
60800,2020-03-24,True,1096286280.0,20.84418968212611,17.2488141440276,-3.346818683339463,13.32470892626132,0.99180681328159,6.94264769297111,10.95299698145752,5.77835273824925,4.995309917817357,True
