date,ret,gap,o2c,trade_date,sox
2016-05-11,1.503996228067324,2.1964164943379645,-0.6534294546700176,2016-05-10,1.21909070914632
2016-05-12,0.3632550399938901,-1.725744857146957,2.1198901278275937,2016-05-11,-0.31196647524445176
2016-05-13,-1.5515524922148136,1.512231592125229,-2.9746938336019535,2016-05-12,-1.7935823381961424
2016-05-16,0.3792088002921531,-0.3415829148195449,0.7135663127161007,2016-05-13,0.3947556161516985
2016-05-17,1.360352975182413,0.7441720280371277,0.6080448858370091,2016-05-16,1.590184126583094
2016-05-18,1.3538324904131913,0.34138909057877803,1.0165241184204838,2016-05-17,-0.6901590163679638
2016-05-19,1.4017148941057054,0.8657578317603414,0.5403211031597284,2016-05-18,1.6372145439747188
2016-05-20,1.6206198134386036,-0.2947943833588015,1.923630002512154,2016-05-19,-0.7099407099407151
2016-05-23,1.328904596533015,0.06806017896270097,1.2569062327537193,2016-05-20,3.1547600583180957
2016-05-24,-1.3141029993086106,-0.4003421432442435,-0.9250533042628878,2016-05-23,0.6585673903891198
2016-05-25,2.3272936154743493,2.5263162769630907,-0.1976424656525329,2016-05-24,2.416873300869349
2016-05-26,-1.1683907641560476,0.33790152631413245,-1.495402628005279,2016-05-25,0.5586021819030451
2016-05-27,0.7302357897209608,0.8247086072575825,-0.08815608671986888,2016-05-26,0.3060321696375601
2016-05-30,2.4020066816369217,0.8631611941792946,1.5244857298196839,2016-05-27,0.597183261517098
2016-05-31,0.838513616373128,0.05188372085770735,0.7872038767876154,2016-05-27,0.597183261517098
2016-06-01,-1.379139731629947,-1.064289476178048,-0.31523851929078267,2016-05-31,0.524643888976728
2016-06-02,-3.1222968841015493,-0.9232888723551634,-2.2211203887723387,2016-06-01,0.5619423472889462
2016-06-03,-0.20216192613760114,-0.169709241420407,-0.034478601522565856,2016-06-02,0.019906439733241577
2016-06-06,-1.1059069200813023,-2.508868079716528,1.4394247619305711,2016-06-03,0.3084884068066618
2016-06-07,2.0336332069224285,0.4443477586918847,1.5764519649599178,2016-06-06,-0.26927437641722785
2016-06-08,2.4365042863557145,0.24241316699360377,2.198512829838561,2016-06-07,0.9734261759272389
2016-06-09,-1.4647328314119508,-0.526267783999105,-0.9454431345891964,2016-06-08,-0.05066497783405843
2016-06-10,-0.43609301792931204,-0.18781221032590828,-0.25254137493915524,2016-06-09,0.10278939438741475
2016-06-13,-4.341197968226571,-2.0531408854793245,-2.3349681232567896,2016-06-10,-1.6710741011646824
2016-06-14,-1.4581898907465727,-0.7896052741712609,-0.6739510176209148,2016-06-13,-0.517853055619133
2016-06-15,1.4417043812375332,-0.5757625731671296,2.0359841691965754,2016-06-14,0.007189899629000962
2016-06-16,-3.969198064766739,-0.06739942736012036,-3.8987606540400965,2016-06-15,-0.08771046917911418
2016-06-17,1.5047378009145052,1.4243505346891872,0.07955149083476701,2016-06-16,-0.011513110554650652
2016-06-20,3.4120952206483017,2.19130828717713,1.1890052229786483,2016-06-17,-0.818964276461609
2016-06-21,0.6744966535963437,-1.2104061298428397,1.9122567088751432,2016-06-20,1.1595002104224372
2016-06-22,-0.6914544865930496,-0.6365012779157139,-0.05469734210143169,2016-06-21,0.3328168933264486
2016-06-23,1.3414894316467865,-0.2789845732056715,1.6195882853800143,2016-06-22,0.0
2016-06-24,-8.632227360446555,0.6726722088091154,-9.228268313585605,2016-06-23,2.469259365170151
2016-06-27,0.12934502434103848,0.8196369171896344,-0.711540131279235,2016-06-24,-5.758577867079683
2016-06-28,0.7269496258331963,-1.5373198456976438,2.2945634707110774,2016-06-27,-4.0094758661533785
2016-06-29,2.9243016126600074,1.0924386222286797,1.814522034185844,2016-06-28,2.6884871668311883
2016-06-30,0.534363738206093,1.5583481970738018,-1.0108673290422423,2016-06-29,2.0458129928651925
2016-07-01,0.8731458704549893,1.2642766400374874,-0.3827300779443974,2016-06-30,1.8105009052504561
2016-07-04,-0.4967923139121582,-0.7628621926536167,0.28057540853189883,2016-07-01,-0.9628869258461403
2016-07-05,-0.25890924323843545,-0.2320625487658405,-0.04009528474634776,2016-07-01,-0.9628869258461403
2016-07-06,-2.770497024460316,-2.3526386341420036,-0.44078902930008157,2016-07-05,-1.8247908789652656
2016-07-07,-0.9260974886363523,0.3368713508909957,-1.253097585423082,2016-07-06,0.1546445406016117
2016-07-08,-0.268138120261214,0.21324474713126768,-0.48152494653355216,2016-07-07,1.227822730309569
2016-07-11,4.3445632523521,2.796258165751881,1.5059357523488508,2016-07-08,2.823325804464516
2016-07-12,5.234338434037342,4.317021085641914,0.8881635345293099,2016-07-11,1.1168642218323255
2016-07-13,2.758650170772147,4.162039900504226,-1.335827712919828,2016-07-12,1.3344618422908683
2016-07-14,1.1840827851969764,-0.6600514585233931,1.8982979678482121,2016-07-13,0.07517122334204096
2016-07-15,-0.7486259501029792,-0.013491806286015822,-0.7303811516547604,2016-07-14,0.7414104882459416
2016-07-19,2.467748943801126,0.5442186449133706,1.905607016366481,2016-07-18,1.5062738378199159
2016-07-20,0.5061662303277414,-0.6296801928331671,1.144067835101722,2016-07-19,-0.37574536444577866
2016-07-21,1.7687370987056008,1.289275839018022,0.47180414506057344,2016-07-20,1.6343709858154032
2016-07-22,-1.3376666507452695,-1.560488459614133,0.2266144597015872,2016-07-21,-0.7314384058945356
2016-07-25,0.18482741635535718,0.3671161805946462,-0.1782033793256895,2016-07-22,0.551266422863339
2016-07-26,-2.2942933227183713,-0.911584072751695,-1.3965118065073108,2016-07-25,0.548244137020637
2016-07-27,3.0985301753477863,0.9568315832791885,2.1229564438549526,2016-07-26,3.815443974063548
2016-07-28,0.3778911700727435,0.6305133328429408,-0.23922928341180524,2016-07-27,0.0012904557889825696
2016-07-29,0.7224866421773959,-0.3253845330296105,1.0588582468216716,2016-07-28,-0.5690836591692117
2016-08-01,-2.024199723538869,-1.7409657479199003,-0.2692197888935675,2016-07-29,-0.4853864922390039
2016-08-02,-0.46148600881329765,-1.2083437882031618,0.7571814475537159,2016-08-01,0.16171522470591615
2016-08-03,-2.628895940384831,-2.2588059923784005,-0.38217852723864104,2016-08-02,-1.6002187443035276
2016-08-04,3.058393918767498,1.4023418821183744,1.7148688478896266,2016-08-03,0.10585791221731089
2016-08-05,-0.09185041752679632,0.7962795281908646,-0.8838858311683776,2016-08-04,0.930564551306623
2016-08-08,3.952630534085243,2.20822466203619,1.6914363231318752,2016-08-05,1.3371400133582956
2016-08-09,-0.19825926077741365,-0.6674311319512313,0.4567674075992035,2016-08-08,-0.1731758380935089
2016-08-10,-0.39277209840248606,0.04349473956692889,-0.4339457986856715,2016-08-09,0.8207757236808
2016-08-12,1.0591128698163685,0.5937266758288307,0.47032090825420925,2016-08-11,0.4451230558215391
2016-08-15,0.01832691708475854,-0.30244324404831113,0.32016502061217306,2016-08-12,0.46118568520856495
2016-08-16,-1.559487874812816,-0.2185051017311404,-1.3449010962574022,2016-08-15,1.3592531801395191
2016-08-17,-0.5008816870795328,-0.7688751416903657,0.2750453728112392,2016-08-16,-0.7375638884671853
2016-08-18,-0.25159922744769003,-0.9251892390632799,0.6823675120205673,2016-08-17,0.0
