group,n,tv_ratio,fwd1,fwd2,fwd3,fwd5,fwd10,fwd20,win%_fwd5
高出来高(比≥1.05),13,1.2420439120991784,-0.5759312125793161,0.40008793758730204,0.7521235966042116,1.3645870468918595,1.0472654179407568,3.6168667697286407,69.23076923076923
低出来高(比<1.05),13,0.946045632473345,0.8348276725368474,0.9443680753843634,1.1350373879115683,0.9127416636665976,1.6455592041775282,3.592658509360883,61.53846153846154
