label,N,mean_raw,mean_net,std,t_stat,p_val,win_rate,sharpe
2026-01,2660,6.15,2.15,130.51,2.43,0.0151,48.2,2.03
2026-02,2614,19.68,15.68,111.13,9.05,0.0,52.3,17.35
2026-03,2520,2.0,-2.0,131.58,0.76,0.4445,45.2,-1.86
2026-04,3568,38.1,34.1,174.74,13.02,0.0,55.1,23.99
