label,n,mean_bps,se,t,wr,slot,sector,cond
前場前半|非鉄|木,787,-4.257641779269893,3.925318856359926,-1.0846613829527572,45.61626429479034,前場前半,非鉄,曜日_木
前場前半|非鉄|金,794,-6.477549534289488,3.6897386285315603,-1.7555578284599034,48.2367758186398,前場前半,非鉄,曜日_金
前場前半|半導体|全日,1605,1.8724728931164767,2.766668296321523,0.6767970325918936,45.91900311526479,前場前半,半導体,全日
前場前半|半導体|LME+1%,302,6.32631059104196,6.3189383374694845,1.0011666918046596,45.36423841059602,前場前半,半導体,LME+1%
前場前半|半導体|LME-1%,290,-4.089681455298732,6.572890584564872,-0.622204401957114,44.13793103448276,前場前半,半導体,LME-1%
前場前半|半導体|月,294,11.882023703154271,7.194794235208349,1.651475124195847,49.65986394557823,前場前半,半導体,曜日_月
前場前半|半導体|火,320,-0.9630244861320818,6.261577684806903,-0.1537990159363135,46.5625,前場前半,半導体,曜日_火
前場前半|半導体|水,326,7.481477453127944,6.438723587655833,1.1619504007706207,46.012269938650306,前場前半,半導体,曜日_水
前場前半|半導体|木,331,2.3965484054214286,5.796125803701686,0.41347418717013995,47.129909365558916,前場前半,半導体,曜日_木
前場前半|半導体|金,334,-10.215710513854331,5.2719017316600425,-1.9377657311980203,40.7185628742515,前場前半,半導体,曜日_金
前場前半|ALL|全日,5399,0.8158717950973795,1.5277051227069243,0.5340505723066145,48.13854417484719,前場前半,ALL,全日
前場前半|ALL|LME+1%,1007,5.440457844927903,3.321420091185398,1.6379914902562749,49.15590863952334,前場前半,ALL,LME+1%
前場前半|ALL|LME-1%,989,-8.559751709294629,3.4213405959056398,-2.501870675938604,43.78159757330637,前場前半,ALL,LME-1%
前場前半|ALL|月,969,8.336256289544565,3.865608394580013,2.156518570591079,51.496388028895765,前場前半,ALL,曜日_月
前場前半|ALL|火,1085,0.024096432462285062,3.4359375723300993,0.0070130588682215025,46.72811059907834,前場前半,ALL,曜日_火
前場前半|ALL|水,1099,6.745808050850411,3.5321177726487107,1.9098479963174546,50.864422202001826,前場前半,ALL,曜日_水
前場前半|ALL|木,1118,-2.2875729499918713,3.2525348805913548,-0.703320036210022,46.06440071556351,前場前半,ALL,曜日_木
前場前半|ALL|金,1128,-7.584416349160639,3.029383655070939,-2.503616977158027,46.01063829787234,前場前半,ALL,曜日_金
前場後半|非鉄|全日,3791,-1.4853299170819014,1.523821509428749,-0.9747400912057755,49.406489053020316,前場後半,非鉄,全日
前場後半|非鉄|LME+1%,704,-0.18893362044454357,3.502508634942958,-0.053942371065023954,49.14772727272727,前場後半,非鉄,LME+1%
