date,drop_pct,retrace,vwap_above,vwap_dev,upvol,low_minute,pm_ret,continued
2024-05-24,-1.9098922624877557,0.41025641025641024,True,0.3725549192635347,0.37558993721016126,17.0,-0.04952947003467045,False
2024-05-30,-2.360834990059646,0.37894736842105264,True,0.3616366342640953,0.2846448930934878,57.0,0.15132408575031508,True
2024-06-05,-1.2577065351418004,0.37254901960784315,True,0.18761987805462343,0.38941265234266137,99.0,-0.12428535918468375,False
2024-07-31,-1.4364919354838745,0.7192982456140351,True,0.6332536654641396,0.3011985199485199,4.0,1.9736842105263053,True
2024-08-05,-7.476383265856946,0.37545126353790614,True,1.0635527019035473,0.2820855406951595,10.0,-7.0498301245753066,False
2024-08-07,-2.351941059790308,2.5421686746987953,True,2.3313697565379154,0.5579527675198998,3.0,-1.0391030899644549,False
2024-08-08,-2.680298424979277,1.0,True,1.5561911825213048,0.47066012147280617,44.0,-0.8565902182923413,False
2024-08-19,-1.0960999235279156,0.9069767441860465,True,0.33824246539966296,0.4948464707248939,5.0,-1.7606532278642506,False
2024-08-21,-1.4267515923566898,0.4642857142857143,True,0.18161893144350572,0.36823811366816517,0.0,0.4364569961489151,True
2024-08-29,-1.062215477996964,0.5714285714285714,True,0.1280908165907091,0.48175911609888294,3.0,0.40650406504065817,True
2024-09-05,-1.8343815513626849,0.8714285714285714,True,0.5208829037161911,0.5569460368045704,5.0,-0.7354872603099527,False
2024-11-07,-1.172161172161168,0.6666666666666666,False,-0.33153860696428783,0.2647454200798402,69.0,0.04903162539837691,True
2024-11-18,-1.395812562313059,0.35714285714285715,False,-0.0422040836112858,0.40750409338513827,1.0,-0.17605633802817433,False
2024-11-29,-1.0047726701833737,0.575,True,0.31009482190826887,0.23624959941399992,51.0,-0.025227043390518844,False
2024-12-19,-1.9462921901946317,0.45569620253164556,True,0.27726215692094325,0.4161077158388897,3.0,0.22410358565736477,True
2025-01-10,-1.1661807580174877,0.5208333333333334,True,0.18892662138170202,0.42796775090353073,62.0,-0.4397752259955978,False
2025-01-28,-1.7279143343879255,0.6338028169014085,True,0.527064923604148,0.3409255162241888,31.0,-0.6857702669605725,False
2025-02-25,-1.8118639861007702,0.3698630136986301,True,0.2877412934094492,0.2847057151715585,1.0,-0.17574692442882123,False
2025-03-11,-2.857142857142858,0.37272727272727274,True,0.5189674990516702,0.44437498803130737,72.0,1.137265273737098,True
2025-04-03,-4.784816893878641,0.4022346368715084,True,0.6438020336374972,0.45301409512596275,2.0,0.2476609796367546,True
2025-04-09,-3.8784370477568775,0.3582089552238806,True,0.576397790571459,0.4075943494933655,24.0,0.17809439002671734,True
2025-06-23,-1.0432190760059634,0.40476190476190477,True,0.09179227567714943,0.3107868614613273,34.0,0.4248937765558569,True
2025-08-01,-1.2747875354107596,0.6666666666666666,True,0.4961602015099764,0.4202392821535394,27.0,-0.21337126600284861,False
2025-08-26,-1.5419501133786873,0.38235294117647056,False,-0.044844093583029654,0.3704477889260498,47.0,0.09157509157509125,True
2025-10-14,-1.644934804413245,0.4146341463414634,False,-0.003474810499060066,0.41146067415730336,0.0,-1.5596516102896474,False
2025-10-22,-1.31012905748924,0.7014925373134329,True,0.34643537985070694,0.4024193913641398,62.0,0.41224970553592755,True
