code,date,close_jump,overnight,next_intraday,period
13060,2024-11-05,-0.00786275911365264,0.010987031700288252,0.014608943523962248,IS
13060,2024-11-06,0.0010546669010371712,0.010711150131694547,-0.0024322446143154597,IS
13060,2024-11-07,-0.001738525730180851,0.010275165447579226,-0.011894500948112396,IS
13060,2024-11-08,-0.0017415534656913811,0.002267969295185024,-0.00017406440382938815,IS
13060,2024-11-11,0.0006968641114981633,0.004874651810584885,-0.005890505890505882,IS
13060,2024-11-12,-0.0019133762393459541,0.0008713837574068073,-0.011666376458297045,IS
13060,2024-11-13,-0.0001761493746696985,0.003171247357293794,-0.005093080435546238,IS
13060,2024-11-14,-0.0010580144595309093,0.006707855251544492,-0.003331579870243684,IS
13060,2024-11-15,-0.0014054813773717312,-0.007741027445460902,0.0010638297872340718,IS
13060,2024-11-18,-0.0003541076487252326,0.0031880977683316214,0.003531073446327637,IS
13060,2024-11-19,0.0005280760429502429,0.0,-0.0038705137227305064,IS
13060,2024-11-20,0.0010608203677511252,-0.0014129282938890597,-0.0056597099398655315,IS
13060,2024-11-21,0.0,0.002312344361437235,0.00248447204968949,IS
13060,2024-11-22,-0.0035279590756747137,0.0097362365020357,-0.003155680224403934,IS
13060,2024-11-25,-0.0019308407934000016,-0.003693281744635901,-0.003353927625772246,IS
13060,2024-11-26,0.002307828865613315,-0.0038965639390718954,-0.005156472261735434,IS
13060,2024-11-27,-0.00017869907076484282,-0.0051831992850759345,0.012935680919870629,IS
13060,2024-11-28,0.0010653409090908283,-0.0017736786094360024,-0.0033759772565742363,IS
13060,2024-11-29,-0.0028444444444444272,0.003387413086111568,0.011016346837242397,IS
13060,2024-12-02,0.001055594651653724,0.004393673110720586,0.007524059492563406,IS
13060,2024-12-03,-0.0015606034333275343,0.003820771101076703,-0.007785467128027634,IS
13060,2024-12-04,-0.0022616562282532504,0.009067131647776838,-0.00829445308449972,IS
13060,2024-12-05,0.00034861425832311,0.002090956612650352,-0.006085898104677412,IS
13060,2024-12-06,-0.0005245672320335348,0.004723582925122427,-0.0015671251958906396,IS
13060,2024-12-09,0.0008727526618956816,0.008196721311475308,-0.006746237675142708,IS
13060,2024-12-10,-0.0010438413361169019,0.0027864855451062986,0.0019103855505384626,IS
13060,2024-12-11,0.0003468007629616743,0.006933610677760438,0.0005164400068857766,IS
13060,2024-12-12,-0.0012029558343358282,-0.005161734342739144,-0.003631961259079941,IS
13060,2024-12-13,0.0005210142410558838,-0.00017358097552511165,-0.003993055555555514,IS
13060,2024-12-16,-0.00034849276877502167,0.001394457033292662,-0.0062663185378589725,IS
13060,2024-12-17,-0.0024462694391054196,0.00017516202487311006,-0.0008756567425569628,IS
13060,2024-12-18,-0.0015750787539376976,-0.01682734443470635,0.014262791941522579,IS
13060,2024-12-19,0.0005276116778052398,0.004042889787308823,-0.008928571428571397,IS
13060,2024-12-20,-0.0022911526260134263,0.006006006006006093,0.0042142230026338545,IS
13060,2024-12-23,-0.001048034934497788,0.0027976919041790005,-0.0020924149956408344,IS
13060,2024-12-24,0.0003495892326517147,0.0008736676568232848,-0.0008729050279329131,IS
13060,2024-12-25,0.0005244755244755428,0.0020968023763761057,0.011857018308631284,IS
13060,2024-12-26,0.0008623663332183451,0.004825090470446325,0.009432344366318013,IS
13060,2024-12-27,0.0017018379850237686,0.0008494733265376198,-0.008996774741130587,IS
13060,2024-12-30,0.0,0.0027406646111682864,-0.012640929279125412,IS
13060,2025-01-06,-0.00017298045320879307,0.006401384083045025,0.006532576929688894,IS
13060,2025-01-07,0.0001708233686368299,-0.005807002561912911,-0.0010307507301150487,IS
13060,2025-01-08,-0.0013738622703074466,-0.0036113499570077368,-0.008802209181912324,IS
13060,2025-01-09,-0.0010436597669160053,-0.004875500609437533,-0.0034995625546806464,IS
13060,2025-01-10,-0.001577840112201967,-0.001229148375768263,-0.009845288326300938,IS
13060,2025-01-14,-0.0008869966294128284,0.007102272727272707,-0.0035260930888575404,IS
13060,2025-01-15,0.0010626992561104665,0.005307855626327074,-0.006511791622668128,IS
13060,2025-01-16,-0.001415177781708854,-0.0031886625332152585,-0.0014217167229430006,IS
13060,2025-01-17,-0.0014217167229430006,0.008186510055169904,0.004236540158870206,IS
13060,2025-01-20,0.0,0.007206890490420115,-0.006282722513089034,IS
13060,2025-01-21,0.0,0.007727432384966537,0.0017427675148136146,IS
13060,2025-01-22,0.0008706251088281824,0.002957550452331148,0.0020815264527320743,IS
13060,2025-01-23,0.00034632034632031683,0.0019041024753332358,-0.0029371112646855435,IS
13060,2025-01-24,0.00017331022530320261,0.007277768151100261,-0.0041286771030448755,IS
13060,2025-01-27,0.00017277125086390122,-0.005182242183451424,0.004341031429067499,IS
13060,2025-01-28,-0.0015535991714137332,0.005359612724757934,0.002407566638005232,IS
13060,2025-01-29,-0.0003429943405933722,-0.0036026762738033957,0.005509641873278293,IS
13060,2025-01-30,0.00034258307639611907,0.00068493150684934,-0.02344284736481861,IS
13060,2025-02-03,0.000175254118471857,0.015069213246889701,-0.008113240117383014,IS
13060,2025-02-04,0.0,0.0038287504350853485,-0.0010402219140083213,IS
13060,2025-02-05,0.0013903371567605127,0.0020826102047899475,0.001212331139591294,IS
13060,2025-02-06,0.0001730103806227845,-0.0038055699705933366,-0.0022573363431150906,IS
13060,2025-02-07,-0.0010431154381085328,-0.0006961364427428007,-0.0003483106931382318,IS
13060,2025-02-10,0.00017424638438745532,-0.00017421602787459634,0.0,IS
13060,2025-02-12,0.0012212142358687395,0.005401637916013335,0.006412478336221827,IS
13060,2025-02-13,-0.0003442933379239621,0.003616325124849329,-0.006348661633493458,IS
13060,2025-02-14,0.00017271157167519924,-0.0013814539803143067,0.004495936365208397,IS
13060,2025-02-17,0.0012064805239573317,0.0008607333448098498,0.0017199862401100496,IS
13060,2025-02-18,-0.000857780065191327,-0.0018887362637363125,-0.0006881128505075162,IS
13060,2025-02-19,0.0006890611541774394,-0.0051644000688586544,-0.0070946530541615704,IS
13060,2025-02-20,-0.00034843205574908165,-0.003485535029627007,0.004721930745015701,IS
13060,2025-02-21,0.00017409470752083323,-0.01201044386422978,0.008104298801973275,IS
13060,2025-02-25,-0.0006985679357317531,-0.0036700454386577874,0.0014032625855113778,IS
13060,2025-02-26,0.00035044681969509384,0.00017516202487311006,0.006830122591944043,IS
13060,2025-02-27,0.0003480076561683809,-0.010784484258131832,-0.010550378055213638,IS
13060,2025-02-28,-0.0015968772178850399,0.013150879687222394,0.005613050342045289,IS
13060,2025-03-03,0.0010476689366161196,-0.006802721088435382,-0.0005268703898840821,IS
13060,2025-03-04,-0.00035130862462673385,0.00035143208574939244,0.002283506060073881,IS
13060,2025-03-05,-0.0003503854239663706,0.005608131791096982,0.00679679330777283,IS
13060,2025-03-06,0.0005195704883962371,-0.016790721827938393,0.0015845070422535468,IS
13060,2025-03-07,0.0010557803976771751,0.0008788890841975316,-0.0033368458025991865,IS
