sym,name,sector,pattern,condition,gross_n,gross_mean,gross_med,gross_std,gross_wr,gross_sharpe,net_mean,net_wr,net_sharpe
5711.T,三菱マテ,非鉄,曜日効果_日次,金曜_日次,73,0.40698960119901284,0.3244274809160341,1.5977210357174665,64.38356164383562,4.0437344701232,0.3669896011990128,64.38356164383562,3.646305694723519
5711.T,三菱マテ,非鉄,曜日効果_前場,金曜_前場,73,0.21532774447253375,0.17947950942267532,1.3241557352094453,58.9041095890411,2.581435009938657,0.17532774447253366,56.16438356164384,2.101899032582439
5711.T,三菱マテ,非鉄,曜日効果_後場,金曜_後場,73,0.13766164284198473,-0.04514672686229959,0.8034830815359776,46.57534246575342,2.7197969470836547,0.09766164284198468,46.57534246575342,1.9295123359358468
5711.T,三菱マテ,非鉄,前日→翌日,前日大幅安,88,0.26473674059340085,0.3176063538503304,1.8568278806174527,57.95454545454546,2.263303731563023,0.22473674059340087,56.81818181818182,1.9213332553095372
5711.T,三菱マテ,非鉄,前日→翌日,前日小幅安,87,0.06638914324722368,-0.04478280340349805,1.3956921632598842,49.42528735632184,0.7551056059949675,0.026389143247223638,49.42528735632184,0.30014832288434623
5711.T,三菱マテ,非鉄,前日→翌日,前日小幅高,87,0.25559486404662696,0.29043789097409345,1.3932540691017947,58.620689655172406,2.9122058710599665,0.21559486404662692,57.47126436781609,2.4564524455093326
5711.T,三菱マテ,非鉄,前日→翌日,前日大幅高,88,-0.1785453180661342,-0.23650190114068437,1.7561941085213637,40.909090909090914,-1.613898510645775,-0.21854531806613425,40.909090909090914,-1.9754646448074067
5711.T,三菱マテ,非鉄,寄付ギャップ_日次モメンタム,GU大(>+1%),72,0.0774893986171762,-0.008345383229052539,2.0427395955077325,50.0,0.6021844735448304,0.037489398617176144,48.61111111111111,0.29133706252293
5711.T,三菱マテ,非鉄,寄付ギャップ_前場モメンタム,GU大(>+1%),72,0.08666562699775861,-0.0421483942414147,2.0545913996952296,47.22222222222222,0.6696096254103882,0.04666562699775861,45.83333333333333,0.3605553215961638
5711.T,三菱マテ,非鉄,寄付ギャップ_逆張り,GU大(>+1%),72,-0.0774893986171762,0.008345383229052539,2.0427395955077325,50.0,-0.6021844735448304,-0.11748939861717621,50.0,-0.9130318845667305
5711.T,三菱マテ,非鉄,寄付ギャップ_日次モメンタム,GU小(0〜1%),113,0.2045375200335516,0.09619084263177147,1.4636808574949707,53.09734513274337,2.218333630666596,0.16453752003355157,52.21238938053098,1.7845093366587856
5711.T,三菱マテ,非鉄,寄付ギャップ_前場モメンタム,GU小(0〜1%),113,0.14663009794370802,0.12878300064391723,1.163502818200678,54.86725663716814,2.000580150597535,0.10663009794370798,53.98230088495575,1.4548313094924659
5711.T,三菱マテ,非鉄,寄付ギャップ_逆張り,GU小(0〜1%),113,-0.2045375200335516,-0.09619084263177147,1.4636808574949707,46.902654867256636,-2.218333630666596,-0.24453752003355164,46.017699115044245,-2.6521579246744067
5711.T,三菱マテ,非鉄,寄付ギャップ_日次モメンタム,GD小(0〜-1%),101,-0.06515765926350142,0.03868471953578645,1.398037958993903,50.495049504950494,-0.7398552863888036,-0.10515765926350143,49.504950495049506,-1.194049187613392
5711.T,三菱マテ,非鉄,寄付ギャップ_前場モメンタム,GD小(0〜-1%),101,-0.03148232592018035,-0.06190672719768031,1.0428059798208584,45.54455445544555,-0.4792515963112652,-0.07148232592018039,41.584158415841586,-1.0881667031891376
5711.T,三菱マテ,非鉄,寄付ギャップ_逆張り,GD小(0〜-1%),101,0.06515765926350142,-0.03868471953578645,1.398037958993903,49.504950495049506,0.7398552863888036,0.025157659263501362,49.504950495049506,0.28566138516421463
5711.T,三菱マテ,非鉄,寄付ギャップ_日次モメンタム,GD大(<-1%),51,-0.11477931789419824,-0.4510193036261878,1.7421504732904738,43.13725490196079,-1.0458713025911215,-0.15477931789419833,43.13725490196079,-1.4103520546217936
5711.T,三菱マテ,非鉄,寄付ギャップ_前場モメンタム,GD大(<-1%),51,0.15327226462816465,-0.11828720132480708,1.7999018185202853,45.09803921568628,1.3518080516964661,0.11327226462816459,45.09803921568628,0.9990219674101989
5711.T,三菱マテ,非鉄,寄付ギャップ_逆張り,GD大(<-1%),51,0.11477931789419824,0.4510193036261878,1.7421504732904738,56.86274509803921,1.0458713025911215,0.07477931789419821,56.86274509803921,0.68139055056045
5711.T,三菱マテ,非鉄,ORB15分_上抜け→前場,前場+0.3%以上,75,1.1824538557784914,1.2471655328798237,1.6349057633102655,84.0,11.481318040735102,1.1424538557784913,82.66666666666667,11.092928490153405
5711.T,三菱マテ,非鉄,ORB15分_下抜け→前場,前場-0.3%以下,61,1.331459533806436,1.1530956182366547,1.5118474098646433,80.32786885245902,13.980422035501125,1.2914595338064354,77.04918032786885,13.56041912349272
5711.T,三菱マテ,非鉄,ORB15分_上抜け→引け,前場+0.3%以上,75,1.1977281547073735,1.0212765957446912,1.833194119257196,80.0,10.371703036773967,1.1577281547073734,80.0,10.025323835583428
5711.T,三菱マテ,非鉄,ORB15分_下抜け→引け,前場-0.3%以下,61,1.2242297536113627,0.8655394524959781,1.8565103727674337,83.60655737704919,10.46805077905362,1.1842297536113626,80.32786885245902,10.126021817637714
5711.T,三菱マテ,非鉄,ORB30分_上抜け→前場,前場+0.3%以上,86,1.4482777522253607,1.2867641937300611,1.2078027583178832,91.86046511627907,19.035141633916197,1.4082777522253604,90.69767441860465,18.50940983683051
