date,year,month,dow,sym,name,sector,direction,open_price,entry_price,exit_price,signal_ret,gross_ret,net_ret,pnl_gross,pnl_net,mae_ret,win
2026-03-25,2026,3,2,5706.T,三井金属,非鉄,LONG,32000.0,32250.0,31370.0,0.781,-2.729,-2.769,-272868.0,-276868.0,-2.946,False
2026-03-26,2026,3,3,5706.T,三井金属,非鉄,SHORT,31980.0,31660.0,31280.0,-1.001,1.215,1.175,121483.0,117483.0,-1.001,True
2026-03-27,2026,3,4,5706.T,三井金属,非鉄,SHORT,30190.0,29715.0,29995.0,-1.573,-0.933,-0.973,-93349.0,-97349.0,-1.769,False
2026-03-30,2026,3,0,5706.T,三井金属,非鉄,SHORT,29730.0,29430.0,29130.0,-1.009,1.03,0.99,102987.0,98987.0,-0.892,True
2026-03-31,2026,3,1,5706.T,三井金属,非鉄,LONG,27575.0,28080.0,28585.0,1.831,1.798,1.758,179843.0,175843.0,-1.246,True
2026-04-02,2026,4,3,5706.T,三井金属,非鉄,SHORT,31430.0,30730.0,29325.0,-2.227,4.791,4.751,479113.0,475113.0,-2.196,True
2026-04-06,2026,4,0,5706.T,三井金属,非鉄,SHORT,31520.0,31420.0,31880.0,-0.317,-1.443,-1.483,-144291.0,-148291.0,-3.025,False
2026-04-08,2026,4,2,5706.T,三井金属,非鉄,SHORT,34000.0,33780.0,34880.0,-0.647,-3.154,-3.194,-315367.0,-319367.0,-3.403,False
2026-04-09,2026,4,3,5706.T,三井金属,非鉄,SHORT,34320.0,34090.0,34780.0,-0.67,-1.984,-2.024,-198390.0,-202390.0,-2.349,False
2026-04-13,2026,4,0,5706.T,三井金属,非鉄,SHORT,36500.0,36250.0,35800.0,-0.685,1.257,1.217,125698.0,121698.0,-0.248,True
2026-04-14,2026,4,1,5706.T,三井金属,非鉄,SHORT,38450.0,38250.0,38160.0,-0.52,0.236,0.196,23585.0,19585.0,-0.675,True
2026-04-15,2026,4,2,5706.T,三井金属,非鉄,SHORT,39660.0,38600.0,35760.0,-2.673,7.942,7.902,794183.0,790183.0,-0.31,True
2026-04-16,2026,4,3,5706.T,三井金属,非鉄,LONG,36000.0,36120.0,37540.0,0.333,3.931,3.891,393134.0,389134.0,-0.249,True
2026-04-17,2026,4,4,5706.T,三井金属,非鉄,SHORT,37490.0,37300.0,36780.0,-0.507,1.414,1.374,141381.0,137381.0,-0.321,True
2026-04-20,2026,4,0,5706.T,三井金属,非鉄,SHORT,36210.0,36080.0,36270.0,-0.359,-0.524,-0.564,-52385.0,-56385.0,-1.124,False
2026-04-21,2026,4,1,5706.T,三井金属,非鉄,LONG,35840.0,36110.0,37480.0,0.753,3.794,3.754,379396.0,375396.0,-0.222,True
2026-04-22,2026,4,2,5706.T,三井金属,非鉄,SHORT,37200.0,36330.0,37710.0,-2.339,-3.66,-3.7,-365951.0,-369951.0,-4.168,False
2026-04-23,2026,4,3,5706.T,三井金属,非鉄,SHORT,39000.0,38220.0,37370.0,-2.0,2.275,2.235,227455.0,223455.0,-0.287,True
2026-04-24,2026,4,4,5706.T,三井金属,非鉄,LONG,38000.0,38420.0,38600.0,1.105,0.469,0.429,46851.0,42851.0,-1.301,True
2024-11-14,2024,11,3,5803.T,フジクラ,非鉄,SHORT,5739.0,5705.0,5802.0,-0.592,-1.672,-1.712,-167184.0,-171184.0,-2.026,False
2024-11-19,2024,11,1,5803.T,フジクラ,非鉄,LONG,5299.0,5371.0,5498.0,1.359,2.365,2.325,236455.0,232455.0,-0.912,True
2024-11-21,2024,11,3,5803.T,フジクラ,非鉄,LONG,5800.0,5872.0,5872.0,1.241,0.0,-0.04,0.0,-4000.0,-1.209,False
2024-11-22,2024,11,4,5803.T,フジクラ,非鉄,SHORT,5687.0,5640.0,5720.0,-0.826,-1.399,-1.439,-139860.0,-143860.0,-1.502,False
2024-11-25,2024,11,0,5803.T,フジクラ,非鉄,SHORT,5790.0,5746.0,5729.0,-0.76,0.297,0.257,29674.0,25674.0,-0.828,True
2024-11-26,2024,11,1,5803.T,フジクラ,非鉄,SHORT,5598.0,5393.0,5254.0,-3.662,2.646,2.606,264560.0,260560.0,-0.388,True
2024-11-27,2024,11,2,5803.T,フジクラ,非鉄,LONG,5175.0,5272.0,5103.0,1.874,-3.206,-3.246,-320561.0,-324561.0,-3.737,False
2024-11-28,2024,11,3,5803.T,フジクラ,非鉄,LONG,5280.0,5491.0,5209.0,3.996,-5.136,-5.176,-513568.0,-517568.0,-6.064,False
2024-11-29,2024,11,4,5803.T,フジクラ,非鉄,SHORT,5246.0,5214.0,5260.0,-0.61,-0.875,-0.915,-87452.0,-91452.0,-1.063,False
2024-12-02,2024,12,0,5803.T,フジクラ,非鉄,LONG,5350.0,5413.0,5510.0,1.178,1.792,1.752,179198.0,175198.0,-0.573,True
2024-12-03,2024,12,1,5803.T,フジクラ,非鉄,LONG,5622.0,5678.0,5897.0,0.996,3.857,3.817,385699.0,381699.0,-0.599,True
2024-12-04,2024,12,2,5803.T,フジクラ,非鉄,LONG,6020.0,6140.0,6199.0,1.993,0.961,0.921,96091.0,92091.0,-0.863,True
2024-12-05,2024,12,3,5803.T,フジクラ,非鉄,SHORT,6408.0,6368.0,6564.0,-0.624,-2.986,-3.026,-298598.0,-302598.0,-3.06,False
2024-12-06,2024,12,4,5803.T,フジクラ,非鉄,SHORT,6438.0,6238.0,6111.0,-3.107,2.078,2.038,207822.0,203822.0,-0.921,True
2024-12-09,2024,12,0,5803.T,フジクラ,非鉄,SHORT,6192.0,6133.0,6130.0,-0.953,0.049,0.009,4894.0,894.0,-1.762,True
2024-12-10,2024,12,1,5803.T,フジクラ,非鉄,SHORT,6004.0,5921.0,5804.0,-1.382,2.016,1.976,201585.0,197585.0,-0.854,True
2024-12-11,2024,12,2,5803.T,フジクラ,非鉄,SHORT,5850.0,5832.0,5820.0,-0.308,0.206,0.166,20619.0,16619.0,-2.295,True
2024-12-12,2024,12,3,5803.T,フジクラ,非鉄,LONG,6150.0,6261.0,6287.0,1.805,0.415,0.375,41527.0,37527.0,-1.901,True
2024-12-17,2024,12,1,5803.T,フジクラ,非鉄,LONG,6536.0,6655.0,6421.0,1.821,-3.516,-3.556,-351615.0,-355615.0,-4.087,False
2024-12-19,2024,12,3,5803.T,フジクラ,非鉄,LONG,6048.0,6242.0,6133.0,3.208,-1.746,-1.786,-174624.0,-178624.0,-2.051,False
2024-12-20,2024,12,4,5803.T,フジクラ,非鉄,SHORT,6205.0,6180.0,6223.0,-0.403,-0.691,-0.731,-69099.0,-73099.0,-1.718,False
2024-12-23,2024,12,0,5803.T,フジクラ,非鉄,SHORT,6420.0,6230.0,6230.0,-2.96,0.0,-0.04,0.0,-4000.0,-1.111,False
2024-12-24,2024,12,1,5803.T,フジクラ,非鉄,SHORT,6402.0,6182.0,6140.0,-3.436,0.684,0.644,68404.0,64404.0,-0.451,True
2024-12-26,2024,12,3,5803.T,フジクラ,非鉄,LONG,6261.0,6391.0,6555.0,2.076,2.566,2.526,256611.0,252611.0,-1.502,True
2024-12-30,2024,12,0,5803.T,フジクラ,非鉄,SHORT,6708.0,6510.0,6432.0,-2.952,1.213,1.173,121269.0,117269.0,-0.291,True
2025-01-07,2025,1,1,5803.T,フジクラ,非鉄,SHORT,6700.0,6561.0,6636.0,-2.075,-1.13,-1.17,-113020.0,-117020.0,-1.899,False
2025-01-09,2025,1,3,5803.T,フジクラ,非鉄,LONG,6569.0,6682.0,6645.0,1.72,-0.554,-0.594,-55373.0,-59373.0,-1.078,False
2025-01-10,2025,1,4,5803.T,フジクラ,非鉄,LONG,6319.0,6388.0,6495.0,1.092,1.675,1.635,167502.0,163502.0,-1.127,True
2025-01-14,2025,1,1,5803.T,フジクラ,非鉄,SHORT,6265.0,6133.0,6030.0,-2.107,1.708,1.668,170813.0,166813.0,-0.293,True
2025-01-15,2025,1,2,5803.T,フジクラ,非鉄,SHORT,6095.0,6002.0,6061.0,-1.526,-0.973,-1.013,-97344.0,-101344.0,-1.332,False
2025-01-16,2025,1,3,5803.T,フジクラ,非鉄,SHORT,6128.0,6103.0,6067.0,-0.408,0.593,0.553,59337.0,55337.0,-0.893,True
2025-01-17,2025,1,4,5803.T,フジクラ,非鉄,SHORT,5897.0,5862.0,5913.0,-0.594,-0.863,-0.903,-86251.0,-90251.0,-1.479,False
2025-01-22,2025,1,2,5803.T,フジクラ,非鉄,LONG,6135.0,6337.0,6767.0,3.293,6.786,6.746,678555.0,674555.0,-0.252,True
2025-01-23,2025,1,3,5803.T,フジクラ,非鉄,SHORT,7100.0,7049.0,7136.0,-0.718,-1.219,-1.259,-121917.0,-125917.0,-3.478,False
2025-01-27,2025,1,0,5803.T,フジクラ,非鉄,SHORT,7185.0,6843.0,6717.0,-4.76,1.876,1.836,187584.0,183584.0,-0.552,True
2025-01-28,2025,1,1,5803.T,フジクラ,非鉄,SHORT,6250.0,5936.0,6037.0,-5.024,-1.673,-1.713,-167302.0,-171302.0,-3.464,False
2025-01-29,2025,1,2,5803.T,フジクラ,非鉄,SHORT,6135.0,5918.0,5830.0,-3.537,1.509,1.469,150943.0,146943.0,-0.721,True
2025-01-30,2025,1,3,5803.T,フジクラ,非鉄,LONG,5980.0,6021.0,6102.0,0.686,1.345,1.305,134529.0,130529.0,-1.129,True
2025-01-31,2025,1,4,5803.T,フジクラ,非鉄,LONG,6143.0,6228.0,6290.0,1.384,0.996,0.956,99550.0,95550.0,-0.321,True
2025-02-04,2025,2,1,5803.T,フジクラ,非鉄,LONG,6149.0,6253.0,6305.0,1.691,0.832,0.792,83160.0,79160.0,-0.4,True
2025-02-05,2025,2,2,5803.T,フジクラ,非鉄,SHORT,6385.0,6344.0,6224.0,-0.642,1.928,1.888,192802.0,188802.0,-0.564,True
2025-02-06,2025,2,3,5803.T,フジクラ,非鉄,SHORT,6380.0,6274.0,6259.0,-1.661,0.24,0.2,23965.0,19965.0,-0.932,True
2025-02-07,2025,2,4,5803.T,フジクラ,非鉄,SHORT,6361.0,6276.0,6369.0,-1.336,-1.46,-1.5,-146020.0,-150020.0,-1.922,False
2025-02-10,2025,2,0,5803.T,フジクラ,非鉄,SHORT,6294.0,6254.0,6294.0,-0.636,-0.636,-0.676,-63553.0,-67553.0,-1.975,False
2025-02-12,2025,2,2,5803.T,フジクラ,非鉄,LONG,6739.0,7106.0,7086.0,5.446,-0.281,-0.321,-28145.0,-32145.0,-0.605,False
2025-02-13,2025,2,3,5803.T,フジクラ,非鉄,SHORT,7467.0,7359.0,7114.0,-1.446,3.444,3.404,344391.0,340391.0,-0.366,True
2025-02-14,2025,2,4,5803.T,フジクラ,非鉄,SHORT,7238.0,7173.0,7015.0,-0.898,2.252,2.212,225232.0,221232.0,-1.632,True
2025-02-18,2025,2,1,5803.T,フジクラ,非鉄,LONG,7032.0,7096.0,6960.0,0.91,-1.917,-1.957,-191657.0,-195657.0,-2.057,False
2025-02-19,2025,2,2,5803.T,フジクラ,非鉄,SHORT,6894.0,6841.0,6818.0,-0.769,0.337,0.297,33734.0,29734.0,-0.277,True
2025-02-20,2025,2,3,5803.T,フジクラ,非鉄,LONG,6835.0,6920.0,6765.0,1.244,-2.24,-2.28,-223988.0,-227988.0,-2.601,False
2025-02-21,2025,2,4,5803.T,フジクラ,非鉄,SHORT,6634.0,6592.0,6567.0,-0.633,0.381,0.341,38069.0,34069.0,-0.872,True
2025-02-25,2025,2,1,5803.T,フジクラ,非鉄,LONG,6113.0,6230.0,6267.0,1.914,0.594,0.554,59390.0,55390.0,-0.851,True
2025-02-27,2025,2,3,5803.T,フジクラ,非鉄,LONG,6500.0,6688.0,6539.0,2.892,-2.228,-2.268,-222787.0,-226787.0,-3.469,False
2025-02-28,2025,2,4,5803.T,フジクラ,非鉄,SHORT,6325.0,6066.0,6031.0,-4.095,0.58,0.54,58033.0,54033.0,-0.525,True
2025-03-03,2025,3,0,5803.T,フジクラ,非鉄,SHORT,6296.0,6197.0,6229.0,-1.572,-0.514,-0.554,-51373.0,-55373.0,-1.432,False
2025-03-04,2025,3,1,5803.T,フジクラ,非鉄,SHORT,5902.0,5769.0,5784.0,-2.253,-0.259,-0.299,-25934.0,-29934.0,-1.182,False
2025-03-05,2025,3,2,5803.T,フジクラ,非鉄,LONG,5908.0,5993.0,6133.0,1.439,2.336,2.296,233606.0,229606.0,-0.534,True
2025-03-06,2025,3,3,5803.T,フジクラ,非鉄,SHORT,6303.0,6181.0,6145.0,-1.936,0.586,0.546,58584.0,54584.0,-0.065,True
2025-03-10,2025,3,0,5803.T,フジクラ,非鉄,SHORT,5836.0,5745.0,5807.0,-1.559,-1.068,-1.108,-106768.0,-110768.0,-1.323,False
2025-03-11,2025,3,1,5803.T,フジクラ,非鉄,LONG,5423.0,5486.0,5375.0,1.162,-2.023,-2.063,-202333.0,-206333.0,-4.065,False
2025-03-12,2025,3,2,5803.T,フジクラ,非鉄,LONG,5627.0,5695.0,5732.0,1.208,0.65,0.61,64969.0,60969.0,-0.773,True
2025-03-13,2025,3,3,5803.T,フジクラ,非鉄,LONG,5865.0,5916.0,5920.0,0.87,0.068,0.028,6761.0,2761.0,-1.217,True
2025-03-14,2025,3,4,5803.T,フジクラ,非鉄,LONG,5749.0,6015.0,6010.0,4.627,-0.083,-0.123,-8313.0,-12313.0,-1.812,False
2025-03-17,2025,3,0,5803.T,フジクラ,非鉄,SHORT,6320.0,6225.0,6126.0,-1.503,1.616,1.576,161606.0,157606.0,-0.368,True
2025-03-18,2025,3,1,5803.T,フジクラ,非鉄,LONG,6213.0,6290.0,6143.0,1.239,-2.337,-2.377,-233704.0,-237704.0,-2.639,False
2025-03-19,2025,3,2,5803.T,フジクラ,非鉄,SHORT,6167.0,6065.0,5988.0,-1.654,1.286,1.246,128591.0,124591.0,-0.214,True
2025-03-21,2025,3,4,5803.T,フジクラ,非鉄,LONG,5957.0,6091.0,6052.0,2.249,-0.64,-0.68,-64029.0,-68029.0,-1.822,False
2025-03-24,2025,3,0,5803.T,フジクラ,非鉄,LONG,6062.0,6087.0,6033.0,0.412,-0.887,-0.927,-88714.0,-92714.0,-1.709,False
2025-03-25,2025,3,1,5803.T,フジクラ,非鉄,LONG,6388.0,6421.0,6339.0,0.517,-1.277,-1.317,-127706.0,-131706.0,-1.775,False
2025-03-26,2025,3,2,5803.T,フジクラ,非鉄,SHORT,6370.0,6295.0,6206.0,-1.177,1.434,1.394,143410.0,139410.0,-0.584,True
2025-03-27,2025,3,3,5803.T,フジクラ,非鉄,SHORT,6029.0,5955.0,5855.0,-1.227,1.708,1.668,170794.0,166794.0,-0.117,True
2025-03-28,2025,3,4,5803.T,フジクラ,非鉄,LONG,5598.0,5715.0,5632.0,2.09,-1.452,-1.492,-145232.0,-149232.0,-1.837,False
2025-03-31,2025,3,0,5803.T,フジクラ,非鉄,SHORT,5400.0,5279.0,5381.0,-2.241,-1.896,-1.936,-189556.0,-193556.0,-3.031,False
2025-04-01,2025,4,1,5803.T,フジクラ,非鉄,SHORT,5450.0,5310.0,5293.0,-2.569,0.321,0.281,32118.0,28118.0,-0.487,True
2025-04-02,2025,4,2,5803.T,フジクラ,非鉄,SHORT,5283.0,5228.0,5325.0,-1.041,-1.822,-1.862,-182160.0,-186160.0,-1.822,False
2025-04-03,2025,4,3,5803.T,フジクラ,非鉄,LONG,4953.0,5029.0,4976.0,1.534,-1.054,-1.094,-105389.0,-109389.0,-1.71,False
2025-04-04,2025,4,4,5803.T,フジクラ,非鉄,SHORT,4630.0,4415.0,4321.0,-4.644,2.175,2.135,217542.0,213542.0,-0.361,True
2025-04-09,2025,4,2,5803.T,フジクラ,非鉄,SHORT,4013.0,3993.0,4011.0,-0.498,-0.449,-0.489,-44877.0,-48877.0,-0.869,False
2025-04-11,2025,4,4,5803.T,フジクラ,非鉄,SHORT,4500.0,4398.0,4579.0,-2.267,-3.953,-3.993,-395283.0,-399283.0,-3.974,False
2025-04-14,2025,4,0,5803.T,フジクラ,非鉄,LONG,4784.0,4829.0,4769.0,0.941,-1.242,-1.282,-124249.0,-128249.0,-2.671,False
2025-04-15,2025,4,1,5803.T,フジクラ,非鉄,LONG,4685.0,4722.0,4771.0,0.79,1.038,0.998,103770.0,99770.0,-0.593,True
2025-04-16,2025,4,2,5803.T,フジクラ,非鉄,LONG,4682.0,4709.0,4688.0,0.577,-0.446,-0.486,-44595.0,-48595.0,-0.786,False
2025-04-18,2025,4,4,5803.T,フジクラ,非鉄,LONG,4546.0,4627.0,4679.0,1.782,1.124,1.084,112384.0,108384.0,-0.173,True
2025-04-22,2025,4,1,5803.T,フジクラ,非鉄,SHORT,4484.0,4458.0,4440.0,-0.58,0.405,0.365,40541.0,36541.0,-0.535,True
2025-04-23,2025,4,2,5803.T,フジクラ,非鉄,LONG,4618.0,4680.0,4589.0,1.343,-1.944,-1.984,-194444.0,-198444.0,-2.5,False
2025-04-25,2025,4,4,5803.T,フジクラ,非鉄,LONG,5050.0,5299.0,5170.0,4.931,-2.434,-2.474,-243442.0,-247442.0,-3.227,False
2025-04-28,2025,4,0,5803.T,フジクラ,非鉄,SHORT,5325.0,5231.0,5215.0,-1.765,0.307,0.267,30681.0,26681.0,-0.172,True
2025-04-30,2025,4,2,5803.T,フジクラ,非鉄,LONG,5100.0,5188.0,5233.0,1.725,0.867,0.827,86739.0,82739.0,-0.829,True
2025-05-01,2025,5,3,5803.T,フジクラ,非鉄,SHORT,5329.0,5281.0,5438.0,-0.901,-2.887,-2.927,-288709.0,-292709.0,-3.278,False
2025-05-02,2025,5,4,5803.T,フジクラ,非鉄,SHORT,5561.0,5532.0,5505.0,-0.521,0.49,0.45,49046.0,45046.0,-0.108,True
2025-05-07,2025,5,2,5803.T,フジクラ,非鉄,LONG,5590.0,5614.0,5624.0,0.429,0.178,0.138,17813.0,13813.0,-0.57,True
2025-05-08,2025,5,3,5803.T,フジクラ,非鉄,LONG,5775.0,5807.0,5769.0,0.554,-0.654,-0.694,-65438.0,-69438.0,-1.447,False
2025-05-09,2025,5,4,5803.T,フジクラ,非鉄,SHORT,5970.0,5944.0,5945.0,-0.436,-0.017,-0.057,-1682.0,-5682.0,-0.302,False
2025-05-12,2025,5,0,5803.T,フジクラ,非鉄,LONG,6015.0,6133.0,6046.0,1.962,-1.419,-1.459,-141856.0,-145856.0,-1.565,False
2025-05-14,2025,5,2,5803.T,フジクラ,非鉄,LONG,5943.0,6070.0,5901.0,2.137,-2.784,-2.824,-278418.0,-282418.0,-2.965,False
2025-05-15,2025,5,3,5803.T,フジクラ,非鉄,SHORT,5927.0,5887.0,5762.0,-0.675,2.169,2.129,216939.0,212939.0,-0.591,True
2025-05-16,2025,5,4,5803.T,フジクラ,非鉄,LONG,5702.0,5763.0,5725.0,1.07,-0.659,-0.699,-65938.0,-69938.0,-1.753,False
2025-05-19,2025,5,0,5803.T,フジクラ,非鉄,LONG,5725.0,5834.0,5949.0,1.904,1.971,1.931,197120.0,193120.0,-0.394,True
2025-05-20,2025,5,1,5803.T,フジクラ,非鉄,LONG,5824.0,5998.0,6104.0,2.988,1.767,1.727,176726.0,172726.0,-0.65,True
2025-05-21,2025,5,2,5803.T,フジクラ,非鉄,SHORT,6100.0,6063.0,5986.0,-0.607,1.286,1.246,128633.0,124633.0,-0.148,True
2025-05-22,2025,5,3,5803.T,フジクラ,非鉄,SHORT,5880.0,5850.0,5897.0,-0.51,-0.797,-0.837,-79702.0,-83702.0,-2.743,False
2025-05-23,2025,5,4,5803.T,フジクラ,非鉄,LONG,5982.0,6140.0,6266.0,2.641,2.052,2.012,205212.0,201212.0,-0.456,True
2025-05-26,2025,5,0,5803.T,フジクラ,非鉄,SHORT,6300.0,6231.0,6230.0,-1.095,0.016,-0.024,1605.0,-2395.0,-0.622,False
2025-05-27,2025,5,1,5803.T,フジクラ,非鉄,SHORT,6357.0,6321.0,6292.0,-0.566,0.461,0.421,46090.0,42090.0,-0.644,True
2025-05-28,2025,5,2,5803.T,フジクラ,非鉄,LONG,6601.0,6641.0,6572.0,0.606,-1.039,-1.079,-103900.0,-107900.0,-1.747,False
2025-05-29,2025,5,3,5803.T,フジクラ,非鉄,SHORT,6750.0,6719.0,6962.0,-0.459,-3.49,-3.53,-349038.0,-353038.0,-3.739,False
2025-06-03,2025,6,1,5803.T,フジクラ,非鉄,SHORT,6855.0,6776.0,6739.0,-1.152,0.549,0.509,54904.0,50904.0,-0.631,True
2025-06-04,2025,6,2,5803.T,フジクラ,非鉄,SHORT,6844.0,6683.0,6622.0,-2.352,0.921,0.881,92117.0,88117.0,-0.12,True
2025-06-05,2025,6,3,5803.T,フジクラ,非鉄,LONG,6670.0,6776.0,6737.0,1.589,-0.576,-0.616,-57556.0,-61556.0,-1.594,False
2025-06-06,2025,6,4,5803.T,フジクラ,非鉄,LONG,6830.0,6944.0,6880.0,1.669,-0.922,-0.962,-92166.0,-96166.0,-1.57,False
2025-06-09,2025,6,0,5803.T,フジクラ,非鉄,LONG,6987.0,7040.0,7077.0,0.759,0.526,0.486,52557.0,48557.0,-0.028,True
2025-06-10,2025,6,1,5803.T,フジクラ,非鉄,SHORT,7080.0,6986.0,6971.0,-1.328,0.215,0.175,21518.0,17518.0,-0.328,True
2025-06-11,2025,6,2,5803.T,フジクラ,非鉄,SHORT,6948.0,6851.0,6745.0,-1.396,1.572,1.532,157153.0,153153.0,-0.029,True
2025-06-12,2025,6,3,5803.T,フジクラ,非鉄,SHORT,6720.0,6670.0,6686.0,-0.744,-0.239,-0.279,-23931.0,-27931.0,-0.774,False
2025-06-13,2025,6,4,5803.T,フジクラ,非鉄,SHORT,6720.0,6624.0,6679.0,-1.429,-0.823,-0.863,-82348.0,-86348.0,-1.867,False
2025-06-16,2025,6,0,5803.T,フジクラ,非鉄,SHORT,6805.0,6768.0,6860.0,-0.544,-1.341,-1.381,-134111.0,-138111.0,-1.341,False
2025-06-17,2025,6,1,5803.T,フジクラ,非鉄,SHORT,6899.0,6877.0,6949.0,-0.319,-1.036,-1.076,-103612.0,-107612.0,-1.249,False
2025-06-18,2025,6,2,5803.T,フジクラ,非鉄,SHORT,6835.0,6773.0,6812.0,-0.907,-0.573,-0.613,-57252.0,-61252.0,-0.718,False
2025-06-19,2025,6,3,5803.T,フジクラ,非鉄,LONG,6780.0,6805.0,6891.0,0.369,1.264,1.224,126378.0,122378.0,-0.206,True
2025-06-20,2025,6,4,5803.T,フジクラ,非鉄,LONG,6866.0,6902.0,6860.0,0.524,-0.609,-0.649,-60852.0,-64852.0,-0.623,False
2025-06-23,2025,6,0,5803.T,フジクラ,非鉄,SHORT,6748.0,6644.0,6675.0,-1.541,-0.464,-0.504,-46442.0,-50442.0,-1.322,False
2025-06-25,2025,6,2,5803.T,フジクラ,非鉄,LONG,7150.0,7174.0,7192.0,0.336,0.251,0.211,25091.0,21091.0,-0.753,True
2025-06-26,2025,6,3,5803.T,フジクラ,非鉄,LONG,7143.0,7296.0,7411.0,2.142,1.576,1.536,157621.0,153621.0,-0.069,True
2025-06-30,2025,6,0,5803.T,フジクラ,非鉄,SHORT,7749.0,7686.0,7698.0,-0.813,-0.156,-0.196,-15588.0,-19588.0,-0.736,False
2025-07-01,2025,7,1,5803.T,フジクラ,非鉄,LONG,7521.0,7548.0,7892.0,0.359,4.557,4.517,455750.0,451750.0,-0.132,True
2025-07-02,2025,7,2,5803.T,フジクラ,非鉄,SHORT,7580.0,7533.0,7512.0,-0.62,0.28,0.24,27955.0,23955.0,-1.901,True
2025-07-04,2025,7,4,5803.T,フジクラ,非鉄,SHORT,7800.0,7714.0,7623.0,-1.103,1.194,1.154,119376.0,115376.0,-0.271,True
2025-07-07,2025,7,0,5803.T,フジクラ,非鉄,LONG,7420.0,7449.0,7405.0,0.391,-0.591,-0.631,-59068.0,-63068.0,-0.725,False
2025-07-08,2025,7,1,5803.T,フジクラ,非鉄,LONG,7560.0,7669.0,7747.0,1.442,1.017,0.977,101708.0,97708.0,-0.209,True
2025-07-09,2025,7,2,5803.T,フジクラ,非鉄,SHORT,7879.0,7744.0,7652.0,-1.713,1.202,1.162,120230.0,116230.0,-0.232,True
2025-07-10,2025,7,3,5803.T,フジクラ,非鉄,LONG,7770.0,7876.0,7790.0,1.364,-1.092,-1.132,-109192.0,-113192.0,-1.282,False
2025-07-14,2025,7,0,5803.T,フジクラ,非鉄,SHORT,7540.0,7469.0,7435.0,-0.942,0.457,0.417,45730.0,41730.0,-0.2,True
2025-07-15,2025,7,1,5803.T,フジクラ,非鉄,LONG,7630.0,7738.0,7809.0,1.415,0.918,0.878,91755.0,87755.0,-1.913,True
2025-07-16,2025,7,2,5803.T,フジクラ,非鉄,SHORT,7854.0,7796.0,8023.0,-0.738,-2.829,-2.869,-282937.0,-286937.0,-2.914,False
2025-07-17,2025,7,3,5803.T,フジクラ,非鉄,SHORT,7922.0,7881.0,7908.0,-0.518,-0.341,-0.381,-34143.0,-38143.0,-0.354,False
2025-07-18,2025,7,4,5803.T,フジクラ,非鉄,LONG,8082.0,8125.0,8086.0,0.532,-0.48,-0.52,-48000.0,-52000.0,-1.883,False
2025-07-22,2025,7,1,5803.T,フジクラ,非鉄,LONG,8180.0,8383.0,8385.0,2.482,0.024,-0.016,2386.0,-1614.0,-0.596,False
2025-07-23,2025,7,2,5803.T,フジクラ,非鉄,SHORT,8593.0,8308.0,8234.0,-3.317,0.899,0.859,89871.0,85871.0,-0.681,True
2025-07-24,2025,7,3,5803.T,フジクラ,非鉄,LONG,8446.0,8581.0,8670.0,1.598,1.037,0.997,103718.0,99718.0,-0.408,True
2025-07-25,2025,7,4,5803.T,フジクラ,非鉄,LONG,8771.0,8850.0,8885.0,0.901,0.395,0.355,39548.0,35548.0,-0.52,True
2025-07-28,2025,7,0,5803.T,フジクラ,非鉄,SHORT,8915.0,8843.0,8868.0,-0.808,-0.282,-0.322,-28191.0,-32191.0,-0.863,False
2025-07-29,2025,7,1,5803.T,フジクラ,非鉄,LONG,8750.0,8879.0,8839.0,1.474,-0.451,-0.491,-45050.0,-49050.0,-0.721,False
2025-07-30,2025,7,2,5803.T,フジクラ,非鉄,LONG,9358.0,9595.0,9733.0,2.533,1.438,1.398,143825.0,139825.0,-0.532,True
2025-07-31,2025,7,3,5803.T,フジクラ,非鉄,LONG,9968.0,10310.0,10395.0,3.431,0.824,0.784,82444.0,78444.0,-0.533,True
2025-08-01,2025,8,4,5803.T,フジクラ,非鉄,SHORT,10145.0,10110.0,10255.0,-0.345,-1.414,-1.454,-141394.0,-145394.0,-2.035,False
2025-08-04,2025,8,0,5803.T,フジクラ,非鉄,LONG,9834.0,10130.0,10285.0,3.01,1.53,1.49,153011.0,149011.0,-0.395,True
2025-08-05,2025,8,1,5803.T,フジクラ,非鉄,LONG,10480.0,10530.0,10570.0,0.477,0.38,0.34,37987.0,33987.0,-0.237,True
2025-08-06,2025,8,2,5803.T,フジクラ,非鉄,LONG,10550.0,10695.0,10875.0,1.374,1.683,1.643,168303.0,164303.0,-0.514,True
2025-08-08,2025,8,4,5803.T,フジクラ,非鉄,LONG,11510.0,11750.0,11220.0,2.085,-4.511,-4.551,-451064.0,-455064.0,-5.106,False
2025-08-12,2025,8,1,5803.T,フジクラ,非鉄,LONG,11490.0,11570.0,11635.0,0.696,0.562,0.522,56180.0,52180.0,-0.648,True
2025-08-13,2025,8,2,5803.T,フジクラ,非鉄,SHORT,11980.0,11785.0,11890.0,-1.628,-0.883,-0.923,-88310.0,-92310.0,-1.546,False
2025-08-14,2025,8,3,5803.T,フジクラ,非鉄,SHORT,11970.0,11890.0,11835.0,-0.668,0.465,0.425,46472.0,42472.0,-0.126,True
2025-08-15,2025,8,4,5803.T,フジクラ,非鉄,SHORT,11900.0,11830.0,12235.0,-0.588,-3.31,-3.35,-331018.0,-335018.0,-3.31,False
