date,year,month,dow,sym,name,sector,direction,open_price,entry_price,exit_price,signal_ret,gross_ret,net_ret,pnl_gross,pnl_net,mae_ret,win
2024-12-03,2024,12,1,5713.T,住山,非鉄,LONG,3724.0,3742.0,3744.0,0.483,0.053,0.013,5345.0,1345.0,-0.321,True
2024-12-05,2024,12,3,5713.T,住山,非鉄,SHORT,3710.0,3680.0,3670.0,-0.809,0.272,0.232,27248.0,23248.0,-0.809,True
2024-12-10,2024,12,1,5713.T,住山,非鉄,LONG,3787.0,3820.0,3809.0,0.871,-0.288,-0.328,-28796.0,-32796.0,-0.419,False
2024-12-11,2024,12,2,5713.T,住山,非鉄,SHORT,3734.0,3709.0,3694.0,-0.67,0.406,0.366,40606.0,36606.0,-0.403,True
2024-12-12,2024,12,3,5713.T,住山,非鉄,LONG,3750.0,3773.0,3800.0,0.613,0.716,0.676,71561.0,67561.0,-0.186,True
2024-12-13,2024,12,4,5713.T,住山,非鉄,LONG,3714.0,3755.0,3669.0,1.104,-2.29,-2.33,-229028.0,-233028.0,-2.53,False
2024-12-16,2024,12,0,5713.T,住山,非鉄,LONG,3630.0,3642.0,3591.0,0.331,-1.4,-1.44,-140033.0,-144033.0,-1.4,False
2024-12-18,2024,12,2,5713.T,住山,非鉄,LONG,3505.0,3531.0,3523.0,0.742,-0.227,-0.267,-22656.0,-26656.0,-0.227,False
2024-12-23,2024,12,0,5713.T,住山,非鉄,SHORT,3455.0,3440.0,3462.0,-0.434,-0.635,-0.675,-63547.0,-67547.0,-0.836,False
2024-12-24,2024,12,1,5713.T,住山,非鉄,LONG,3472.0,3499.0,3492.0,0.778,-0.2,-0.24,-20006.0,-24006.0,-0.372,False
2024-12-25,2024,12,2,5713.T,住山,非鉄,SHORT,3495.0,3484.0,3456.0,-0.315,0.81,0.77,81019.0,77019.0,-0.115,True
2024-12-27,2024,12,4,5713.T,住山,非鉄,LONG,3553.0,3569.0,3603.0,0.45,0.953,0.913,95265.0,91265.0,-0.056,True
2024-12-30,2024,12,0,5713.T,住山,非鉄,LONG,3608.0,3629.0,3635.0,0.582,0.165,0.125,16533.0,12533.0,-0.028,True
2025-01-06,2025,1,0,5713.T,住山,非鉄,SHORT,3629.0,3593.0,3594.0,-0.992,-0.028,-0.068,-2782.0,-6782.0,-0.691,False
2025-01-07,2025,1,1,5713.T,住山,非鉄,SHORT,3639.0,3578.0,3599.0,-1.676,-0.583,-0.623,-58350.0,-62350.0,-0.776,False
2025-01-08,2025,1,2,5713.T,住山,非鉄,LONG,3656.0,3669.0,3632.0,0.356,-1.008,-1.048,-100845.0,-104845.0,-1.581,False
2025-01-09,2025,1,3,5713.T,住山,非鉄,SHORT,3610.0,3568.0,3579.0,-1.163,-0.307,-0.347,-30735.0,-34735.0,-0.474,False
2025-01-10,2025,1,4,5713.T,住山,非鉄,LONG,3585.0,3606.0,3571.0,0.586,-0.971,-1.011,-97060.0,-101060.0,-1.359,False
2025-01-15,2025,1,2,5713.T,住山,非鉄,SHORT,3588.0,3574.0,3568.0,-0.39,0.168,0.128,16816.0,12816.0,-0.168,True
2025-01-16,2025,1,3,5713.T,住山,非鉄,LONG,3571.0,3586.0,3563.0,0.42,-0.641,-0.681,-64138.0,-68138.0,-1.004,False
2025-01-17,2025,1,4,5713.T,住山,非鉄,SHORT,3531.0,3517.0,3535.0,-0.396,-0.509,-0.549,-50919.0,-54919.0,-0.65,False
2025-01-20,2025,1,0,5713.T,住山,非鉄,LONG,3594.0,3618.0,3609.0,0.668,-0.249,-0.289,-24876.0,-28876.0,-0.415,False
2025-01-21,2025,1,1,5713.T,住山,非鉄,LONG,3625.0,3656.0,3627.0,0.855,-0.793,-0.833,-79322.0,-83322.0,-1.067,False
2025-01-22,2025,1,2,5713.T,住山,非鉄,LONG,3581.0,3621.0,3709.0,1.117,2.43,2.39,243027.0,239027.0,-0.442,True
2025-01-23,2025,1,3,5713.T,住山,非鉄,SHORT,3643.0,3603.0,3610.0,-1.098,-0.194,-0.234,-19391.0,-23391.0,-0.579,False
2025-01-27,2025,1,0,5713.T,住山,非鉄,SHORT,3656.0,3643.0,3651.0,-0.356,-0.219,-0.259,-21912.0,-25912.0,-0.437,False
2025-01-30,2025,1,3,5713.T,住山,非鉄,SHORT,3618.0,3586.0,3578.0,-0.884,0.224,0.184,22359.0,18359.0,-0.195,True
2025-01-31,2025,1,4,5713.T,住山,非鉄,SHORT,3614.0,3584.0,3573.0,-0.83,0.308,0.268,30786.0,26786.0,-0.278,True
2025-02-03,2025,2,0,5713.T,住山,非鉄,SHORT,3526.0,3482.0,3497.0,-1.248,-0.429,-0.469,-42894.0,-46894.0,-1.164,False
2025-02-05,2025,2,2,5713.T,住山,非鉄,LONG,3544.0,3590.0,3558.0,1.298,-0.891,-0.931,-89136.0,-93136.0,-1.086,False
2025-02-10,2025,2,0,5713.T,住山,非鉄,SHORT,3642.0,3603.0,3620.0,-1.071,-0.47,-0.51,-46961.0,-50961.0,-0.634,False
2025-02-12,2025,2,2,5713.T,住山,非鉄,SHORT,3676.0,3619.0,3581.0,-1.551,1.061,1.021,106116.0,102116.0,-0.083,True
2025-02-13,2025,2,3,5713.T,住山,非鉄,LONG,3450.0,3468.0,3504.0,0.522,1.038,0.998,103806.0,99806.0,-0.058,True
2025-02-14,2025,2,4,5713.T,住山,非鉄,SHORT,3570.0,3476.0,3516.0,-2.633,-1.138,-1.178,-113766.0,-117766.0,-1.306,False
2025-02-17,2025,2,0,5713.T,住山,非鉄,LONG,3462.0,3511.0,3512.0,1.415,0.028,-0.012,2848.0,-1152.0,-0.313,False
2025-02-18,2025,2,1,5713.T,住山,非鉄,SHORT,3470.0,3421.0,3424.0,-1.412,-0.088,-0.128,-8762.0,-12762.0,-0.233,False
2025-02-26,2025,2,2,5713.T,住山,非鉄,SHORT,3311.0,3295.0,3296.0,-0.483,-0.03,-0.07,-3034.0,-7034.0,-0.091,False
2025-02-27,2025,2,3,5713.T,住山,非鉄,LONG,3342.0,3360.0,3380.0,0.539,0.595,0.555,59524.0,55524.0,-0.03,True
2025-02-28,2025,2,4,5713.T,住山,非鉄,SHORT,3324.0,3294.0,3283.0,-0.903,0.335,0.295,33506.0,29506.0,-0.242,True
2025-03-03,2025,3,0,5713.T,住山,非鉄,SHORT,3278.0,3252.0,3272.0,-0.793,-0.611,-0.651,-61125.0,-65125.0,-0.823,False
2025-03-05,2025,3,2,5713.T,住山,非鉄,LONG,3152.0,3173.0,3159.0,0.666,-0.441,-0.481,-44122.0,-48122.0,-0.536,False
2025-03-06,2025,3,3,5713.T,住山,非鉄,LONG,3222.0,3260.0,3240.0,1.179,-0.613,-0.653,-61350.0,-65350.0,-0.798,False
2025-03-07,2025,3,4,5713.T,住山,非鉄,SHORT,3185.0,3170.0,3197.0,-0.471,-0.845,-0.885,-84454.0,-88454.0,-0.968,False
2025-03-10,2025,3,0,5713.T,住山,非鉄,SHORT,3230.0,3195.0,3204.0,-1.084,-0.281,-0.321,-28090.0,-32090.0,-0.622,False
2025-03-12,2025,3,2,5713.T,住山,非鉄,SHORT,3128.0,3112.0,3128.0,-0.512,-0.512,-0.552,-51151.0,-55151.0,-0.829,False
2025-03-13,2025,3,3,5713.T,住山,非鉄,SHORT,3152.0,3142.0,3156.0,-0.317,-0.444,-0.484,-44360.0,-48360.0,-0.57,False
2025-03-14,2025,3,4,5713.T,住山,非鉄,LONG,3085.0,3118.0,3137.0,1.07,0.609,0.569,60936.0,56936.0,-0.225,True
2025-03-17,2025,3,0,5713.T,住山,非鉄,SHORT,3313.0,3279.0,3320.0,-1.026,-1.235,-1.275,-123494.0,-127494.0,-1.413,False
2025-03-18,2025,3,1,5713.T,住山,非鉄,LONG,3388.0,3450.0,3437.0,1.83,-0.377,-0.417,-37681.0,-41681.0,-1.101,False
2025-03-19,2025,3,2,5713.T,住山,非鉄,SHORT,3511.0,3500.0,3521.0,-0.313,-0.596,-0.636,-59642.0,-63642.0,-1.13,False
2025-03-24,2025,3,0,5713.T,住山,非鉄,SHORT,3470.0,3457.0,3442.0,-0.375,0.436,0.396,43579.0,39579.0,-0.661,True
2025-03-26,2025,3,2,5713.T,住山,非鉄,LONG,3585.0,3619.0,3633.0,0.948,0.387,0.347,38685.0,34685.0,-0.47,True
2025-03-28,2025,3,4,5713.T,住山,非鉄,SHORT,3544.0,3511.0,3453.0,-0.931,1.68,1.64,167970.0,163970.0,-0.199,True
2025-03-31,2025,3,0,5713.T,住山,非鉄,SHORT,3350.0,3317.0,3288.0,-0.985,0.882,0.842,88200.0,84200.0,-0.301,True
2025-04-01,2025,4,1,5713.T,住山,非鉄,SHORT,3245.0,3221.0,3206.0,-0.74,0.468,0.428,46787.0,42787.0,-0.433,True
2025-04-02,2025,4,2,5713.T,住山,非鉄,SHORT,3210.0,3169.0,3182.0,-1.277,-0.409,-0.449,-40855.0,-44855.0,-0.502,False
2025-04-03,2025,4,3,5713.T,住山,非鉄,LONG,2966.0,3013.0,3019.0,1.585,0.199,0.159,19914.0,15914.0,-1.095,True
2025-04-04,2025,4,4,5713.T,住山,非鉄,SHORT,2900.0,2883.5,2821.0,-0.569,2.216,2.176,221553.0,217553.0,-0.277,True
2025-04-07,2025,4,0,5713.T,住山,非鉄,SHORT,2480.0,2435.0,2462.0,-1.815,-1.097,-1.137,-109667.0,-113667.0,-2.483,False
2025-04-08,2025,4,1,5713.T,住山,非鉄,LONG,2592.0,2641.5,2629.5,1.91,-0.454,-0.494,-45429.0,-49429.0,-1.76,False
2025-04-09,2025,4,2,5713.T,住山,非鉄,SHORT,2488.0,2457.0,2476.5,-1.246,-0.787,-0.827,-78740.0,-82740.0,-1.404,False
2025-04-10,2025,4,3,5713.T,住山,非鉄,SHORT,2801.5,2732.0,2691.0,-2.481,1.524,1.484,152360.0,148360.0,-0.546,True
2025-04-11,2025,4,4,5713.T,住山,非鉄,LONG,2561.0,2606.0,2625.0,1.757,0.729,0.689,72909.0,68909.0,-0.959,True
2025-04-14,2025,4,0,5713.T,住山,非鉄,LONG,2769.5,2793.5,2791.5,0.867,-0.072,-0.112,-7159.0,-11159.0,-1.02,False
2025-04-15,2025,4,1,5713.T,住山,非鉄,SHORT,2870.0,2850.5,2861.5,-0.679,-0.384,-0.424,-38441.0,-42441.0,-1.452,False
2025-04-18,2025,4,4,5713.T,住山,非鉄,SHORT,2973.5,2953.0,3007.0,-0.689,-1.796,-1.836,-179581.0,-183581.0,-1.796,False
2025-04-22,2025,4,1,5713.T,住山,非鉄,LONG,3042.0,3094.0,3127.0,1.709,1.067,1.027,106658.0,102658.0,-0.582,True
2025-04-23,2025,4,2,5713.T,住山,非鉄,SHORT,3250.0,3202.0,3191.0,-1.477,0.345,0.305,34472.0,30472.0,0.0,True
2025-04-24,2025,4,3,5713.T,住山,非鉄,LONG,3178.0,3197.0,3236.0,0.598,1.22,1.18,121989.0,117989.0,-0.219,True
2025-04-30,2025,4,2,5713.T,住山,非鉄,SHORT,3273.0,3221.0,3219.0,-1.589,0.062,0.022,6213.0,2213.0,-0.617,True
2025-05-01,2025,5,3,5713.T,住山,非鉄,LONG,3131.0,3144.0,3155.0,0.415,0.35,0.31,34987.0,30987.0,-0.668,True
2025-05-07,2025,5,2,5713.T,住山,非鉄,SHORT,3196.0,3165.0,3167.0,-0.97,-0.063,-0.103,-6315.0,-10315.0,-0.189,False
2025-05-09,2025,5,4,5713.T,住山,非鉄,SHORT,3208.0,3196.0,3170.0,-0.374,0.82,0.78,82019.0,78019.0,-0.031,True
2025-05-12,2025,5,0,5713.T,住山,非鉄,SHORT,3161.0,3101.0,3122.0,-1.898,-0.673,-0.713,-67265.0,-71265.0,-1.305,False
2025-05-13,2025,5,1,5713.T,住山,非鉄,LONG,3250.0,3277.0,3274.0,0.831,-0.092,-0.132,-9155.0,-13155.0,-0.183,False
2025-05-14,2025,5,2,5713.T,住山,非鉄,SHORT,3277.0,3213.0,3237.0,-1.953,-0.741,-0.781,-74143.0,-78143.0,-0.986,False
2025-05-15,2025,5,3,5713.T,住山,非鉄,LONG,3187.0,3225.0,3223.0,1.192,-0.062,-0.102,-6202.0,-10202.0,-0.837,False
2025-05-16,2025,5,4,5713.T,住山,非鉄,LONG,3190.0,3235.0,3229.0,1.411,-0.185,-0.225,-18547.0,-22547.0,-1.175,False
2025-05-20,2025,5,1,5713.T,住山,非鉄,SHORT,3350.0,3233.0,3188.0,-3.493,1.412,1.372,141154.0,137154.0,-0.216,True
2025-05-21,2025,5,2,5713.T,住山,非鉄,SHORT,3200.0,3160.0,3192.0,-1.25,-1.003,-1.043,-100251.0,-104251.0,-1.003,False
2025-05-22,2025,5,3,5713.T,住山,非鉄,LONG,3151.0,3179.0,3211.0,0.889,1.007,0.967,100661.0,96661.0,-0.126,True
2025-05-23,2025,5,4,5713.T,住山,非鉄,LONG,3230.0,3246.0,3262.0,0.495,0.493,0.453,49291.0,45291.0,-0.092,True
2025-05-26,2025,5,0,5713.T,住山,非鉄,LONG,3300.0,3312.0,3332.0,0.364,0.604,0.564,60386.0,56386.0,-0.06,True
2025-05-27,2025,5,1,5713.T,住山,非鉄,LONG,3377.0,3389.0,3391.0,0.355,0.059,0.019,5901.0,1901.0,-0.413,True
2025-05-28,2025,5,2,5713.T,住山,非鉄,SHORT,3342.0,3307.0,3298.0,-1.047,0.273,0.233,27289.0,23289.0,-0.211,True
2025-05-29,2025,5,3,5713.T,住山,非鉄,LONG,3282.0,3309.0,3342.0,0.823,0.997,0.957,99728.0,95728.0,-0.423,True
2025-05-30,2025,5,4,5713.T,住山,非鉄,LONG,3328.0,3344.0,3346.0,0.481,0.06,0.02,5981.0,1981.0,-0.449,True
2025-06-02,2025,6,0,5713.T,住山,非鉄,SHORT,3283.0,3248.0,3234.0,-1.066,0.433,0.393,43290.0,39290.0,-0.154,True
2025-06-05,2025,6,3,5713.T,住山,非鉄,LONG,3315.0,3330.0,3343.0,0.452,0.39,0.35,39039.0,35039.0,-0.09,True
2025-06-06,2025,6,4,5713.T,住山,非鉄,LONG,3340.0,3385.0,3395.0,1.347,0.295,0.255,29542.0,25542.0,-0.532,True
2025-06-10,2025,6,1,5713.T,住山,非鉄,SHORT,3417.0,3389.0,3405.0,-0.819,-0.47,-0.51,-46990.0,-50990.0,-0.819,False
2025-06-11,2025,6,2,5713.T,住山,非鉄,SHORT,3347.0,3336.0,3336.0,-0.329,0.0,-0.04,0.0,-4000.0,-0.18,False
2025-06-12,2025,6,3,5713.T,住山,非鉄,SHORT,3361.0,3327.0,3348.0,-1.012,-0.627,-0.667,-62724.0,-66724.0,-0.982,False
2025-06-13,2025,6,4,5713.T,住山,非鉄,SHORT,3352.0,3331.0,3322.0,-0.626,0.271,0.231,27092.0,23092.0,-0.537,True
2025-06-16,2025,6,0,5713.T,住山,非鉄,LONG,3400.0,3433.0,3459.0,0.971,0.757,0.717,75736.0,71736.0,-0.728,True
2025-06-17,2025,6,1,5713.T,住山,非鉄,LONG,3401.0,3421.0,3421.0,0.588,0.0,-0.04,0.0,-4000.0,-0.409,False
2025-06-18,2025,6,2,5713.T,住山,非鉄,SHORT,3439.0,3406.0,3412.0,-0.96,-0.176,-0.216,-17585.0,-21585.0,-0.38,False
2025-06-19,2025,6,3,5713.T,住山,非鉄,SHORT,3439.0,3404.0,3387.0,-1.018,0.502,0.462,50192.0,46192.0,-0.497,True
2025-06-20,2025,6,4,5713.T,住山,非鉄,LONG,3397.0,3430.0,3403.0,0.971,-0.787,-0.827,-78717.0,-82717.0,-1.341,False
2025-06-23,2025,6,0,5713.T,住山,非鉄,SHORT,3362.0,3341.0,3338.0,-0.625,0.09,0.05,8987.0,4987.0,-0.536,True
2025-06-24,2025,6,1,5713.T,住山,非鉄,LONG,3379.0,3391.0,3345.0,0.355,-1.357,-1.397,-135653.0,-139653.0,-1.592,False
2025-06-25,2025,6,2,5713.T,住山,非鉄,SHORT,3356.0,3320.0,3304.0,-1.073,0.484,0.444,48426.0,44426.0,-0.15,True
2025-06-26,2025,6,3,5713.T,住山,非鉄,LONG,3325.0,3336.0,3360.0,0.331,0.719,0.679,71942.0,67942.0,-0.39,True
2025-06-27,2025,6,4,5713.T,住山,非鉄,LONG,3500.0,3569.0,3590.0,1.971,0.588,0.548,58840.0,54840.0,-0.897,True
2025-06-30,2025,6,0,5713.T,住山,非鉄,LONG,3580.0,3598.0,3576.0,0.503,-0.611,-0.651,-61145.0,-65145.0,-0.945,False
2025-07-01,2025,7,1,5713.T,住山,非鉄,LONG,3530.0,3561.0,3511.0,0.878,-1.404,-1.444,-140410.0,-144410.0,-1.404,False
2025-07-02,2025,7,2,5713.T,住山,非鉄,LONG,3505.0,3535.0,3550.0,0.856,0.424,0.384,42433.0,38433.0,-0.283,True
2025-07-03,2025,7,3,5713.T,住山,非鉄,LONG,3610.0,3702.0,3692.0,2.548,-0.27,-0.31,-27012.0,-31012.0,-0.432,False
2025-07-04,2025,7,4,5713.T,住山,非鉄,SHORT,3670.0,3639.0,3597.0,-0.845,1.168,1.128,116764.0,112764.0,-0.356,True
2025-07-07,2025,7,0,5713.T,住山,非鉄,SHORT,3575.0,3561.0,3557.0,-0.392,0.112,0.072,11245.0,7245.0,-0.056,True
2025-07-08,2025,7,1,5713.T,住山,非鉄,LONG,3527.0,3552.0,3579.0,0.709,0.76,0.72,76014.0,72014.0,-0.113,True
2025-07-09,2025,7,2,5713.T,住山,非鉄,SHORT,3693.0,3558.0,3563.0,-3.656,-0.14,-0.18,-14033.0,-18033.0,-0.947,False
2025-07-10,2025,7,3,5713.T,住山,非鉄,SHORT,3582.0,3541.0,3496.0,-1.145,1.287,1.247,128719.0,124719.0,-0.197,True
2025-07-14,2025,7,0,5713.T,住山,非鉄,SHORT,3530.0,3510.0,3527.0,-0.567,-0.482,-0.522,-48200.0,-52200.0,-0.679,False
2025-07-15,2025,7,1,5713.T,住山,非鉄,SHORT,3478.0,3465.0,3463.0,-0.374,0.058,0.018,5775.0,1775.0,-0.345,True
2025-07-25,2025,7,4,5713.T,住山,非鉄,SHORT,3578.0,3546.0,3534.0,-0.894,0.34,0.3,33956.0,29956.0,-0.337,True
2025-07-29,2025,7,1,5713.T,住山,非鉄,SHORT,3450.0,3439.0,3427.0,-0.319,0.35,0.31,35016.0,31016.0,-0.636,True
2025-07-30,2025,7,2,5713.T,住山,非鉄,LONG,3430.0,3442.0,3449.0,0.35,0.203,0.163,20337.0,16337.0,-0.291,True
2025-07-31,2025,7,3,5713.T,住山,非鉄,LONG,3338.0,3353.0,3369.0,0.449,0.477,0.437,47718.0,43718.0,-0.179,True
2025-08-01,2025,8,4,5713.T,住山,非鉄,SHORT,3422.0,3410.0,3402.0,-0.351,0.235,0.195,23516.0,19516.0,-0.699,True
2025-08-04,2025,8,0,5713.T,住山,非鉄,LONG,3370.0,3400.0,3434.0,0.89,1.0,0.96,100000.0,96000.0,-0.206,True
2025-08-05,2025,8,1,5713.T,住山,非鉄,LONG,3447.0,3458.0,3513.0,0.319,1.591,1.551,159051.0,155051.0,-0.174,True
2025-08-06,2025,8,2,5713.T,住山,非鉄,LONG,3510.0,3522.0,3548.0,0.342,0.738,0.698,73822.0,69822.0,-0.341,True
2025-08-08,2025,8,4,5713.T,住山,非鉄,SHORT,3670.0,3642.0,3652.0,-0.763,-0.274,-0.314,-27382.0,-31382.0,-0.383,False
2025-08-12,2025,8,1,5713.T,住山,非鉄,LONG,3625.0,3662.0,3643.0,1.021,-0.519,-0.559,-51884.0,-55884.0,-0.901,False
2025-08-13,2025,8,2,5713.T,住山,非鉄,SHORT,3700.0,3687.0,3690.0,-0.351,-0.081,-0.121,-8130.0,-12130.0,-0.297,False
2025-08-14,2025,8,3,5713.T,住山,非鉄,LONG,3613.0,3633.0,3618.0,0.554,-0.413,-0.453,-41288.0,-45288.0,-0.523,False
2025-08-15,2025,8,4,5713.T,住山,非鉄,LONG,3565.0,3616.0,3670.0,1.431,1.493,1.453,149336.0,145336.0,-0.138,True
2025-08-18,2025,8,0,5713.T,住山,非鉄,LONG,3760.0,3821.0,3792.0,1.622,-0.759,-0.799,-75896.0,-79896.0,-0.759,False
2025-08-20,2025,8,2,5713.T,住山,非鉄,LONG,3728.0,3759.0,3750.0,0.832,-0.239,-0.279,-23943.0,-27943.0,-0.851,False
2025-08-21,2025,8,3,5713.T,住山,非鉄,LONG,3750.0,3767.0,3766.0,0.453,-0.027,-0.067,-2655.0,-6655.0,-0.398,False
2025-08-22,2025,8,4,5713.T,住山,非鉄,LONG,3779.0,3810.0,3767.0,0.82,-1.129,-1.169,-112861.0,-116861.0,-1.129,False
2025-08-25,2025,8,0,5713.T,住山,非鉄,LONG,3877.0,3927.0,3954.0,1.29,0.688,0.648,68755.0,64755.0,-0.357,True
2025-08-26,2025,8,1,5713.T,住山,非鉄,SHORT,3948.0,3919.0,3948.0,-0.735,-0.735,-0.775,-73455.0,-77455.0,-0.785,False
2025-08-28,2025,8,3,5713.T,住山,非鉄,LONG,3972.0,4014.0,4000.0,1.057,-0.349,-0.389,-34878.0,-38878.0,-0.598,False
2025-08-29,2025,8,4,5713.T,住山,非鉄,SHORT,4080.0,4009.0,4054.0,-1.74,-1.11,-1.15,-111001.0,-115001.0,-1.207,False
2025-09-02,2025,9,1,5713.T,住山,非鉄,LONG,4040.0,4102.0,4143.0,1.535,1.0,0.96,99951.0,95951.0,-0.414,True
2025-09-03,2025,9,2,5713.T,住山,非鉄,LONG,4215.0,4267.0,4279.0,1.234,0.281,0.241,28123.0,24123.0,-0.469,True
2025-09-04,2025,9,3,5713.T,住山,非鉄,LONG,4180.0,4232.0,4246.0,1.244,0.331,0.291,33081.0,29081.0,-0.213,True
2025-09-09,2025,9,1,5713.T,住山,非鉄,SHORT,4297.0,4250.0,4230.0,-1.094,0.473,0.433,47281.0,43281.0,-0.305,True
2025-09-10,2025,9,2,5713.T,住山,非鉄,LONG,4170.0,4196.0,4200.0,0.624,0.095,0.055,9533.0,5533.0,-0.357,True
2025-09-11,2025,9,3,5713.T,住山,非鉄,LONG,4203.0,4285.0,4306.0,1.951,0.49,0.45,49008.0,45008.0,-0.443,True
2025-09-12,2025,9,4,5713.T,住山,非鉄,SHORT,4353.0,4321.0,4335.0,-0.735,-0.323,-0.363,-32295.0,-36295.0,-0.461,False
2025-09-16,2025,9,1,5713.T,住山,非鉄,LONG,4360.0,4374.0,4347.0,0.321,-0.617,-0.657,-61728.0,-65728.0,-0.914,False
2025-09-17,2025,9,2,5713.T,住山,非鉄,SHORT,4448.0,4431.0,4395.0,-0.382,0.819,0.779,81911.0,77911.0,-0.961,True
2025-09-18,2025,9,3,5713.T,住山,非鉄,SHORT,4335.0,4318.0,4359.0,-0.392,-0.941,-0.981,-94058.0,-98058.0,-1.37,False
2025-09-19,2025,9,4,5713.T,住山,非鉄,SHORT,4321.0,4250.0,4232.0,-1.643,0.425,0.385,42533.0,38533.0,-0.047,True
2025-09-22,2025,9,0,5713.T,住山,非鉄,LONG,4207.0,4245.0,4221.0,0.903,-0.565,-0.605,-56537.0,-60537.0,-0.565,False
2025-09-24,2025,9,2,5713.T,住山,非鉄,SHORT,4318.0,4305.0,4258.0,-0.301,1.104,1.064,110380.0,106380.0,-0.347,True
2025-09-25,2025,9,3,5713.T,住山,非鉄,LONG,4539.0,4646.0,4707.0,2.357,1.313,1.273,131296.0,127296.0,-0.947,True
2025-09-26,2025,9,4,5713.T,住山,非鉄,SHORT,4770.0,4720.0,4685.0,-1.048,0.747,0.707,74707.0,70707.0,-0.211,True
2025-09-29,2025,9,0,5713.T,住山,非鉄,LONG,4660.0,4689.0,4759.0,0.622,1.493,1.453,149286.0,145286.0,-0.149,True
2025-09-30,2025,9,1,5713.T,住山,非鉄,SHORT,4800.0,4773.0,4785.0,-0.562,-0.251,-0.291,-25078.0,-29078.0,-0.521,False
2025-10-01,2025,10,2,5713.T,住山,非鉄,SHORT,4762.0,4711.0,4672.0,-1.071,0.835,0.795,83476.0,79476.0,-0.842,True
2025-10-02,2025,10,3,5713.T,住山,非鉄,LONG,4883.0,4926.0,4872.0,0.881,-1.096,-1.136,-109622.0,-113622.0,-1.949,False
2025-10-03,2025,10,4,5713.T,住山,非鉄,LONG,4848.0,4885.0,4874.0,0.763,-0.225,-0.265,-22518.0,-26518.0,-0.655,False
2025-10-06,2025,10,0,5713.T,住山,非鉄,SHORT,5023.0,4933.0,4987.0,-1.792,-1.083,-1.123,-108282.0,-112282.0,-1.202,False
2025-10-09,2025,10,3,5713.T,住山,非鉄,LONG,5221.0,5252.0,5212.0,0.594,-0.762,-0.802,-76161.0,-80161.0,-1.98,False
2025-10-10,2025,10,4,5713.T,住山,非鉄,SHORT,5192.0,5115.0,5046.0,-1.483,1.367,1.327,136742.0,132742.0,-0.039,True
2025-10-14,2025,10,1,5713.T,住山,非鉄,LONG,5100.0,5293.0,5211.0,3.784,-1.549,-1.589,-154922.0,-158922.0,-1.644,False
2025-10-15,2025,10,2,5713.T,住山,非鉄,LONG,5259.0,5311.0,5287.0,0.989,-0.452,-0.492,-45189.0,-49189.0,-1.017,False
2025-10-17,2025,10,4,5713.T,住山,非鉄,LONG,5301.0,5354.0,5424.0,1.0,1.307,1.267,130743.0,126743.0,-0.336,True
2025-10-20,2025,10,0,5713.T,住山,非鉄,LONG,5300.0,5349.0,5308.0,0.925,-0.766,-0.806,-76650.0,-80650.0,-1.888,False
2025-10-21,2025,10,1,5713.T,住山,非鉄,SHORT,5379.0,5340.0,5375.0,-0.725,-0.651,-0.691,-65116.0,-69116.0,-1.019,False
2025-10-22,2025,10,2,5713.T,住山,非鉄,SHORT,5053.0,5007.0,4958.0,-0.91,0.988,0.948,98830.0,94830.0,-0.199,True
2025-10-23,2025,10,3,5713.T,住山,非鉄,LONG,4946.0,5013.0,5034.0,1.355,0.419,0.379,41891.0,37891.0,-0.219,True
2025-10-24,2025,10,4,5713.T,住山,非鉄,SHORT,5149.0,5087.0,5107.0,-1.204,-0.392,-0.432,-39162.0,-43162.0,-0.877,False
2025-10-27,2025,10,0,5713.T,住山,非鉄,LONG,5168.0,5187.0,5173.0,0.368,-0.27,-0.31,-26991.0,-30991.0,-1.041,False
2025-10-28,2025,10,1,5713.T,住山,非鉄,SHORT,5090.0,5050.0,5013.0,-0.786,0.738,0.698,73808.0,69808.0,-0.336,True
2025-10-29,2025,10,2,5713.T,住山,非鉄,SHORT,4977.0,4913.0,4944.0,-1.286,-0.627,-0.667,-62702.0,-66702.0,-1.067,False
2025-10-30,2025,10,3,5713.T,住山,非鉄,LONG,5013.0,5047.0,5059.0,0.678,0.238,0.198,23777.0,19777.0,-0.852,True
2025-11-05,2025,11,2,5713.T,住山,非鉄,SHORT,4850.0,4828.0,4633.0,-0.454,4.209,4.169,420894.0,416894.0,-0.207,True
2025-11-06,2025,11,3,5713.T,住山,非鉄,LONG,4869.0,4897.0,4917.0,0.575,0.408,0.368,40841.0,36841.0,-0.184,True
2025-11-10,2025,11,0,5713.T,住山,非鉄,LONG,5050.0,5069.0,5050.0,0.376,-0.375,-0.415,-37483.0,-41483.0,-1.046,False
2025-11-12,2025,11,2,5713.T,住山,非鉄,LONG,4979.0,5016.0,5113.0,0.743,1.934,1.894,193381.0,189381.0,-0.179,True
2025-11-13,2025,11,3,5713.T,住山,非鉄,SHORT,5201.0,5118.0,5166.0,-1.596,-0.929,-0.969,-92915.0,-96915.0,-1.463,False
2025-11-14,2025,11,4,5713.T,住山,非鉄,LONG,5054.0,5149.0,5170.0,1.88,0.408,0.368,40785.0,36785.0,-0.214,True
2025-11-17,2025,11,0,5713.T,住山,非鉄,LONG,5115.0,5158.0,5124.0,0.841,-0.659,-0.699,-65917.0,-69917.0,-0.775,False
