,eneos_vwap_trend,vwap_morning_meanrevert,lasertec_ma25_support,bank_absorption,closing_auction
2026-01-09,2.6803243704698688e-05,0.0,0.0257461635220125,0.0029573060415978,0.01381851681252888
2026-01-13,0.0,0.0,0.0196572689531245,0.0029573060415978,0.011940725665405272
2026-01-14,0.0,0.0,0.0196572689531245,0.0079132621697327,0.005418312877608559
2026-01-15,0.0,0.0,0.0196572689531245,0.0079132621697327,0.006689930138047417
2026-01-16,0.0,0.0,0.0196572689531245,0.0079132621697327,-0.000536478205501012
2026-01-19,-0.0157336096145877,0.0,0.0135683743842364,0.0079132621697327,-0.0060186545485307885
2026-01-20,0.0,0.0,0.0135683743842364,0.0079132621697327,-0.009597523219814219
2026-01-21,0.0,0.0,0.0135683743842364,0.0,0.006297126285545472
2026-01-22,0.0032072144288576,0.0120936257011728,0.0135683743842364,-0.001388403039906,0.0056477355274230185
2026-01-23,0.0,0.0,0.0135683743842364,-0.001388403039906,-0.006648755447785537
2026-01-26,0.0,0.0,0.0135683743842364,-0.001388403039906,-0.001424670544936446
2026-01-27,0.0077037277147488,0.0,0.0,-0.0005690668282462,-0.014376078205865395
2026-01-28,0.0,0.0,0.0,-0.0005690668282462,0.0018103599695688533
2026-01-29,0.0,-0.002094335613206,0.0,0.0057997278796533,0.0001085524586232681
2026-01-30,0.0,0.0,0.0,0.0057997278796533,0.008716643077038887
2026-02-02,0.0,0.0,0.0,0.0077780717718089,-0.00918275043429262
2026-02-03,0.0,0.0,-0.0100399999999999,0.0164991348638125,0.0026412558290188626
2026-02-04,0.0110306784660767,0.0,-0.0100399999999999,0.0164991348638125,0.009599973044192836
2026-02-05,0.0,0.0,-0.0100399999999999,0.0145983929765215,-0.005137627790808341
2026-02-06,0.0,0.0,-0.0100399999999999,0.0145983929765215,0.005219210724782597
2026-02-09,-0.009107767328457,0.0,-0.0100399999999999,0.0147754508821707,0.005994858109031886
2026-02-10,0.0,0.0,-0.0100399999999999,-0.0072243138400728,0.0057739200197452385
2026-02-12,0.0,0.0,-0.0100399999999999,-0.0072243138400728,-0.011773880697954764
2026-02-13,0.0185263592567102,0.0,-0.0100399999999999,-0.0097680153177648,0.0075277098369473236
2026-02-16,0.0,0.0,-0.0100399999999999,-0.0068413351432733,0.0022846148169500084
2026-02-17,0.0,0.0,-0.0100399999999999,-0.0066522366295887,0.003902790302555116
2026-02-18,0.0,0.0,0.0,-0.0027575132693685,0.006676240902166202
2026-02-19,0.0,0.0,0.0,-0.0027575132693685,-0.0014229537282096326
2026-02-20,0.0,0.0,0.0,-0.0027575132693685,-0.0008204899689068565
2026-02-24,-0.0097652445369407,0.0,0.0,-0.0051394485201113,0.002855257640731032
2026-02-25,0.0,0.0,0.0,0.0128210869549377,0.006143845880107736
2026-02-26,0.0,0.0,0.0,-0.0005443550068312,-0.007169966533924099
2026-02-27,0.0,0.0,0.0,-0.0034209941560318,-0.014329742550237928
2026-03-02,-0.0185338608638312,-0.0130993502658003,0.0,-0.0036205596045929,0.013892968359393354
2026-03-03,0.0228793522267206,0.0,0.0,-0.0036205596045929,-0.01383608786348008
2026-03-04,0.0,-0.0051646378334419,0.0,-0.0058730841558549,0.014083758164512423
2026-03-05,0.0173151120751988,0.0,0.0,-0.0002298376402577,-0.009057714016169493
2026-03-06,0.0,0.0,0.0,0.0012346917148903,-0.012404555175419552
2026-03-09,-0.0037872788859616,0.0347180906546737,0.0,0.001784932079513,0.014558153748347928
2026-03-10,0.0,0.0,0.0,0.001784932079513,-0.03381234150464918
2026-03-11,0.0,0.0045477735019241,0.0,0.0003886666667746,-0.006520498958047774
2026-03-12,-3.045084996304812e-05,0.0,0.0,0.0,-0.015210743517850596
2026-03-13,0.0054997050147493,0.0038429063908777,0.0,0.0015532590942836,-0.0003969101405850199
2026-03-16,0.0169816568047336,0.0,0.0,0.0003634952187836,0.01098076705291649
2026-03-17,-0.0073495245062179,0.0,0.0,0.0003634952187836,0.005544427424282995
2026-03-18,0.0176403254333214,0.0,0.0,0.0003634952187836,0.0
2026-03-19,0.0,0.0,0.0,0.0003634952187836,-0.008167184906395758
2026-03-23,-0.0066232594321276,0.0,0.0,0.0063809856986141,0.00928481532788313
2026-03-24,0.0,0.0094586292593234,0.0116923556370302,0.0135882400539446,0.009819689724924346
2026-03-25,0.0089592512598992,0.0,0.0116923556370302,0.0135882400539446,0.008613959058455332
2026-03-26,0.0,0.0,0.0116923556370302,0.0135882400539446,0.02172096908939003
2026-03-27,0.0,0.0,0.0116923556370302,0.0135882400539446,-0.02061824021412819
2026-03-30,0.0169512747875355,0.0,0.0116923556370302,0.0,0.03341288782816232
2026-03-31,-0.0093413447782547,0.0315380165855257,0.0116923556370302,0.0040016326530612,0.012866940110211039
2026-04-01,0.0,0.0,0.0116923556370302,0.0055215099681491,0.010557691236280586
2026-04-02,0.0246677506775067,-0.0031118492933189,0.0116923556370302,0.0055215099681491,0.002449390919194494
2026-04-03,0.0,0.0,0.0116923556370302,0.0090725097825474,0.004829997255254984
2026-04-06,0.0,0.0,0.0116923556370302,0.0076257899368395,0.005179154506859392
