,eneos_vwap_trend,vwap_morning_meanrevert,lasertec_ma25_support,bank_absorption,closing_auction
2026-04-07,0.0,0.0,0.0,0.0085318292577841,0.011454285129883555
2026-04-08,0.0114123523455956,-0.0125642169285351,0.0,0.006024954866185,0.001342328691015137
2026-04-09,0.0095451303155007,0.0,0.0,0.006024954866185,-0.0006759554048054912
2026-04-10,-0.0028613220815752,0.0,0.0,1.7437612496631395e-05,0.0
2026-04-13,0.0,0.0,0.0,-0.0027056042266425,0.001455417733459178
2026-04-14,0.0,0.0,0.0,-0.0027056042266425,0.004057428214731651
2026-04-15,0.0,0.0,0.0,-0.0026121022078035,0.006021078089489928
2026-04-16,0.0,0.0,0.0,-0.0026121022078035,-0.0026250435591090144
2026-04-17,0.013936917562724,0.0,0.0,-0.004517909595026,0.005687571953745852
2026-04-20,0.0,0.0,0.0,-0.0110273684210526,0.008305647840531671
2026-04-21,0.0044798798798799,0.0,0.0,-0.0110273684210526,-0.000769469801483261
2026-04-22,-0.0065022120518687,0.0,0.0,0.0037453411046662,-0.004192301975319501
2026-04-23,0.0,-0.0001221450402888,0.0,0.0054677925643005,-0.0015959656807181806
2026-04-24,0.0,0.0,0.0,0.0057973725334104,0.0029561586293194724
2026-04-27,0.0,0.0,0.0,0.0082009069554765,-0.00030375629340539945
2026-04-28,0.0,0.0,0.0,0.0082009069554765,-0.0030456852791878038
2026-04-30,-0.0204849748937814,0.0,0.0,0.0078494039621545,-0.0014408391724549108
2026-05-01,0.0,0.0,0.0,0.0099513254476577,0.006417607048041174
2026-05-07,0.0,0.0,-0.0100399999999999,0.0112068726753194,0.00026468672639973933
2026-05-08,0.0,0.0,-0.0100399999999999,0.0056930606744681,-0.0003787702205025333
2026-05-11,-0.0030748184944592,0.0046125313283209,-0.0100399999999999,0.0042045528127138,0.00241211458192724
2026-05-12,0.0,0.0,-0.0100399999999999,0.0035467937140079,-0.003875650796067331
2026-05-13,0.0,0.0,-0.0100399999999999,0.0019976394325798,-0.006761672156067183
2026-05-14,0.0,0.0,-0.0100399999999999,0.0011669583185936,0.00657736306029361
2026-05-15,-0.0221471433837079,-0.0118204674967231,-0.0100399999999999,0.0042530994962744,-0.003258558888744179
2026-05-18,-0.0195404839292163,0.0,-0.0100399999999999,0.0065222713015762,0.0025840960618429233
2026-05-19,-0.0062479532163743,-0.0004,-0.0100399999999999,0.0122944021748432,0.003314953873862732
