threshold,n,mean,wr,pf,sharpe,t_stat,total
0.3,53,79.51695793366146,71.69811320754717,5.026622365931612,7.817191439131435,3.5849938266697525,4214.398770484057
0.5,32,81.11739871212038,65.625,3.6183618824577253,7.099200089004723,2.5297880431629283,2595.756758787852
0.8,17,110.01679060648436,76.47058823529412,5.665905146949461,10.168396794553347,2.641050316646835,1870.2854403102342
1.0,12,137.40796223094736,83.33333333333334,10.541788529677877,12.34318994766718,2.6935048691620405,1648.8955467713683
