code4,name_ja,sector33_nm,pbr,per,roe,divy,mcap,tv_avg
256A,飛島ホールディングス,建設業,0.7026091370916282,7.877159005572903,8.904776783252771,5.268439538384345,382.282605400184,322768500.0
2270,雪印メグミルク,食料品,0.9379715346029933,7.011927899089211,13.664892976269103,2.717391304347826,2258.0820521185924,701988730.7692307
5707,東邦亜鉛,非鉄金属,0.9885191671531426,4.707190511489992,34.98683055311677,0.0,135.11079976649154,302212930.7692308
2602,日清オイリオグループ,食料品,0.8454295460874409,7.6372784088675765,10.80521071692402,9.264024704065879,1876.8874094959622,438431876.9230769
7846,パイロットコーポレーション,その他製品,0.46113829289315045,5.687338338275188,8.258545033851545,6.655574043261231,673.6262068753853,364611919.2307692
7130,ヤマエグループホールディングス,卸売業,0.7752856451097763,7.537436770671609,9.375634517766498,2.6578073089700998,916.3876325197556,234429992.30769232
2264,森永乳業,食料品,0.3518137135369691,4.338453735236578,8.078313059206646,8.350730688935283,984.1953454825357,2522610326.923077
2982,ＡＤワークスグループ,不動産業,0.9704328704256997,5.930470347648262,16.111003110419908,3.9408866995073892,199.67626741879195,130927053.84615386
7239,タチエス,輸送用機器,0.702245812213056,7.917942663173819,8.778705242483758,4.8928238583410995,743.7064049661149,158456938.46153846
8877,エスリード,不動産業,0.9592498552611165,7.002182139601691,13.698512550736366,4.733727810650888,782.2586644668878,146554884.6153846
1301,極洋,水産・農林業,0.6918730639456576,7.820908996215409,8.673986914845058,3.3296337402885685,545.6664480726612,187259000.0
2120,ＬＩＦＵＬＬ,サービス業,0.9799093953121922,4.794025536015418,20.276093505701102,5.231155778894473,256.96164073271615,108905653.84615386
1879,新日本建設,建設業,0.8842055843190444,7.814060699193238,11.315005165481207,3.2940019665683384,1189.6720875337446,152547446.15384614
3932,アカツキ,情報･通信業,0.9222134402529206,7.352603515575171,12.45592383638928,3.99028452463567,418.46357064916526,171303953.84615386
9305,ヤマタネ,卸売業,0.7012702001729068,8.266374005409007,8.653770481482065,3.556187766714083,445.5379962758529,131390184.61538462
4026,神島化学工業,ガラス･土石製品,0.9317867615605414,7.375239216840866,12.57647858599592,3.260146373918829,137.06583262555563,104545730.76923077
3284,フージャースホールディングス,不動産業,0.9469463294262801,6.648259433706891,12.886607255834132,6.026058631921824,523.8601789019124,175753892.30769232
7679,薬王堂ホールディングス,小売業,0.841815148804487,8.430584475328072,10.013175230566535,1.665709362435382,338.636979909581,100751169.23076923
6209,リケンＮＰＲ,機械,0.6420036556443451,7.333486713447601,8.26707843911524,5.490196078431373,1089.3068626414297,213388153.84615386
6741,日本信号,電気機器,0.8493530297409937,8.375921243746301,10.14028827315981,3.5966602440590876,971.1162800846624,338554769.2307692
6395,タダノ,機械,0.7684706084544043,8.647603260118801,8.884853311062123,3.5143769968051117,1582.6344792875072,374363138.46153843
8078,阪和興業,卸売業,0.7471685406551603,8.502045254491794,8.838182611889104,17.661388550548114,3234.873668451923,843849553.8461539
8014,蝶理,卸売業,0.9344849013251381,7.961260669730795,11.724454336027488,3.788659793814433,957.3237123135244,100308846.15384616
6804,ホシデン,電気機器,0.8922895435331127,8.439485510615219,10.786525828158384,3.5989717223650386,1340.6025788904547,571209007.6923077
1911,住友林業,建設業,0.8319123020706456,7.844713719634756,9.383120481779333,,9457.06258221681,4264743084.6153846
5981,東京製綱,金属製品,0.7101544220870379,8.47897018727931,8.45087519118254,3.6900369003690034,292.5197080018718,157466407.69230768
1662,石油資源開発,鉱業,0.6788151738036087,7.971639359969339,8.10855110889866,3.90625,4472.692815736763,2355571200.0
1379,ホクト,水産・農林業,0.928934573844022,8.59542530378842,10.79107879982749,2.858627858627859,603.1014827224928,134016876.92307691
7296,エフ・シー・シー,輸送用機器,0.8233262380015262,8.996798843453119,9.093597157523789,5.566714490674318,1698.5137957347683,272523346.15384614
8043,スターゼン,卸売業,0.770663451091823,8.85338088053765,8.709640353900953,3.3307513555383426,737.7792416337348,189980069.23076922
5019,出光興産,石油･石炭製品,0.7882067502508796,8.840290639692265,8.8111366978303,2.9008863819500403,15378.69402207741,4124726711.5384617
9987,スズケン,卸売業,0.8403566351905644,9.471349488580124,9.167043258367546,1.9353590090961874,3495.9844451889703,1056667069.2307693
2733,あらた,卸売業,0.7022805238516473,8.600871977804202,8.15869589729547,4.301075268817205,871.9655440246823,212225715.3846154
2681,ゲオホールディングス,小売業,0.8218744419371072,9.214178459298356,8.899073225379366,1.6790123456790123,806.9985145380457,271859223.0769231
5644,メタルアート,鉄鋼,0.8488030996705941,8.218448927449833,9.21786753380113,1.9430051813471503,247.97782556876405,222355230.76923078
7864,フジシールインターナショナル,その他製品,0.9923555543794305,7.743334279740856,12.808190296656413,2.7,1600.3122612144446,450987946.15384614
2918,わらべや日洋ホールディングス,食料品,0.7749272139632616,8.6516561462875,8.593133862323157,4.512974802557353,481.4700273075141,309919053.84615386
6371,椿本チエイン,機械,0.9070740543121122,8.735632183908045,9.77831904283857,3.0959752321981426,2755.8270381083435,368229453.84615386
6810,マクセル,電気機器,0.8573969006689812,10.023263871702222,9.159154164310348,2.4691358024691357,773.2262469303073,378185976.9230769
5715,古河機械金属,非鉄金属,0.7709590730869201,9.099181073703367,8.506601154453033,2.2857142857142856,1157.988237367285,775743730.7692307
4516,日本新薬,医薬品,0.9358174416212205,9.179138321995465,10.182923277749417,3.0632411067193677,2731.3797250342723,783305746.1538461
1925,大和ハウス工業,建設業,0.9796689822090231,8.088689604039049,11.599473906246123,3.8192928852029686,29608.290732057754,8634768561.538462
5195,バンドー化学,ゴム製品,0.9795551956910132,8.678700924012631,11.37910242053579,5.3908355795148255,909.7325013421579,111723669.23076923
9699,ニシオホールディングス,サービス業,0.8096825202771359,9.262018844998739,8.631467898409712,3.242574257425743,1135.8955108715911,211508230.76923078
8065,佐藤商事,卸売業,0.8049328141845429,9.481825705009866,8.53596724933394,2.7526015441423297,619.3555538742964,110093538.46153846
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報･通信業,0.8847795578044647,9.523311729040351,9.133809896124204,5.488474204171241,316.85725524093493,110285276.92307691
2153,Ｅ・Ｊホールディングス,サービス業,0.7888005499729923,9.331925006601532,8.369748733737213,3.904923599320883,317.6973095071224,129903484.61538462
9830,トラスコ中山,卸売業,0.8224318918057744,9.645407739578143,8.526619848377468,2.582866982350409,1531.7958471260906,225292730.76923078
8074,ＹＵＡＳＡ,卸売業,0.9673234283627655,9.648723426610164,9.897402960986776,3.4482758620689653,1174.7756108094443,174147153.84615386
7990,グローブライド,その他製品,0.8200699739114607,10.13496625843539,8.33063808159682,3.6991368680641186,532.4632333609723,115918553.84615386
7283,愛三工業,輸送用機器,0.9041424114752517,9.88093668995211,8.934660935289655,3.5571365051133834,1323.022549287621,1077187476.9230769
7203,トヨタ自動車,輸送用機器,0.9466765921601661,9.820491109229467,9.381013215287698,3.2764269701672704,388327.3818441828,76114350057.6923
9045,京阪ホールディングス,陸運業,0.9624855434907996,9.777938039003574,9.60656591229621,3.073140749846343,3364.4933403927444,758450184.6153846
5021,コスモエネルギーホールディングス,石油･石炭製品,0.9890616487154771,8.334436939919657,10.06073983263587,,7277.129877205481,2381329315.3846154
9119,飯野海運,海運業,0.9803003758041003,10.07767924658005,9.723292690631121,4.024556616643929,1551.7174648603104,312435738.46153843
2784,アルフレッサ　ホールディングス,卸売業,0.8305844176775871,10.098414910294375,8.21928596602107,2.932298404484692,4218.563174916995,1061718765.3846154
6742,京三製作所,電気機器,0.9579563597658329,10.618163942484944,9.05726808938708,2.8935185185185186,533.2751463544439,261030969.23076922
6455,モリタホールディングス,輸送用機器,0.9712039447316537,10.67598237728628,9.22752644521644,2.6677782409337225,995.2509544032096,144047530.76923078
2768,双日,卸売業,0.9678207241863589,10.247499747449238,8.979979199167968,3.253154574132492,11166.71551566221,6043364415.384615
4041,日本曹達,化学,0.9593160979261497,10.890235930350032,8.86537211175483,4.365620736698499,1977.092918859919,445501692.3076923
9001,東武鉄道,陸運業,0.9700257593611933,10.7945709034356,8.93885993375408,2.2920759659463,6035.762181700372,1444771123.0769231
8098,稲畑産業,卸売業,0.8954385837806753,10.27699823303191,8.38910619749693,3.236409608091024,2202.2237441785173,299353730.7692308
9025,鴻池運輸,陸運業,0.9456540968886545,10.5410031254651,8.739915835125053,3.882809742322626,1543.7897697116973,220101230.76923078
8103,明和産業,卸売業,0.8620772690933258,10.656030479819027,8.01482290899589,4.692737430167598,362.9086679702174,159462376.92307693
4997,日本農薬,化学,0.9086640704836081,10.691074523396882,8.299174445707463,3.64741641337386,791.3827989062887,123795100.0
1938,日本リーテック,建設業,0.8800423565101669,10.976262716401928,8.01368577574384,3.3333333333333335,609.5965399310276,187062500.0
4992,北興化学工業,化学,0.9395986237414349,11.347851677457328,8.415879017013232,2.3858921161825726,497.04767195921903,242335315.3846154
9956,バローホールディングス,小売業,0.934159526578758,10.501582430229213,8.103840913674125,2.2526636225266365,1899.2490750825389,3524408615.3846154
3457,Ａｎｄ　Ｄｏホールディングス,不動産業,0.9698231009365245,11.438389788905253,8.470514690560533,,186.1672424557752,118655484.61538462
