variant,seg,N,mean,med,win,t
base(FY/2Q/3Q),IS,7926,-0.029548575261519966,-0.04,49.444865001261675,-0.8466221658030797
base(FY/2Q/3Q),OOS,7505,0.5844907037812075,0.362684563758382,57.46835443037974,15.387679368976958
base(FY/2Q/3Q),ALL,15431,0.26909472648273963,0.18471910112360493,53.34715831767222,10.405930226043388
1Q単独,IS,2717,-0.08504878515492693,-0.0805679513184598,47.258005152741994,-1.7044738656136396
1Q単独,OOS,2808,0.2760089165972746,0.4105142130431738,57.72792022792023,3.9263145510341566
1Q単独,ALL,5525,0.09845348208854493,0.15326339039205109,52.579185520361996,2.2681764011000247
all(base+1Q),IS,10643,-0.043716955443835734,-0.04,48.886592126280185,-1.5103372114567242
all(base+1Q),OOS,10313,0.5004979898849132,0.3806590324842274,57.53902841074372,14.874826893957641
all(base+1Q),ALL,20956,0.22410556465424536,0.17410512863255792,53.14468410001909,10.084978215957467
