,pair_portfolio,eneos_vwap_trend,lme_on_copper,lasertec_ma25,nonferrous_D_strong,nonferrous_D_freq,nonferrous_B_disp,semi_sox_fade,topix_rv,topix_day_ret,topix_close_skew,topix_twap_pulse,topix_trend,semi_disp
2025-06-26,13.3477280504099,0.0,0.0,0.0,0.0,0.0,-36.256189451022486,-160.70569250797683,2.5616293434357167,72.18297846361521,0.20278665107389882,-0.009147220306321176,-0.010085022458268915,4.952376078329087
2025-06-27,0.0,0.0,0.0,0.0,95.22988955052696,80.89562052768113,0.0,50.50618868320968,2.7146659161207696,73.26552902960248,0.07450902369221532,-0.004448389444083039,0.03425845099731233,2.4761384985319856
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7490016238697743,-27.928957680113385,0.32272820447284106,0.0013422706534848663,-0.009939686287984967,5.7878162333123155
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-35.798837503159035,0.0,2.5221231163729536,-59.00564432338329,0.07781648593468782,0.008984842313122784,-0.014175213448239852,3.59420363483166
2025-07-02,24.653329099167895,0.0,0.0,0.0,0.0,0.0,0.0,188.9627250441368,2.7487287038990242,25.04451964895127,0.43734198724891354,0.008973450962179103,0.11178926142049936,5.634082741540184
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,8.794961511545914,-60.69095589439487,2.5534401955540615,12.493540874758402,0.5035341335731341,0.0015290395537928758,0.03566123125748421,4.648959231262626
2025-07-04,0.0583994862667332,0.0,0.0,0.0,0.0,0.0,0.0,103.04070657017084,1.9619157589177942,-48.00129504960338,0.11189097896246533,0.01931577092591321,0.06839597112435375,2.490721954862006
2025-07-07,8.289522468666348,0.0,0.0,0.0,0.0,0.0,0.0,55.19664554032389,2.5118480936871985,-54.61310997608937,0.05405773173981265,0.007498277819069612,-0.07486972732353775,3.40011942808335
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,147.23758099352136,105.54529066695184,2.537557061675977,36.23898488082533,0.281797322631208,-0.0006149775360408449,0.013909523399746429,10.23300771093069
2025-07-09,-9.400223588827195,20.36383324309732,0.0,0.0,0.0,228.20541972612668,0.0,210.1942251850697,1.8978784907795667,-11.795867914533575,0.3445661224791451,0.015008044447465356,0.13741294763461426,8.857846612946554
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,-29.741491018697488,-73.93717083504869,2.071513067893234,-45.30748918637584,0.5482476639834928,0.0005250461684197578,0.06151089978173976,3.3385483964569467
2025-07-11,-10.974829057147216,0.0,0.0,0.0,0.0,0.0,22.605455755157163,162.26643574337317,3.351088162788593,-13.759537057016491,0.3345617118070264,0.00859525865952427,0.22876868580316576,6.935516725858861
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3561891104969126,29.34749782380841,0.42784044526874915,0.026471924795457902,0.07115546293500066,1.6511334014602368
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,-112.86302267662894,249.6107159798724,2.5159735971546913,-31.40204854262807,0.31581029413534156,0.010812083087427243,0.2431807791094956,6.314645886920543
2025-07-16,-13.541933139752109,0.0,0.0,0.0,0.0,0.0,0.0,97.74524862614922,2.2438644704995445,-25.719309293267266,0.6069808506297631,0.0037191522305635065,0.18147437441598963,7.4961335449229844
2025-07-17,-9.721741662806933,21.86441600871181,0.0,0.0,0.0,0.0,0.0,250.02124297829732,2.2464891265333464,83.65734576120775,0.10025263796054976,0.014024259629331902,0.08505882945710348,7.4588223955159005
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.844599442828155,2.092497984875725,-55.85181027224273,0.0063157789243450035,0.0017267873457480819,-0.011575011645065225,5.082338596449143
2025-07-22,17.826681027025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.015982152876486,-10.14416692790232,1.0636790975703765,0.033050363216195526,0.22555465516151266,5.368679447803697
2025-07-23,-17.227177730946654,0.0,0.0,0.0,0.0,0.0,83.30504118201932,77.46953653204812,5.022412610107008,200.85333035876118,0.11270739078878361,0.016526889150643466,0.13661891417441405,3.260320321345123
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,-14.211180124223723,0.0,3.946620363158857,76.41363533301693,0.06281173033935207,0.016909317609091964,0.01818774953659016,2.839154307799418
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,-126.19116135662888,0.0,2.5553485051710414,-49.18336732457895,0.02754221331698088,0.022374921617172253,0.015172843970019468,2.2899707800928613
2025-07-28,-5.2710911037754675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0503394534310466,-80.78927773641054,0.12993054296188844,0.012797096143884997,-0.06016699743289366,6.592667680198837
2025-07-29,0.0,0.0,0.0,-504.00000000000045,0.0,0.0,104.51049538203218,94.38749142018632,2.568841334798396,-15.001664944508386,0.5225845630996453,0.004123734957230182,0.021174497023068777,5.4274697258511875
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,-44.8512642030916,0.0,2.3679271013664542,30.12286143140308,0.05567666530847486,0.0007668723377312794,-0.006826853836407152,14.513801618638503
2025-07-31,-1.0807713444929778,0.0,0.0,0.0,0.0,0.0,120.91166594267033,-126.57285537760686,2.605957121762572,54.00955159432286,0.07230637795505591,0.014996741671521084,-0.08022216139726072,19.20656065360214
2025-08-01,0.0,0.0,0.0,0.0,0.0,-57.982615144840146,0.0,213.29091905333365,3.1392244278986348,14.264124029954584,0.425027252468434,0.016859818282817324,-0.11136547741479702,12.360972303509243
2025-08-04,-31.43554230215655,-0.1380020597312423,0.0,0.0,0.0,0.0,-39.7768773181204,408.0527236608886,3.8921233108451005,41.76896562410492,0.2703405220378271,0.018664460442110814,0.0370233698863894,4.071095547520094
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.05910849282625,2.29507857882439,26.324505007118137,0.0840342166645697,0.012952912088503857,0.06721094916070838,6.438411378761742
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.41786488581198,2.3281407283552125,94.28826143470515,0.0053618049817238415,0.010762700268514433,-0.011253488513436905,3.152060968328756
2025-08-07,-10.145471721998543,20.63964518910844,0.0,0.0,0.0,0.0,0.0,0.0,2.824021995752312,83.32124067318425,0.12785354267040527,0.00932417847047577,-0.043116871799898746,25.992611647989747
2025-08-08,13.73356333673914,0.0,0.0,0.0,0.0,0.0,-38.948129749143185,-77.20698647208344,3.2855954591912133,77.03867594773817,0.1680201990268654,0.010841782110194884,-0.0826368856908948,2.4102750886882593
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,83.95660018510021,0.0,3.7566504741933753,92.22110685075835,0.0671401962900701,0.01193568997185655,0.07010679707622877,6.3180502966557865
2025-08-13,-13.415139857699998,31.79098067286957,0.0,0.0,0.0,79.79127398154145,0.0,-132.81467982738437,2.752374556123081,27.274201394518194,0.2609718809742369,0.02835564076553621,-0.027980284867361326,4.989667858589678
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,-63.301755229622,299.73720027284355,3.1968056585273166,-66.39834458921689,0.034954612400037006,0.012794634360369383,-0.08624300704018237,5.463226153358572
2025-08-15,0.0,93.9820366266204,0.0,0.0,0.0,0.0,200.9176099076431,0.0,3.027875325941459,109.10368428243444,0.002359192039910421,0.02301290986304007,0.06691357178063463,2.2772730784762576
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,-75.3363505905733,-56.87485516289703,3.150720635005356,33.95061728395099,0.25734702034226925,0.016917673170057285,-0.027800383154653087,2.707723389656078
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,24.553706591798292,-106.52357515488386,2.919952868898076,-36.98612620676389,0.3438714740465839,0.014082293815033438,0.06897955363381454,3.967625536026057
2025-08-20,0.0,-52.02744425385974,0.0,0.0,0.0,0.0,-85.41347905282359,-202.2417995131296,2.8238000763441033,-46.15710761640579,0.2980493923411634,0.025574786169071266,0.05317277637189241,3.439567269999966
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,148.37742294412283,-108.62264724181036,2.6816997740865625,-38.86939495570285,0.3024890023005483,0.00850995959885105,0.029161629595675306,4.929752353528906
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,-27.01140684410607,-75.2186367527936,3.0578485485871205,33.09994046540421,0.188098677206368,0.027320610609348706,0.05421416591969758,6.010550782998245
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,-34.064291920069316,45.38662233676539,2.984853703388252,-48.196940904270406,0.04676880098218473,0.05065251452880987,0.17539774711989115,5.405461483568566
2025-08-26,0.0,-20.25827430031368,0.0,0.0,0.0,0.0,0.0,0.0,3.448410266932788,-72.99859754797188,0.23145950778014288,-0.0026303781268733157,0.053155662534156434,2.0756609978667715
