,VWAP引寄(ρ),TWAP出来高(ρ),引け集中,寄付集中,TOPIX連動(ρ),HFT-MR(ρ1),Kyle λ×1e6,False BO率,大口後持続,MOCマーク率
8035.T,-0.3463226214448325,-0.658797085597249,0.20701184582835844,1.2870290766079424,0.6481130720831804,0.5097965633984302,-0.09047956740092265,-0.14736955124781126,-0.44696095392262347,0.397506957163299
6857.T,0.7324107353825496,0.8982974276471124,-0.7953182584072431,1.034786748499721,-0.21307733332140139,-0.5444729978055178,-1.0972652490943766,1.1533233034819343,1.3650497295504087,1.3820408911785318
6963.T,-1.8556377715732568,-0.8669533394065636,2.0077191323173094,-1.3588478489704976,-1.533618819912074,-1.4377622809019555,0.13518142869869554,-0.8464547952237481,-0.9524115669142615,-1.38953574274718
6526.T,1.1587808521846916,0.3150450629790076,-0.4150683078199535,-1.2137130882596514,-1.1340979562687465,-0.9749370456321828,-0.5968223702188352,0.2791649751432275,0.790486866379226,0.9701246773958968
5713.T,0.24503954077528872,-0.6007677198892745,0.6773628617957982,0.6354610520981749,0.3457817705923123,1.551935211541036,0.9631121331997783,-0.5604372237027653,-1.090241641102182,0.4755640803868905
5802.T,0.6881576100204918,-0.2743848778681657,-0.37316031413550127,0.44847841373006986,1.1702021416658406,0.1166617622086282,0.017472945026883697,0.10654567494434251,0.42602113873651704,-0.8090027991546314
5711.T,-0.9554799402619802,-0.7785949967285265,-0.0767007528519035,-0.44063414828655745,1.1168395535545896,-0.20248598687087574,1.7941629920379898,-1.4970707045759286,-1.0535828735113526,-1.0844438328752903
5803.T,0.3330515949176806,1.9661555288636583,-1.2318462067268658,-0.3925602054192112,-0.40014242839369446,0.9812647740624371,-1.125362312249214,1.5122983211807337,0.9616393007842555,0.05774576865249927
