,base,hi_only,lo_only,dynamic,semi_disp,disp_sig_prev
2025-09-29,-11.21175679737559,-16.43175358213286,-6.184700819583579,-6.184700819583579,3.3475274347419637,-1.0
2025-09-30,-7.579597085297917,-11.369395627946874,-3.7897985426489584,-3.7897985426489584,1.9072646715771624,-1.0
2025-10-01,29.706079329151866,50.74940196120245,13.776408581969562,13.776408581969562,2.6643095060711897,-1.0
2025-10-02,4.79291274565605,6.079975606495339,4.060546640811131,4.060546640811131,3.4640138834286103,-1.0
2025-10-03,-26.976388624222686,-32.36482093172391,-23.337824902029833,-23.337824902029833,10.013885335283527,-1.0
2025-10-06,41.777960593311796,61.378770158260366,22.8212363942169,61.378770158260366,13.93224435530493,1.0
2025-10-07,41.54241729172625,61.15457930902383,22.509778588711434,61.15457930902383,5.909045158120776,1.0
2025-10-08,9.006185952140486,12.528739653043,5.973901888821837,12.528739653043,7.0450859479620425,1.0
2025-10-09,-13.679954434840605,-5.701026816893723,-16.504314037686147,-5.701026816893723,7.408587074463243,1.0
2025-10-10,26.35998869347078,37.76282263387494,15.845734956232235,37.76282263387494,2.43829576747027,1.0
2025-10-14,15.133681440335533,22.700522160503297,7.566840720167766,7.566840720167766,5.940591047863646,-1.0
2025-10-15,5.801295768990734,6.300859461508061,1.9179202343998405,6.300859461508061,7.010525604700849,1.0
2025-10-16,-25.032203709878626,-35.78391460007231,-15.162688302057756,-35.78391460007231,2.8302091739132087,1.0
2025-10-17,1.0732698103592853,4.332718785890673,-3.547586200347981,-3.547586200347981,3.9853735465197335,-1.0
2025-10-20,8.02378727229016,12.455894283402708,3.3815735736938812,3.3815735736938812,3.244161049741225,-1.0
2025-10-21,38.33775401845635,52.53447808952697,26.62710641646452,26.62710641646452,6.698284481622718,-1.0
2025-10-22,24.630705808604098,44.249479387846606,9.39398463432586,44.249479387846606,4.70955849013395,1.0
2025-10-23,-4.856839379465772,-4.710222798870452,-6.2909740952252,-4.710222798870452,2.6017918561626967,1.0
2025-10-24,1.9837125659482482,8.225562066069234,-2.8983714150803985,-2.8983714150803985,5.606100347174151,-1.0
2025-10-27,-10.911550125490523,-16.44986702670293,-5.33196230504454,-16.44986702670293,2.75123265282241,1.0
2025-10-28,-4.031103738273714,-4.648560369315334,-4.112694726279715,-4.112694726279715,4.07222814774869,-1.0
2025-10-29,-42.252822305480244,-60.78300070958617,-24.464424686698358,-24.464424686698358,26.34760088694012,-1.0
2025-10-30,-10.276495634319652,-15.189989268083623,-5.475379092253607,-15.189989268083623,13.060726236226207,1.0
2025-10-31,50.01604828943727,78.87771324753312,24.62253703325115,78.87771324753312,49.1221973388048,1.0
2025-11-04,29.46558830554217,52.62728502015634,4.063897254918857,52.62728502015634,19.05801562230233,1.0
2025-11-05,25.65837032592529,57.21991186182609,8.748225413600387,57.21991186182609,10.183378643639804,1.0
2025-11-06,21.09182814923631,17.60884661269022,28.47244274939636,17.60884661269022,5.905704706174502,1.0
2025-11-07,2.0319767552778742,2.498419241870486,1.7225473804127835,1.7225473804127835,8.728268112281945,-1.0
2025-11-10,-2.431757242206403,-3.7945271215483216,-1.2528523761773203,-3.7945271215483216,5.997434567021985,1.0
2025-11-11,62.76372304890362,87.08161528570133,41.93210426531366,87.08161528570133,3.94549355042021,1.0
2025-11-12,1.957250237171241,2.3516390252412105,1.854979614359101,1.854979614359101,4.896493524960991,-1.0
2025-11-13,13.055548687847237,18.702401266782832,7.849156991405642,7.849156991405642,9.419608478143276,-1.0
2025-11-14,1.4695675700651343,-1.1335950427628632,5.0809205349340765,-1.1335950427628632,6.232568397572479,1.0
2025-11-17,-0.04640522611986031,0.2359985519668747,-0.40142899488446415,0.2359985519668747,2.932903829068325,1.0
2025-11-18,-28.34828972073908,-35.95484039540704,-24.025536138921915,-24.025536138921915,8.872913652612898,-1.0
2025-11-19,-9.719872720699167,-12.911893899822857,-7.361809132188425,-12.911893899822857,8.924335006155285,1.0
2025-11-20,18.438325297869287,29.961398705135885,7.865871709874292,29.961398705135885,8.162201490772254,1.0
2025-11-21,-12.107058273675339,-11.204168906633637,-10.574511179197948,-11.204168906633637,7.428071975952457,1.0
2025-11-25,17.354696257336386,21.95003705478145,14.800359125502888,14.800359125502888,12.320105336010789,-1.0
2025-11-26,-0.618863917768196,-0.20628797258939868,-1.237727835536392,-0.20628797258939868,6.0847645249846005,1.0
2025-11-27,-8.99654258979357,-8.696731989381556,-9.7310324291271,-9.7310324291271,5.2705580970683545,-1.0
2025-11-28,5.291200124036652,8.47771562600437,1.8342269020942379,1.8342269020942379,4.003068988048996,-1.0
2025-12-01,25.526501827418844,38.23021426280322,12.852558631196978,12.852558631196978,8.958507895834929,-1.0
2025-12-02,1.3249755058044488,1.656219382255561,1.1593535675788929,1.656219382255561,10.143746300217447,1.0
2025-12-03,-14.43460464984145,-17.73949829047755,-12.127064151786081,-17.73949829047755,8.514371233283523,1.0
2025-12-04,-14.952950963273345,-22.835564984390167,-6.658779365800316,-22.835564984390167,5.185298778912401,1.0
2025-12-05,175.42991173550288,125.41337559726627,247.3260435067023,247.3260435067023,3.682950663651462,-1.0
2025-12-08,-15.889475857142937,-20.277071698898553,-13.280451058795247,-13.280451058795247,2.903745231484922,-1.0
2025-12-09,131.37697277842724,87.54934093374249,195.41546592750225,195.41546592750225,2.8939626243324126,-1.0
2025-12-10,194.007383137809,152.5042147546915,259.42849247208443,259.42849247208443,7.758284174831487,-1.0
2025-12-11,168.27764440869646,140.3448410488058,219.26429557199214,140.3448410488058,9.114575175220931,1.0
2025-12-12,118.52736303644693,94.10029838464065,148.52022755446598,94.10029838464065,3.4156612647790423,1.0
2025-12-15,-13.134452524713723,-18.035999772247465,-7.677678938905606,-7.677678938905606,4.823610971047087,-1.0
2025-12-16,67.51632425762742,46.00840128577772,100.68063152003576,100.68063152003576,4.041543762839404,-1.0
2025-12-17,2.0742217059484,3.111332558922598,1.0371108529742,1.0371108529742,3.74872157321878,-1.0
2025-12-18,35.25747738694514,56.30106848806787,18.8351998222196,18.8351998222196,3.711090650971795,-1.0
2025-12-19,-91.98711265261562,-76.92571757292515,-119.48007775459538,-119.48007775459538,5.304849788908961,-1.0
2025-12-22,-17.468462748903065,-25.597849990193332,-9.511888117087443,-25.597849990193332,3.4075806020408854,1.0
2025-12-23,-1.1218839963315073,-1.6828259944972606,-0.5609419981657536,-0.5609419981657536,2.3057175803766343,-1.0
2025-12-24,5.026327181451764,18.88413178933979,-3.3086825183849493,-3.3086825183849493,6.298539452648955,-1.0
2025-12-25,0.0,0.0,0.0,0.0,5.567655799655584,1.0
2025-12-26,-8.56611478011569,-10.707643475144613,-7.495350432601229,-10.707643475144613,4.052889941842235,1.0
2025-12-29,-28.893617504473784,-20.40595619165343,-28.760857224410746,-28.760857224410746,6.446352018298557,-1.0
2025-12-30,105.12710517824377,83.08071615039802,102.3035136671003,83.08071615039802,6.100271776162939,1.0
2026-01-05,18.45900342897812,2.072692683704446,27.59425960321276,2.072692683704446,3.514159885791288,1.0
2026-01-06,16.166114139303616,22.403796340392265,9.830958197975775,9.830958197975775,3.764455022014218,-1.0
2026-01-07,26.886069105228295,38.26895333484985,16.92343001115249,16.92343001115249,4.618855551758688,-1.0
2026-01-08,92.74960453006517,45.005986978897084,144.23810458069647,45.005986978897084,1.0688708722415985,1.0
2026-01-09,115.77363542076625,119.46348450718074,96.91225550442934,96.91225550442934,2.463078071286703,-1.0
2026-01-13,15.270684513092297,23.39699301151719,7.004099945559188,7.004099945559188,6.135330170226325,-1.0
2026-01-14,62.40031320214143,27.462140107556106,107.73251370708894,27.462140107556106,3.2499488671133863,1.0
2026-01-15,170.60763457997462,157.37485031190772,206.8313461799797,206.8313461799797,8.669234123330646,-1.0
2026-01-16,132.3335247570068,87.38345814648589,194.66593380517983,87.38345814648589,1.8013962771451548,1.0
2026-01-19,-3.62110663217239,-9.557560902132895,4.378298114725273,4.378298114725273,3.736901807271982,-1.0
2026-01-20,192.87206563444875,150.15027209769076,261.82482665752485,261.82482665752485,6.036339641813702,-1.0
2026-01-21,9.444555422900173,-24.298604671807816,23.155990094617408,-24.298604671807816,3.973310786345545,1.0
2026-01-22,-3.9819031145351005,-5.97285467180265,-1.9909515572675502,-1.9909515572675502,5.0766632396650575,-1.0
2026-01-23,6.444073888325397,-3.731997580441594,20.104538670598593,-3.731997580441594,5.80975153877537,1.0
2026-01-26,-2.4495022312724966,-3.038817530743918,-2.177904839883488,-3.038817530743918,3.5976172953490075,1.0
2026-01-27,164.67408840202842,150.9177685477431,195.90192899364087,195.90192899364087,7.365271112649001,-1.0
2026-01-28,-4.982104039616778,-13.095183893104377,1.2714713026972402,-13.095183893104377,5.446073053862126,1.0
2026-01-29,22.38434188279513,32.6082093879955,3.5000864923741197,32.6082093879955,13.051189363233542,1.0
2026-01-30,-37.67201454385383,-31.496497645362076,-35.85622197086967,-31.496497645362076,25.146693796490204,1.0
2026-02-02,-13.718915751971771,-31.34044013230455,6.97748477246013,-31.34044013230455,11.056827044104704,1.0
2026-02-03,36.121697368087545,20.382892213480112,40.59395124314458,20.382892213480112,30.34643393336127,1.0
2026-02-04,90.78166776842878,103.73587924003394,70.77355101127364,103.73587924003394,11.704867769309512,1.0
2026-02-05,62.79607779179165,65.14958671906959,38.655530882746646,65.14958671906959,13.983895836766058,1.0
2026-02-06,-12.746422174347785,-25.49284434869557,-3.823926652304335,-25.49284434869557,6.802584112632107,1.0
2026-02-09,28.555794405076536,35.029676504245344,25.983919857592475,35.029676504245344,15.71136750681044,1.0
2026-02-10,1.331081446924462,3.3449243141028377,-1.3569124921119888,3.3449243141028377,9.733587721285971,1.0
2026-02-12,59.24028491261794,79.42250646479357,51.77395867969432,79.42250646479357,11.25833741987339,1.0
2026-02-13,37.31865746422017,40.03830705060878,32.0550865110857,40.03830705060878,8.924792570132647,1.0
2026-02-16,29.49057587420246,36.688961656324764,24.34021329081809,36.688961656324764,8.751079962966068,1.0
2026-02-17,0.29361876952451427,-0.4546928207905454,1.489490847378233,1.489490847378233,3.99030993534628,-1.0
2026-02-18,-36.65924159148056,-73.31848318296112,-10.997772477444165,-10.997772477444165,4.424234502582663,-1.0
2026-02-19,28.691048305743728,53.62985539691636,6.685205210404266,6.685205210404266,10.789170007733926,-1.0
2026-02-20,15.760649497267467,16.92396495304841,16.829144417650657,16.92396495304841,7.265981155611417,1.0
2026-02-24,51.0882695461513,39.807656908685935,49.256759576943,49.256759576943,11.004995095899991,-1.0
2026-02-25,104.52636310951092,100.55871119052213,93.59826473190111,100.55871119052213,9.56855385697059,1.0
2026-02-26,-6.489027786614972,-13.15607940631116,-3.042944565118974,-3.042944565118974,10.445278617458978,-1.0
2026-02-27,25.611638715263968,37.31936505284016,14.56315663514567,14.56315663514567,9.651492527967006,-1.0
2026-03-02,-7.963615987264646,-13.923788516428921,-1.0142611903343939,-1.0142611903343939,11.36083101248742,-1.0
2026-03-03,36.354671755083494,55.964793953667495,16.028156395978364,55.964793953667495,9.738098707462758,1.0
2026-03-04,-10.881966429942885,-6.724520848688982,-10.674528920540332,-10.674528920540332,12.37571167116167,-1.0
2026-03-05,33.59298434467985,49.830330974246,17.63521048650058,49.830330974246,7.282434546588601,1.0
2026-03-06,83.24681680951831,133.44378808521623,38.60113309546094,38.60113309546094,10.871218071843783,-1.0
2026-03-09,17.43328849616618,21.082064195687945,16.369349705358662,21.082064195687945,12.725545203418111,1.0
2026-03-10,12.416169029533481,19.548237796648202,4.822108136244767,19.548237796648202,5.467815121121722,1.0
2026-03-11,35.053071208486,58.521090310895794,19.515440109096318,19.515440109096318,5.782106589424593,-1.0
2026-03-12,-1.7378486757612543,-2.606773013641881,-0.8689243378806272,-0.8689243378806272,10.52344696474072,-1.0
2026-03-13,7.965806330020311,11.948709495030464,3.9829031650101556,11.948709495030464,9.131966969864711,1.0
2026-03-16,12.439866362711724,19.066301796119635,5.610179803277787,5.610179803277787,6.340841582449583,-1.0
2026-03-17,13.883665550441325,19.497263644621732,8.692890571575905,8.692890571575905,5.934815383783117,-1.0
2026-03-18,-13.214461448187445,-27.462563960091508,-3.5508820089695856,-3.5508820089695856,5.224748457375211,-1.0
2026-03-19,20.209894155484825,15.334260420100797,20.97307806977465,20.97307806977465,4.002715701716605,-1.0
2026-03-23,-9.252218507887681,-13.933797600773401,-5.561402707091863,-5.561402707091863,5.917156410966172,-1.0
2026-03-24,4.836904522355853,8.008954409143266,1.288055822763695,1.288055822763695,7.067004188802983,-1.0
2026-03-25,-7.8545720318007834,-13.048193384442857,-1.8215822498081682,-1.8215822498081682,3.899341376292403,-1.0
2026-03-26,-7.207481866645256,0.4725239522283218,-7.973457910493661,-7.973457910493661,4.446885700953782,-1.0
2026-03-27,59.70205172353904,75.03894868259458,48.27412736445182,48.27412736445182,7.442255906879949,-1.0
2026-03-30,53.3291247355116,75.28499192140666,33.72760514054689,75.28499192140666,2.4459155277122155,1.0
2026-03-31,-36.04904281337073,-46.832673247019756,-28.88585786623989,-28.88585786623989,2.1071825843747707,-1.0
2026-04-01,-36.41873571132117,-39.27488545374992,-55.8718964159455,-55.8718964159455,8.729414997548066,-1.0
2026-04-02,72.71803140578726,109.07704710868087,36.35901570289363,109.07704710868087,10.204476072867342,1.0
2026-04-03,-6.720751686101389,-11.985468422088484,-3.6388060900729835,-11.985468422088484,7.790648801100246,1.0
2026-04-06,9.067412628513509,8.481611256967598,11.115930481717326,8.481611256967598,4.585494579583573,1.0
2026-04-07,118.9200395181938,85.20049907585228,169.6318608417728,169.6318608417728,4.237459596865491,-1.0
2026-04-08,11.331811385173868,6.16050017332234,12.757383628879245,12.757383628879245,7.421268903721515,-1.0
2026-04-09,191.06205835536977,162.7078517395911,235.3964136028519,162.7078517395911,8.520268020576774,1.0
