regime,n,full_sharpe,full_t,h1_sharpe,h1_t,h2_sharpe,h2_t
low,15,5.39974463734732,1.317402796372675,4.6881251552182475,0.7813541925363747,6.74592121884979,1.2019488551954471
mid,12,14.217509944063421,3.1025150244027615,21.755716716299396,3.3569799701512784,11.957224202217883,1.8450397506500211
high,14,3.0691996991045714,0.7234173066841845,4.676740529113524,0.7794567548522541,0.6341430946245131,0.1056905157707522
