date,code,side,entry,exit,or_high,or_low,pnl,entry_ts
2025-04-01,57140,1,4675.0,4646.0,4675.0,4605.0,-0.007822528392432943,2025-04-01 10:45:00
2025-04-02,57140,-1,4635.0,4628.0,4669.0,4635.0,-8.861031361172018e-05,2025-04-02 09:18:00
2025-04-08,57140,1,4209.0,4097.0,4209.0,4071.0,-0.028570091223699575,2025-04-08 09:17:00
2025-04-09,57140,1,3981.0,3935.0,3981.0,3880.0,-0.013222162148813553,2025-04-09 11:19:00
2025-04-14,57140,1,4388.0,4382.0,4388.0,4325.0,-0.0029683012397090673,2025-04-14 11:25:00
2025-04-15,57140,-1,4428.0,4412.0,4485.0,4428.0,0.002019913455134353,2025-04-15 09:35:00
2025-04-16,57140,-1,4406.0,4382.0,4450.0,4406.0,0.0038620072068766,2025-04-16 09:33:00
2025-04-17,57140,1,4378.0,4385.0,4378.0,4300.0,-2.373276524822313e-06,2025-04-17 12:30:00
2025-04-18,57140,1,4389.0,4435.0,4389.0,4351.0,0.008826205055445813,2025-04-18 11:29:00
2025-04-22,57140,1,4447.0,4530.0,4447.0,4385.0,0.016892227966383365,2025-04-22 09:16:00
2025-04-24,57140,-1,4568.0,4559.0,4611.0,4568.0,0.00037217112240472646,2025-04-24 09:58:00
2025-04-25,57140,1,4614.0,4628.0,4614.0,4564.0,0.0014296495798682034,2025-04-25 09:49:00
2025-04-28,57140,-1,4607.0,4602.0,4642.0,4607.0,-0.0005141056593941631,2025-04-28 09:22:00
2025-05-01,57140,1,4529.0,4552.0,4529.0,4481.0,0.0034655322499528886,2025-05-01 09:26:00
2025-05-02,57140,-1,4531.0,4535.0,4578.0,4531.0,-0.0024824178820988018,2025-05-02 14:52:00
2025-05-08,57140,-1,4502.0,4557.0,4543.0,4502.0,-0.01374276979720493,2025-05-08 09:18:00
2025-05-13,57140,-1,4733.0,4604.0,4780.0,4733.0,0.026033760064474703,2025-05-13 09:26:00
2025-05-14,57140,-1,4591.0,4551.0,4747.0,4591.0,0.007150876232580066,2025-05-14 09:25:00
2025-05-15,57140,-1,4419.0,4525.0,4486.0,4419.0,-0.025304151003286448,2025-05-15 09:16:00
2025-05-20,57140,-1,4537.0,4555.0,4580.0,4537.0,-0.005559530030094754,2025-05-20 09:17:00
2025-05-21,57140,-1,4605.0,4548.0,4645.0,4605.0,0.010855093818980522,2025-05-21 09:35:00
2025-05-23,57140,1,4550.0,4523.0,4550.0,4488.0,-0.00755174246715299,2025-05-23 10:05:00
2025-05-26,57140,1,4563.0,4574.0,4563.0,4535.0,0.0008077936553239397,2025-05-26 09:37:00
2025-05-27,57140,-1,4600.0,4618.0,4639.0,4600.0,-0.005505407437254254,2025-05-27 09:16:00
2025-05-28,57140,-1,4608.0,4587.0,4629.0,4608.0,0.002967707778555138,2025-05-28 09:32:00
2025-05-30,57140,1,4562.0,4588.0,4562.0,4491.0,0.004083075404927885,2025-05-30 09:46:00
2025-06-02,57140,-1,4525.0,4497.0,4576.0,4525.0,0.004607069363319098,2025-06-02 09:17:00
