date,code,side,entry,exit,or_high,or_low,pnl,entry_ts
2025-04-01,58030,-1,5304.0,5231.0,5479.0,5304.0,0.012258788495087316,2025-04-01 09:31:00
2025-04-02,58030,1,5304.0,5353.0,5304.0,5179.0,0.007595898527682817,2025-04-02 10:27:00
2025-04-14,58030,1,4857.0,4653.0,4857.0,4666.0,-0.04450879050109627,2025-04-14 09:18:00
2025-04-15,58030,1,4692.0,4709.0,4692.0,4619.0,0.002016640470188515,2025-04-15 09:22:00
2025-04-16,58030,1,4745.0,4565.0,4745.0,4657.0,-0.04027291801495937,2025-04-16 10:30:00
2025-04-17,58030,-1,4502.0,4605.0,4599.0,4502.0,-0.024220927222729772,2025-04-17 09:18:00
2025-04-18,58030,1,4624.0,4685.0,4624.0,4534.0,0.01150578432030913,2025-04-18 09:17:00
2025-04-21,58030,-1,4619.0,4554.0,4707.0,4619.0,0.012572263806920485,2025-04-21 09:59:00
2025-04-22,58030,-1,4447.0,4432.0,4525.0,4447.0,0.0017787620835767132,2025-04-22 09:35:00
2025-04-24,58030,1,4862.0,4846.0,4862.0,4790.0,-0.004896253499597668,2025-04-24 09:42:00
2025-04-28,58030,-1,5224.0,5209.0,5327.0,5224.0,0.001275493211075478,2025-04-28 09:19:00
2025-04-30,58030,1,5180.0,5247.0,5180.0,5083.0,0.011251428433183091,2025-04-30 09:23:00
2025-05-01,58030,-1,5271.0,5556.0,5368.0,5271.0,-0.05425832701902742,2025-05-01 09:39:00
2025-05-02,58030,-1,5494.0,5529.0,5599.0,5494.0,-0.007950379682713875,2025-05-02 09:54:00
2025-05-07,58030,1,5592.0,5676.0,5592.0,5529.0,0.013309754366287063,2025-05-07 09:25:00
2025-05-08,58030,-1,5739.0,5899.0,5848.0,5739.0,-0.029097865894712607,2025-05-08 09:46:00
2025-05-09,58030,1,6009.0,5995.0,6009.0,5935.0,-0.003932556872313286,2025-05-09 09:16:00
2025-05-12,58030,-1,6010.0,6056.0,6163.0,6010.0,-0.009224767588031391,2025-05-12 13:00:00
2025-05-13,58030,-1,6128.0,5743.0,6232.0,6128.0,0.06328671055613067,2025-05-13 10:51:00
2025-05-15,58030,-1,5830.0,5760.0,6011.0,5830.0,0.010479525654601125,2025-05-15 10:16:00
2025-05-16,58030,1,5752.0,5785.0,5752.0,5667.0,0.004120740226894379,2025-05-16 09:21:00
2025-05-19,58030,1,5788.0,5794.0,5788.0,5717.0,-0.000563909422078724,2025-05-19 09:22:00
2025-05-20,58030,1,5840.0,6122.0,5840.0,5782.0,0.045558043683085164,2025-05-20 09:16:00
2025-05-21,58030,-1,6068.0,6059.0,6160.0,6068.0,-0.0001157084765662144,2025-05-21 09:25:00
2025-05-22,58030,1,5880.0,5958.0,5880.0,5777.0,0.011578092380555035,2025-05-22 09:22:00
2025-05-23,58030,1,6185.0,6247.0,6185.0,5981.0,0.008374342666981602,2025-05-23 09:44:00
2025-05-26,58030,-1,6241.0,6308.0,6353.0,6241.0,-0.012278243148886108,2025-05-26 09:19:00
2025-05-27,58030,-1,6335.0,6482.0,6448.0,6335.0,-0.024539290946253227,2025-05-27 09:16:00
2025-05-28,58030,-1,6578.0,6514.0,6743.0,6578.0,0.008177040912823483,2025-05-28 10:30:00
2025-05-30,58030,-1,6650.0,6718.0,6765.0,6650.0,-0.011773636522338156,2025-05-30 12:41:00
2025-06-02,58030,1,6695.0,6808.0,6695.0,6606.0,0.01513741212793716,2025-06-02 09:42:00
2025-06-03,58030,-1,6744.0,6688.0,6892.0,6744.0,0.006738344917153807,2025-06-03 09:20:00
2025-06-04,58030,-1,6735.0,6699.0,6867.0,6735.0,0.0037595483361967854,2025-06-04 09:16:00
2025-06-05,58030,1,6738.0,6871.0,6738.0,6662.0,0.017946511064577782,2025-06-05 09:16:00
2025-06-06,58030,1,6918.0,6899.0,6918.0,6830.0,-0.004350236951005386,2025-06-06 09:18:00
2025-06-09,58030,1,7069.0,7070.0,7069.0,6941.0,-0.001458547280335524,2025-06-09 09:36:00
2025-06-10,58030,-1,6975.0,6879.0,7118.0,6975.0,0.012259035163552274,2025-06-10 09:20:00
2025-06-11,58030,-1,6855.0,6680.0,6958.0,6855.0,0.024260325465723338,2025-06-11 09:17:00
2025-06-12,58030,-1,6670.0,6715.0,6764.0,6670.0,-0.008323970047668584,2025-06-12 09:30:00
2025-06-13,58030,-1,6655.0,6780.0,6755.0,6655.0,-0.020208650105229226,2025-06-13 09:19:00
2025-06-16,58030,1,6808.0,6855.0,6808.0,6718.0,0.005279921743204807,2025-06-16 09:34:00
2025-06-17,58030,1,6908.0,6885.0,6908.0,6860.0,-0.004935028103813994,2025-06-17 09:26:00
2025-06-18,58030,-1,6789.0,6780.0,6849.0,6789.0,-0.0002734466327942249,2025-06-18 09:16:00
2025-06-19,58030,1,6811.0,6898.0,6811.0,6745.0,0.01109256225546789,2025-06-19 09:25:00
2025-06-20,58030,1,6902.0,6860.0,6902.0,6823.0,-0.007703782938017799,2025-06-20 09:21:00
2025-06-23,58030,-1,6643.0,6713.0,6776.0,6643.0,-0.012082276273510448,2025-06-23 09:17:00
2025-06-24,58030,1,6939.0,7097.0,6939.0,6849.0,0.020914487625434037,2025-06-24 09:24:00
2025-06-25,58030,-1,7093.0,7187.0,7235.0,7093.0,-0.01476545626635587,2025-06-25 09:16:00
2025-06-26,58030,1,7318.0,7445.0,7318.0,7141.0,0.015605599538957227,2025-06-26 09:35:00
2025-06-27,58030,1,7549.0,7599.0,7549.0,7440.0,0.005001555530160172,2025-06-27 09:52:00
2025-06-30,58030,-1,7663.0,7571.0,7750.0,7663.0,0.010478392867097714,2025-06-30 09:19:00
2025-07-01,58030,1,7564.0,7880.0,7564.0,7456.0,0.03932775307357673,2025-07-01 09:32:00
2025-07-02,58030,1,7595.0,7565.0,7595.0,7403.0,-0.00555778880741692,2025-07-02 09:50:00
2025-07-03,58030,-1,7671.0,7705.0,7830.0,7671.0,-0.006022483794919824,2025-07-03 09:23:00
2025-07-04,58030,-1,7701.0,7520.0,7805.0,7701.0,0.022184052595364646,2025-07-04 09:16:00
2025-07-07,58030,-1,7420.0,7410.0,7520.0,7420.0,-0.0002513821287064709,2025-07-07 10:04:00
2025-07-08,58030,1,7679.0,7815.0,7679.0,7512.0,0.015955633525033323,2025-07-08 09:20:00
2025-07-09,58030,-1,7778.0,7714.0,7879.0,7778.0,0.006662375947519472,2025-07-09 09:16:00
2025-07-10,58030,1,7866.0,7760.0,7866.0,7746.0,-0.01516733981449044,2025-07-10 09:18:00
2025-07-11,58030,-1,7728.0,7512.0,7849.0,7728.0,0.026748355004255084,2025-07-11 09:27:00
2025-07-14,58030,-1,7486.0,7552.0,7563.0,7486.0,-0.010377819360962269,2025-07-14 09:29:00
2025-07-15,58030,1,7709.0,7850.0,7709.0,7602.0,0.016525054317191947,2025-07-15 09:16:00
2025-07-16,58030,1,7879.0,7955.0,7879.0,7767.0,0.0079996695261991,2025-07-16 09:40:00
2025-07-17,58030,1,7944.0,8016.0,7944.0,7803.0,0.007422617599637552,2025-07-17 12:36:00
2025-07-18,58030,-1,8047.0,8085.0,8206.0,8047.0,-0.006311141865074483,2025-07-18 09:45:00
2025-07-22,58030,1,8473.0,8443.0,8473.0,8174.0,-0.005146941528964182,2025-07-22 09:16:00
2025-07-23,58030,-1,8465.0,8359.0,8641.0,8465.0,0.011001212868079579,2025-07-23 09:18:00
2025-07-24,58030,1,8639.0,8704.0,8639.0,8441.0,0.005895854736839745,2025-07-24 10:37:00
2025-07-29,58030,1,8925.0,8940.0,8925.0,8733.0,7.926151971999378e-05,2025-07-29 13:04:00
2025-07-31,58030,1,10345.0,10375.0,10345.0,9960.0,0.0012957549192555782,2025-07-31 09:40:00
2025-08-01,58030,1,10250.0,10290.0,10250.0,9955.0,0.002294844261541057,2025-08-01 09:39:00
2025-08-05,58030,1,10520.0,10675.0,10520.0,10325.0,0.013026351805124504,2025-08-05 09:29:00
2025-08-06,58030,1,10690.0,10930.0,10690.0,10440.0,0.020602577151493242,2025-08-06 09:17:00
2025-08-07,58030,-1,10850.0,11510.0,11055.0,10850.0,-0.0606511427473228,2025-08-07 09:54:00
2025-08-08,58030,-1,11475.0,11095.0,11880.0,11475.0,0.032076199562051565,2025-08-08 09:44:00
2025-08-12,58030,1,11710.0,11630.0,11710.0,11405.0,-0.008455211079052968,2025-08-12 10:52:00
2025-08-13,58030,-1,11820.0,12000.0,12010.0,11820.0,-0.016713637810048105,2025-08-13 09:16:00
2025-08-14,58030,-1,11760.0,11905.0,12020.0,11760.0,-0.013854537468345324,2025-08-14 09:37:00
2025-08-15,58030,1,11905.0,12275.0,11905.0,11735.0,0.029006193741758113,2025-08-15 09:35:00
2025-08-18,58030,1,12295.0,12400.0,12295.0,12055.0,0.0069037969428352485,2025-08-18 09:26:00
2025-08-19,58030,-1,12295.0,12010.0,12420.0,12295.0,0.02185303957626377,2025-08-19 09:16:00
2025-08-22,58030,-1,11355.0,11485.0,11590.0,11355.0,-0.012983660583539813,2025-08-22 09:16:00
2025-08-25,58030,-1,11435.0,11495.0,11810.0,11435.0,-0.0068333307404004305,2025-08-25 09:16:00
2025-08-26,58030,-1,11470.0,11525.0,11700.0,11470.0,-0.006383657741432788,2025-08-26 09:22:00
2025-08-27,58030,-1,11585.0,11675.0,11735.0,11585.0,-0.009338645670621449,2025-08-27 09:26:00
