date,code,side,entry,exit,entry_ts,exit_ts,entry_z,exit_z,pnl
2025-04-01,57140,-1,4655.0,4645.0,2025-04-01 10:00:00,2025-04-01 12:36:00,3.5087561921365227,0.21823881779579832,0.0005505384632285843
2025-04-01,57140,1,4629.0,4640.0,2025-04-01 13:03:00,2025-04-01 13:15:00,-1.632770898895896,-0.25285606223794865,0.0007735041890304551
2025-04-01,57140,-1,4650.0,4643.0,2025-04-01 14:02:00,2025-04-01 14:38:00,1.5478473020399104,0.19058301471235312,-9.348943851974893e-05
2025-04-01,57140,-1,4646.0,4650.0,2025-04-01 15:08:00,2025-04-01 15:24:00,,,-0.0024605852510475555
2025-04-02,57140,1,4633.0,4643.0,2025-04-02 10:01:00,2025-04-02 10:23:00,-1.8146249993544352,-0.17827352145872516,0.0005561026032733548
2025-04-02,57140,1,4636.0,4638.0,2025-04-02 10:56:00,2025-04-02 14:18:00,-1.5532245205096578,-0.23349679773974125,-0.0011686866441653239
2025-04-02,57140,1,4635.0,4638.0,2025-04-02 14:20:00,2025-04-02 14:41:00,-1.5772227741284515,-0.14351854303507486,-0.0009529601844784625
2025-04-02,57140,1,4635.0,4639.0,2025-04-02 14:48:00,2025-04-02 15:11:00,-1.8913923653830975,0.1070999740842202,-0.00073737324821179
2025-04-02,57140,-1,4644.0,4649.0,2025-04-02 15:16:00,2025-04-02 15:24:00,,,-0.002676078872802673
2025-04-03,57140,1,4497.0,4516.0,2025-04-03 10:00:00,2025-04-03 10:45:00,-2.41354224937831,0.20826559702293235,0.002616138498845299
2025-04-03,57140,-1,4528.0,4517.0,2025-04-03 11:20:00,2025-04-03 12:38:00,2.776392997983639,-0.0007335220680404371,0.0008322842284147183
2025-04-03,57140,-1,4531.0,4516.0,2025-04-03 13:03:00,2025-04-03 13:17:00,1.7498699434892462,-0.14997212202125138,0.0017160193975855325
2025-04-03,57140,1,4502.0,4515.0,2025-04-03 13:47:00,2025-04-03 14:16:00,-1.935748892846976,-0.2711025890893114,0.0012834443844082757
2025-04-03,57140,1,4506.0,4515.0,2025-04-03 14:19:00,2025-04-03 15:10:00,-2.4984460940691315,0.08911644093651329,0.000395344858895966
2025-04-04,57140,1,4325.0,4345.0,2025-04-04 10:11:00,2025-04-04 10:21:00,-1.8538426264774523,0.23506942261344851,0.003013618333512715
2025-04-04,57140,1,4324.0,4339.0,2025-04-04 10:58:00,2025-04-04 11:09:00,-1.8041419899431281,-0.2506273626514406,0.0018630070392519104
2025-04-04,57140,1,4329.0,4325.0,2025-04-04 11:19:00,2025-04-04 14:25:00,-1.9683685613196231,0.09853856219668988,-0.002524428076000855
2025-04-04,57140,-1,4341.0,4351.0,2025-04-04 14:54:00,2025-04-04 15:24:00,,,-0.0039009674210864894
2025-04-07,57140,-1,4032.0,4008.0,2025-04-07 10:00:00,2025-04-07 13:19:00,3.9568545773690826,0.07307360983247228,0.004370166986503796
2025-04-07,57140,1,3971.0,4000.0,2025-04-07 13:37:00,2025-04-07 13:50:00,-1.5079989632141035,-0.25370478618372605,0.005676408970776157
2025-04-07,57140,1,3980.0,4003.0,2025-04-07 13:55:00,2025-04-07 14:34:00,-2.0238356417919667,0.062448464868666585,0.004162260714090214
2025-04-07,57140,1,3995.0,4004.0,2025-04-07 15:00:00,2025-04-07 15:11:00,-1.6328673173444663,0.15743025731610466,0.000650282234736159
2025-04-07,57140,1,3989.0,3981.0,2025-04-07 15:17:00,2025-04-07 15:24:00,,,-0.0036075289050894145
2025-04-08,57140,-1,4162.0,4150.0,2025-04-08 10:00:00,2025-04-08 10:16:00,1.535961306141617,0.2840676692117293,0.001287393728835705
2025-04-08,57140,-1,4165.0,4154.0,2025-04-08 10:36:00,2025-04-08 12:35:00,1.7903046240033749,-0.13499848339443757,0.0010445501648854883
2025-04-08,57140,1,4113.0,4110.0,2025-04-08 12:54:00,2025-04-08 15:24:00,,,-0.002329660740143743
2025-04-09,57140,-1,3941.0,3927.0,2025-04-09 10:04:00,2025-04-09 10:30:00,1.8454816275557855,0.1956150522916684,0.0019587226169941064
2025-04-09,57140,-1,3937.0,3939.0,2025-04-09 10:31:00,2025-04-09 12:53:00,1.579717072947332,0.24608926244974422,-0.0021078720271684517
2025-04-09,57140,1,3923.0,3930.0,2025-04-09 13:17:00,2025-04-09 13:52:00,-1.6868759337015822,-0.07618928636592374,0.0001827586537543175
2025-04-09,57140,1,3908.0,3927.0,2025-04-09 13:56:00,2025-04-09 14:21:00,-1.7017229841450487,-0.28075995622801975,0.003250041415336192
2025-04-09,57140,1,3915.0,3930.0,2025-04-09 14:30:00,2025-04-09 14:54:00,-1.5500522355926094,0.21397962064369,0.002224096438403476
2025-04-09,57140,-1,3949.0,3968.0,2025-04-09 15:00:00,2025-04-09 15:24:00,,,-0.0063998071181140025
2025-04-10,57140,1,4253.0,4271.0,2025-04-10 10:04:00,2025-04-10 11:10:00,-1.7609296792818683,-0.02975419456524358,0.0026233755878329245
2025-04-10,57140,-1,4283.0,4275.0,2025-04-10 12:39:00,2025-04-10 13:58:00,1.6650222505013077,-0.1772443263404051,0.00026959624451041125
2025-04-10,57140,-1,4299.0,4320.0,2025-04-10 14:05:00,2025-04-10 15:24:00,,,-0.006472964741874408
2025-04-11,57140,-1,4150.0,4281.0,2025-04-11 10:00:00,2025-04-11 15:24:00,,,-0.03267829292020223
2025-04-14,57140,-1,4369.0,4358.0,2025-04-14 10:05:00,2025-04-14 10:23:00,1.5889386880974505,0.05552430807980452,0.000920913446870685
2025-04-14,57140,-1,4371.0,4358.0,2025-04-14 10:26:00,2025-04-14 10:47:00,1.7517259750760497,0.009799527223420434,0.0013785793587493581
2025-04-14,57140,-1,4371.0,4391.0,2025-04-14 11:02:00,2025-04-14 15:24:00,,,-0.006165175698402813
2025-04-15,57140,1,4424.0,4414.0,2025-04-15 10:01:00,2025-04-15 15:24:00,,,-0.0038629563854890147
2025-04-16,57140,1,4396.0,4383.0,2025-04-16 10:01:00,2025-04-16 15:24:00,,,-0.004561615104702847
2025-04-17,57140,-1,4350.0,4382.0,2025-04-17 10:00:00,2025-04-17 15:24:00,,,-0.00892939607268201
2025-04-18,57140,-1,4382.0,4375.0,2025-04-18 10:00:00,2025-04-18 10:09:00,1.5104132866364472,0.09501309095369992,-1.2786363030072023e-06
2025-04-18,57140,-1,4382.0,4430.0,2025-04-18 11:18:00,2025-04-18 15:24:00,,,-0.01249434288376957
2025-04-21,57140,1,4376.0,4387.0,2025-04-21 10:00:00,2025-04-21 14:50:00,-2.706359775588729,0.17635609568703012,0.0009105570643969166
