date,code,side,entry,exit,or_high,or_low,pnl,entry_ts
2025-04-01,57060,-1,4322.0,4297.0,4365.0,4322.0,0.004201153291836129,2025-04-01 09:44:00
2025-04-02,57060,-1,4268.0,4265.0,4300.0,4268.0,-0.00089684750413549,2025-04-02 09:18:00
2025-04-09,57060,-1,3347.0,3369.0,3469.0,3347.0,-0.008151542195226324,2025-04-09 10:07:00
2025-04-14,57060,-1,3712.0,3677.0,3754.0,3712.0,0.007873612604819221,2025-04-14 09:49:00
2025-04-15,57060,-1,3706.0,3671.0,3727.0,3706.0,0.007889023348470766,2025-04-15 09:20:00
2025-04-16,57060,-1,3659.0,3554.0,3682.0,3659.0,0.027516156304610222,2025-04-16 09:20:00
2025-04-17,57060,1,3623.0,3629.0,3623.0,3558.0,5.471631799309454e-05,2025-04-17 12:30:00
2025-04-18,57060,1,3673.0,3702.0,3673.0,3637.0,0.006264447313775565,2025-04-18 10:03:00
2025-04-21,57060,-1,3648.0,3655.0,3675.0,3648.0,-0.003517020989656925,2025-04-21 09:58:00
2025-04-22,57060,1,3692.0,3723.0,3692.0,3647.0,0.006761478249974207,2025-04-22 09:40:00
2025-04-23,57060,-1,3747.0,3738.0,3794.0,3747.0,0.0008048107781791728,2025-04-23 09:16:00
2025-04-24,57060,1,3807.0,3787.0,3807.0,3762.0,-0.00686732848070257,2025-04-24 10:31:00
2025-04-25,57060,1,3872.0,3876.0,3872.0,3842.0,-0.000567475385810816,2025-04-25 09:35:00
2025-04-28,57060,-1,3880.0,3867.0,3910.0,3880.0,0.001756141010022034,2025-04-28 14:46:00
2025-04-30,57060,-1,3885.0,3873.0,3912.0,3885.0,0.0014935832869956403,2025-04-30 09:16:00
2025-05-01,57060,-1,3835.0,3873.0,3886.0,3835.0,-0.011459965713395543,2025-05-01 09:59:00
2025-05-02,57060,-1,3889.0,3882.0,3917.0,3889.0,0.00020157042679169518,2025-05-02 09:16:00
2025-05-07,57060,-1,3887.0,3903.0,3924.0,3887.0,-0.005707836328391766,2025-05-07 09:16:00
2025-05-08,57060,1,3908.0,3889.0,3908.0,3880.0,-0.006473679006926114,2025-05-08 09:57:00
2025-05-09,57060,1,3959.0,3953.0,3959.0,3924.0,-0.003116683809445138,2025-05-09 09:21:00
2025-05-12,57060,1,4013.0,4022.0,4013.0,3978.0,0.0006402000656806487,2025-05-12 09:31:00
2025-05-13,57060,-1,4082.0,4042.0,4110.0,4082.0,0.008247445406223764,2025-05-13 09:23:00
2025-05-15,57060,1,4410.0,4410.0,4410.0,4270.0,-0.0016,2025-05-15 09:17:00
2025-05-16,57060,-1,4410.0,4544.0,4445.0,4410.0,-0.03153299196009562,2025-05-16 09:41:00
2025-05-19,57060,-1,4458.0,4436.0,4519.0,4458.0,0.003347165475556484,2025-05-19 09:16:00
2025-05-20,57060,-1,4463.0,4425.0,4489.0,4463.0,0.006950907187239982,2025-05-20 09:19:00
2025-05-21,57060,1,4526.0,4615.0,4526.0,4463.0,0.01787332074346995,2025-05-21 09:16:00
2025-05-23,57060,1,4757.0,4760.0,4757.0,4676.0,-0.0009695492068156911,2025-05-23 09:23:00
2025-05-26,57060,-1,4754.0,4836.0,4778.0,4754.0,-0.01870156381454399,2025-05-26 09:42:00
2025-05-27,57060,1,4880.0,4904.0,4880.0,4816.0,0.0033059787688544057,2025-05-27 09:52:00
2025-05-28,57060,-1,4940.0,4926.0,4984.0,4940.0,0.001238031501484916,2025-05-28 09:36:00
2025-05-29,57060,-1,4923.0,4997.0,4965.0,4923.0,-0.016519631586004425,2025-05-29 09:21:00
2025-05-30,57060,1,4960.0,4950.0,4960.0,4898.0,-0.003618164156237236,2025-05-30 09:19:00
2025-06-02,57060,-1,4876.0,4934.0,4920.0,4876.0,-0.013424806488139839,2025-06-02 09:18:00
2025-06-03,57060,1,4934.0,4934.0,4934.0,4889.0,-0.0016,2025-06-03 10:30:00
2025-06-04,57060,-1,4925.0,4944.0,4984.0,4925.0,-0.005450445531337398,2025-06-04 09:21:00
2025-06-05,57060,-1,5000.0,5041.0,5148.0,5000.0,-0.009766562666393402,2025-06-05 12:30:00
2025-06-06,57060,-1,5006.0,5024.0,5037.0,5006.0,-0.005189236156315169,2025-06-06 09:44:00
2025-06-09,57060,1,5024.0,5080.0,5024.0,4983.0,0.009484832424492913,2025-06-09 09:58:00
2025-06-10,57060,-1,5044.0,4933.0,5091.0,5044.0,0.02065209585107196,2025-06-10 09:21:00
2025-06-11,57060,-1,4897.0,4953.0,4931.0,4897.0,-0.01297068088592039,2025-06-11 09:39:00
2025-06-12,57060,-1,4812.0,4828.0,4864.0,4812.0,-0.0049195051228527135,2025-06-12 09:16:00
