date,code,side,entry,exit,or_high,or_low,pnl,entry_ts
2025-04-01,57130,-1,3232.0,3188.0,3263.0,3232.0,0.01210737973088035,2025-04-01 09:27:00
2025-04-02,57130,-1,3175.0,3165.0,3210.0,3175.0,0.0015545767485154324,2025-04-02 09:19:00
2025-04-04,57130,-1,2897.0,2797.5,2921.0,2897.0,0.03334955758327014,2025-04-04 09:20:00
2025-04-14,57130,1,2808.0,2820.5,2808.0,2762.5,0.0028416880343291083,2025-04-14 12:37:00
2025-04-15,57130,1,2878.0,2826.5,2878.0,2835.5,-0.019656411331967615,2025-04-15 09:48:00
2025-04-16,57130,-1,2837.0,2797.5,2880.0,2837.0,0.012420994622771074,2025-04-16 09:42:00
2025-04-17,57130,1,2922.0,2944.0,2922.0,2866.0,0.005900887538121974,2025-04-17 11:17:00
2025-04-18,57130,1,2996.0,3041.0,2996.0,2947.0,0.013308343040254616,2025-04-18 11:19:00
2025-04-21,57130,-1,3004.0,3034.0,3043.0,3004.0,-0.01153714702445222,2025-04-21 09:52:00
2025-04-22,57130,1,3117.0,3185.0,3117.0,3038.0,0.019981288238926632,2025-04-22 11:21:00
2025-04-23,57130,-1,3188.0,3145.0,3260.0,3188.0,0.01197987077556477,2025-04-23 09:34:00
2025-04-24,57130,1,3203.0,3158.0,3203.0,3173.0,-0.01574895479357077,2025-04-24 10:20:00
2025-04-25,57130,-1,3196.0,3216.0,3220.0,3196.0,-0.007838323412691719,2025-04-25 09:34:00
2025-04-28,57130,1,3226.0,3216.0,3226.0,3193.0,-0.0047046283862971815,2025-04-28 10:27:00
2025-04-30,57130,-1,3254.0,3181.0,3311.0,3254.0,0.021089396029838985,2025-04-30 09:16:00
2025-05-01,57130,1,3148.0,3131.0,3148.0,3104.0,-0.007014888210888147,2025-05-01 09:26:00
2025-05-02,57130,-1,3120.0,3115.0,3143.0,3120.0,3.849581974515884e-06,2025-05-02 09:16:00
2025-05-07,57130,-1,3155.0,3146.0,3209.0,3155.0,0.0012566913570904506,2025-05-07 09:23:00
2025-05-08,57130,1,3126.0,3149.0,3126.0,3080.0,0.005730710119602821,2025-05-08 09:57:00
2025-05-09,57130,-1,3170.0,3150.0,3208.0,3170.0,0.004729135051647512,2025-05-09 09:40:00
2025-05-12,57130,1,3177.0,3186.0,3177.0,3083.0,0.001228856200477623,2025-05-12 15:00:00
2025-05-13,57130,1,3320.0,3285.0,3320.0,3235.0,-0.012198130991823361,2025-05-13 09:46:00
2025-05-14,57130,-1,3213.0,3299.0,3280.0,3213.0,-0.028014312112722945,2025-05-14 09:19:00
2025-05-15,57130,1,3215.0,3217.0,3215.0,3180.0,-0.000978109432693333,2025-05-15 09:18:00
2025-05-16,57130,1,3222.0,3225.0,3222.0,3189.0,-0.0006693345070467422,2025-05-16 09:24:00
2025-05-19,57130,-1,3223.0,3169.0,3246.0,3223.0,0.01529652212451705,2025-05-19 09:29:00
2025-05-21,57130,-1,3153.0,3260.0,3202.0,3153.0,-0.034972814815692414,2025-05-21 10:07:00
2025-05-22,57130,1,3199.0,3216.0,3199.0,3145.0,0.0037000903493389367,2025-05-22 09:37:00
2025-05-23,57130,1,3248.0,3262.0,3248.0,3212.0,0.002701081899390702,2025-05-23 09:19:00
2025-05-26,57130,1,3334.0,3363.0,3334.0,3292.0,0.007060648429530297,2025-05-26 10:10:00
2025-05-27,57130,-1,3377.0,3412.0,3410.0,3377.0,-0.011910888226002064,2025-05-27 09:16:00
2025-05-28,57130,-1,3302.0,3283.0,3342.0,3302.0,0.004170706978480664,2025-05-28 09:16:00
2025-05-29,57130,1,3304.0,3342.0,3304.0,3278.0,0.009835574514470402,2025-05-29 09:17:00
2025-05-30,57130,1,3353.0,3319.0,3353.0,3320.0,-0.011791934746253896,2025-05-30 10:58:00
2025-06-02,57130,-1,3259.0,3271.0,3295.0,3259.0,-0.005275348700822424,2025-06-02 09:17:00
2025-06-03,57130,1,3301.0,3317.0,3301.0,3280.0,0.003235307093859504,2025-06-03 09:16:00
2025-06-04,57130,-1,3335.0,3359.0,3367.0,3335.0,-0.008770631262568619,2025-06-04 09:21:00
2025-06-05,57130,1,3345.0,3357.0,3345.0,3315.0,0.0019810244177060213,2025-06-05 10:16:00
2025-06-06,57130,1,3388.0,3375.0,3388.0,3331.0,-0.005444452465314778,2025-06-06 09:30:00
2025-06-09,57130,-1,3371.0,3355.0,3407.0,3371.0,0.003157665828278578,2025-06-09 10:05:00
2025-06-10,57130,-1,3397.0,3347.0,3422.0,3397.0,0.013228266949257357,2025-06-10 09:21:00
2025-06-11,57130,-1,3330.0,3366.0,3359.0,3330.0,-0.012352791776261697,2025-06-11 09:46:00
2025-06-12,57130,-1,3311.0,3345.0,3366.0,3311.0,-0.011816435015082479,2025-06-12 09:16:00
2025-06-13,57130,-1,3339.0,3344.0,3360.0,3339.0,-0.0030963342609376353,2025-06-13 09:16:00
2025-06-16,57130,1,3467.0,3380.0,3467.0,3375.0,-0.027013957207958926,2025-06-16 12:30:00
2025-06-17,57130,1,3428.0,3431.0,3428.0,3398.0,-0.0007252368592205992,2025-06-17 09:24:00
2025-06-18,57130,-1,3402.0,3448.0,3451.0,3402.0,-0.015030858827776663,2025-06-18 09:23:00
2025-06-19,57130,-1,3429.0,3363.0,3448.0,3429.0,0.0178352407226507,2025-06-19 09:16:00
2025-06-20,57130,1,3429.0,3362.0,3429.0,3390.0,-0.021332638494359468,2025-06-20 09:30:00
2025-06-23,57130,-1,3347.0,3331.0,3381.0,3347.0,0.0031918630176469313,2025-06-23 09:29:00
2025-06-24,57130,1,3383.0,3341.0,3383.0,3362.0,-0.014092726423951983,2025-06-24 09:29:00
2025-06-25,57130,-1,3302.0,3335.0,3360.0,3302.0,-0.011544333869650841,2025-06-25 11:21:00
2025-06-26,57130,1,3346.0,3378.0,3346.0,3314.0,0.007918215820976031,2025-06-26 10:30:00
2025-06-27,57130,1,3587.0,3610.0,3587.0,3496.0,0.004791573794643919,2025-06-27 10:35:00
2025-06-30,57130,-1,3570.0,3560.0,3624.0,3570.0,0.0012050509276086095,2025-06-30 10:29:00
2025-07-01,57130,1,3561.0,3522.0,3561.0,3530.0,-0.012612394221626284,2025-07-01 09:28:00
2025-07-02,57130,1,3518.0,3591.0,3518.0,3490.0,0.018938068928579372,2025-07-02 09:16:00
2025-07-03,57130,1,3667.0,3703.0,3667.0,3593.0,0.008169412842286651,2025-07-03 09:21:00
2025-07-04,57130,-1,3644.0,3615.0,3693.0,3644.0,0.0063901237869839105,2025-07-04 09:16:00
2025-07-07,57130,-1,3559.0,3539.0,3593.0,3559.0,0.004035405164729341,2025-07-07 09:27:00
2025-07-08,57130,1,3569.0,3623.0,3569.0,3524.0,0.013416967404916871,2025-07-08 09:18:00
2025-07-10,57130,-1,3542.0,3499.0,3593.0,3542.0,0.010614325975090799,2025-07-10 09:18:00
2025-07-11,57130,1,3557.0,3558.0,3557.0,3499.0,-0.0013189037226747258,2025-07-11 10:39:00
2025-07-14,57130,-1,3506.0,3481.0,3544.0,3506.0,0.005556177669740947,2025-07-14 09:35:00
2025-07-15,57130,-1,3443.0,3448.0,3481.0,3443.0,-0.0030511684450600447,2025-07-15 14:18:00
2025-07-16,57130,-1,3427.0,3436.0,3460.0,3427.0,-0.004222761229537101,2025-07-16 10:06:00
2025-07-17,57130,1,3406.0,3400.0,3406.0,3376.0,-0.0033631506183808522,2025-07-17 15:03:00
2025-07-18,57130,1,3427.0,3427.0,3427.0,3400.0,-0.0016,2025-07-18 10:14:00
2025-07-22,57130,1,3515.0,3544.0,3515.0,3463.0,0.006616507480206355,2025-07-22 10:05:00
2025-07-23,57130,-1,3556.0,3570.0,3600.0,3556.0,-0.005529278139889557,2025-07-23 09:28:00
2025-07-24,57130,1,3629.0,3626.0,3629.0,3587.0,-0.002427015898273961,2025-07-24 10:33:00
2025-07-25,57130,-1,3535.0,3515.0,3580.0,3535.0,0.004073774085907825,2025-07-25 11:13:00
2025-07-28,57130,1,3525.0,3494.0,3525.0,3508.0,-0.010433224552367145,2025-07-28 09:16:00
2025-07-29,57130,-1,3441.0,3445.0,3464.0,3441.0,-0.002761777650278544,2025-07-29 09:19:00
2025-07-30,57130,1,3440.0,3466.0,3440.0,3421.0,0.0059297199081074555,2025-07-30 09:19:00
2025-08-01,57130,1,3426.0,3385.0,3426.0,3387.0,-0.013639493537689874,2025-08-01 09:49:00
2025-08-04,57130,1,3407.0,3447.0,3407.0,3357.0,0.01007214885589873,2025-08-04 09:39:00
2025-08-05,57130,1,3449.0,3513.0,3449.0,3410.0,0.0167860393289861,2025-08-05 09:16:00
2025-08-06,57130,1,3528.0,3550.0,3528.0,3492.0,0.004616465342779473,2025-08-06 10:18:00
2025-08-07,57130,1,3575.0,3663.0,3575.0,3523.0,0.02271730765070643,2025-08-07 12:30:00
2025-08-12,57130,1,3670.0,3660.0,3670.0,3612.0,-0.004328514653204062,2025-08-12 09:16:00
