date,code,side,gap,entry,exit,pnl
2025-04-08,57110,-1.0,0.02461359796350726,2056.5,2109.0,-0.02680839280829581
2025-04-09,57110,1.0,-0.01866529421935986,2070.0,2023.0,-0.02456704909166926
2025-04-15,57110,-1.0,0.019535818329815807,2248.5,2205.5,0.017709086665767714
2025-04-23,57110,-1.0,0.01667456389786426,2237.5,2217.5,0.007378735965275871
2025-06-27,57110,-1.0,0.019009853454282834,2257.0,2263.5,-0.004475790058477521
2025-07-09,57110,-1.0,0.02178735418490723,2320.0,2274.5,0.018206937650296882
2025-08-04,57110,1.0,-0.020007121047052063,2301.0,2338.0,0.01435205199664789
2025-09-29,57110,1.0,-0.01812300417041541,2734.0,2754.0,0.0056886620047052515
2025-10-01,57110,1.0,-0.01797923668800246,2728.5,2701.5,-0.011544833342166223
2025-10-02,57110,-1.0,0.018339043215693015,2751.5,2765.0,-0.006494417456621764
2025-10-15,57110,-1.0,0.01631185864869468,2874.0,2928.5,-0.020385558890866656
2025-10-22,57110,1.0,-0.01730745867461395,2864.0,2890.5,0.007610248441994456
2025-11-14,57110,1.0,-0.021729410165879735,3050.0,3115.0,0.01948756162009617
2025-11-20,57110,-1.0,0.0165457116690459,3047.0,3063.0,-0.0068373278470661766
2025-12-01,57110,-1.0,0.015528754447816928,3180.0,3154.0,0.006609708251238825
2025-12-10,57110,-1.0,0.02031464135117914,3282.0,3342.0,-0.019716437505302786
2025-12-12,57110,-1.0,0.01983834221966438,3360.0,3474.0,-0.034965693843800424
2025-12-15,57110,1.0,-0.018301164382404467,3411.0,3387.0,-0.00866092960087401
2025-12-22,57110,-1.0,0.020349539415279703,3475.0,3505.0,-0.010196041469798038
2025-12-29,57110,-1.0,0.018975901459005604,3724.0,3750.0,-0.00855748056749872
2026-01-05,57110,-1.0,0.016216571589245287,3730.0,3690.0,0.009181775603288362
2026-01-21,57110,1.0,-0.016409182063668835,4231.0,4345.0,0.02498738697942501
2026-01-29,57110,-1.0,0.015366074526906606,4525.0,4585.0,-0.014772528556538739
2026-01-30,57110,1.0,-0.015384918839479456,4515.0,4448.0,-0.016550629920667536
2026-02-06,57110,1.0,-0.015695389463690774,4425.0,4539.0,0.023836445014435756
2026-02-13,57110,-1.0,0.018307579363062192,5347.0,5397.0,-0.010907587669911284
2026-02-16,57110,-1.0,0.0183592452420175,5497.0,5223.0,0.04953053942436167
2026-03-27,57110,1.0,-0.019631568832645194,5044.0,5130.0,0.01530624108000498
2026-04-02,57110,-1.0,0.01739506730705825,5277.0,4995.0,0.053320342323013976
2026-04-15,57110,-1.0,0.017428116268297718,5788.0,5652.0,0.02217734394695643
2026-04-22,57110,1.0,-0.01782189377743242,5450.0,5419.0,-0.0073043120911755344
