date,code,side,entry,exit,or_high,or_low,pnl,entry_ts
2025-04-01,58010,-1,4907.0,4912.0,4984.0,4907.0,-0.0026184337370750003,2025-04-01 09:34:00
2025-04-02,58010,1,4938.0,5050.0,4938.0,4852.0,0.02082785236428059,2025-04-02 09:43:00
2025-04-14,58010,1,4392.0,4323.0,4392.0,4313.0,-0.01743509852173477,2025-04-14 09:31:00
2025-04-15,58010,1,4398.0,4311.0,4398.0,4340.0,-0.021579996367571852,2025-04-15 09:29:00
2025-04-16,58010,-1,4252.0,4180.0,4318.0,4252.0,0.015478213943036546,2025-04-16 13:00:00
2025-04-17,58010,-1,4095.0,4142.0,4197.0,4095.0,-0.013012045668359631,2025-04-17 09:16:00
2025-04-18,58010,1,4172.0,4153.0,4172.0,4084.0,-0.006164572489909484,2025-04-18 09:48:00
2025-04-21,58010,1,4104.0,4020.0,4104.0,4045.0,-0.022280205237538746,2025-04-21 09:33:00
2025-04-22,58010,1,4033.0,4040.0,4033.0,3947.0,0.0001341760818276644,2025-04-22 13:33:00
2025-04-24,58010,1,4307.0,4250.0,4307.0,4254.0,-0.01492262313564804,2025-04-24 09:52:00
2025-04-28,58010,-1,4498.0,4454.0,4548.0,4498.0,0.00823028470194801,2025-04-28 09:17:00
2025-04-30,58010,1,4459.0,4466.0,4459.0,4392.0,-3.137222737356615e-05,2025-04-30 15:10:00
2025-05-01,58010,-1,4439.0,4471.0,4510.0,4439.0,-0.008782971399945452,2025-05-01 09:33:00
2025-05-02,58010,-1,4427.0,4420.0,4480.0,4427.0,-1.7542339602746697e-05,2025-05-02 09:54:00
2025-05-07,58010,-1,4421.0,4488.0,4450.0,4421.0,-0.016641253376289116,2025-05-07 09:17:00
2025-05-08,58010,-1,4498.0,4736.0,4556.0,4498.0,-0.05316004404458072,2025-05-08 09:23:00
2025-05-09,58010,1,4852.0,4805.0,4852.0,4751.0,-0.011333948659547854,2025-05-09 09:16:00
2025-05-12,58010,1,4910.0,4920.0,4910.0,4812.0,0.0004345886977874566,2025-05-12 09:35:00
2025-05-14,58010,-1,5461.0,5609.0,5729.0,5461.0,-0.028340527356183275,2025-05-14 09:33:00
2025-05-15,58010,-1,5520.0,5549.0,5737.0,5520.0,-0.006839871054760171,2025-05-15 14:26:00
2025-05-16,58010,-1,5421.0,5393.0,5539.0,5421.0,0.0035784839231112154,2025-05-16 09:39:00
2025-05-19,58010,1,5332.0,5315.0,5332.0,5266.0,-0.004793390522551016,2025-05-19 09:49:00
2025-05-20,58010,1,5431.0,5699.0,5431.0,5343.0,0.04656744180015429,2025-05-20 09:16:00
2025-05-21,58010,-1,5652.0,5603.0,5769.0,5652.0,0.007107296239133551,2025-05-21 09:21:00
2025-05-22,58010,1,5778.0,6238.0,5778.0,5616.0,0.075002016141568,2025-05-22 09:22:00
2025-05-23,58010,1,6450.0,6518.0,6450.0,6213.0,0.008887449607688617,2025-05-23 10:11:00
2025-05-26,58010,-1,6403.0,6498.0,6551.0,6403.0,-0.016327806710243385,2025-05-26 09:18:00
