date,code,side,gap,entry,exit,pnl
2025-04-14,50160,-1.0,0.01641302964133005,860.0,843.0,0.01836543124569793
2025-08-18,50160,-1.0,0.023251560373057024,1109.5,1116.0,-0.007441400568607633
2025-09-09,50160,-1.0,0.01892800988551886,1600.0,1498.0,0.06427274415070779
2025-09-25,50160,-1.0,0.019924479802575504,1723.5,1844.0,-0.06918001815961912
2025-10-02,50160,-1.0,0.019398767971636744,2030.0,2096.5,-0.033833494574984226
2025-10-03,50160,1.0,-0.015139061215684266,2065.0,2117.5,0.02350592113107626
2025-10-07,50160,-1.0,0.02079913958591858,2259.0,2087.0,0.07759460939080252
2025-10-09,50160,-1.0,0.016997576368571077,2225.0,2136.5,0.03898793951626093
2025-10-10,50160,1.0,-0.02152655565544605,2091.0,2102.0,0.0036468520082629597
2025-10-17,50160,1.0,-0.021105077836530223,2016.0,1963.0,-0.028241434914798188
2025-10-20,50160,-1.0,0.01717213913935424,1997.0,1923.0,0.03615958782703543
2025-10-24,50160,-1.0,0.02010256322120832,1834.0,1951.0,-0.06344268780670112
2025-10-29,50160,-1.0,0.018781070374563027,2015.5,1995.0,0.00862325323325668
2025-11-06,50160,-1.0,0.01987064029640517,2058.5,2021.0,0.016785123806338315
2025-11-07,50160,1.0,-0.01772166683231491,1985.5,1923.5,-0.033324328378956304
2025-11-11,50160,-1.0,0.02018231974985748,2002.0,1959.5,0.01985734223547972
2025-11-26,50160,-1.0,0.01966873486029368,1643.0,1641.5,-0.000686618904379277
2025-12-01,50160,-1.0,0.0169319357710161,1697.5,1650.0,0.02678129253822491
2025-12-03,50160,-1.0,0.01724693360105439,1696.0,1652.5,0.024383244626007005
2025-12-04,50160,-1.0,0.015313315301310065,1678.0,1699.5,-0.014331482109019283
2025-12-09,50160,1.0,-0.018477569373586106,1769.5,1728.5,-0.025043040423838793
2025-12-10,50160,-1.0,0.017491485375878975,1759.0,1781.5,-0.014310240308332523
2025-12-22,50160,-1.0,0.021827403044521396,1760.0,1783.5,-0.014863916766748815
2025-12-29,50160,-1.0,0.020651224350431742,1957.0,1965.0,-0.005679556907285343
2026-01-06,50160,-1.0,0.024451095864164336,2070.0,2159.5,-0.04392810614134111
2026-01-20,50160,-1.0,0.016296250044653727,2753.0,2675.0,0.02714184581250034
2026-01-21,50160,1.0,-0.018868484304382805,2625.0,2653.0,0.009010179112015468
2026-02-19,50160,-1.0,0.017089216616686415,3305.0,3389.0,-0.026698419321264703
2026-03-03,50160,-1.0,0.01594203655814391,4426.0,4304.0,0.026351418769374572
2026-03-27,50160,1.0,-0.018945086242449304,3660.0,3677.0,0.0030340549058600896
2026-04-06,50160,-1.0,0.016834500197791986,3714.0,3689.0,0.005154044315975442
2026-05-15,50160,-1.0,0.015618345143907652,4517.0,4175.0,0.07713369836964833
