date,code,side,entry,exit,entry_ts,exit_ts,entry_z,exit_z,pnl
2025-04-01,58030,1,5262.0,5314.0,2025-04-01 10:00:00,2025-04-01 10:17:00,-5.654149827880739,-0.2930534166307777,0.008233664719520825
2025-04-01,58030,1,5289.0,5318.0,2025-04-01 10:32:00,2025-04-01 10:45:00,-1.5574090097504287,0.06261753819804543,0.003868100736985256
2025-04-01,58030,1,5295.0,5226.0,2025-04-01 11:05:00,2025-04-01 15:24:00,,,-0.014716811954949022
2025-04-02,58030,-1,5266.0,5342.0,2025-04-02 10:00:00,2025-04-02 15:24:00,,,-0.015929053613651493
2025-04-03,58030,1,4986.0,5014.0,2025-04-03 10:16:00,2025-04-03 11:01:00,-2.4159041658606353,0.17422856642311146,0.004000014634735417
2025-04-03,58030,1,4992.0,4859.0,2025-04-03 11:13:00,2025-04-03 15:24:00,,,-0.02860397564336059
2025-04-04,58030,1,4394.0,4292.0,2025-04-04 10:05:00,2025-04-04 15:24:00,,,-0.025087149193966384
2025-04-07,58030,-1,3737.0,3701.0,2025-04-07 10:09:00,2025-04-07 11:24:00,1.661020684056637,-0.1349815732781662,0.008080097099327898
2025-04-07,58030,1,3631.0,3697.0,2025-04-07 12:31:00,2025-04-07 12:53:00,-1.8670369413786132,-0.045856767925902424,0.016413587522296068
2025-04-07,58030,-1,3746.0,3705.0,2025-04-07 13:07:00,2025-04-07 13:15:00,1.9838831283948863,0.21705101916045053,0.009405345273846594
2025-04-07,58030,1,3671.0,3699.0,2025-04-07 13:29:00,2025-04-07 13:51:00,-1.5443263601078547,0.06625116856464423,0.005998408335619725
2025-04-07,58030,1,3676.0,3695.0,2025-04-07 13:54:00,2025-04-07 14:15:00,-1.551924750768919,-0.2421845389274531,0.0035553499067245828
2025-04-07,58030,1,3674.0,3592.0,2025-04-07 14:24:00,2025-04-07 15:18:00,,,-0.024171836352980723
2025-04-09,58030,1,3970.0,3987.0,2025-04-09 10:00:00,2025-04-09 10:57:00,-2.233768125639709,0.1836098329607498,0.0026729737001189025
2025-04-09,58030,1,3963.0,3983.0,2025-04-09 11:03:00,2025-04-09 11:22:00,-1.8860990703516636,-0.09603438615327645,0.003433989991209213
2025-04-09,58030,-1,4016.0,3988.0,2025-04-09 11:28:00,2025-04-09 12:32:00,1.9605564389874464,0.22028406183251487,0.005396530289836169
2025-04-09,58030,1,3956.0,3979.0,2025-04-09 12:38:00,2025-04-09 12:45:00,-1.6608791264702314,-0.26027672982405403,0.004197117684325915
2025-04-09,58030,1,3957.0,3959.0,2025-04-09 12:54:00,2025-04-09 14:44:00,-1.5539857478761434,-0.08715231309537017,-0.0010946942792936913
2025-04-09,58030,-1,3991.0,4010.0,2025-04-09 14:54:00,2025-04-09 15:24:00,,,-0.006349415251881084
2025-04-11,58030,-1,4447.0,4680.0,2025-04-11 10:14:00,2025-04-11 15:24:00,,,-0.05266839840099589
2025-04-14,58030,1,4759.0,4769.0,2025-04-14 10:00:00,2025-04-14 11:30:00,-1.673542586309294,-0.22301597672714032,0.0004990771771137801
2025-04-14,58030,1,4753.0,4652.0,2025-04-14 12:45:00,2025-04-14 15:24:00,,,-0.023078762975454362
2025-04-15,58030,-1,4733.0,4743.0,2025-04-15 10:00:00,2025-04-15 15:10:00,5.214011284248739,0.1313405279584038,-0.0037105959713338195
2025-04-16,58030,1,4687.0,4703.0,2025-04-16 10:00:00,2025-04-16 10:08:00,-1.830112638424016,-0.1882835090081279,0.0018078840223419133
2025-04-16,58030,-1,4736.0,4546.0,2025-04-16 10:22:00,2025-04-16 15:24:00,,,0.03934517215135305
2025-04-17,58030,-1,4555.0,4540.0,2025-04-17 10:00:00,2025-04-17 10:25:00,1.8114977437089355,0.23319652050093984,0.0016985186586650476
2025-04-17,58030,-1,4551.0,4552.0,2025-04-17 10:44:00,2025-04-17 12:43:00,1.5182371473964027,0.1875083698446415,-0.001819707789524848
2025-04-17,58030,-1,4571.0,4556.0,2025-04-17 13:01:00,2025-04-17 14:01:00,1.5186287603340214,0.2911770219790601,0.0016869537646716241
2025-04-17,58030,-1,4565.0,4613.0,2025-04-17 14:28:00,2025-04-17 15:24:00,,,-0.012059890528751784
2025-04-18,58030,-1,4674.0,4648.0,2025-04-18 10:00:00,2025-04-18 10:48:00,3.3712641462158928,-0.08006988687343736,0.003978216567056109
2025-04-18,58030,-1,4671.0,4655.0,2025-04-18 11:01:00,2025-04-18 12:36:00,1.8344027536526581,0.17847771267548415,0.001831270790940558
2025-04-18,58030,-1,4669.0,4653.0,2025-04-18 12:46:00,2025-04-18 12:51:00,1.8706794486846168,-0.13106143312634697,0.0018327431262885197
2025-04-18,58030,-1,4666.0,4653.0,2025-04-18 12:55:00,2025-04-18 13:08:00,1.6424726837751802,-0.25041540108877225,0.0011900007367267745
2025-04-18,58030,-1,4662.0,4655.0,2025-04-18 13:13:00,2025-04-18 13:30:00,1.5705408213403522,0.1701041648512912,-9.73701154649816e-05
2025-04-18,58030,1,4644.0,4650.0,2025-04-18 13:32:00,2025-04-18 13:49:00,-2.303504302470483,-0.26591254634343675,-0.0003088442363801923
2025-04-18,58030,1,4638.0,4651.0,2025-04-18 13:58:00,2025-04-18 14:08:00,-1.8361423589635786,-0.2842420577152946,0.001199011408620015
2025-04-18,58030,-1,4666.0,4657.0,2025-04-18 14:10:00,2025-04-18 15:03:00,1.7755077548553864,0.1460485702286892,0.0003307095989981089
2025-04-18,58030,-1,4675.0,4678.0,2025-04-18 15:20:00,2025-04-18 15:24:00,,,-0.0022415054213370442
2025-04-21,58030,1,4627.0,4557.0,2025-04-21 10:03:00,2025-04-21 15:24:00,,,-0.016844197643117082
2025-04-22,58030,1,4430.0,4457.0,2025-04-22 10:00:00,2025-04-22 10:33:00,-3.991383664801384,0.06960807045916263,0.004476309907374607
2025-04-22,58030,-1,4479.0,4460.0,2025-04-22 10:52:00,2025-04-22 10:55:00,1.5275908627458155,0.18943225488034673,0.0026510411931902787
2025-04-22,58030,1,4447.0,4452.0,2025-04-22 11:28:00,2025-04-22 13:41:00,-1.8375089144437176,0.06683345541234847,-0.0004762781152610348
2025-04-22,58030,1,4446.0,4423.0,2025-04-22 14:12:00,2025-04-22 15:24:00,,,-0.006786616655815122
2025-04-23,58030,1,4619.0,4625.0,2025-04-23 10:00:00,2025-04-23 12:42:00,-2.9960445762095893,-0.008378001366284138,-0.0003018604840797276
2025-04-23,58030,-1,4653.0,4631.0,2025-04-23 12:54:00,2025-04-23 14:05:00,1.5765227455316502,-0.16270859275664984,0.0031393453638965587
2025-04-23,58030,1,4618.0,4630.0,2025-04-23 14:19:00,2025-04-23 14:22:00,-1.6620181343727431,-0.201255116971967,0.0009951571658390645
2025-04-23,58030,-1,4656.0,4688.0,2025-04-23 14:26:00,2025-04-23 15:24:00,,,-0.008449341845574769
2025-04-24,58030,-1,4858.0,4858.0,2025-04-24 10:00:00,2025-04-24 12:54:00,2.1276770489145247,-0.07590992284950551,-0.0016
2025-04-24,58030,1,4843.0,4856.0,2025-04-24 13:11:00,2025-04-24 14:35:00,-1.639043594909552,0.21426793525554363,0.0010806903361050733
2025-04-24,58030,1,4838.0,4844.0,2025-04-24 14:57:00,2025-04-24 15:24:00,,,-0.00036058649698975597
2025-04-25,58030,1,5136.0,5179.0,2025-04-25 10:19:00,2025-04-25 10:49:00,-1.6301113356194488,-0.045737520416399294,0.006737421054094284
2025-04-25,58030,1,5168.0,5270.0,2025-04-25 11:22:00,2025-04-25 15:24:00,,,0.01794459607297013
2025-04-28,58030,1,5186.0,5222.0,2025-04-28 10:00:00,2025-04-28 10:46:00,-2.3308384386908627,0.07246235352918937,0.0053177831604643575
2025-04-28,58030,1,5210.0,5213.0,2025-04-28 11:02:00,2025-04-28 14:29:00,-1.8601541035797025,-0.03410908085529118,-0.001024349979306731
2025-04-28,58030,-1,5227.0,5216.0,2025-04-28 14:32:00,2025-04-28 14:43:00,1.824211036347761,0.2605676227082979,0.0005066751064329424
2025-04-28,58030,1,5207.0,5200.0,2025-04-28 15:14:00,2025-04-28 15:24:00,,,-0.0029452485933803545
2025-04-30,58030,-1,5177.0,5162.0,2025-04-30 10:04:00,2025-04-30 10:28:00,1.6007486460582578,-0.20172866580482202,0.0013016366233422085
2025-04-30,58030,-1,5181.0,5242.0,2025-04-30 10:47:00,2025-04-30 15:24:00,,,-0.013305017068563315
2025-05-01,58030,-1,5348.0,5552.0,2025-05-01 10:03:00,2025-05-01 15:24:00,,,-0.039035563964806674
2025-05-02,58030,1,5475.0,5490.0,2025-05-02 10:00:00,2025-05-02 11:16:00,-3.4203798594874852,-0.26348730335670967,0.0011359798188748454
