date,code,side,gap,entry,exit,pnl
2025-04-22,58030,1.0,-0.015490462431634395,4484.0,4432.0,-0.013264555764930738
2025-05-01,58030,-1.0,0.015507118610070546,5329.0,5556.0,-0.043314821577452034
2025-05-08,58030,-1.0,0.017291497110061043,5775.0,5899.0,-0.022844588613080932
2025-05-15,58030,1.0,-0.016731191695205903,5927.0,5760.0,-0.03018070809790121
2025-06-30,58030,-1.0,0.019547143094165293,7749.0,7571.0,0.021638643660643525
2025-07-08,58030,-1.0,0.02004075088344619,7560.0,7815.0,-0.034773773681998396
2025-07-23,58030,-1.0,0.01761022264372313,8593.0,8359.0,0.026009115614066942
2025-08-01,58030,1.0,-0.02241809283898388,10145.0,10290.0,0.012591576568180083
2025-08-05,58030,-1.0,0.020241654952429217,10480.0,10675.0,-0.020035880221792157
2025-08-25,58030,-1.0,0.025785700247032955,11785.0,11495.0,0.023315378172949534
2025-08-27,58030,-1.0,0.015070252920998173,11700.0,11675.0,0.0005390382487494183
2025-08-28,58030,1.0,-0.026031838717946867,11375.0,12320.0,0.07820599326835957
2025-09-04,58030,-1.0,0.022543964434894436,12785.0,13140.0,-0.028988404313314616
2025-09-09,58030,-1.0,0.01755072471862063,13795.0,12905.0,0.06509137449867228
2025-09-12,58030,-1.0,0.018414118037269736,14250.0,14100.0,0.008982109330536971
2025-09-16,58030,-1.0,0.01757514482150749,14350.0,13970.0,0.025237768936759625
2025-09-22,58030,-1.0,0.015971945566052186,14200.0,14250.0,-0.005114942107444592
2025-09-25,58030,1.0,-0.020454864665039527,14275.0,14550.0,0.01748123807542771
2025-10-08,58030,1.0,-0.019815707826464617,14990.0,15965.0,0.06141551405223899
2025-10-16,58030,-1.0,0.024451095864164336,16560.0,16800.0,-0.01598873745209967
2025-10-17,58030,1.0,-0.018018505502678365,16500.0,16445.0,-0.004938901265514599
2025-10-20,58030,-1.0,0.02016622139803991,16780.0,17195.0,-0.026030942845169474
2025-10-21,58030,-1.0,0.017296481935421788,17495.0,16675.0,0.0464045340179639
2025-10-23,58030,1.0,-0.022392337312621434,16560.0,17245.0,0.03893209743169061
2025-11-04,58030,-1.0,0.02334373040149398,21670.0,20710.0,0.043712140140774854
2025-11-10,58030,-1.0,0.02300065079693543,20890.0,20510.0,0.01675800348418514
2025-11-11,58030,-1.0,0.02408594277261991,21010.0,19285.0,0.084070923196718
2025-11-27,58030,-1.0,0.01649748716778697,18335.0,18100.0,0.011299863251509246
2025-12-03,58030,-1.0,0.020865138463961756,16950.0,17030.0,-0.006308660848137756
2025-12-10,58030,-1.0,0.020365119682871222,18850.0,18460.0,0.01930668481931371
2025-12-12,58030,-1.0,0.015250840252466894,18500.0,18500.0,-0.0016
2026-01-09,58030,1.0,-0.01749650255003626,17280.0,17085.0,-0.012948877808654396
2026-01-15,58030,1.0,-0.016910023929973265,17005.0,17300.0,0.015599083044574451
2026-01-22,58030,-1.0,0.018511372630204206,18265.0,18165.0,0.0038899945740805313
2026-01-26,58030,1.0,-0.022593449043767033,17505.0,17960.0,0.024060508467424448
2026-02-02,58030,-1.0,0.020233366019739022,19970.0,19860.0,0.003923488810697297
2026-02-06,58030,1.0,-0.016529301951210582,21300.0,22395.0,0.048530646943884016
2026-02-13,58030,1.0,-0.01596185632673029,22685.0,21795.0,-0.041623327425571316
2026-02-19,58030,-1.0,0.015986130846302245,22700.0,22950.0,-0.012553012019197146
2026-02-24,58030,-1.0,0.02159911180346172,23400.0,25190.0,-0.07531106800086304
2026-02-26,58030,-1.0,0.018467745545840172,27325.0,27465.0,-0.006710432731981481
2026-03-17,58030,-1.0,0.017405196682472413,26080.0,24605.0,0.0566190627405107
2026-03-18,58030,-1.0,0.015926150550259196,25000.0,25705.0,-0.029409700639267233
2026-03-19,58030,1.0,-0.016276464825594153,25290.0,25330.0,-1.959666829000578e-05
2026-04-24,58030,-1.0,0.015825246087438787,5987.0,6037.0,-0.009916747871074086
