date,code,side,entry,exit,or_high,or_low,pnl,entry_ts
2025-04-01,50160,-1,890.0,863.0,918.0,890.0,0.02920677164275763,2025-04-01 09:20:00
2025-04-02,50160,-1,845.0,865.0,868.0,845.0,-0.024992879574705376,2025-04-02 09:22:00
2025-04-04,50160,-1,820.0,798.0,831.0,820.0,0.025595742808490054,2025-04-04 09:19:00
2025-04-09,50160,-1,731.0,743.0,754.0,731.0,-0.017882584967980716,2025-04-09 09:17:00
2025-04-11,50160,1,830.0,846.0,830.0,805.0,0.017493658815579603,2025-04-11 12:43:00
2025-04-14,50160,-1,846.0,843.0,864.0,846.0,0.001952401604367772,2025-04-14 09:17:00
2025-04-15,50160,1,849.0,830.0,849.0,838.0,-0.024233485520703757,2025-04-15 09:16:00
2025-04-16,50160,-1,814.0,824.0,830.0,814.0,-0.013810163906931338,2025-04-16 09:18:00
2025-04-17,50160,1,831.0,830.0,831.0,820.0,-0.0028040940648045637,2025-04-17 10:29:00
2025-04-21,50160,-1,835.0,817.0,844.0,835.0,0.020192629990852612,2025-04-21 09:18:00
2025-04-22,50160,1,822.0,822.0,822.0,810.0,-0.0016,2025-04-22 09:19:00
2025-04-23,50160,-1,828.0,826.0,839.0,828.0,0.0008183808642816379,2025-04-23 09:20:00
2025-04-24,50160,-1,824.0,818.0,832.0,824.0,0.005708193306724641,2025-04-24 10:22:00
2025-04-25,50160,-1,817.0,815.0,827.0,817.0,0.0008509816191401849,2025-04-25 10:48:00
2025-04-28,50160,-1,813.0,810.0,821.0,813.0,0.0020968618813260913,2025-04-28 09:17:00
2025-04-30,50160,-1,795.7,794.8,820.0,795.7,-0.00046828029417255476,2025-04-30 11:00:00
2025-05-01,50160,-1,777.0,788.0,790.0,777.0,-0.01565773949023173,2025-05-01 09:17:00
2025-05-02,50160,-1,787.0,792.0,794.9,787.0,-0.007933143397022599,2025-05-02 09:20:00
2025-05-07,50160,-1,792.1,800.6,804.0,792.1,-0.0122738000882392,2025-05-07 09:17:00
2025-05-09,50160,-1,793.1,807.2,802.7,793.1,-0.019222151950125197,2025-05-09 09:22:00
2025-05-12,50160,1,804.8,820.0,804.8,775.1,0.01711054091282411,2025-05-12 09:21:00
2025-05-13,50160,-1,802.8,811.3,828.0,802.8,-0.012132282478836364,2025-05-13 09:16:00
2025-05-14,50160,-1,806.0,798.8,817.8,806.0,0.007373140964968181,2025-05-14 09:19:00
2025-05-15,50160,-1,792.6,812.0,800.3,792.6,-0.025781659405343278,2025-05-15 09:18:00
2025-05-16,50160,-1,802.4,804.4,811.0,802.4,-0.004089421250771239,2025-05-16 09:16:00
2025-05-20,50160,-1,804.2,795.0,809.0,804.2,0.009905879808841795,2025-05-20 09:16:00
2025-05-21,50160,-1,790.3,787.0,795.0,790.3,0.002584371793526387,2025-05-21 09:26:00
2025-05-22,50160,1,798.0,807.2,798.0,783.1,0.009862871589590531,2025-05-22 09:19:00
2025-05-23,50160,-1,804.0,800.0,807.1,804.0,0.0033875415110390513,2025-05-23 09:16:00
2025-05-26,50160,-1,800.0,798.1,809.9,800.0,0.0007778247859641129,2025-05-26 14:16:00
2025-05-27,50160,1,801.2,800.2,801.2,793.7,-0.0028489073685285023,2025-05-27 12:34:00
2025-05-28,50160,-1,801.0,796.4,821.0,801.0,0.004159374878318077,2025-05-28 14:39:00
2025-05-29,50160,1,797.9,792.3,797.9,792.0,-0.008643168343039085,2025-05-29 12:32:00
2025-05-30,50160,1,791.9,784.8,791.9,787.1,-0.010606212965213512,2025-05-30 09:20:00
2025-06-02,50160,-1,773.1,770.6,781.2,773.1,0.0016389741343718065,2025-06-02 11:25:00
2025-06-03,50160,1,774.0,765.0,774.0,765.6,-0.0132960397631913,2025-06-03 10:40:00
2025-06-04,50160,-1,763.8,763.8,770.0,763.8,-0.0016,2025-06-04 09:20:00
2025-06-05,50160,1,767.9,764.5,767.9,760.2,-0.006037490967380847,2025-06-05 09:31:00
2025-06-06,50160,-1,760.6,747.0,766.2,760.6,0.016442410361341996,2025-06-06 09:17:00
2025-06-09,50160,-1,746.7,747.9,752.1,746.7,-0.0032057811559657295,2025-06-09 09:18:00
2025-06-10,50160,1,755.4,772.2,755.4,749.9,0.02039617355177953,2025-06-10 09:16:00
2025-06-11,50160,-1,775.1,782.0,783.0,775.1,-0.010462687257845325,2025-06-11 09:16:00
2025-06-12,50160,-1,778.6,780.9,787.8,778.6,-0.004549665492273948,2025-06-12 09:16:00
2025-06-13,50160,-1,776.0,763.0,785.6,776.0,0.015294488898761796,2025-06-13 09:16:00
2025-06-16,50160,-1,762.5,766.3,772.4,762.5,-0.006571229494791847,2025-06-16 09:28:00
2025-06-17,50160,1,768.4,789.0,768.4,764.0,0.024855889951472705,2025-06-17 09:24:00
2025-06-18,50160,1,797.9,794.2,797.9,784.1,-0.006247957617084088,2025-06-18 09:32:00
2025-06-19,50160,-1,784.3,788.2,793.1,784.3,-0.006560264542282694,2025-06-19 09:16:00
2025-06-20,50160,-1,784.3,781.2,789.2,784.3,0.002360401216096794,2025-06-20 09:17:00
2025-06-23,50160,-1,764.6,765.1,777.9,764.6,-0.0022537229754937688,2025-06-23 09:16:00
2025-06-24,50160,1,775.5,796.3,775.5,765.1,0.02486801664680557,2025-06-24 10:19:00
2025-06-25,50160,-1,786.0,786.5,800.9,786.0,-0.0022359300691260726,2025-06-25 09:45:00
2025-06-26,50160,1,786.7,788.2,786.7,780.2,0.00030488342570648367,2025-06-26 10:35:00
2025-06-27,50160,1,799.3,810.0,799.3,789.2,0.01169790303451116,2025-06-27 09:19:00
2025-06-30,50160,1,819.9,807.0,819.9,809.8,-0.01745871333218316,2025-06-30 09:25:00
2025-07-01,50160,-1,801.8,823.0,810.0,801.8,-0.027697000468663246,2025-07-01 09:17:00
2025-07-02,50160,-1,810.1,814.2,818.8,810.1,-0.006648339232432902,2025-07-02 09:16:00
2025-07-03,50160,1,834.0,843.0,834.0,823.3,0.009133555643108632,2025-07-03 09:24:00
2025-07-04,50160,-1,830.5,818.9,842.1,830.5,0.012465952777207044,2025-07-04 09:56:00
