date,code,side,gap,entry,exit,pnl
2025-04-15,58020,-1.0,0.023969190112996402,2090.0,2148.0,-0.028973110669898567
2025-05-12,58020,-1.0,0.015242648533475466,2479.0,2462.0,0.005281225290791644
2025-05-14,58020,-1.0,0.018815230496722953,2682.5,2656.5,0.008139728613855618
2025-05-28,58020,-1.0,0.01680711831638119,2910.0,2889.5,0.005469604407705508
2025-05-30,58020,1.0,-0.01587334915629012,3000.0,3036.0,0.010328570865273811
2025-06-13,58020,1.0,-0.017535080188002608,2826.5,2805.0,-0.009235658158548809
2025-06-27,58020,-1.0,0.0170272614102808,3080.0,3113.0,-0.01225729447398798
2025-06-30,58020,-1.0,0.016882069999349367,3166.0,3095.0,0.02108105532226101
2025-07-02,58020,1.0,-0.02071942037994493,3057.0,3057.0,-0.0016
2025-07-04,58020,-1.0,0.019815285604143883,3160.0,3110.0,0.014349301407677952
2025-07-15,58020,-1.0,0.01596028245987256,3221.0,3271.0,-0.01700387820718505
2025-07-30,58020,-1.0,0.017234499190469568,3570.0,3604.0,-0.01107874395454374
2025-08-12,58020,-1.0,0.017413689236967057,3997.0,3952.0,0.009722299843565096
2025-10-02,58020,-1.0,0.015381221284672484,4193.0,4197.0,-0.0025535161628282726
2025-10-10,58020,1.0,-0.015234244571847973,4560.0,4535.0,-0.007097539959194831
2025-11-05,58020,1.0,-0.016633783379731745,5962.0,5902.0,-0.01171471873513204
2025-11-28,58020,-1.0,0.016289658130787397,6189.0,6141.0,0.006185927409962336
2026-02-06,58020,1.0,-0.01770680966620271,7277.0,7540.0,0.033903492654915365
2026-02-18,58020,1.0,-0.01619798859894871,8512.0,8826.0,0.03462497824806699
2026-03-19,58020,1.0,-0.027151906039077568,9737.0,9948.0,0.019838463944539156
2026-04-02,58020,-1.0,0.0160534269469845,9419.0,9104.0,0.03241504845670497
2026-04-10,58020,1.0,-0.029241849594497417,10110.0,10580.0,0.04384039339777336
2026-04-15,58020,-1.0,0.029341958284015375,10375.0,9551.0,0.08115320506416143
2026-04-20,58020,-1.0,0.01531910988285675,10130.0,9976.0,0.013719109882856679
2026-05-13,58020,1.0,-0.026088436084297853,11350.0,12775.0,0.11667239216235642
2026-05-21,58020,-1.0,0.02810489432010852,10825.0,10730.0,0.007214717245946428
