date,top5,all8
2025-09-25,-0.013832218079691693,-0.02170427476456409
2025-09-29,,0.0056886620047052515
2025-10-01,,-0.011544833342166223
2025-10-02,-0.0050990186940754485,-0.01184988521242577
2025-10-03,0.02350592113107626,0.02350592113107626
2025-10-06,-0.019709478058694017,-0.019709478058694017
2025-10-07,0.07759460939080252,0.07759460939080252
2025-10-08,0.058162663529500835,0.06130899983573207
2025-10-09,0.016686894521730854,0.016686894521730854
2025-10-10,-0.0017253439754659357,-0.0017253439754659357
2025-10-14,-0.0016,-0.0016
2025-10-15,,-0.01633185847321533
2025-10-16,-0.013160037252489827,-0.013160037252489827
2025-10-17,-0.01659016809015639,-0.006187257350378994
2025-10-20,0.00506432249093298,-0.003075834445333274
2025-10-21,0.0464045340179639,0.0464045340179639
2025-10-22,,0.013837883065841713
2025-10-23,0.03893209743169061,0.03893209743169061
2025-10-24,-0.06344268780670112,-0.038774775425334675
2025-10-29,0.010855989889455901,0.010855989889455901
2025-10-31,,0.00755844077137442
2025-11-04,0.043712140140774854,0.043712140140774854
2025-11-05,-0.01171471873513204,-0.0063846568792134345
2025-11-06,0.016785123806338315,0.016785123806338315
2025-11-07,-0.033324328378956304,-0.033324328378956304
2025-11-10,0.059703748046519525,0.059703748046519525
2025-11-11,0.05196413271609886,0.049723361053860424
2025-11-13,-0.002368787275996738,-0.002368787275996738
2025-11-14,,0.01948756162009617
2025-11-17,-0.006303124483390801,-0.006303124483390801
2025-11-18,-0.0787590805466181,-0.0787590805466181
2025-11-19,,0.013199698920906396
2025-11-20,,-0.0068373278470661766
2025-11-26,-0.000686618904379277,-0.001981532615815815
2025-11-27,0.011299863251509246,0.004602263825759635
2025-11-28,-0.013100734848257089,-0.013100734848257089
2025-12-01,0.02678129253822491,0.016695500394731867
2025-12-02,0.004572859107080968,0.004572859107080968
2025-12-03,-0.002871513174495424,-0.0028715131744954238
2025-12-04,-0.014331482109019283,-0.014331482109019283
2025-12-05,0.049511459674802985,0.049511459674802985
2025-12-09,-0.025043040423838793,-0.016367777211498048
2025-12-10,0.0024982222554905944,-0.004906664331440532
2025-12-11,,-0.02964446270699946
2025-12-12,-0.0016,-0.021852140169067755
2025-12-15,,-0.00866092960087401
2025-12-16,-0.02734313188589517,-0.02734313188589517
2025-12-18,,0.018898521548340968
2025-12-22,-0.014863916766748815,-0.012529979118273426
2025-12-24,-0.055264849841779054,-0.01787685812739951
2025-12-25,,0.025465999052226237
2025-12-29,-0.005679556907285343,-0.008194345881863354
2025-12-30,,0.011815357467532008
2026-01-05,,0.009181775603288362
2026-01-06,-0.04392810614134111,-0.030516146338653183
2026-01-07,-0.005335542778733771,-0.005335542778733771
2026-01-09,-0.012948877808654396,-0.012948877808654396
2026-01-13,0.029135162982364363,0.029135162982364363
2026-01-14,,-0.038408144275166915
2026-01-15,0.015599083044574451,0.015599083044574451
2026-01-19,0.055997491783336545,0.055997491783336545
2026-01-20,0.02714184581250034,0.02714184581250034
2026-01-21,0.03117644147422885,0.02911342330929424
2026-01-22,0.0038899945740805313,0.0038899945740805313
2026-01-23,-0.018904339302015467,-0.018904339302015467
2026-01-26,0.01875357806925676,0.01875357806925676
2026-01-27,-0.0035398648178266764,0.011474099921456826
2026-01-29,,-0.014772528556538739
2026-01-30,,-0.029280084129272098
2026-02-02,-0.003966505678245907,-0.006361874320561583
2026-02-05,-0.040820713153281264,-0.040820713153281264
2026-02-06,0.03686087166652469,0.03360476500350246
2026-02-12,-0.031214385073874654,-0.031214385073874654
2026-02-13,-0.041623327425571316,-0.0262654575477413
2026-02-16,,0.04953053942436167
2026-02-18,0.03462497824806699,0.03462497824806699
2026-02-19,-0.019625715670230925,-0.021114478064540657
2026-02-24,-0.07531106800086304,-0.07531106800086304
2026-02-26,0.018884381485356143,0.014258905510248176
2026-02-27,,-0.08225617141722212
2026-03-03,0.06326033326300225,0.06326033326300225
2026-03-06,-0.01873628224298724,0.01298647410817462
2026-03-11,,0.005209364832352049
2026-03-12,,-0.014216568675530181
2026-03-13,,0.006957509435222929
2026-03-16,0.05925464827049119,0.024741869332141588
2026-03-17,0.0566190627405107,0.0566190627405107
2026-03-18,-0.029409700639267233,-0.029409700639267233
2026-03-19,0.019727531732072402,0.0197275317320724
2026-03-26,-0.016299248244844546,-0.016299248244844546
2026-03-27,0.016308968580963645,0.017492514481917548
2026-04-02,0.027144078940529066,0.035869500068024036
2026-04-06,0.005154044315975442,0.005154044315975442
2026-04-07,-0.004062044739775039,-0.004062044739775039
2026-04-09,-0.02923320641136822,-0.008903267505679852
2026-04-10,0.04384039339777336,-0.003819536761977726
2026-04-13,,-0.0035196495679733946
2026-04-14,,-0.02453632384432556
2026-04-15,0.04235332409328954,0.03197512300346014
2026-04-16,0.04725578312020844,0.04725578312020844
2026-04-17,-0.06181885999305472,-0.04302392628829827
2026-04-20,-0.0075677628370138675,-0.0075677628370138675
2026-04-22,0.0017955890011381074,-0.0027543615450187136
2026-04-23,0.05430277758114638,0.05430277758114638
2026-04-24,-0.009916747871074086,-0.009916747871074086
2026-04-27,0.002157441013994273,0.002157441013994273
2026-05-08,-0.03269554530926114,-0.03269554530926114
2026-05-11,0.046499158729060616,0.02269083389273329
2026-05-13,0.11667239216235642,0.11667239216235642
2026-05-15,0.07713369836964833,0.07713369836964833
2026-05-18,0.010002740752517197,0.010002740752517197
2026-05-20,-0.018165812292768816,-0.018165812292768816
2026-05-21,0.007214717245946428,0.009646742254029415
