date,code,side,gap,entry,exit,pnl
2025-04-15,58010,-1.0,0.015151805020602246,4389.0,4311.0,0.016331514941099412
2025-04-17,58010,1.0,-0.01688821802852174,4110.0,4142.0,0.006155734465249258
2025-04-28,58010,-1.0,0.015514495584045006,4547.0,4454.0,0.019065106007697653
2025-05-19,58010,1.0,-0.018716623479239487,5293.0,5315.0,0.0025478189180607414
2025-06-09,58010,-1.0,0.01583295726518116,7130.0,7068.0,0.0071336799687545535
2025-06-10,58010,-1.0,0.019336457868451545,7206.0,7000.0,0.02740386327058823
2025-06-30,58010,-1.0,0.017694683402726823,7298.0,7033.0,0.03538698068837474
2025-07-07,58010,1.0,-0.01511786911280278,7090.0,6965.0,-0.01938773331226708
2025-07-11,58010,1.0,-0.01584600845007804,7200.0,7093.0,-0.01657264380205992
2025-07-23,58010,-1.0,0.019300650593155697,7847.0,7570.0,0.034338225695978775
2025-07-24,58010,-1.0,0.018325120125880695,7710.0,8118.0,-0.053165630841467894
2025-08-06,58010,1.0,-0.015377773489970594,9615.0,9800.0,0.0174580066357832
2025-09-04,58010,-1.0,0.017338042676125164,8494.0,8486.0,-0.0006577148890537338
2025-09-12,58010,-1.0,0.016082688232745973,9402.0,9108.0,0.03016928440044558
2025-09-25,58010,1.0,-0.015597196813667929,9097.0,9205.0,0.010202125845116336
2025-10-02,58010,-1.0,0.015445186721623962,9004.0,8802.0,0.02108995465558616
2025-10-06,58010,-1.0,0.01675268127515241,9029.0,9194.0,-0.019709478058694017
2025-10-08,58010,1.0,-0.016228853422221214,9168.0,9701.0,0.054909813006762676
2025-10-16,58010,-1.0,0.01630825445475167,9273.0,9536.0,-0.029567158504905097
2025-10-29,58010,-1.0,0.016121733717079794,10630.0,10475.0,0.013088726545655124
2025-11-10,58010,-1.0,0.018755058037006195,10495.0,9456.0,0.1026494926088539
2025-11-18,58010,1.0,-0.022516859284333404,10100.0,9350.0,-0.0787590805466181
2025-11-28,58010,-1.0,0.015387334528899154,9627.0,9928.0,-0.03238739710647651
2025-12-02,58010,-1.0,0.015504186535965254,9750.0,9690.0,0.004572859107080968
2025-12-03,58010,-1.0,0.015361285161487149,9840.0,10090.0,-0.02668912330135552
2025-12-16,58010,1.0,-0.01602427194769868,9286.0,9050.0,-0.02734313188589517
2026-01-07,58010,1.0,-0.02890374618234899,10230.0,10120.0,-0.012410916104215618
2026-01-13,58010,-1.0,0.025629791264516796,10275.0,9964.0,0.029135162982364363
2026-01-19,58010,1.0,-0.0253672138784231,10120.0,10720.0,0.055997491783336545
2026-01-23,58010,-1.0,0.018041185782553884,12025.0,12205.0,-0.016457887853098516
2026-01-27,58010,-1.0,0.02357673056399702,12875.0,12900.0,-0.0035398648178266764
2026-02-02,58010,1.0,-0.022422464055832397,13230.0,13095.0,-0.01185650016718911
2026-02-05,58010,1.0,-0.022487720104275463,14950.0,14375.0,-0.040820713153281264
2026-02-06,58010,1.0,-0.021090412657660002,14075.0,14500.0,0.028148475400774697
2026-03-16,58010,-1.0,0.01808250755076561,31250.0,29405.0,0.05925464827049119
2026-03-19,58010,1.0,-0.017562797755355446,28220.0,29400.0,0.03936372791996805
2026-03-26,58010,-1.0,0.015878390126777876,31740.0,32210.0,-0.016299248244844546
2026-04-02,58010,-1.0,0.021316276050874324,33190.0,32420.0,0.021873109424353165
2026-04-07,58010,1.0,-0.018945086242449304,36600.0,36510.0,-0.004062044739775039
2026-04-16,58010,1.0,-0.015949301407677953,43540.0,45720.0,0.04725578312020844
2026-04-20,58010,1.0,-0.015691870962532082,44260.0,43070.0,-0.028854635556884414
2026-05-11,58010,-1.0,0.015480185287899299,45570.0,43430.0,0.046499158729060616
2026-05-18,58010,-1.0,0.018188933605373943,55480.0,54840.0,0.010002740752517197
