stop%,n,mean%,wr%,t,sharpe,max_loss%,avg_loss%,avg_win%,pf,stop_rate%,h1_sharpe,h1_t,h2_sharpe,h2_t
None,32,13.613092103048928,90.625,8.114744577287599,7.20112145080626,-15.335480880648904,-7.756443300481301,15.82373369651757,19.720734509442607,0.0,4.699024065775625,3.744271999577232,12.962608898748643,10.328854004931317
-3,32,11.46704375772556,75.0,6.05216281358793,5.370761709824226,-5.564079320113318,-4.467297178681944,16.778490736528063,11.267545049339082,25.0,4.817193576443583,3.838431719511492,5.9164873756792735,4.714369985451756
-5,32,13.027992334896718,87.5,7.620471220858856,6.762497359112328,-7.769160012775472,-6.308413906697643,15.790336083695909,17.521417304042014,12.5,5.699929631441414,4.541812644461083,8.14092372865154,6.486843297929031
-7,32,13.4820661525957,90.625,7.856035941983343,6.971540311750741,-14.002920046349946,-9.154053438649084,15.82373369651757,16.709838990071496,6.25,4.839413537118772,3.8561370079763395,10.912999355204994,8.6956860286592
-10,32,13.654734629120771,90.625,8.251810494154192,7.322755385765229,-14.002920046349946,-7.3122563557149824,15.82373369651757,20.91868113277875,3.125,4.839413537118772,3.8561370079763395,12.962608898748643,10.328854004931317
-15,32,13.613092103048928,90.625,8.114744577287599,7.20112145080626,-15.335480880648904,-7.756443300481301,15.82373369651757,19.720734509442607,3.125,4.699024065775625,3.744271999577232,12.962608898748643,10.328854004931317
